"species_scientific","site","place_name","date","YYYYMMDD","quadrat","species_common","sp_code","width_mm","mass_g"
"Protothaca staminea","2018_L_02","Natzuhini","7/12/2018",20180712,4,"Steamer clam","CLMSTM",51,19.3578833530979
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,1,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_L_03","Sukkwan","7/13/2018",20180713,2,"Steamer clam","CLMSTM",15,0.704065333476525
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,7,"Steamer clam","CLMSTM",38,8.72593173987982
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,1,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,5,"Steamer clam","CLMSTM",26,3.12252308617495
"Protothaca staminea","2018_H_01","Kaguk Cove","7/14/2018",20180714,8,"Steamer clam","CLMSTM",35,6.98383701975007
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,1,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,7,"Steamer clam","CLMSTM",37,8.11798230718509
"Protothaca staminea","2018_L_03","Sukkwan","7/13/2018",20180713,7,"Steamer clam","CLMSTM",49,17.3703598849317
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,3,"Steamer clam","CLMSTM",22,1.98627076902264
"Protothaca staminea","2018_L_02","Natzuhini","7/12/2018",20180712,1,"Steamer clam","CLMPOI",55,23.7498020837087
"Protothaca staminea","2018_H_01","Kaguk Cove","7/14/2018",20180714,8,"Steamer clam","CLMSTM",31,5.0276530323904
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,1,"Steamer clam","CLMSTM",24,2.51402663328876
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,6,"Steamer clam","CLMSTM",47,15.5166809714066
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,6,"Steamer clam","CLMSTM",53,21.4830968611597
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,6,"Steamer clam","CLMSTM",42,11.4423943208142
"Protothaca staminea","2018_L_02","Natzuhini","7/12/2018",20180712,8,"Steamer clam","CLMSTM",51,19.3578833530979
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,3,"Steamer clam","CLMSTM",43,12.1952416237475
"Protothaca staminea","2018_L_02","Natzuhini","7/12/2018",20180712,1,"Steamer clam","CLMPOI",54,22.5985270554103
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,4,"Steamer clam","CLMSTM",23,2.240354849453
"Protothaca staminea","2018_L_03","Sukkwan","7/13/2018",20180713,6,"Steamer clam","CLMSTM",35,6.98383701975007
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,4,"Steamer clam","CLMSTM",22,1.98627076902264
"Protothaca staminea","2018_L_02","Natzuhini","7/12/2018",20180712,7,"Steamer clam","CLMSTM",36,7.53745971069817
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,7,"Steamer clam","CLMSTM",38,8.72593173987982
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,4,"Steamer clam","CLMSTM",23,2.240354849453
"Protothaca staminea","2018_L_03","Sukkwan","7/13/2018",20180713,2,"Steamer clam","CLMSTM",57,26.1617590111235
"Protothaca staminea","2018_L_02","Natzuhini","7/12/2018",20180712,3,"Steamer clam","CLMSTM",52,20.403040246503
"Protothaca staminea","2018_L_02","Natzuhini","7/12/2018",20180712,3,"Steamer clam","CLMSTM",52,20.403040246503
"Protothaca staminea","2018_L_02","Natzuhini","7/12/2018",20180712,3,"Steamer clam","CLMSTM",55,23.7498020837087
"Protothaca staminea","2018_L_02","Natzuhini","7/12/2018",20180712,3,"Steamer clam","CLMSTM",51,19.3578833530979
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,6,"Steamer clam","CLMSTM",18,1.15354827875726
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,1,"Steamer clam","CLMSTM",27,3.45852488607244
"Protothaca staminea","2018_L_02","Natzuhini","7/12/2018",20180712,3,"Steamer clam","CLMSTM",29,4.19692888147555
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,2,"Steamer clam","CLMSTM",31,5.0276530323904
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,2,"Steamer clam","CLMSTM",29,4.19692888147555
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,2,"Steamer clam","CLMSTM",31,5.0276530323904
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,4,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,7,"Steamer clam","CLMSTM",43,12.1952416237475
"Protothaca staminea","2018_L_02","Natzuhini","7/12/2018",20180712,6,"Steamer clam","CLMSTM",40,10.0261982602761
"Protothaca staminea","2018_L_03","Sukkwan","7/13/2018",20180713,7,"Steamer clam","CLMSTM",43,12.1952416237475
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,2,"Steamer clam","CLMSTM",31,5.0276530323904
"Protothaca staminea","2018_L_03","Sukkwan","7/13/2018",20180713,7,"Steamer clam","CLMSTM",30,4.60046985679331
"Protothaca staminea","2018_L_02","Natzuhini","7/12/2018",20180712,5,"Steamer clam","CLMSTM",55,23.7498020837087
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,2,"Steamer clam","CLMSTM",42,11.4423943208142
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,2,"Steamer clam","CLMSTM",36,7.53745971069817
"Protothaca staminea","2018_L_02","Natzuhini","7/12/2018",20180712,5,"Steamer clam","CLMSTM",53,21.4830968611597
"Protothaca staminea","2018_L_02","Natzuhini","7/12/2018",20180712,5,"Steamer clam","CLMSTM",42,11.4423943208142
"Protothaca staminea","2018_L_02","Natzuhini","7/12/2018",20180712,5,"Steamer clam","CLMSTM",52,20.403040246503
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,3,"Steamer clam","CLMSTM",37,8.11798230718509
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,3,"Steamer clam","CLMSTM",31,5.0276530323904
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,4,"Steamer clam","CLMSTM",22,1.98627076902264
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,4,"Steamer clam","CLMSTM",38,8.72593173987982
"Protothaca staminea","2018_L_02","Natzuhini","7/12/2018",20180712,6,"Steamer clam","CLMSTM",52,20.403040246503
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_L_02","Natzuhini","7/12/2018",20180712,6,"Steamer clam","CLMSTM",49,17.3703598849317
"Protothaca staminea","2018_L_02","Natzuhini","7/12/2018",20180712,6,"Steamer clam","CLMSTM",42,11.4423943208142
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,6,"Steamer clam","CLMSTM",25,2.8078853772478
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,1,"Steamer clam","CLMSTM",34,6.45658301094618
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,1,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,4,"Steamer clam","CLMSTM",25,2.8078853772478
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,4,"Steamer clam","CLMSTM",29,4.19692888147555
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,4,"Steamer clam","CLMSTM",23,2.240354849453
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,4,"Steamer clam","CLMSTM",27,3.45852488607244
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,4,"Steamer clam","CLMSTM",24,2.51402663328876
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",17,0.988128693856787
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",16,0.838522546782512
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",17,0.988128693856787
"Protothaca staminea","2018_H_01","Kaguk Cove","7/14/2018",20180714,6,"Steamer clam","CLMSTM",41,10.7195490460083
"Protothaca staminea","2018_H_01","Kaguk Cove","7/14/2018",20180714,6,"Steamer clam","CLMSTM",37,8.11798230718509
"Protothaca staminea","2018_L_02","Natzuhini","7/12/2018",20180712,8,"Steamer clam","CLMSTM",42,11.4423943208142
"Protothaca staminea","2018_L_02","Natzuhini","7/12/2018",20180712,8,"Steamer clam","CLMSTM",34,6.45658301094618
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,2,"Steamer clam","CLMSTM",36,7.53745971069817
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,5,"Steamer clam","CLMSTM",40,10.0261982602761
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,5,"Steamer clam","CLMSTM",42,11.4423943208142
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,5,"Steamer clam","CLMSTM",43,12.1952416237475
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,2,"Steamer clam","CLMSTM",27,3.45852488607244
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,8,"Steamer clam","CLMSTM",30,4.60046985679331
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,8,"Steamer clam","CLMSTM",29,4.19692888147555
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,6,"Steamer clam","CLMSTM",27,3.45852488607244
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,2,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,6,"Steamer clam","CLMSTM",30,4.60046985679331
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,6,"Steamer clam","CLMSTM",23,2.240354849453
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,6,"Steamer clam","CLMSTM",24,2.51402663328876
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,6,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,6,"Steamer clam","CLMSTM",23,2.240354849453
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,8,"Steamer clam","CLMSTM",23,2.240354849453
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,8,"Steamer clam","CLMSTM",22,1.98627076902264
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,6,"Steamer clam","CLMSTM",22,1.98627076902264
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,6,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,6,"Steamer clam","CLMSTM",19,1.33543447334186
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,1,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,1,"Steamer clam","CLMSTM",22,1.98627076902264
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,1,"Steamer clam","CLMSTM",22,1.98627076902264
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,1,"Steamer clam","CLMSTM",24,2.51402663328876
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,1,"Steamer clam","CLMSTM",24,2.51402663328876
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,1,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,4,"Steamer clam","CLMSTM",33,5.9551620089484
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,4,"Steamer clam","CLMSTM",40,10.0261982602761
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,1,"Steamer clam","CLMSTM",40,10.0261982602761
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,6,"Steamer clam","CLMSTM",23,2.240354849453
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,1,"Steamer clam","CLMSTM",22,1.98627076902264
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,1,"Steamer clam","CLMSTM",26,3.12252308617495
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,4,"Steamer clam","CLMSTM",32,5.47903371646848
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,8,"Steamer clam","CLMSTM",38,8.72593173987982
"Protothaca staminea","2018_L_03","Sukkwan","7/13/2018",20180713,5,"Steamer clam","CLMSTM",47,15.5166809714066
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,8,"Steamer clam","CLMSTM",37,8.11798230718509
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,8,"Steamer clam","CLMSTM",34,6.45658301094618
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,7,"Steamer clam","CLMSTM",24,2.51402663328876
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,7,"Steamer clam","CLMSTM",24,2.51402663328876
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,7,"Steamer clam","CLMSTM",23,2.240354849453
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,1,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_L_03","Sukkwan","7/13/2018",20180713,6,"Steamer clam","CLMSTM",43,12.1952416237475
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,7,"Steamer clam","CLMSTM",27,3.45852488607244
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,2,"Steamer clam","CLMSTM",30,4.60046985679331
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,4,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,2,"Steamer clam","CLMSTM",27,3.45852488607244
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,7,"Steamer clam","CLMSTM",42,11.4423943208142
"Protothaca staminea","2018_L_03","Sukkwan","7/13/2018",20180713,7,"Steamer clam","CLMSTM",64,35.8008387268621
"Protothaca staminea","2018_L_03","Sukkwan","7/13/2018",20180713,7,"Steamer clam","CLMSTM",47,15.5166809714066
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,7,"Steamer clam","CLMSTM",22,1.98627076902264
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,7,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,7,"Steamer clam","CLMSTM",19,1.33543447334186
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,7,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_L_02","Natzuhini","7/12/2018",20180712,1,"Steamer clam","CLMPOI",53,21.4830968611597
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,3,"Steamer clam","CLMSTM",23,2.240354849453
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,3,"Steamer clam","CLMSTM",23,2.240354849453
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,3,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,3,"Steamer clam","CLMSTM",25,2.8078853772478
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,3,"Steamer clam","CLMSTM",23,2.240354849453
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,8,"Steamer clam","CLMSTM",27,3.45852488607244
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,3,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,3,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",16,0.838522546782512
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,6,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_L_03","Sukkwan","7/13/2018",20180713,3,"Steamer clam","CLMSTM",27,3.45852488607244
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,6,"Steamer clam","CLMSTM",37,8.11798230718509
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,4,"Steamer clam","CLMSTM",30,4.60046985679331
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,1,"Steamer clam","CLMSTM",26,3.12252308617495
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,1,"Steamer clam","CLMSTM",43,12.1952416237475
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,1,"Steamer clam","CLMSTM",26,3.12252308617495
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,1,"Steamer clam","CLMSTM",25,2.8078853772478
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,4,"Steamer clam","CLMSTM",22,1.98627076902264
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,1,"Steamer clam","CLMSTM",24,2.51402663328876
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,4,"Steamer clam","CLMSTM",15,0.704065333476525
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,4,"Steamer clam","CLMSTM",23,2.240354849453
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,4,"Steamer clam","CLMSTM",22,1.98627076902264
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,4,"Steamer clam","CLMSTM",22,1.98627076902264
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,4,"Steamer clam","CLMSTM",24,2.51402663328876
"Protothaca staminea","2018_L_02","Natzuhini","7/12/2018",20180712,3,"Steamer clam","CLMSTM",41,10.7195490460083
"Protothaca staminea","2018_L_02","Natzuhini","7/12/2018",20180712,3,"Steamer clam","CLMSTM",44,12.9785949766876
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,4,"Steamer clam","CLMSTM",19,1.33543447334186
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,4,"Steamer clam","CLMSTM",16,0.838522546782512
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,7,"Steamer clam","CLMSTM",24,2.51402663328876
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,4,"Steamer clam","CLMSTM",23,2.240354849453
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,2,"Steamer clam","CLMSTM",24,2.51402663328876
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,2,"Steamer clam","CLMSTM",24,2.51402663328876
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,2,"Steamer clam","CLMSTM",23,2.240354849453
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,6,"Steamer clam","CLMSTM",26,3.12252308617495
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,8,"Steamer clam","CLMSTM",30,4.60046985679331
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,8,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,8,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,8,"Steamer clam","CLMSTM",28,3.81646936437878
"Protothaca staminea","2018_L_02","Natzuhini","7/12/2018",20180712,5,"Steamer clam","CLMSTM",61,31.4362710642485
"Protothaca staminea","2018_H_01","Kaguk Cove","7/14/2018",20180714,3,"Steamer clam","CLMSTM",31,5.0276530323904
"Protothaca staminea","2018_H_01","Kaguk Cove","7/14/2018",20180714,4,"Steamer clam","CLMSTM",34,6.45658301094618
"Protothaca staminea","2018_H_01","Kaguk Cove","7/14/2018",20180714,4,"Steamer clam","CLMSTM",27,3.45852488607244
"Protothaca staminea","2018_H_01","Kaguk Cove","7/14/2018",20180714,4,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_H_01","Kaguk Cove","7/14/2018",20180714,4,"Steamer clam","CLMSTM",15,0.704065333476525
"Protothaca staminea","2018_H_01","Kaguk Cove","7/14/2018",20180714,4,"Steamer clam","CLMSTM",17,0.988128693856787
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,4,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,6,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,7,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,6,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",22,1.98627076902264
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,1,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,6,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",24,2.51402663328876
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",22,1.98627076902264
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,1,"Steamer clam","CLMSTM",27,3.45852488607244
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",19,1.33543447334186
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,7,"Steamer clam","CLMSTM",23,2.240354849453
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,2,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",18,1.15354827875726
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",17,0.988128693856787
"Protothaca staminea","2018_H_01","Kaguk Cove","7/14/2018",20180714,6,"Steamer clam","CLMSTM",28,3.81646936437878
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",19,1.33543447334186
"Protothaca staminea","2018_L_03","Sukkwan","7/13/2018",20180713,1,"Steamer clam","CLMSTM",41,10.7195490460083
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,7,"Steamer clam","CLMSTM",30,4.60046985679331
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,2,"Steamer clam","CLMSTM",37,8.11798230718509
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,2,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,7,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,7,"Steamer clam","CLMSTM",24,2.51402663328876
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,2,"Steamer clam","CLMSTM",28,3.81646936437878
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,8,"Steamer clam","CLMSTM",29,4.19692888147555
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,8,"Steamer clam","CLMSTM",22,1.98627076902264
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,8,"Steamer clam","CLMSTM",36,7.53745971069817
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,1,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,6,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,8,"Steamer clam","CLMSTM",25,2.8078853772478
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,3,"Steamer clam","CLMSTM",25,2.8078853772478
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,7,"Steamer clam","CLMSTM",25,2.8078853772478
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,7,"Steamer clam","CLMSTM",35,6.98383701975007
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",22,1.98627076902264
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,8,"Steamer clam","CLMSTM",39,9.36183079611205
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,8,"Steamer clam","CLMSTM",28,3.81646936437878
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,6,"Steamer clam","CLMSTM",25,2.8078853772478
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,6,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,1,"Steamer clam","CLMSTM",24,2.51402663328876
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,1,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,7,"Steamer clam","CLMSTM",24,2.51402663328876
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,1,"Steamer clam","CLMSTM",18,1.15354827875726
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,1,"Steamer clam","CLMSTM",23,2.240354849453
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,5,"Steamer clam","CLMSTM",21,1.75116747289578
