"site","quadrat","place_name","date","latitude","longitude","start_time_site","end_time_site","tide_height_m","tide_time","weather","freshwater","sediment_description","general_description","dissolved_02_mg.l_surface","dissolved_02_percent_surface","specific_conductivity_surface","salinity_ppt_surface","temperature_C_surface","dissolved_02_mg.l_transect","dissolved_02_percent_transect","specific_conductivity_transect","salinity_ppt_transect","temperature_C_transect","light_intensity_umol.m2.sec_air","light_intensity_umol.m2.sec_surface","light_intensity_umol.m2.sec_transect","sediment_core_A_internal_cm","light_attenu","date_julian","n_surv1","n_surv2","dens_surv1","dens_surv2","sea_otter_duration","pop_mod_dens","n_pits","prop_otter_shells","sea_otter_index","sed1_type","sed1_no","start_time_transect","end_time_transect","depth_m","macroalgae_cover_0.25msq","diatom_cover_0.25msq","eelgrass_shoots_0.25msq","flowering_shoots_0.25msq","notes","eelgrass_shoots_msq","flowering_shoots_msq","macroalgae_cover_msq","diatom_cover_msq","shoot_area","epi_mass","shoot_mass","rhi_mass","node1","node2","node3","node4","node5","exshoot_mass","exepi_mass","iso_mass","gamm_mass","caprel_mass","limp_mass","gast_mass","crab_mass","crust_mass","gastro_mass","graz_massT","ag_mass","bg_mass","agbg_mass","epimass_shootarea","epimass_shootmass","shoot_areaT","grazmass_shootmass","crustmass_shootmass"
"2017_H_04",1,"Kaguk Cove",2017-06-24,55.73361,-133.29,745,1010,-1.03,743,"mostly cloudy, intermittent rain","2 small streams","sand/mud with some shells. Some areas of larger sediments where eelgrass density of a bit lower. Higher shore gravel changing to cobble","Back of narrow inlet. Bedrock at entrance. Part of bay has fucus patch in mid intertidal",9.55,104.5,44498,28.9,11.7,10.03,108.2,47365,30.6,11,786.2,452.8,245.5,38.2,0.542181978798587,"175",104,82,15.4646840148699,12.1933085501859,14,2.877,49,0.41025641025641,1.07918627298595,"Sandy mud",2,923,1050,-0.61,0,100,42,0,NA,168,0,0,100,143.074,0.01276,0.35592,0.11344,1.24,1.76,1.13333333333333,0.65,0.5,2.8554,NA,0.0714,0,0.000199999999999978,0.0487,0,0,0.0715999999999999,0.0487,0.1203,59.79456,19.05792,3.13751763046545,8.91846177502551e-05,0.0358507529781973,24036.432,0.0374612308957064,0.0222961274491486
"2017_H_04",2,"Kaguk Cove",2017-06-24,55.73361,-133.29,745,1010,-1.03,743,"mostly cloudy, intermittent rain","2 small streams","sand/mud with some shells. Some areas of larger sediments where eelgrass density of a bit lower. Higher shore gravel changing to cobble","Back of narrow inlet. Bedrock at entrance. Part of bay has fucus patch in mid intertidal",9.55,104.5,44498,28.9,11.7,10.03,108.2,47365,30.6,11,786.2,452.8,245.5,38.2,0.542181978798587,"175",104,82,15.4646840148699,12.1933085501859,14,2.877,49,0.41025641025641,1.07918627298595,"Sandy mud",2,923,1050,-0.61,0,75,25,0,NA,100,0,0,75,168.2,0.00978000000000001,0.4251,0.09174,1.84,1.33333333333333,1.16666666666667,0.7,0.3,2.9716,NA,0,0,0,0.0144,0,0,0,0.0144,0.0144,42.51,9.174,4.63374754741661,5.81450653983354e-05,0.0230063514467184,16820,0.0042394088379898,0
"2017_H_04",3,"Kaguk Cove",2017-06-24,55.73361,-133.29,745,1010,-1.03,743,"mostly cloudy, intermittent rain","2 small streams","sand/mud with some shells. Some areas of larger sediments where eelgrass density of a bit lower. Higher shore gravel changing to cobble","Back of narrow inlet. Bedrock at entrance. Part of bay has fucus patch in mid intertidal",9.55,104.5,44498,28.9,11.7,10.03,108.2,47365,30.6,11,786.2,452.8,245.5,38.2,0.542181978798587,"175",104,82,15.4646840148699,12.1933085501859,14,2.877,49,0.41025641025641,1.07918627298595,"Mud",1,923,1050,-0.61,0,65,35,0,"Buffalo sculpin",140,0,0,65,122.426,0.01256,0.24654,0.0701471794871795,1.16,1.62,1.15,0.6,0.5,0.733,NA,0,0,0,0.012,0.00219999999999998,0,0,0.0142,0.0142,34.5156,9.82060512820513,3.51461030653498,0.000102592586542074,0.0509450799058976,17139.64,0.0144966004451069,0
"2017_H_04",4,"Kaguk Cove",2017-06-24,55.73361,-133.29,745,1010,-1.03,743,"mostly cloudy, intermittent rain","2 small streams","sand/mud with some shells. Some areas of larger sediments where eelgrass density of a bit lower. Higher shore gravel changing to cobble","Back of narrow inlet. Bedrock at entrance. Part of bay has fucus patch in mid intertidal",9.55,104.5,44498,28.9,11.7,10.03,108.2,47365,30.6,11,786.2,452.8,245.5,38.2,0.542181978798587,"175",104,82,15.4646840148699,12.1933085501859,14,2.877,49,0.41025641025641,1.07918627298595,"Mud",1,923,1050,-0.61,0,90,53,0,NA,212,0,0,90,119.77,0.00429999999999999,0.27706,0.0831462703962704,1.58,1.66,1.175,0.5,0.25,2.3943,0.0337,0.0055,0.00209999999999999,0,0.0244,0,0,0.0076,0.0244,0.032,58.73672,17.6270093240093,3.33219997336679,0.0083852383735493,3.62484660362376,25391.24,0.0119789171058936,0.00284499281264974
"2017_H_04",5,"Kaguk Cove",2017-06-24,55.73361,-133.29,745,1010,-1.03,743,"mostly cloudy, intermittent rain","2 small streams","sand/mud with some shells. Some areas of larger sediments where eelgrass density of a bit lower. Higher shore gravel changing to cobble","Back of narrow inlet. Bedrock at entrance. Part of bay has fucus patch in mid intertidal",9.55,104.5,44498,28.9,11.7,10.03,108.2,47365,30.6,11,786.2,452.8,245.5,38.2,0.542181978798587,"175",104,82,15.4646840148699,12.1933085501859,14,2.877,49,0.41025641025641,1.07918627298595,"Mud",1,923,1050,-0.61,0,100,62,0,NA,248,0,0,100,146.086,0.00909999999999997,0.36618,0.07532,1.18,1.46,1,0.3,0.9,5.0538,NA,0.0916,0.000699999999999978,0,0.0426,0,0,0.0923,0.0426,0.1349,90.81264,18.67936,4.86165693043016,6.22920745314402e-05,0.0248511660931782,36229.328,0.0248893907357592,0.0170295831349931
"2017_H_04",6,"Kaguk Cove",2017-06-24,55.73361,-133.29,745,1010,-1.03,743,"mostly cloudy, intermittent rain","2 small streams","sand/mud with some shells. Some areas of larger sediments where eelgrass density of a bit lower. Higher shore gravel changing to cobble","Back of narrow inlet. Bedrock at entrance. Part of bay has fucus patch in mid intertidal",9.55,104.5,44498,28.9,11.7,10.03,108.2,47365,30.6,11,786.2,452.8,245.5,38.2,0.542181978798587,"175",104,82,15.4646840148699,12.1933085501859,14,2.877,49,0.41025641025641,1.07918627298595,"Mud",1,923,1050,-0.61,0,100,43,0,NA,172,0,0,100,175.74,0.000680000000000014,0.48364,0.113567659574468,1.2,1.4,1.05,0.633333333333333,0.45,7.1574,NA,0.0173,0.000299999999999967,0,0.0533999999999999,0,0,0.0175999999999999,0.0533999999999999,0.0709999999999999,83.18608,19.5336374468085,4.25860673551056,3.86935245248671e-06,0.00140600446613186,30227.28,0.00929192884738202,0.00230335137625244
"2017_H_04",7,"Kaguk Cove",2017-06-24,55.73361,-133.29,745,1010,-1.03,743,"mostly cloudy, intermittent rain","2 small streams","sand/mud with some shells. Some areas of larger sediments where eelgrass density of a bit lower. Higher shore gravel changing to cobble","Back of narrow inlet. Bedrock at entrance. Part of bay has fucus patch in mid intertidal",9.55,104.5,44498,28.9,11.7,10.03,108.2,47365,30.6,11,786.2,452.8,245.5,38.2,0.542181978798587,"175",104,82,15.4646840148699,12.1933085501859,14,2.877,49,0.41025641025641,1.07918627298595,"Mud",1,923,1050,-0.61,0,100,43,0,"hard to sample because of depth",172,0,0,100,244.692,0.00673999999999997,0.6875,0.11218,1.54,1.6,1.43333333333333,0.7,NA,6.6729,NA,0.3866,0.001,1e-04,0.1401,0.00240000000000001,0,0.3877,0.1425,0.5302,118.25,19.29496,6.12854341237297,2.75448318702694e-05,0.00980363636363632,42087.024,0.0720341285799685,0.0526737677300147
"2017_H_04",8,"Kaguk Cove",2017-06-24,55.73361,-133.29,745,1010,-1.03,743,"mostly cloudy, intermittent rain","2 small streams","sand/mud with some shells. Some areas of larger sediments where eelgrass density of a bit lower. Higher shore gravel changing to cobble","Back of narrow inlet. Bedrock at entrance. Part of bay has fucus patch in mid intertidal",9.55,104.5,44498,28.9,11.7,10.03,108.2,47365,30.6,11,786.2,452.8,245.5,38.2,0.542181978798587,"175",104,82,15.4646840148699,12.1933085501859,14,2.877,49,0.41025641025641,1.07918627298595,"Mud",1,923,1050,-0.61,0,100,58,0,"hard to sample because of depth",232,0,0,100,171.492,0.00174000000000001,0.47066,0.0961,0.8,1.34,1.25,0.8,0.95,4.0345,NA,0,0,0,0.0779,0,0,0,0.0779,0.0779,109.19312,22.2952,4.89760665972945,1.01462458890211e-05,0.00369693621722689,39786.144,0.0172912837723855,0
"2017_H_04",9,"Kaguk Cove",2017-06-24,55.73361,-133.29,745,1010,-1.03,743,"mostly cloudy, intermittent rain","2 small streams","sand/mud with some shells. Some areas of larger sediments where eelgrass density of a bit lower. Higher shore gravel changing to cobble","Back of narrow inlet. Bedrock at entrance. Part of bay has fucus patch in mid intertidal",9.55,104.5,44498,28.9,11.7,10.03,108.2,47365,30.6,11,786.2,452.8,245.5,38.2,0.542181978798587,"175",104,82,15.4646840148699,12.1933085501859,14,2.877,49,0.41025641025641,1.07918627298595,"Mud",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017_H_04",10,"Kaguk Cove",2017-06-24,55.73361,-133.29,745,1010,-1.03,743,"mostly cloudy, intermittent rain","2 small streams","sand/mud with some shells. Some areas of larger sediments where eelgrass density of a bit lower. Higher shore gravel changing to cobble","Back of narrow inlet. Bedrock at entrance. Part of bay has fucus patch in mid intertidal",9.55,104.5,44498,28.9,11.7,10.03,108.2,47365,30.6,11,786.2,452.8,245.5,38.2,0.542181978798587,"175",104,82,15.4646840148699,12.1933085501859,14,2.877,49,0.41025641025641,1.07918627298595,"Mud",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017_H_05",1,"Naukati Bay",2017-07-25,55.862405,-133.190722,730,1000,-0.78,855,"high overcast, calm","no obvious souces","Transect muddy, quickly changes to sand with gravel then to gravel with cobble high","Moderatly sloped beach along straight section of beach. To right of transect near house more gradual slopping and connect to island the transect is on. Some human debris on beach",11.62,135.3,44808,29,14.1,10.7,124.4,45655,29.7,13.7,363.4,219.6,71.1,45.4,0.323770491803279,"206",21,31,1.40868690256582,2.07949018950193,14,2.877,83,0.399305555555556,0.537886119798132,"Mud",1,1030,1110,-0.65,0,100,42,2,"low visability",168,8,0,100,124.028,0.01208,0.3638,0.07696,0.98,1.2,1.18,1.06666666666667,1,0.9794,NA,0.00289999999999996,0.000599999999999989,0.0071,0.0416,0,0,0.0105999999999999,0.0416,0.0522,61.1184,12.92928,4.72713097713098,9.73973618860256e-05,0.0332050577240241,20836.704,0.0388624181060155,0.00789160214413337
"2017_H_05",2,"Naukati Bay",2017-07-25,55.862405,-133.190722,730,1000,-0.78,855,"high overcast, calm","no obvious souces","Transect muddy, quickly changes to sand with gravel then to gravel with cobble high","Moderatly sloped beach along straight section of beach. To right of transect near house more gradual slopping and connect to island the transect is on. Some human debris on beach",11.62,135.3,44808,29,14.1,10.7,124.4,45655,29.7,13.7,363.4,219.6,71.1,45.4,0.323770491803279,"206",21,31,1.40868690256582,2.07949018950193,14,2.877,83,0.399305555555556,0.537886119798132,"Mud",1,1030,1110,-0.65,0,100,43,0,"low visability",172,0,0,100,161.264,0.01356,0.44418,0.07154,1.58,1.58,1.63333333333333,1.4,NA,2.4171,NA,0.000299999999999967,0.000800000000000023,0.000800000000000023,0.1266,0.044,0,0.00190000000000001,0.1706,0.1725,76.39896,12.30488,6.20883421861896,8.40857227899593e-05,0.0305281642577333,27737.408,0.0602877034054689,0.000664038472292125
"2017_H_05",3,"Naukati Bay",2017-07-25,55.862405,-133.190722,730,1000,-0.78,855,"high overcast, calm","no obvious souces","Transect muddy, quickly changes to sand with gravel then to gravel with cobble high","Moderatly sloped beach along straight section of beach. To right of transect near house more gradual slopping and connect to island the transect is on. Some human debris on beach",11.62,135.3,44808,29,14.1,10.7,124.4,45655,29.7,13.7,363.4,219.6,71.1,45.4,0.323770491803279,"206",21,31,1.40868690256582,2.07949018950193,14,2.877,83,0.399305555555556,0.537886119798132,"Mud",1,1030,1110,-0.65,0,100,49,1,"low visability",196,4,0,100,171.646,0.0152,0.64218,0.0772209090909091,1.62,1.75,0.85,0.95,NA,0.8637,NA,0.000599999999999989,0.00259999999999999,0.00159999999999999,0.1226,0.0448000000000001,0,0.00479999999999997,0.1674,0.1722,125.86728,15.1352981818182,8.3161414124766,8.85543502324551e-05,0.0236693761873618,33642.616,0.114351741174596,0.00318750498047651
"2017_H_05",4,"Naukati Bay",2017-07-25,55.862405,-133.190722,730,1000,-0.78,855,"high overcast, calm","no obvious souces","Transect muddy, quickly changes to sand with gravel then to gravel with cobble high","Moderatly sloped beach along straight section of beach. To right of transect near house more gradual slopping and connect to island the transect is on. Some human debris on beach",11.62,135.3,44808,29,14.1,10.7,124.4,45655,29.7,13.7,363.4,219.6,71.1,45.4,0.323770491803279,"206",21,31,1.40868690256582,2.07949018950193,14,2.877,83,0.399305555555556,0.537886119798132,"Mud",1,1030,1110,-0.65,0,100,43,0,"low visability",172,0,0,100,116.232,0.01476,0.27662,0.0649,1.44,1.6,1.475,1.4,NA,1.3216,NA,0.003,0.001,0.0015,0.0172,0,0,0.0055,0.0172,0.0227,47.57864,11.1628,4.26224961479199,0.000126987404501342,0.0533583978020389,19991.904,0.0142033011725545,0.0034413284779317
"2017_H_05",5,"Naukati Bay",2017-07-25,55.862405,-133.190722,730,1000,-0.78,855,"high overcast, calm","no obvious souces","Transect muddy, quickly changes to sand with gravel then to gravel with cobble high","Moderatly sloped beach along straight section of beach. To right of transect near house more gradual slopping and connect to island the transect is on. Some human debris on beach",11.62,135.3,44808,29,14.1,10.7,124.4,45655,29.7,13.7,363.4,219.6,71.1,45.4,0.323770491803279,"206",21,31,1.40868690256582,2.07949018950193,14,2.877,83,0.399305555555556,0.537886119798132,"Mud",1,1030,1110,-0.65,0,100,56,1,"low visability",224,4,0,100,140.642,0.0122,0.37644,0.06982,1.36,1.56,1.325,1.35,NA,0.9115,NA,0.00470000000000004,0.00180000000000002,0.00209999999999999,0.0517,0.0466,0,0.00860000000000005,0.0982999999999999,0.1069,84.32256,15.63968,5.39157834431395,8.67450690405427e-05,0.0324088832217618,31503.808,0.0830007609050111,0.00667732968927128
"2017_H_05",6,"Naukati Bay",2017-07-25,55.862405,-133.190722,730,1000,-0.78,855,"high overcast, calm","no obvious souces","Transect muddy, quickly changes to sand with gravel then to gravel with cobble high","Moderatly sloped beach along straight section of beach. To right of transect near house more gradual slopping and connect to island the transect is on. Some human debris on beach",11.62,135.3,44808,29,14.1,10.7,124.4,45655,29.7,13.7,363.4,219.6,71.1,45.4,0.323770491803279,"206",21,31,1.40868690256582,2.07949018950193,14,2.877,83,0.399305555555556,0.537886119798132,"Mud",1,1030,1110,-0.65,0,100,55,0,"low visability",220,0,0,100,158.71,0.0148,0.43064,0.06544,1.7,2.14,NA,NA,NA,2.3982,NA,0.0747,0.002,0.00170000000000003,0.1557,0,0,0.0784000000000001,0.1557,0.2341,94.7408,14.3968,6.58068459657702,9.32518429840591e-05,0.0343674530930708,34916.2,0.0827547687391298,0.0277145402355736
"2017_H_05",7,"Naukati Bay",2017-07-25,55.862405,-133.190722,730,1000,-0.78,855,"high overcast, calm","no obvious souces","Transect muddy, quickly changes to sand with gravel then to gravel with cobble high","Moderatly sloped beach along straight section of beach. To right of transect near house more gradual slopping and connect to island the transect is on. Some human debris on beach",11.62,135.3,44808,29,14.1,10.7,124.4,45655,29.7,13.7,363.4,219.6,71.1,45.4,0.323770491803279,"206",21,31,1.40868690256582,2.07949018950193,14,2.877,83,0.399305555555556,0.537886119798132,"Mud",1,1030,1110,-0.65,0,100,54,0,"low visability",216,0,0,100,157.412,0.0147,0.41396,0.0777,1.82,1.92,1.7,NA,NA,0.9081,NA,0.000299999999999967,0.000199999999999978,0,0.083,0,0,0.000499999999999945,0.083,0.0835,89.41536,16.7832,5.32767052767053,9.33855106345131e-05,0.0355106773601314,34000.992,0.0631590094246857,0.000378197661225621
"2017_H_05",8,"Naukati Bay",2017-07-25,55.862405,-133.190722,730,1000,-0.78,855,"high overcast, calm","no obvious souces","Transect muddy, quickly changes to sand with gravel then to gravel with cobble high","Moderatly sloped beach along straight section of beach. To right of transect near house more gradual slopping and connect to island the transect is on. Some human debris on beach",11.62,135.3,44808,29,14.1,10.7,124.4,45655,29.7,13.7,363.4,219.6,71.1,45.4,0.323770491803279,"206",21,31,1.40868690256582,2.07949018950193,14,2.877,83,0.399305555555556,0.537886119798132,"Mud",1,1030,1110,-0.65,0,100,68,1,"low visability",272,4,0,100,120.454,0.01562,0.32668,0.07214,1.02,1.06,0.95,1,1,0.6433,NA,0,0,0.000199999999999978,0.0304,0,0,0.000199999999999978,0.0304,0.0306,88.85696,19.62208,4.52841696700859,0.000129676058910455,0.0478143749234725,32763.488,0.0315470422070558,0.000206189818346747
"2017_H_05",9,"Naukati Bay",2017-07-25,55.862405,-133.190722,730,1000,-0.78,855,"high overcast, calm","no obvious souces","Transect muddy, quickly changes to sand with gravel then to gravel with cobble high","Moderatly sloped beach along straight section of beach. To right of transect near house more gradual slopping and connect to island the transect is on. Some human debris on beach",11.62,135.3,44808,29,14.1,10.7,124.4,45655,29.7,13.7,363.4,219.6,71.1,45.4,0.323770491803279,"206",21,31,1.40868690256582,2.07949018950193,14,2.877,83,0.399305555555556,0.537886119798132,"Mud",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017_H_05",10,"Naukati Bay",2017-07-25,55.862405,-133.190722,730,1000,-0.78,855,"high overcast, calm","no obvious souces","Transect muddy, quickly changes to sand with gravel then to gravel with cobble high","Moderatly sloped beach along straight section of beach. To right of transect near house more gradual slopping and connect to island the transect is on. Some human debris on beach",11.62,135.3,44808,29,14.1,10.7,124.4,45655,29.7,13.7,363.4,219.6,71.1,45.4,0.323770491803279,"206",21,31,1.40868690256582,2.07949018950193,14,2.877,83,0.399305555555556,0.537886119798132,"Mud",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017_H_06",1,"Guktu Bay",2017-07-24,55.739816,-133.312022,720,930,-0.69,855,"high overcast, calm","one small stream","muddy. Mud switches to pepple and sand and gravel then gravel high","Gradually slopping beach back of bay. Eeglrass bed farly narrow. Bounded low by steep drop. Sea otter pits very abundant. Lots of clam shells. One rocky outcrop near center of back of bay. Opposite shore mostly cobble.",8.8,99,48220,31.3,12,8.5,92,48250,31.4,11.8,560.4,380.1,215.2,24.4,0.566166798210997,"205",108,132,12.3041868413557,15.0384505838792,14,2.877,244,0.368534482758621,1.17917706421584,"Muddy Sand",3,850,925,-0.7,0,90,22,0,"sea otter pit",88,0,0,90,144.414,0.02478,0.36472,0.0891199999999999,2.32,1.92,1.5,NA,NA,1.3129,NA,0,0.000200000000000033,0,0.00980000000000003,0,0,0.000200000000000033,0.00980000000000003,0.0100000000000001,32.09536,7.84256,4.09245960502693,0.000171590012048693,0.0679425312568546,12708.432,0.00596082545510906,0.0001192165091022
"2017_H_06",2,"Guktu Bay",2017-07-24,55.739816,-133.312022,720,930,-0.69,855,"high overcast, calm","one small stream","muddy. Mud switches to pepple and sand and gravel then gravel high","Gradually slopping beach back of bay. Eeglrass bed farly narrow. Bounded low by steep drop. Sea otter pits very abundant. Lots of clam shells. One rocky outcrop near center of back of bay. Opposite shore mostly cobble.",8.8,99,48220,31.3,12,8.5,92,48250,31.4,11.8,560.4,380.1,215.2,24.4,0.566166798210997,"205",108,132,12.3041868413557,15.0384505838792,14,2.877,244,0.368534482758621,1.17917706421584,"Mud",1,850,925,-0.7,0,99,43,0,NA,172,0,0,99,123.418,0.02716,0.323,0.11958,1.28,1.2,1.12,0.85,1,3.4639,NA,0,0.000199999999999978,0,0,0,0,0.000199999999999978,0,0.000199999999999978,55.556,20.56776,2.70112058872721,0.000220065144468392,0.0840866873065016,21227.896,5.2813647046391e-05,5.2813647046391e-05
"2017_H_06",3,"Guktu Bay",2017-07-24,55.739816,-133.312022,720,930,-0.69,855,"high overcast, calm","one small stream","muddy. Mud switches to pepple and sand and gravel then gravel high","Gradually slopping beach back of bay. Eeglrass bed farly narrow. Bounded low by steep drop. Sea otter pits very abundant. Lots of clam shells. One rocky outcrop near center of back of bay. Opposite shore mostly cobble.",8.8,99,48220,31.3,12,8.5,92,48250,31.4,11.8,560.4,380.1,215.2,24.4,0.566166798210997,"205",108,132,12.3041868413557,15.0384505838792,14,2.877,244,0.368534482758621,1.17917706421584,"Mud",1,850,925,-0.7,0,100,82,1,NA,328,4,0,100,162.71,0.0275,0.48704,0.08504,1.34,1.66,1.35,1,NA,1.2409,NA,0,0.00170000000000003,0,0.0409,0,0,0.00170000000000003,0.0409,0.0426000000000001,159.74912,27.89312,5.7271872060207,0.000169012353266548,0.0564635348226019,53368.88,0.0246536338067295,0.000983830457076076
"2017_H_06",4,"Guktu Bay",2017-07-24,55.739816,-133.312022,720,930,-0.69,855,"high overcast, calm","one small stream","muddy. Mud switches to pepple and sand and gravel then gravel high","Gradually slopping beach back of bay. Eeglrass bed farly narrow. Bounded low by steep drop. Sea otter pits very abundant. Lots of clam shells. One rocky outcrop near center of back of bay. Opposite shore mostly cobble.",8.8,99,48220,31.3,12,8.5,92,48250,31.4,11.8,560.4,380.1,215.2,24.4,0.566166798210997,"205",108,132,12.3041868413557,15.0384505838792,14,2.877,244,0.368534482758621,1.17917706421584,"Mud",1,850,925,-0.7,0,85,25,0,NA,100,0,0,85,135.498,0.03794,0.39194,0.07406,1.4,1.68,1.1,0.3,0.4,5.0456,NA,5e-04,0.000699999999999978,0,0.0146,0,0.0265,0.0277,0.0146,0.0423,39.194,7.406,5.29219551714826,0.000280004132902331,0.0968005306934735,13549.8,0.00777925311813798,0.00509421539887523
"2017_H_06",5,"Guktu Bay",2017-07-24,55.739816,-133.312022,720,930,-0.69,855,"high overcast, calm","one small stream","muddy. Mud switches to pepple and sand and gravel then gravel high","Gradually slopping beach back of bay. Eeglrass bed farly narrow. Bounded low by steep drop. Sea otter pits very abundant. Lots of clam shells. One rocky outcrop near center of back of bay. Opposite shore mostly cobble.",8.8,99,48220,31.3,12,8.5,92,48250,31.4,11.8,560.4,380.1,215.2,24.4,0.566166798210997,"205",108,132,12.3041868413557,15.0384505838792,14,2.877,244,0.368534482758621,1.17917706421584,"Mud",1,850,925,-0.7,0,98,55,0,NA,220,0,0,98,220.028,0.04354,0.66456,0.07282,1.9,2.4,1.75,NA,NA,3.5241,0.0304000000000001,0.000400000000000011,0.000599999999999989,0,0,0,0,0.001,0,0.001,146.2032,16.0204,9.12606426805822,0.00474276001236206,1.57027205970868,48406.16,0.000238739835651497,0.000238739835651497
"2017_H_06",6,"Guktu Bay",2017-07-24,55.739816,-133.312022,720,930,-0.69,855,"high overcast, calm","one small stream","muddy. Mud switches to pepple and sand and gravel then gravel high","Gradually slopping beach back of bay. Eeglrass bed farly narrow. Bounded low by steep drop. Sea otter pits very abundant. Lots of clam shells. One rocky outcrop near center of back of bay. Opposite shore mostly cobble.",8.8,99,48220,31.3,12,8.5,92,48250,31.4,11.8,560.4,380.1,215.2,24.4,0.566166798210997,"205",108,132,12.3041868413557,15.0384505838792,14,2.877,244,0.368534482758621,1.17917706421584,"Mud",1,850,925,-0.7,0,100,63,2,NA,252,8,0,100,218.958,0.03104,0.74522,0.08892,0.94,1.82,1.225,1.25,NA,9.6796,NA,0,0.000699999999999923,0,0.0563999999999999,0,0,0.000699999999999923,0.0563999999999999,0.0570999999999998,187.79544,22.40784,8.38079172289699,0.000141762347116799,0.0416521295724752,55177.416,0.00547731279772695,6.71474423539133e-05
"2017_H_06",7,"Guktu Bay",2017-07-24,55.739816,-133.312022,720,930,-0.69,855,"high overcast, calm","one small stream","muddy. Mud switches to pepple and sand and gravel then gravel high","Gradually slopping beach back of bay. Eeglrass bed farly narrow. Bounded low by steep drop. Sea otter pits very abundant. Lots of clam shells. One rocky outcrop near center of back of bay. Opposite shore mostly cobble.",8.8,99,48220,31.3,12,8.5,92,48250,31.4,11.8,560.4,380.1,215.2,24.4,0.566166798210997,"205",108,132,12.3041868413557,15.0384505838792,14,2.877,244,0.368534482758621,1.17917706421584,"Mud",1,850,925,-0.7,0,100,36,1,NA,144,4,0,100,225.738,0.03164,0.61526,0.08358,1.58,1.94,1.46666666666667,0.7,NA,0.9573,NA,0.000800000000000023,0,0,0.0154000000000001,0,0,0.000800000000000023,0.0154000000000001,0.0162000000000001,88.59744,12.03552,7.36133046183297,0.000140162489257458,0.0514254136462634,32506.272,0.0103016737040241,0.000508724627359225
"2017_H_06",8,"Guktu Bay",2017-07-24,55.739816,-133.312022,720,930,-0.69,855,"high overcast, calm","one small stream","muddy. Mud switches to pepple and sand and gravel then gravel high","Gradually slopping beach back of bay. Eeglrass bed farly narrow. Bounded low by steep drop. Sea otter pits very abundant. Lots of clam shells. One rocky outcrop near center of back of bay. Opposite shore mostly cobble.",8.8,99,48220,31.3,12,8.5,92,48250,31.4,11.8,560.4,380.1,215.2,24.4,0.566166798210997,"205",108,132,12.3041868413557,15.0384505838792,14,2.877,244,0.368534482758621,1.17917706421584,"Mud",1,850,925,-0.7,0,100,46,0,NA,184,0,0,100,203.256,0.03392,0.54618,0.08652,1.74,1.85,1.4,NA,NA,3.0686,NA,0,9.9999999999989e-05,0,0.0403,0,0,9.9999999999989e-05,0.0403,0.0404,100.49712,15.91968,6.3127600554785,0.00016688314244106,0.0621040682558864,37399.104,0.0111763371491488,2.76642008642266e-05
"2017_H_06",9,"Guktu Bay",2017-07-24,55.739816,-133.312022,720,930,-0.69,855,"high overcast, calm","one small stream","muddy. Mud switches to pepple and sand and gravel then gravel high","Gradually slopping beach back of bay. Eeglrass bed farly narrow. Bounded low by steep drop. Sea otter pits very abundant. Lots of clam shells. One rocky outcrop near center of back of bay. Opposite shore mostly cobble.",8.8,99,48220,31.3,12,8.5,92,48250,31.4,11.8,560.4,380.1,215.2,24.4,0.566166798210997,"205",108,132,12.3041868413557,15.0384505838792,14,2.877,244,0.368534482758621,1.17917706421584,"Mud",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
