site,place_name,date,YYYYMMDD,quadrat,species_common,species_scientific,sp_code,width_mm
2018_H_01,Kaguk Cove,7/14/2018,20180714,3,Bentnose macoma,Macoma nasuta,CLMBNT,36
2018_H_01,Kaguk Cove,7/14/2018,20180714,3,Bentnose macoma,Macoma nasuta,CLMBNT,37
2018_H_01,Kaguk Cove,7/14/2018,20180714,3,Pointed macoma,Macoma inquinata,CLMPOI,22
2018_H_01,Kaguk Cove,7/14/2018,20180714,3,Pointed macoma,Macoma inquinata,CLMPOI,17
2018_H_01,Kaguk Cove,7/14/2018,20180714,3,Pointed macoma,Macoma inquinata,CLMPOI,23
2018_H_01,Kaguk Cove,7/14/2018,20180714,3,Macoma,Macoma sp.,CLMMAC,45
2018_H_01,Kaguk Cove,7/14/2018,20180714,3,Cockle,Clinocardium nuttalli,CLMCKL,27
2018_H_01,Kaguk Cove,7/14/2018,20180714,3,Steamer clam,Protothaca staminea,CLMSTM,31
2018_H_01,Kaguk Cove,7/14/2018,20180714,4,Steamer clam,Protothaca staminea,CLMSTM,34
2018_H_01,Kaguk Cove,7/14/2018,20180714,4,Steamer clam,Protothaca staminea,CLMSTM,27
2018_H_01,Kaguk Cove,7/14/2018,20180714,4,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_01,Kaguk Cove,7/14/2018,20180714,4,Steamer clam,Protothaca staminea,CLMSTM,15
2018_H_01,Kaguk Cove,7/14/2018,20180714,4,Steamer clam,Protothaca staminea,CLMSTM,17
2018_H_01,Kaguk Cove,7/14/2018,20180714,4,Pointed macoma,Macoma inquinata,CLMPOI,22
2018_H_01,Kaguk Cove,7/14/2018,20180714,4,Pointed macoma,Macoma inquinata,CLMPOI,20
2018_H_01,Kaguk Cove,7/14/2018,20180714,4,Pointed macoma,Macoma inquinata,CLMPOI,18
2018_H_01,Kaguk Cove,7/14/2018,20180714,5,Pointed macoma,Macoma inquinata,CLMPOI,25
2018_H_01,Kaguk Cove,7/14/2018,20180714,5,Pointed macoma,Macoma inquinata,CLMPOI,40
2018_H_01,Kaguk Cove,7/14/2018,20180714,5,Pointed macoma,Macoma inquinata,CLMPOI,32
2018_H_01,Kaguk Cove,7/14/2018,20180714,5,Pointed macoma,Macoma inquinata,CLMPOI,30
2018_H_01,Kaguk Cove,7/14/2018,20180714,5,Pointed macoma,Macoma inquinata,CLMPOI,27
2018_H_01,Kaguk Cove,7/14/2018,20180714,5,Pointed macoma,Macoma inquinata,CLMPOI,27
2018_H_01,Kaguk Cove,7/14/2018,20180714,5,Pointed macoma,Macoma inquinata,CLMPOI,22
2018_H_01,Kaguk Cove,7/14/2018,20180714,5,Pointed macoma,Macoma inquinata,CLMPOI,21
2018_H_01,Kaguk Cove,7/14/2018,20180714,5,Pointed macoma,Macoma inquinata,CLMPOI,21
2018_H_01,Kaguk Cove,7/14/2018,20180714,5,Pointed macoma,Macoma inquinata,CLMPOI,20
2018_H_01,Kaguk Cove,7/14/2018,20180714,6,Cockle,Clinocardium nuttalli,CLMCKL,45
2018_H_01,Kaguk Cove,7/14/2018,20180714,6,Bentnose macoma,Macoma nasuta,CLMBNT,43
2018_H_01,Kaguk Cove,7/14/2018,20180714,6,Bentnose macoma,Macoma nasuta,CLMBNT,28
2018_H_01,Kaguk Cove,7/14/2018,20180714,6,Steamer clam,Protothaca staminea,CLMSTM,41
2018_H_01,Kaguk Cove,7/14/2018,20180714,6,Steamer clam,Protothaca staminea,CLMSTM,37
2018_H_01,Kaguk Cove,7/14/2018,20180714,6,Steamer clam,Protothaca staminea,CLMSTM,28
2018_H_01,Kaguk Cove,7/14/2018,20180714,6,Pointed macoma,Macoma inquinata,CLMPOI,37
2018_H_01,Kaguk Cove,7/14/2018,20180714,6,Pointed macoma,Macoma inquinata,CLMPOI,31
2018_H_01,Kaguk Cove,7/14/2018,20180714,6,Pointed macoma,Macoma inquinata,CLMPOI,27
2018_H_01,Kaguk Cove,7/14/2018,20180714,6,Pointed macoma,Macoma inquinata,CLMPOI,21
2018_H_01,Kaguk Cove,7/14/2018,20180714,6,Pointed macoma,Macoma inquinata,CLMPOI,28
2018_H_01,Kaguk Cove,7/14/2018,20180714,6,Pointed macoma,Macoma inquinata,CLMPOI,23
2018_H_01,Kaguk Cove,7/14/2018,20180714,6,Pointed macoma,Macoma inquinata,CLMPOI,23
2018_H_01,Kaguk Cove,7/14/2018,20180714,6,Pointed macoma,Macoma inquinata,CLMPOI,20
2018_H_01,Kaguk Cove,7/14/2018,20180714,6,Pointed macoma,Macoma inquinata,CLMPOI,22
2018_H_01,Kaguk Cove,7/14/2018,20180714,6,Butter clam,Saxidomus gigantea,CLMBUT,24
2018_H_01,Kaguk Cove,7/14/2018,20180714,7,Pointed macoma,Macoma inquinata,CLMPOI,50
2018_H_01,Kaguk Cove,7/14/2018,20180714,7,Pointed macoma,Macoma inquinata,CLMPOI,31
2018_H_01,Kaguk Cove,7/14/2018,20180714,7,Pointed macoma,Macoma inquinata,CLMPOI,28
2018_H_01,Kaguk Cove,7/14/2018,20180714,7,Pointed macoma,Macoma inquinata,CLMPOI,26
2018_H_01,Kaguk Cove,7/14/2018,20180714,7,Pointed macoma,Macoma inquinata,CLMPOI,25
2018_H_01,Kaguk Cove,7/14/2018,20180714,8,Pointed macoma,Macoma inquinata,CLMPOI,49
2018_H_01,Kaguk Cove,7/14/2018,20180714,8,Pointed macoma,Macoma inquinata,CLMPOI,31
2018_H_01,Kaguk Cove,7/14/2018,20180714,8,Steamer clam,Protothaca staminea,CLMSTM,35
2018_H_01,Kaguk Cove,7/14/2018,20180714,8,Steamer clam,Protothaca staminea,CLMSTM,31
2018_H_02,Gaktu Cove,7/15/2018,20180715,1,Steamer clam,Protothaca staminea,CLMSTM,24
2018_H_02,Gaktu Cove,7/15/2018,20180715,1,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,1,Steamer clam,Protothaca staminea,CLMSTM,22
2018_H_02,Gaktu Cove,7/15/2018,20180715,1,Steamer clam,Protothaca staminea,CLMSTM,22
2018_H_02,Gaktu Cove,7/15/2018,20180715,1,Steamer clam,Protothaca staminea,CLMSTM,24
2018_H_02,Gaktu Cove,7/15/2018,20180715,1,Steamer clam,Protothaca staminea,CLMSTM,24
2018_H_02,Gaktu Cove,7/15/2018,20180715,1,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,1,Steamer clam,Protothaca staminea,CLMSTM,23
2018_H_02,Gaktu Cove,7/15/2018,20180715,1,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,1,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_02,Gaktu Cove,7/15/2018,20180715,1,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,1,Steamer clam,Protothaca staminea,CLMSTM,22
2018_H_02,Gaktu Cove,7/15/2018,20180715,1,Steamer clam,Protothaca staminea,CLMSTM,26
2018_H_02,Gaktu Cove,7/15/2018,20180715,1,Steamer clam,Protothaca staminea,CLMSTM,25
2018_H_02,Gaktu Cove,7/15/2018,20180715,1,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_02,Gaktu Cove,7/15/2018,20180715,1,Steamer clam,Protothaca staminea,CLMSTM,19
2018_H_02,Gaktu Cove,7/15/2018,20180715,1,Steamer clam,Protothaca staminea,CLMSTM,24
2018_H_02,Gaktu Cove,7/15/2018,20180715,1,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_02,Gaktu Cove,7/15/2018,20180715,1,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,1,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_02,Gaktu Cove,7/15/2018,20180715,1,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,1,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_02,Gaktu Cove,7/15/2018,20180715,1,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,1,Pointed macoma,Macoma inquinata,CLMPOI,16
2018_H_02,Gaktu Cove,7/15/2018,20180715,1,Pointed macoma,Macoma inquinata,CLMPOI,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,2,Steamer clam,Protothaca staminea,CLMSTM,30
2018_H_02,Gaktu Cove,7/15/2018,20180715,2,Steamer clam,Protothaca staminea,CLMSTM,27
2018_H_02,Gaktu Cove,7/15/2018,20180715,2,Steamer clam,Protothaca staminea,CLMSTM,27
2018_H_02,Gaktu Cove,7/15/2018,20180715,2,Steamer clam,Protothaca staminea,CLMSTM,28
2018_H_02,Gaktu Cove,7/15/2018,20180715,2,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_02,Gaktu Cove,7/15/2018,20180715,2,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,2,Pointed macoma,Macoma inquinata,CLMPOI,29
2018_H_02,Gaktu Cove,7/15/2018,20180715,2,Pointed macoma,Macoma inquinata,CLMPOI,18
2018_H_02,Gaktu Cove,7/15/2018,20180715,2,Pointed macoma,Macoma inquinata,CLMPOI,12
2018_H_02,Gaktu Cove,7/15/2018,20180715,2,Pointed macoma,Macoma inquinata,CLMPOI,21
2018_H_02,Gaktu Cove,7/15/2018,20180715,3,Steamer clam,Protothaca staminea,CLMSTM,25
2018_H_02,Gaktu Cove,7/15/2018,20180715,3,Steamer clam,Protothaca staminea,CLMSTM,23
2018_H_02,Gaktu Cove,7/15/2018,20180715,3,Steamer clam,Protothaca staminea,CLMSTM,23
2018_H_02,Gaktu Cove,7/15/2018,20180715,3,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_02,Gaktu Cove,7/15/2018,20180715,3,Steamer clam,Protothaca staminea,CLMSTM,25
2018_H_02,Gaktu Cove,7/15/2018,20180715,3,Steamer clam,Protothaca staminea,CLMSTM,23
2018_H_02,Gaktu Cove,7/15/2018,20180715,3,Steamer clam,Protothaca staminea,CLMSTM,22
2018_H_02,Gaktu Cove,7/15/2018,20180715,3,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_02,Gaktu Cove,7/15/2018,20180715,3,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,3,Pointed macoma,Macoma inquinata,CLMPOI,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,3,Pointed macoma,Macoma inquinata,CLMPOI,23
2018_H_02,Gaktu Cove,7/15/2018,20180715,3,Pointed macoma,Macoma inquinata,CLMPOI,21
2018_H_02,Gaktu Cove,7/15/2018,20180715,3,Pointed macoma,Macoma inquinata,CLMPOI,25
2018_H_02,Gaktu Cove,7/15/2018,20180715,3,Pointed macoma,Macoma inquinata,CLMPOI,22
2018_H_02,Gaktu Cove,7/15/2018,20180715,3,Pointed macoma,Macoma inquinata,CLMPOI,19
2018_H_02,Gaktu Cove,7/15/2018,20180715,3,Pointed macoma,Macoma inquinata,CLMPOI,21
2018_H_02,Gaktu Cove,7/15/2018,20180715,4,Steamer clam,Protothaca staminea,CLMSTM,23
2018_H_02,Gaktu Cove,7/15/2018,20180715,4,Steamer clam,Protothaca staminea,CLMSTM,23
2018_H_02,Gaktu Cove,7/15/2018,20180715,4,Steamer clam,Protothaca staminea,CLMSTM,22
2018_H_02,Gaktu Cove,7/15/2018,20180715,4,Steamer clam,Protothaca staminea,CLMSTM,27
2018_H_02,Gaktu Cove,7/15/2018,20180715,4,Steamer clam,Protothaca staminea,CLMSTM,24
2018_H_02,Gaktu Cove,7/15/2018,20180715,4,Steamer clam,Protothaca staminea,CLMSTM,22
2018_H_02,Gaktu Cove,7/15/2018,20180715,4,Steamer clam,Protothaca staminea,CLMSTM,15
2018_H_02,Gaktu Cove,7/15/2018,20180715,4,Steamer clam,Protothaca staminea,CLMSTM,23
2018_H_02,Gaktu Cove,7/15/2018,20180715,4,Steamer clam,Protothaca staminea,CLMSTM,22
2018_H_02,Gaktu Cove,7/15/2018,20180715,4,Steamer clam,Protothaca staminea,CLMSTM,22
2018_H_02,Gaktu Cove,7/15/2018,20180715,4,Steamer clam,Protothaca staminea,CLMSTM,24
2018_H_02,Gaktu Cove,7/15/2018,20180715,4,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_02,Gaktu Cove,7/15/2018,20180715,4,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,4,Steamer clam,Protothaca staminea,CLMSTM,19
2018_H_02,Gaktu Cove,7/15/2018,20180715,4,Steamer clam,Protothaca staminea,CLMSTM,16
2018_H_02,Gaktu Cove,7/15/2018,20180715,4,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,4,Steamer clam,Protothaca staminea,CLMSTM,23
2018_H_02,Gaktu Cove,7/15/2018,20180715,4,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,4,Steamer clam,Protothaca staminea,CLMSTM,22
2018_H_02,Gaktu Cove,7/15/2018,20180715,4,Steamer clam,Protothaca staminea,CLMSTM,38
2018_H_02,Gaktu Cove,7/15/2018,20180715,4,Cockle,Clinocardium nuttalli,CLMCKL,17
2018_H_02,Gaktu Cove,7/15/2018,20180715,4,Pointed macoma,Macoma inquinata,CLMPOI,15
2018_H_02,Gaktu Cove,7/15/2018,20180715,4,Pointed macoma,Macoma inquinata,CLMPOI,18
2018_H_02,Gaktu Cove,7/15/2018,20180715,4,Pointed macoma,Macoma inquinata,CLMPOI,32
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,22
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,24
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,22
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,30
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,18
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,16
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,17
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,16
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,22
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,24
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,22
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,19
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,16
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,17
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,18
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,17
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,16
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Steamer clam,Protothaca staminea,CLMSTM,19
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Cockle,Clinocardium nuttalli,CLMCKL,24
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Pointed macoma,Macoma inquinata,CLMPOI,19
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Pointed macoma,Macoma inquinata,CLMPOI,22
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Pointed macoma,Macoma inquinata,CLMPOI,22
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Pointed macoma,Macoma inquinata,CLMPOI,23
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Pointed macoma,Macoma inquinata,CLMPOI,18
2018_H_02,Gaktu Cove,7/15/2018,20180715,5,Pointed macoma,Macoma inquinata,CLMPOI,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Steamer clam,Protothaca staminea,CLMSTM,27
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Steamer clam,Protothaca staminea,CLMSTM,26
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Steamer clam,Protothaca staminea,CLMSTM,30
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Steamer clam,Protothaca staminea,CLMSTM,23
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Steamer clam,Protothaca staminea,CLMSTM,24
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Steamer clam,Protothaca staminea,CLMSTM,25
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Steamer clam,Protothaca staminea,CLMSTM,23
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Steamer clam,Protothaca staminea,CLMSTM,18
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Steamer clam,Protothaca staminea,CLMSTM,22
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Steamer clam,Protothaca staminea,CLMSTM,19
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Steamer clam,Protothaca staminea,CLMSTM,25
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Steamer clam,Protothaca staminea,CLMSTM,23
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Steamer clam,Protothaca staminea,CLMSTM,22
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Steamer clam,Protothaca staminea,CLMSTM,13
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Cockle,Clinocardium nuttalli,CLMCKL,18
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Butter clam,Saxidomus gigantea,CLMBUT,26
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Pointed macoma,Macoma inquinata,CLMPOI,22
2018_H_02,Gaktu Cove,7/15/2018,20180715,6,Pointed macoma,Macoma inquinata,CLMPOI,24
2018_H_02,Gaktu Cove,7/15/2018,20180715,7,Steamer clam,Protothaca staminea,CLMSTM,23
2018_H_02,Gaktu Cove,7/15/2018,20180715,7,Steamer clam,Protothaca staminea,CLMSTM,24
2018_H_02,Gaktu Cove,7/15/2018,20180715,7,Steamer clam,Protothaca staminea,CLMSTM,24
2018_H_02,Gaktu Cove,7/15/2018,20180715,7,Steamer clam,Protothaca staminea,CLMSTM,23
2018_H_02,Gaktu Cove,7/15/2018,20180715,7,Steamer clam,Protothaca staminea,CLMSTM,25
2018_H_02,Gaktu Cove,7/15/2018,20180715,7,Steamer clam,Protothaca staminea,CLMSTM,24
2018_H_02,Gaktu Cove,7/15/2018,20180715,7,Steamer clam,Protothaca staminea,CLMSTM,27
2018_H_02,Gaktu Cove,7/15/2018,20180715,7,Steamer clam,Protothaca staminea,CLMSTM,24
2018_H_02,Gaktu Cove,7/15/2018,20180715,7,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,7,Steamer clam,Protothaca staminea,CLMSTM,24
2018_H_02,Gaktu Cove,7/15/2018,20180715,7,Steamer clam,Protothaca staminea,CLMSTM,14
2018_H_02,Gaktu Cove,7/15/2018,20180715,7,Steamer clam,Protothaca staminea,CLMSTM,22
2018_H_02,Gaktu Cove,7/15/2018,20180715,7,Steamer clam,Protothaca staminea,CLMSTM,24
2018_H_02,Gaktu Cove,7/15/2018,20180715,7,Steamer clam,Protothaca staminea,CLMSTM,22
2018_H_02,Gaktu Cove,7/15/2018,20180715,7,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,7,Steamer clam,Protothaca staminea,CLMSTM,19
2018_H_02,Gaktu Cove,7/15/2018,20180715,7,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_02,Gaktu Cove,7/15/2018,20180715,7,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_02,Gaktu Cove,7/15/2018,20180715,7,Steamer clam,Protothaca staminea,CLMSTM,25
2018_H_02,Gaktu Cove,7/15/2018,20180715,7,Steamer clam,Protothaca staminea,CLMSTM,35
2018_H_02,Gaktu Cove,7/15/2018,20180715,7,Pointed macoma,Macoma inquinata,CLMPOI,23
2018_H_02,Gaktu Cove,7/15/2018,20180715,8,Steamer clam,Protothaca staminea,CLMSTM,39
2018_H_02,Gaktu Cove,7/15/2018,20180715,8,Steamer clam,Protothaca staminea,CLMSTM,28
2018_H_02,Gaktu Cove,7/15/2018,20180715,8,Steamer clam,Protothaca staminea,CLMSTM,27
2018_H_02,Gaktu Cove,7/15/2018,20180715,8,Steamer clam,Protothaca staminea,CLMSTM,24
2018_H_02,Gaktu Cove,7/15/2018,20180715,8,Steamer clam,Protothaca staminea,CLMSTM,22
2018_H_02,Gaktu Cove,7/15/2018,20180715,8,Pointed macoma,Macoma inquinata,CLMPOI,40
2018_H_02,Gaktu Cove,7/15/2018,20180715,8,Pointed macoma,Macoma inquinata,CLMPOI,32
2018_H_02,Gaktu Bay,7/15/2018,20180715,8,Pointed macoma,Macoma inquinata,CLMPOI,25
2018_H_03,Nossuk Bay,7/16/2018,20180716,1,Butter clam,Saxidomus gigantea,CLMBUT,47
2018_H_03,Nossuk Bay,7/16/2018,20180716,1,Butter clam,Saxidomus gigantea,CLMBUT,33
2018_H_03,Nossuk Bay,7/16/2018,20180716,1,Cockle,Clinocardium nuttalli,CLMCKL,17
2018_H_03,Nossuk Bay,7/16/2018,20180716,1,Steamer clam,Protothaca staminea,CLMSTM,40
2018_H_03,Nossuk Bay,7/16/2018,20180716,1,Steamer clam,Protothaca staminea,CLMSTM,26
2018_H_03,Nossuk Bay,7/16/2018,20180716,1,Steamer clam,Protothaca staminea,CLMSTM,43
2018_H_03,Nossuk Bay,7/16/2018,20180716,1,Steamer clam,Protothaca staminea,CLMSTM,26
2018_H_03,Nossuk Bay,7/16/2018,20180716,1,Steamer clam,Protothaca staminea,CLMSTM,25
2018_H_03,Nossuk Bay,7/16/2018,20180716,1,Steamer clam,Protothaca staminea,CLMSTM,27
2018_H_03,Nossuk Bay,7/16/2018,20180716,1,Steamer clam,Protothaca staminea,CLMSTM,24
2018_H_03,Nossuk Bay,7/16/2018,20180716,1,Steamer clam,Protothaca staminea,CLMSTM,38
2018_H_03,Nossuk Bay,7/16/2018,20180716,1,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_03,Nossuk Bay,7/16/2018,20180716,1,Steamer clam,Protothaca staminea,CLMSTM,18
2018_H_03,Nossuk Bay,7/16/2018,20180716,1,Steamer clam,Protothaca staminea,CLMSTM,26
2018_H_03,Nossuk Bay,7/16/2018,20180716,1,Steamer clam,Protothaca staminea,CLMSTM,17
2018_H_03,Nossuk Bay,7/16/2018,20180716,1,Pointed macoma,Macoma inquinata,CLMPOI,37
2018_H_03,Nossuk Bay,7/16/2018,20180716,1,Pointed macoma,Macoma inquinata,CLMPOI,35
2018_H_03,Nossuk Bay,7/16/2018,20180716,2,Steamer clam,Protothaca staminea,CLMSTM,37
2018_H_03,Nossuk Bay,7/16/2018,20180716,2,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_03,Nossuk Bay,7/16/2018,20180716,2,Steamer clam,Protothaca staminea,CLMSTM,23
2018_H_03,Nossuk Bay,7/16/2018,20180716,2,Steamer clam,Protothaca staminea,CLMSTM,22
2018_H_03,Nossuk Bay,7/16/2018,20180716,2,Steamer clam,Protothaca staminea,CLMSTM,24
2018_H_03,Nossuk Bay,7/16/2018,20180716,2,Steamer clam,Protothaca staminea,CLMSTM,24
2018_H_03,Nossuk Bay,7/16/2018,20180716,2,Steamer clam,Protothaca staminea,CLMSTM,23
2018_H_03,Nossuk Bay,7/16/2018,20180716,2,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_03,Nossuk Bay,7/16/2018,20180716,2,Steamer clam,Protothaca staminea,CLMSTM,31
2018_H_03,Nossuk Bay,7/16/2018,20180716,2,Cockle,Clinocardium nuttalli,CLMCKL,19
2018_H_03,Nossuk Bay,7/16/2018,20180716,2,Butter clam,Saxidomus gigantea,CLMBUT,25
2018_H_03,Nossuk Bay,7/16/2018,20180716,2,Butter clam,Saxidomus gigantea,CLMBUT,17
2018_H_03,Nossuk Bay,7/16/2018,20180716,3,Pointed macoma,Macoma inquinata,CLMPOI,35
2018_H_03,Nossuk Bay,7/16/2018,20180716,3,Steamer clam,Protothaca staminea,CLMSTM,40
2018_H_03,Nossuk Bay,7/16/2018,20180716,3,Steamer clam,Protothaca staminea,CLMSTM,35
2018_H_03,Nossuk Bay,7/16/2018,20180716,3,Steamer clam,Protothaca staminea,CLMSTM,23
2018_H_03,Nossuk Bay,7/16/2018,20180716,4,Steamer clam,Protothaca staminea,CLMSTM,25
2018_H_03,Nossuk Bay,7/16/2018,20180716,4,Steamer clam,Protothaca staminea,CLMSTM,34
2018_H_03,Nossuk Bay,7/16/2018,20180716,4,Steamer clam,Protothaca staminea,CLMSTM,26
2018_H_03,Nossuk Bay,7/16/2018,20180716,4,Steamer clam,Protothaca staminea,CLMSTM,21
