site,date_set,YYYYMMDD_set,time_set,date_pulled,YYYYMMDD_pulled,time_pulled,time_soak_hr,trap,string,species_common,species_scientific,taxon,sp_code,carapace_width_mm,sex,fork_length_mm,unmeasured,notes
2017_L_02,5/26/2017,20170526,1120,5/27/2017,20170526,1045,23.42,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,257,,
2017_L_02,5/26/2017,20170526,1120,5/27/2017,20170526,1045,23.42,shrimp,1,Red rock crab,Cancer productus,Decapoda,CRABRR,118,M,,,
2017_L_02,5/26/2017,20170526,1120,5/27/2017,20170526,1045,23.42,minnow,2,Red rock crab,Cancer productus,Decapoda,CRABRR,101,F,,,
2017_L_02,5/26/2017,20170526,1120,5/27/2017,20170526,1045,23.42,minnow,2,Red rock crab,Cancer productus,Decapoda,CRABRR,138,M,,,
2017_L_02,5/26/2017,20170526,1120,5/27/2017,20170526,1045,23.42,minnow,2,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,58,M,,,
2017_L_02,5/26/2017,20170526,1120,5/27/2017,20170526,1045,23.42,minnow,3,Red rock crab,Cancer productus,Decapoda,CRABRR,154,M,,,
2017_L_02,5/26/2017,20170526,1120,5/27/2017,20170526,1045,23.42,minnow,3,Red rock crab,Cancer productus,Decapoda,CRABRR,142,M,,,
2017_L_02,5/26/2017,20170526,1120,5/27/2017,20170526,1045,23.42,minnow,3,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,62,M,,,
2017_L_02,5/26/2017,20170526,1120,5/27/2017,20170526,1045,23.42,minnow,3,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,82,M,,,
2017_L_02,5/26/2017,20170526,1120,5/27/2017,20170526,1045,23.42,minnow,3,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,86,M,,,
2017_L_02,5/26/2017,20170526,1120,5/27/2017,20170526,1045,23.42,minnow,3,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,225,,
2017_L_02,5/26/2017,20170526,1120,5/27/2017,20170526,1045,23.42,minnow,3,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,213,,
2017_L_03,5/26/2017,20170526,1215,5/26/2017,20170526,1140,23.42,crab,1,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,158,F,,,
2017_L_03,5/26/2017,20170526,1215,5/26/2017,20170526,1140,23.42,minnow,1,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,90,M,,,
2017_L_03,5/26/2017,20170526,1215,5/26/2017,20170526,1140,23.42,minnow,1,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,76,M,,,
2017_L_03,5/26/2017,20170526,1215,5/26/2017,20170526,1140,23.42,minnow,1,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,90,M,,,
2017_L_03,5/26/2017,20170526,1215,5/26/2017,20170526,1140,23.42,minnow,1,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,88,M,,,
2017_L_03,5/26/2017,20170526,1215,5/26/2017,20170526,1140,23.42,minnow,1,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,86,M,,,
2017_L_03,5/26/2017,20170526,1215,5/26/2017,20170526,1140,23.42,minnow,1,Red rock crab,Cancer productus,Decapoda,CRABRR,108,M,,,
2017_L_03,5/26/2017,20170526,1215,5/26/2017,20170526,1140,23.42,crab,2,Rock sole,Lepidopsetta spp.,Vertebrata,SOLEROC,,,273,,
2017_L_03,5/26/2017,20170526,1215,5/26/2017,20170526,1140,23.42,minnow,2,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,153,,
2017_L_03,5/26/2017,20170526,1215,5/26/2017,20170526,1140,23.42,minnow,3,Helmet crab,Telmessus cheiragonus,Decapoda,CRABHEL,45,M,,,
2017_L_03,5/26/2017,20170526,1215,5/26/2017,20170526,1140,23.42,minnow,3,Red rock crab,Cancer productus,Decapoda,CRABRR,110,M,,,
2017_L_03,5/26/2017,20170526,1215,5/26/2017,20170526,1140,23.42,minnow,3,Red rock crab,Cancer productus,Decapoda,CRABRR,156,M,,,
2017_L_03,5/26/2017,20170526,1215,5/26/2017,20170526,1140,23.42,minnow,3,Red rock crab,Cancer productus,Decapoda,CRABRR,132,M,,,
2017_L_03,5/26/2017,20170526,1215,5/26/2017,20170526,1140,23.42,minnow,3,Red rock crab,Cancer productus,Decapoda,CRABRR,122,M,,,
2017_L_03,5/26/2017,20170526,1215,5/26/2017,20170526,1140,23.42,minnow,3,Red rock crab,Cancer productus,Decapoda,CRABRR,135,M,,,
2017_L_03,5/26/2017,20170526,1215,5/26/2017,20170526,1140,23.42,shrimp,3,Red rock crab,Cancer productus,Decapoda,CRABRR,80,M,,,
2017_L_04,6/27/2017,20170627,1015,6/28/2017,20170628,1010,23.92,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,270,,
2017_L_04,6/27/2017,20170627,1015,6/28/2017,20170628,1010,23.92,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,198,,
2017_L_04,6/27/2017,20170627,1015,6/28/2017,20170628,1010,23.92,minnow,1,English sole,Parophrys vetulus,Vertebrata,SOLEENG,,,163,,
2017_L_04,6/27/2017,20170627,1015,6/28/2017,20170628,1010,23.92,shrimp,1,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,89,M,,,
2017_L_04,6/27/2017,20170627,1015,6/28/2017,20170628,1010,23.92,shrimp,1,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,57,M,,,
2017_L_04,6/27/2017,20170627,1015,6/28/2017,20170628,1010,23.92,minnow,2,Red rock crab,Cancer productus,Decapoda,CRABRR,171,M,,,
2017_L_04,6/27/2017,20170627,1015,6/28/2017,20170628,1010,23.92,minnow,2,Red rock crab,Cancer productus,Decapoda,CRABRR,113,F,,,
2017_L_04,6/27/2017,20170627,1015,6/28/2017,20170628,1010,23.92,minnow,2,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,180,F,,,
2017_L_04,6/27/2017,20170627,1015,6/28/2017,20170628,1010,23.92,shrimp,2,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,40,M,,,
2017_L_04,6/27/2017,20170627,1015,6/28/2017,20170628,1010,23.92,crab,3,Red rock crab,Cancer productus,Decapoda,CRABRR,156,M,,,
2017_L_04,6/27/2017,20170627,1015,6/28/2017,20170628,1010,23.92,minnow,3,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,216,,
2017_L_04,6/27/2017,20170627,1015,6/28/2017,20170628,1010,23.92,minnow,3,Red rock crab,Cancer productus,Decapoda,CRABRR,155,M,,,
2017_L_04,6/27/2017,20170627,1015,6/28/2017,20170628,1010,23.92,minnow,3,Red rock crab,Cancer productus,Decapoda,CRABRR,134,M,,,
2017_L_04,6/27/2017,20170627,1015,6/28/2017,20170628,1010,23.92,minnow,3,Red rock crab,Cancer productus,Decapoda,CRABRR,140,M,,,
2017_L_04,6/27/2017,20170627,1015,6/28/2017,20170628,1010,23.92,minnow,3,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,89,M,,,
2017_L_04,6/27/2017,20170627,1015,6/28/2017,20170628,1010,23.92,minnow,3,Ochre seastar,Pisaster ochraceau,Echinodermata,STAROCH,,,122,,
2017_L_04,6/27/2017,20170627,1015,6/28/2017,20170628,1010,23.92,shrimp,3,Red rock crab,Cancer productus,Decapoda,CRABRR,84,M,,,
2017_L_04,6/27/2017,20170627,1015,6/28/2017,20170628,1010,23.92,shrimp,3,Red rock crab,Cancer productus,Decapoda,CRABRR,112,F,,,
2017_L_05,6/27/2017,20170627,1210,6/28/2017,20170628,1213,24.05,minnow,1,Great sculpin,Myoxocephalus polyacanthocephalus,Vertebrata,SCULGRT,,,355,,
2017_L_05,6/27/2017,20170627,1210,6/28/2017,20170628,1213,24.05,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,195,,
2017_L_05,6/27/2017,20170627,1210,6/28/2017,20170628,1213,24.05,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,249,,
2017_L_05,6/27/2017,20170627,1210,6/28/2017,20170628,1213,24.05,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,164,,
2017_L_05,6/27/2017,20170627,1210,6/28/2017,20170628,1213,24.05,minnow,1,Red rock crab,Cancer productus,Decapoda,CRABRR,136,F,,,
2017_L_05,6/27/2017,20170627,1210,6/28/2017,20170628,1213,24.05,minnow,1,Red rock crab,Cancer productus,Decapoda,CRABRR,155,M,,,
2017_L_05,6/27/2017,20170627,1210,6/28/2017,20170628,1213,24.05,minnow,1,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,75,M,,,
2017_L_05,6/27/2017,20170627,1210,6/28/2017,20170628,1213,24.05,minnow,1,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,101,M,,,
2017_L_05,6/27/2017,20170627,1210,6/28/2017,20170628,1213,24.05,minnow,1,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,119,M,,,
2017_L_05,6/27/2017,20170627,1210,6/28/2017,20170628,1213,24.05,minnow,1,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,84,M,,,
2017_L_05,6/27/2017,20170627,1210,6/28/2017,20170628,1213,24.05,minnow,1,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,71,M,,,
2017_L_05,6/27/2017,20170627,1210,6/28/2017,20170628,1213,24.05,minnow,1,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,75,M,,,
2017_L_05,6/27/2017,20170627,1210,6/28/2017,20170628,1213,24.05,minnow,3,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,210,,
2017_L_05,6/27/2017,20170627,1210,6/28/2017,20170628,1213,24.05,minnow,3,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,74,F,,,
2017_L_05,6/27/2017,20170627,1210,6/28/2017,20170628,1213,24.05,minnow,3,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,80,F,,,
2017_L_05,6/27/2017,20170627,1210,6/28/2017,20170628,1213,24.05,minnow,3,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,76,F,,,
2017_L_05,6/27/2017,20170627,1210,6/28/2017,20170628,1213,24.05,minnow,3,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,78,M,,,
2017_L_05,6/27/2017,20170627,1210,6/28/2017,20170628,1213,24.05,minnow,3,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,79,M,,,
2017_L_05,6/27/2017,20170627,1210,6/28/2017,20170628,1213,24.05,minnow,3,Unidentified rock crab,Cancridae,Decapoda,UNRKCB,,,,1,
2017_L_05,6/27/2017,20170627,1210,6/28/2017,20170628,1213,24.05,shrimp,3,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,51,M,,,
2017_L_05,6/27/2017,20170627,1210,6/28/2017,20170628,1213,24.05,shrimp,3,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,71,F,,,
2017_L_06,8/10/2017,20170810,804,8/11/2017,20170811,914,25.17,minnow,1,Copper rockfish,Sebastes caurinus,Vertebrata,ROCKCOP,,,280,,
2017_L_06,8/10/2017,20170810,804,8/11/2017,20170811,914,25.17,minnow,1,Copper rockfish,Sebastes caurinus,Vertebrata,ROCKCOP,,,315,,
2017_L_06,8/10/2017,20170810,804,8/11/2017,20170811,914,25.17,shrimp,1,Brown rockfish,Sebastes auriculatus,Vertebrata,ROCKBRO,,,220,,
2017_L_06,8/10/2017,20170810,804,8/11/2017,20170811,914,25.17,shrimp,1,Red rock crab,Cancer productus,Decapoda,CRABRR,94,M,,,
2017_L_06,8/10/2017,20170810,804,8/11/2017,20170811,914,25.17,shrimp,1,Red rock crab,Cancer productus,Decapoda,CRABRR,110,M,,,
2017_L_06,8/10/2017,20170810,804,8/11/2017,20170811,914,25.17,shrimp,1,Red rock crab,Cancer productus,Decapoda,CRABRR,107,F,,,
2017_L_06,8/10/2017,20170810,804,8/11/2017,20170811,914,25.17,shrimp,1,Red rock crab,Cancer productus,Decapoda,CRABRR,104,M,,,
2017_L_06,8/10/2017,20170810,804,8/11/2017,20170811,914,25.17,shrimp,1,Red rock crab,Cancer productus,Decapoda,CRABRR,110,F,,,
2017_L_06,8/10/2017,20170810,804,8/11/2017,20170811,914,25.17,shrimp,1,Red rock crab,Cancer productus,Decapoda,CRABRR,100,F,,,
2017_L_06,8/10/2017,20170810,804,8/11/2017,20170811,914,25.17,minnow,3,Copper rockfish,Sebastes caurinus,Vertebrata,ROCKCOP,,,285,,
2017_L_06,8/10/2017,20170810,804,8/11/2017,20170811,914,25.17,minnow,2,Brown rockfish,Sebastes auriculatus,Vertebrata,ROCKBRO,,,270,,
2017_L_06,8/10/2017,20170810,804,8/11/2017,20170811,914,25.17,minnow,2,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,240,,
2017_L_06,8/10/2017,20170810,804,8/11/2017,20170811,914,25.17,minnow,2,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,300,,
2017_L_06,8/10/2017,20170810,804,8/11/2017,20170811,914,25.17,minnow,2,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,235,,
2017_L_06,8/10/2017,20170810,804,8/11/2017,20170811,914,25.17,minnow,2,Red rock crab,Cancer productus,Decapoda,CRABRR,125,M,,,
2017_L_06,8/10/2017,20170810,804,8/11/2017,20170811,914,25.17,minnow,2,Red rock crab,Cancer productus,Decapoda,CRABRR,97,F,,,
2017_L_06,8/10/2017,20170810,804,8/11/2017,20170811,914,25.17,minnow,2,Red rock crab,Cancer productus,Decapoda,CRABRR,102,F,,,
2017_L_06,8/10/2017,20170810,804,8/11/2017,20170811,914,25.17,minnow,2,Red rock crab,Cancer productus,Decapoda,CRABRR,66,M,,,
2017_L_06,8/10/2017,20170810,804,8/11/2017,20170811,914,25.17,minnow,2,Red rock crab,Cancer productus,Decapoda,CRABRR,112,M,,,
2017_L_06,8/10/2017,20170810,804,8/11/2017,20170811,914,25.17,minnow,2,Red rock crab,Cancer productus,Decapoda,CRABRR,120,M,,,
2017_L_06,8/10/2017,20170810,804,8/11/2017,20170811,914,25.17,minnow,2,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,80,M,,,
2017_L_06,8/10/2017,20170810,804,8/11/2017,20170811,914,25.17,minnow,2,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,85,M,,,
2017_L_06,8/10/2017,20170810,804,8/11/2017,20170811,914,25.17,shrimp,2,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,79,M,,,
2017_L_06,8/10/2017,20170810,804,8/11/2017,20170811,914,25.17,shrimp,2,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,78,M,,,
2017_L_07,8/10/2017,20170810,1105,8/11/2017,20170811,1300,26.92,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,320,,
2017_L_07,8/10/2017,20170810,1105,8/11/2017,20170811,1300,26.92,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,240,,
2017_L_07,8/10/2017,20170810,1105,8/11/2017,20170811,1300,26.92,minnow,1,Red rock crab,Cancer productus,Decapoda,CRABRR,96,F,,,
2017_L_07,8/10/2017,20170810,1105,8/11/2017,20170811,1300,26.92,minnow,1,Red rock crab,Cancer productus,Decapoda,CRABRR,112,F,,,
2017_L_07,8/10/2017,20170810,1105,8/11/2017,20170811,1300,26.92,shrimp,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,195,,
2017_L_07,8/10/2017,20170810,1105,8/11/2017,20170811,1300,26.92,shrimp,1,Red rock crab,Cancer productus,Decapoda,CRABRR,115,M,,,
2017_L_07,8/10/2017,20170810,1105,8/11/2017,20170811,1300,26.92,minnow,2,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,255,,
2017_L_07,8/10/2017,20170810,1105,8/11/2017,20170811,1300,26.92,minnow,2,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,214,,
2017_L_07,8/10/2017,20170810,1105,8/11/2017,20170811,1300,26.92,minnow,2,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,106,M,,,
2017_L_07,8/10/2017,20170810,1105,8/11/2017,20170811,1300,26.92,minnow,2,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,65,M,,,
2017_L_07,8/10/2017,20170810,1105,8/11/2017,20170811,1300,26.92,minnow,2,Spiny dogfish,Squalus acanthias,Vertebrata,DOGFISH,,F,720,,
2017_L_07,8/10/2017,20170810,1105,8/11/2017,20170811,1300,26.92,shrimp,2,Red rock crab,Cancer productus,Decapoda,CRABRR,100,M,,,
2017_L_07,8/10/2017,20170810,1105,8/11/2017,20170811,1300,26.92,shrimp,2,Red rock crab,Cancer productus,Decapoda,CRABRR,99,M,,,
2017_L_07,8/10/2017,20170810,1105,8/11/2017,20170811,1300,26.92,shrimp,2,Red rock crab,Cancer productus,Decapoda,CRABRR,110,F,,,
2017_L_07,8/10/2017,20170810,1105,8/11/2017,20170811,1300,26.92,minnow,3,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,200,,
2017_L_07,8/10/2017,20170810,1105,8/11/2017,20170811,1300,26.92,minnow,3,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,240,,
2017_L_07,8/10/2017,20170810,1105,8/11/2017,20170811,1300,26.92,minnow,3,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,230,,
2017_L_07,8/10/2017,20170810,1105,8/11/2017,20170811,1300,26.92,minnow,3,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,86,F,,,
2017_L_07,8/10/2017,20170810,1105,8/11/2017,20170811,1300,26.92,minnow,3,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,60,F,,,
2017_L_07,8/10/2017,20170810,1105,8/11/2017,20170811,1300,26.92,minnow,3,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,80,M,,,
2017_L_07,8/10/2017,20170810,1105,8/11/2017,20170811,1300,26.92,minnow,3,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,78,M,,,
2017_L_07,8/10/2017,20170810,1105,8/11/2017,20170811,1300,26.92,minnow,3,Red rock crab,Cancer productus,Decapoda,CRABRR,70,F,,,
2017_L_07,8/10/2017,20170810,1105,8/11/2017,20170811,1300,26.92,minnow,3,Copper rockfish,Sebastes caurinus,Vertebrata,ROCKCOP,,,168,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,minnow,1,Red rock crab,Cancer productus,Decapoda,CRABRR,138,M,,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,minnow,1,Red rock crab,Cancer productus,Decapoda,CRABRR,128,M,,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,minnow,1,Red rock crab,Cancer productus,Decapoda,CRABRR,132,M,,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,minnow,1,Red rock crab,Cancer productus,Decapoda,CRABRR,156,M,,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,minnow,1,Red rock crab,Cancer productus,Decapoda,CRABRR,112,F,,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,minnow,1,Helmet crab,Telmessus cheiragonus,Decapoda,CRABHEL,31,M,,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,300,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,239,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,minnow,2,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,315,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,minnow,2,Red rock crab,Cancer productus,Decapoda,CRABRR,130,M,,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,minnow,2,Red rock crab,Cancer productus,Decapoda,CRABRR,140,M,,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,minnow,2,Red rock crab,Cancer productus,Decapoda,CRABRR,138,M,,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,minnow,2,Red rock crab,Cancer productus,Decapoda,CRABRR,119,M,,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,minnow,2,Red rock crab,Cancer productus,Decapoda,CRABRR,130,M,,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,minnow,2,Red rock crab,Cancer productus,Decapoda,CRABRR,120,M,,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,minnow,2,Red rock crab,Cancer productus,Decapoda,CRABRR,110,M,,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,minnow,2,Red rock crab,Cancer productus,Decapoda,CRABRR,102,M,,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,minnow,3,Red rock crab,Cancer productus,Decapoda,CRABRR,138,M,,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,minnow,3,Red rock crab,Cancer productus,Decapoda,CRABRR,118,M,,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,minnow,3,Red rock crab,Cancer productus,Decapoda,CRABRR,126,M,,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,minnow,3,Red rock crab,Cancer productus,Decapoda,CRABRR,110,M,,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,minnow,3,Red rock crab,Cancer productus,Decapoda,CRABRR,114,M,,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,minnow,3,Red rock crab,Cancer productus,Decapoda,CRABRR,118,M,,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,minnow,3,Red rock crab,Cancer productus,Decapoda,CRABRR,130,M,,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,minnow,3,Red rock crab,Cancer productus,Decapoda,CRABRR,104,M,,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,minnow,3,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,333,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,shrimp,3,Red rock crab,Cancer productus,Decapoda,CRABRR,118,M,,,
2017_M_02,5/10/2017,20170510,1045,5/11/2017,20170511,1045,24.00,shrimp,3,Red rock crab,Cancer productus,Decapoda,CRABRR,110,M,,,
2017_M_03,5/24/2017,20170524,1120,5/25/2017,20170525,1010,23.83,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,234,,
2017_M_03,5/24/2017,20170524,1120,5/25/2017,20170525,1010,23.83,minnow,2,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,277,,
2017_M_03,5/24/2017,20170524,1120,5/25/2017,20170525,1010,23.83,minnow,3,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,251,,
2017_M_03,5/24/2017,20170524,1120,5/25/2017,20170525,1010,23.83,minnow,3,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,235,,
2017_M_03,5/24/2017,20170524,1120,5/25/2017,20170525,1010,23.83,shrimp,3,Decorator crab,Oregonia gracilis,Decapoda,CRABDEC,23,U,,,
2017_M_04,6/20/2017,20170620,1202,6/21/2017,20170621,1205,24.05,minnow,1,Red rock crab,Cancer productus,Decapoda,CRABRR,83,F,,,
2017_M_04,6/20/2017,20170620,1202,6/21/2017,20170621,1205,24.05,minnow,1,Red rock crab,Cancer productus,Decapoda,CRABRR,87,F,,,
2017_M_04,6/20/2017,20170620,1202,6/21/2017,20170621,1205,24.05,minnow,1,Red rock crab,Cancer productus,Decapoda,CRABRR,120,M,,,
2017_M_04,6/20/2017,20170620,1202,6/21/2017,20170621,1205,24.05,minnow,1,Red rock crab,Cancer productus,Decapoda,CRABRR,90,F,,,
2017_M_04,6/20/2017,20170620,1202,6/21/2017,20170621,1205,24.05,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,250,,
2017_M_04,6/20/2017,20170620,1202,6/21/2017,20170621,1205,24.05,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,245,,
2017_M_04,6/20/2017,20170620,1202,6/21/2017,20170621,1205,24.05,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,240,,
2017_M_04,6/20/2017,20170620,1202,6/21/2017,20170621,1205,24.05,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,224,,
2017_M_04,6/20/2017,20170620,1202,6/21/2017,20170621,1205,24.05,shrimp,1,Red rock crab,Cancer productus,Decapoda,CRABRR,111,F,,,
2017_M_04,6/20/2017,20170620,1202,6/21/2017,20170621,1205,24.05,shrimp,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,232,,
2017_M_04,6/20/2017,20170620,1202,6/21/2017,20170621,1205,24.05,minnow,2,Red rock crab,Cancer productus,Decapoda,CRABRR,131,M,,,
2017_M_04,6/20/2017,20170620,1202,6/21/2017,20170621,1205,24.05,minnow,2,Red rock crab,Cancer productus,Decapoda,CRABRR,74,F,,,
2017_M_04,6/20/2017,20170620,1202,6/21/2017,20170621,1205,24.05,minnow,2,Red rock crab,Cancer productus,Decapoda,CRABRR,101,M,,,
2017_M_04,6/20/2017,20170620,1202,6/21/2017,20170621,1205,24.05,minnow,2,Red rock crab,Cancer productus,Decapoda,CRABRR,96,F,,,
2017_M_04,6/20/2017,20170620,1202,6/21/2017,20170621,1205,24.05,minnow,2,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,95,M,,,
2017_M_04,6/20/2017,20170620,1202,6/21/2017,20170621,1205,24.05,minnow,2,Great sculpin,Myoxocephalus polyacanthocephalus,Vertebrata,SCULGRT,,,381,,
2017_M_04,6/20/2017,20170620,1202,6/21/2017,20170621,1205,24.05,minnow,2,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,233,,
2017_M_04,6/20/2017,20170620,1202,6/21/2017,20170621,1205,24.05,shrimp,2,Red rock crab,Cancer productus,Decapoda,CRABRR,112,M,,,
2017_M_04,6/20/2017,20170620,1202,6/21/2017,20170621,1205,24.05,minnow,3,Helmet crab,Telmessus cheiragonus,Decapoda,CRABHEL,68,M,,,
2017_M_04,6/20/2017,20170620,1202,6/21/2017,20170621,1205,24.05,minnow,3,Helmet crab,Telmessus cheiragonus,Decapoda,CRABHEL,64,F,,,
2017_M_04,6/20/2017,20170620,1202,6/21/2017,20170621,1205,24.05,minnow,3,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,73,F,,,
2017_M_04,6/20/2017,20170620,1202,6/21/2017,20170621,1205,24.05,minnow,3,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,216,,
