"sp_code","Site","Date","YYYYMMDD","Transect","TransectBin","Transect_m","species_common","species_scientific","Death","width_mm","mass_g","Notes","Measurers"
"CLAMBU","2017_L_03","7/23/2017",20170724,"Inside",3,"51-75","Butter clam","Saxidomus gigantea","Whole",69,147.741666023633,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_L_04","6/27/2017",20170628,"Outside",1,"0-25","Butter clam","Saxidomus gigantea","Whole",57,80.8436726633709,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMBU","2017_M_03","7/20/2017",20170721,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Whole",37,20.6714830787588,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMBU","2017_L_04","6/27/2017",20170628,"Edge",2,"26-50","Butter clam","Saxidomus gigantea","Sea Otter",65,122.363772030669,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMBU","2017_L_02","7/14/2017",20170715,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Crab",70,154.605145317391,"","Tiff Stephens"
"CLAMBU","2017_M_07","7/25/2017",20170726,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Sea Otter",48,47.0014316248526,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_06","7/23/2017",20170724,"Inside",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",47,43.9800433338082,"Estimate","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_01","8/18/2017",20170819,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Crab",56,76.4517278156667,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_01","8/18/2017",20170819,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Crab",36,18.9591596088083,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_01","8/18/2017",20170819,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Whole",29,9.5822496601826,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_01","8/18/2017",20170819,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Whole",32,13.0733750222187,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_06","8/20/2017",20170821,"Edge",3,"51-75","Butter clam","Saxidomus gigantea","Sea Otter",74,184.241307417809,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_01","8/18/2017",20170819,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Whole",28,8.57772135919324,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_06","8/20/2017",20170821,"Edge",3,"51-75","Butter clam","Saxidomus gigantea","Sea Otter",65,122.363772030669,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_05","7/24/2017",20170725,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Sea Otter",53,64.2574282376507,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_05","7/24/2017",20170725,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Sea Otter",55,72.2256497150466,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_M_03","7/20/2017",20170721,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Crab",50,53.4639443690103,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Inside",4,"76-100","Butter clam","Saxidomus gigantea","Whole",51,56.9117748770084,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_03","8/20/2017",20170821,"Outside",1,"0-25","Butter clam","Saxidomus gigantea","Sea Otter",61,100.138826136883,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_01","8/18/2017",20170819,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Whole",75,192.213710796502,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_05","7/24/2017",20170725,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Whole",62,105.411715421639,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_M_05","7/11/17",20170712,"Inside",4,"76-100","Butter clam","Saxidomus gigantea","Whole",63,110.871179596928,"","Ashley Bolwerk, Cathy Mattson"
"CLAMBU","2017_M_06","8/20/2017",20170821,"Edge",3,"51-75","Butter clam","Saxidomus gigantea","Crab",74,184.241307417809,"Estimate","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_06","8/20/2017",20170821,"Edge",3,"51-75","Butter clam","Saxidomus gigantea","Whole",79,226.46415444272,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_06","8/20/2017",20170821,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Whole",32,13.0733750222187,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_05","7/24/2017",20170725,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Whole",41,28.5803550496843,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_05","7/24/2017",20170725,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Whole",43,33.2158819543498,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_M_04","7/11/17",20170712,"Edge",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",88,318.32459080457,"","Ashley Bolwerk, Cathy Mattson"
"CLAMBU","2017_M_04","7/11/17",20170712,"Edge",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",69,147.741666023633,"","Ashley Bolwerk, Cathy Mattson"
"CLAMBU","2017_M_04","7/11/17",20170712,"Edge",3,"51-75","Butter clam","Saxidomus gigantea","Sea Otter",78,217.540230701151,"","Ashley Bolwerk, Cathy Mattson"
"CLAMBU","2017_M_04","7/11/17",20170712,"Edge",3,"51-75","Butter clam","Saxidomus gigantea","Sea Otter",57,80.8436726633709,"","Ashley Bolwerk, Cathy Mattson"
"CLAMBU","2017_M_04","7/11/17",20170712,"Edge",3,"51-75","Butter clam","Saxidomus gigantea","Whole",76,200.418606699425,"","Ashley Bolwerk, Cathy Mattson"
"CLAMBU","2017_M_04","7/11/17",20170712,"Edge",3,"51-75","Butter clam","Saxidomus gigantea","Whole",78,217.540230701151,"","Ashley Bolwerk, Cathy Mattson"
"CLAMBU","2017_H_05","7/24/2017",20170725,"Inside",2,"26-50","Butter clam","Saxidomus gigantea","Sea Otter",52,60.5084764454776,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_M_03","7/20/2017",20170721,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Whole",54,68.1620195629361,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMBU","2017_M_04","7/11/17",20170712,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Sea Otter",71,161.683296506766,"","Ashley Bolwerk, Cathy Mattson"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Sea Otter",47,43.9800433338082,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_L_04","6/27/2017",20170628,"Edge",3,"51-75","Butter clam","Saxidomus gigantea","Crab",65,122.363772030669,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Whole",41,28.5803550496843,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_02","8/21/2017",20170822,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Whole",83,264.664879063328,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_02","7/20/2017",20170721,"Inside",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",76,200.418606699425,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMBU","2017_M_03","7/20/2017",20170721,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Whole",49,50.1616160721425,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMBU","2017_M_04","7/11/17",20170712,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Crab",35,17.3463686841411,"","Ashley Bolwerk, Cathy Mattson"
"CLAMBU","2017_M_03","7/20/2017",20170721,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Whole",31,11.8269704127746,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMBU","2017_M_03","7/20/2017",20170721,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Whole",64,116.520701358479,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMBU","2017_M_03","7/20/2017",20170721,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Whole",69,147.741666023633,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMBU","2017_M_03","7/20/2017",20170721,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Crab",48,47.0014316248526,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMBU","2017_M_07","7/25/2017",20170726,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Sea Otter",46,41.0941143612539,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_M_07","7/25/2017",20170726,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Sea Otter",33,14.406643692498,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_M_03","7/20/2017",20170721,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",53,64.2574282376507,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMBU","2017_H_02","8/21/2017",20170822,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Sea Otter",74,184.241307417809,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_L_04","6/27/2017",20170628,"Edge",2,"26-50","Butter clam","Saxidomus gigantea","Crab",58,85.404912587525,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Whole",69,147.741666023633,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_05","7/11/17",20170712,"Edge",3,"51-75","Butter clam","Saxidomus gigantea","Drill",59,90.138885306923,"","Ashley Bolwerk, Cathy Mattson"
"CLAMBU","2017_M_03","7/20/2017",20170721,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",33,14.406643692498,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMBU","2017_M_03","7/20/2017",20170721,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",60,95.0490377929254,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Inside",4,"76-100","Butter clam","Saxidomus gigantea","Whole",82,254.731697805942,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_01","8/18/2017",20170819,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Whole",32,13.0733750222187,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_L_06","7/22/2017",20170723,"Outside",3,"76-100","Butter clam","Saxidomus gigantea","Whole",55,72.2256497150466,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_L_04","6/27/2017",20170628,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",53,64.2574282376507,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMBU","2017_L_04","6/27/2017",20170628,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Crab",63,110.871179596928,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMBU","2017_H_04","7/7/17",20170708,"Outside",1,"0-25","Butter clam","Saxidomus gigantea","Sea Otter",72,168.97966829768,"","Ashley Bolwerk, Tiff Stephens, Cathy Mattson"
"CLAMBU","2017_L_03","7/23/2017",20170724,"Inside",4,"76-100","Butter clam","Saxidomus gigantea","Crab",79,226.46415444272,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_M_03","7/20/2017",20170721,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Whole",73,176.497817196366,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMBU","2017_M_07","7/25/2017",20170726,"Inside",1,"0-25","Butter clam","Saxidomus gigantea","Crab",48,47.0014316248526,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_L_06","7/22/2017",20170723,"Outside",4,"51-75","Butter clam","Saxidomus gigantea","Whole",64,116.520701358479,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_M_08","8/21/2017",20170822,"Edge",3,"51-75","Butter clam","Saxidomus gigantea","Whole",20,2.96625844255904,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_06","8/20/2017",20170821,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Sea Otter",71,161.683296506766,"Estimate","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_06","8/20/2017",20170821,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Crab",70,154.605145317391,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_05","7/24/2017",20170725,"Edge",3,"51-75","Butter clam","Saxidomus gigantea","Crab",30,10.6643000091892,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_M_07","7/25/2017",20170726,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",66,128.403891452559,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_M_07","7/25/2017",20170726,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",65,122.363772030669,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_01","8/18/2017",20170819,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Sea Otter",60,95.0490377929254,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_05","7/24/2017",20170725,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",54,68.1620195629361,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Drill",62,105.411715421639,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_01","8/18/2017",20170819,"Inside",1,"0-25","Butter clam","Saxidomus gigantea","Whole",53,64.2574282376507,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_01","8/18/2017",20170819,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Whole",71,161.683296506766,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_L_03","7/23/2017",20170724,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Whole",70,154.605145317391,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_L_03","7/23/2017",20170724,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Whole",61,100.138826136883,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_L_03","7/23/2017",20170724,"Inside",3,"51-75","Butter clam","Saxidomus gigantea","Whole",70,154.605145317391,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_M_03","7/20/2017",20170721,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Whole",54,68.1620195629361,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMBU","2017_M_04","7/11/17",20170712,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Crab",51,56.9117748770084,"","Ashley Bolwerk, Cathy Mattson"
"CLAMBU","2017_H_02","8/21/2017",20170822,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Sea Otter",41,28.5803550496843,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_04","7/11/17",20170712,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Crab",35,17.3463686841411,"Estimate","Ashley Bolwerk, Cathy Mattson"
"CLAMBU","2017_M_03","7/20/2017",20170721,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Sea Otter",47,43.9800433338082,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMBU","2017_M_03","7/20/2017",20170721,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Whole",55,72.2256497150466,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMBU","2017_H_02","8/21/2017",20170822,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Whole",23,4.61067228386986,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_03","7/20/2017",20170721,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Whole",53,64.2574282376507,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMBU","2017_L_02","7/14/2017",20170715,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Crab",53,64.2574282376507,"","Tiff Stephens"
"CLAMBU","2017_M_07","7/25/2017",20170726,"Edge",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",42,30.8386459713703,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_M_07","7/25/2017",20170726,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Whole",51,56.9117748770084,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_M_06","8/20/2017",20170821,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Whole",28,8.57772135919324,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_06","8/20/2017",20170821,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Drill",35,17.3463686841411,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Whole",69,147.741666023633,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_02","7/20/2017",20170721,"Inside",1,"0-25","Butter clam","Saxidomus gigantea","Whole",73,176.497817196366,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Edge",2,"26-50","Butter clam","Saxidomus gigantea","Whole",51,56.9117748770084,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_02","8/21/2017",20170822,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",45,38.3403189197087,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_05","7/11/17",20170712,"Inside",3,"51-75","Butter clam","Saxidomus gigantea","Sea Otter",69,147.741666023633,"","Ashley Bolwerk, Cathy Mattson"
"CLAMBU","2017_L_02","7/14/2017",20170715,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Crab",73,176.497817196366,"Estimate","Tiff Stephens"
"CLAMBU","2017_L_06","7/22/2017",20170723,"Outside",3,"76-100","Butter clam","Saxidomus gigantea","Whole",65,122.363772030669,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_05","7/24/2017",20170725,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",32,13.0733750222187,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Crab",78,217.540230701151,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Whole",82,254.731697805942,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Whole",72,168.97966829768,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_02","7/20/2017",20170721,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Crab",51,56.9117748770084,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Whole",77,208.859581941176,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Whole",76,200.418606699425,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Whole",77,208.859581941176,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Whole",76,200.418606699425,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_L_02","7/14/2017",20170715,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Crab",69,147.741666023633,"","Tiff Stephens"
"CLAMBU","2017_L_06","7/22/2017",20170723,"Inside",1,"0-25","Butter clam","Saxidomus gigantea","Whole",57,80.8436726633709,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_07","8/19/2017",20170820,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Drill",67,134.644567867169,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_03","7/20/2017",20170721,"Edge",1,"0-25","Butter clam","Saxidomus gigantea","Sea Otter",49,50.1616160721425,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMBU","2017_M_03","7/20/2017",20170721,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Sea Otter",52,60.5084764454776,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMBU","2017_M_07","7/25/2017",20170726,"Inside",2,"26-50","Butter clam","Saxidomus gigantea","Sea Otter",50,53.4639443690103,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_05","7/24/2017",20170725,"Outside",1,"0-25","Butter clam","Saxidomus gigantea","Whole",57,80.8436726633709,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_06","7/23/2017",20170724,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Sea Otter",95,405.298201863843,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_H_01","8/18/2017",20170819,"Inside",1,"0-25","Butter clam","Saxidomus gigantea","Whole",60,95.0490377929254,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_06","8/20/2017",20170821,"Edge",3,"51-75","Butter clam","Saxidomus gigantea","Whole",66,128.403891452559,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_H_02","8/21/2017",20170822,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Sea Otter",46,41.0941143612539,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_03","7/20/2017",20170721,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Sea Otter",50,53.4639443690103,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMBU","2017_H_02","8/21/2017",20170822,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Sea Otter",38,22.4865416725496,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_M_06","8/20/2017",20170821,"Edge",3,"51-75","Butter clam","Saxidomus gigantea","Whole",69,147.741666023633,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMBU","2017_L_03","7/23/2017",20170724,"Outside",4,"76-100","Butter clam","Saxidomus gigantea","Whole",50,53.4639443690103,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_M_03","7/20/2017",20170721,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Whole",40,26.4377418646735,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMBU","2017_M_07","7/25/2017",20170726,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Sea Otter",49,50.1616160721425,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_M_07","7/25/2017",20170726,"Outside",3,"51-75","Butter clam","Saxidomus gigantea","Sea Otter",50,53.4639443690103,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMBU","2017_M_03","7/20/2017",20170721,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Sea Otter",48,47.0014316248526,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMBU","2017_M_03","7/20/2017",20170721,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Whole",77,208.859581941176,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMBU","2017_L_02","7/14/2017",20170715,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Crab",55,72.2256497150466,"","Tiff Stephens"
"CLAMBU","2017_L_02","7/14/2017",20170715,"Outside",2,"26-50","Butter clam","Saxidomus gigantea","Crab",51,56.9117748770084,"","Tiff Stephens"
"CLAMBU","2017_L_04","6/27/2017",20170628,"Edge",2,"26-50","Butter clam","Saxidomus gigantea","Crab",63,110.871179596928,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
