site,place_name,date,YYYYMMDD,start_time,end_time,slope,tide_height,tide_time,species_common,species_scientific,sp_code,taxon,fork_length,unmeasured,unmeasured_sm,sex
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,81,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,85,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,59,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,85,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,180,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,64,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,73,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,88,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,58,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,54,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,56,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,53,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,57,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,55,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,57,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,61,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,51,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,70,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,85,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,NA,10,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Rock sole,Lepidopsetta spp.,SOLEROC,Vertebrata,50,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Rock sole,Lepidopsetta spp.,SOLEROC,Vertebrata,170,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Rock sole,Lepidopsetta spp.,SOLEROC,Vertebrata,132,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Rock sole,Lepidopsetta spp.,SOLEROC,Vertebrata,56,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Juvenile Artedius,Artedius spp.,UNARTE,Vertebrata,35,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Juvenile Artedius,Artedius spp.,UNARTE,Vertebrata,88,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Juvenile Artedius,Artedius spp.,UNARTE,Vertebrata,73,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Juvenile Artedius,Artedius spp.,UNARTE,Vertebrata,81,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Juvenile Artedius,Artedius spp.,UNARTE,Vertebrata,100,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Juvenile Artedius,Artedius spp.,UNARTE,Vertebrata,107,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Juvenile Artedius,Artedius spp.,UNARTE,Vertebrata,82,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Tubenose poacher,Pallasina barbata,POATUBE,Vertebrata,82,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Tubenose poacher,Pallasina barbata,POATUBE,Vertebrata,83,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Tubenose poacher,Pallasina barbata,POATUBE,Vertebrata,85,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Tubenose poacher,Pallasina barbata,POATUBE,Vertebrata,78,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Tubenose poacher,Pallasina barbata,POATUBE,Vertebrata,85,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Tubenose poacher,Pallasina barbata,POATUBE,Vertebrata,86,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Tubenose poacher,Pallasina barbata,POATUBE,Vertebrata,80,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Tubenose poacher,Pallasina barbata,POATUBE,Vertebrata,66,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Tubenose poacher,Pallasina barbata,POATUBE,Vertebrata,75,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Tubenose poacher,Pallasina barbata,POATUBE,Vertebrata,84,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Tubenose poacher,Pallasina barbata,POATUBE,Vertebrata,70,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Tubenose poacher,Pallasina barbata,POATUBE,Vertebrata,84,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Tubenose poacher,Pallasina barbata,POATUBE,Vertebrata,77,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Tubenose poacher,Pallasina barbata,POATUBE,Vertebrata,80,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Tubenose poacher,Pallasina barbata,POATUBE,Vertebrata,83,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Tubenose poacher,Pallasina barbata,POATUBE,Vertebrata,72,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Tubenose poacher,Pallasina barbata,POATUBE,Vertebrata,86,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Slender cockscomb,Anoplarchus insignis,COCKSSL,Vertebrata,33,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Juvenile irish lord,Hemilepidotus sp.,UNLORD,Vertebrata,45,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Juvenile irish lord,Hemilepidotus sp.,UNLORD,Vertebrata,55,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Juvenile irish lord,Hemilepidotus sp.,UNLORD,Vertebrata,54,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Buffalo sculpin,Enophrys bison,SCULBUF,Vertebrata,19,,,
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Helmet crab,Telmessus cheiragonus,CRABHEL,Decapoda,,1,,M
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Helmet crab,Telmessus cheiragonus,CRABHEL,Decapoda,,1,,F
2018_L_02,Natzuhini,7/27/2018,20180727,740,750,,-0.26,735,Northern kelp crab,Pugettia producta,CRABNKE,Decapoda,,1,,M
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Pacific cod,Gadus macrocephalus,CODPAC,Vertebrata,188,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Pacific cod,Gadus macrocephalus,CODPAC,Vertebrata,99,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Pacific cod,Gadus macrocephalus,CODPAC,Vertebrata,100,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Pacific cod,Gadus macrocephalus,CODPAC,Vertebrata,98,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Pacific cod,Gadus macrocephalus,CODPAC,Vertebrata,103,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Pacific cod,Gadus macrocephalus,CODPAC,Vertebrata,92,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,98,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,87,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,83,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,80,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,85,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,70,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,89,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,80,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,83,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,85,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,88,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,85,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,82,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,85,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,96,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,88,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,97,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,85,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,85,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,91,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,99,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,83,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,86,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,82,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,86,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,80,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,85,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,82,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,74,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,90,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,81,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,150,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,221,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,NA,314,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,20,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,15,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,21,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,22,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,22,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,20,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,24,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,25,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,25,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,25,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,21,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,28,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,26,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,25,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,25,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,23,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,22,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,25,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,22,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,25,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,26,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,12,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,25,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,20,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,20,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,25,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,25,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,28,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,26,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,21,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,23,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,15,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,70,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,65,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,69,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,66,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,59,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,60,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,49,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,60,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,NA,675,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,57,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,66,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,67,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,57,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,58,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,62,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,63,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,59,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,59,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,135,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,97,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,116,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,114,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,48,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,49,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,88,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,125,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,45,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,121,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,42,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,118,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,44,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,44,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,43,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,126,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,42,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,40,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,46,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,49,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,97,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,43,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,45,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,90,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,45,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,45,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,120,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,46,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,48,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,50,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,45,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,NA,4,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,47,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,101,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,98,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,111,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,97,,,
2018_L_03,Sukkwan,7/28/2018,20180728,810,820,,-0.29,815,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,76,,,
