"species_scientific","site","place_name","date","YYYYMMDD","start_time","end_time","slope","tide_height","tide_time","species_common","sp_code","taxon","fork_length","unmeasured","unmeasured_sm","sex","SpCommon","Family","Order","SpCode","a","b","fork_length_cm","mass_g"
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,41,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,4.1,1.03775440495976
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,37,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,3.7,0.746055358153171
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,15,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,1.5,0.0409455292154394
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,27,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,2.7,0.270932836326976
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,59,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,5.9,3.34391516839641
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,57,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,5.7,2.99299775276811
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,19,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,1.9,0.087548243802726
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,67,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,6.7,5.03253245630674
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,41,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,4.1,1.03775440495976
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,61,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,6.1,3.72219265191955
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,69,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,6.9,5.5316363409733
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,42,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,4.2,1.1213445354962
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,25,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,2.5,0.211548663494793
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,59,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,5.9,3.34391516839641
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,61,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,6.1,3.72219265191955
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,33,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,3.3,0.516456528209071
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,69,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,6.9,5.5316363409733
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,51,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,5.1,2.09322320588824
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,50,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,5,1.96411782302874
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,73,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,7.3,6.63028786477857
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,33,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,3.3,0.516456528209071
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,27,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,2.7,0.270932836326976
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,24,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,2.4,0.185530575330111
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,50,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,5,1.96411782302874
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,58,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,5.8,3.1651068039354
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,53,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,5.3,2.36876151418588
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,20,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,2,0.103243338110794
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,63,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,6.3,4.12896092074936
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,71,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,7.1,6.06383187884668
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,62,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,6.2,3.92194445364736
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,14,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,1.4,0.0328004739360998
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,74,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,7.4,6.92673071863108
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,14,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,1.4,0.0328004739360998
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,56,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,5.6,2.82744795916013
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,45,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,4.5,1.39979823243348
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,52,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,5.2,2.22805884334004
"Gasterosteus aculeatus","2018_L_01","North Pass","7/26/2018",20180726,655,715,"steep to gradual",-0.2,700,"Threespine stickleback","STICK3",NA,11,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,1.1,0.0151068813878459
"Gasterosteus aculeatus","2018_L_01","North Pass","7/26/2018",20180726,655,715,"steep to gradual",-0.2,700,"Threespine stickleback","STICK3",NA,24,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,2.4,0.185530575330111
"Gasterosteus aculeatus","2018_L_01","North Pass","7/26/2018",20180726,655,715,"steep to gradual",-0.2,700,"Threespine stickleback","STICK3",NA,54,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,5.4,2.51546856350922
"Gasterosteus aculeatus","2018_L_01","North Pass","7/26/2018",20180726,655,715,"steep to gradual",-0.2,700,"Threespine stickleback","STICK3",NA,51,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,5.1,2.09322320588824
"Gasterosteus aculeatus","2018_L_01","North Pass","7/26/2018",20180726,655,715,"steep to gradual",-0.2,700,"Threespine stickleback","STICK3",NA,60,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,6,3.52956342162816
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,57,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,5.7,2.99299775276811
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,72,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,7.2,6.34270398711879
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,65,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,6.5,4.5653586867806
"Gasterosteus aculeatus","2018_L_01","North Pass","7/26/2018",20180726,655,715,"steep to gradual",-0.2,700,"Threespine stickleback","STICK3",NA,27,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,2.7,0.270932836326976
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,32,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,3.2,0.467811658213325
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,46,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,4.6,1.502283577481
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,21,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,2.1,0.120776327682629
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,49,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,4.9,1.84060649094361
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,43,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,4.3,1.20946094109479
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,15,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,1.5,0.0409455292154394
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,13,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,1.3,0.0258471197612351
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,52,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,5.2,2.22805884334004
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,29,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,2.9,0.340903232148417
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,29,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,2.9,0.340903232148417
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,24,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,2.4,0.185530575330111
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,24,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,2.4,0.185530575330111
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,58,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,5.8,3.1651068039354
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,33,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,3.3,0.516456528209071
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,54,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,5.4,2.51546856350922
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,74,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,7.4,6.92673071863108
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,54,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,5.4,2.51546856350922
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,62,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,6.2,3.92194445364736
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,69,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,6.9,5.5316363409733
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,20,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,2,0.103243338110794
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,65,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,6.5,4.5653586867806
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,59,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,5.9,3.34391516839641
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,14,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,1.4,0.0328004739360998
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,66,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,6.6,4.79502661523526
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,24,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,2.4,0.185530575330111
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,53,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,5.3,2.36876151418588
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,72,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,7.2,6.34270398711879
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,51,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,5.1,2.09322320588824
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,62,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,6.2,3.92194445364736
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,69,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,6.9,5.5316363409733
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,35,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,3.5,0.624001476904471
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,36,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,3.6,0.683151761918736
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,50,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,5,1.96411782302874
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,20,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,2,0.103243338110794
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,15,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,1.5,0.0409455292154394
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,19,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,1.9,0.087548243802726
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,16,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,1.6,0.0503864533491706
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,56,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,5.6,2.82744795916013
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,60,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,6,3.52956342162816
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,18,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,1.8,0.0735800268718946
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,39,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,3.9,0.883631332859428
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,17,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,1.7,0.0612289185293035
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,23,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,2.3,0.161806017582089
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,39,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,3.9,0.883631332859428
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,37,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,3.7,0.746055358153171
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,14,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,1.4,0.0328004739360998
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,18,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,1.8,0.0735800268718946
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,50,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,5,1.96411782302874
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,64,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,6.4,4.34338464038576
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,16,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,1.6,0.0503864533491706
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,17,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,1.7,0.0612289185293035
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,28,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,2.8,0.304535109782288
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,74,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,7.4,6.92673071863108
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,54,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,5.4,2.51546856350922
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,47,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,4.7,1.60982409314448
"Gasterosteus aculeatus","2018_L_02","Natzuhini","7/27/2018",20180727,740,750,"",-0.26,735,"Threespine stickleback","STICK3",NA,71,NA,NA,NA,"Threespine stickleback","Gasterosteidae","Gasterosteiformes","STICK3",0.01112,3.21482,7.1,6.06383187884668
