SIN,N,C,Size,Species,Weight,Dissectwt,Sex,Site,Season,SiteNumber,Tissue,Tray,PercentN,PercentC,CN,PreyCat,Cnorm
404263,8.27,-19.72,49,mtr,8.92,3.23,,Soda Bay,Summer,9,,8,8.267344115,-19.71752748,5.08133716,Mussel,-18.00947621
404271,8.19,-19.85,37,mtr,6.92,2.2,,Soda Bay,Summer,15,,8,8.194929318,-19.84633075,4.236189177,Mussel,-18.97617271
404274,10.18,-18.88,61,cam,46.22,0.7,,Soda Bay,Winter,8,gonads,8,10.18495039,-18.88167923,4.894338705,Crab,-17.35460468
404290,8.59,-19.41,41,mtr,5.03,2.26,,Soda Bay,Winter,8,,8,8.588635278,-19.40940215,3.688773788,Mussel,-19.07811395
404292,8.31,-19.46,40,mtr,4.79,1.19,,Soda Bay,Winter,8,,8,8.308830842,-19.45782869,4.171475184,Mussel,-18.65023957
404293,8.3,-18.92,31,mtr,2.33,1.32,,Soda Bay,Winter,9,,8,8.30003196,-18.92164965,3.992330517,Mussel,-18.28759279
404294,8.24,-19.09,34,mtr,3.4,1.51,,Soda Bay,Winter,9,,8,8.243961087,-19.08968235,3.860302976,Mussel,-18.58830005
404295,8.08,-18.98,29,mtr,3.15,1.45,,Soda Bay,Winter,9,,8,8.07658436,-18.97700673,3.800234533,Mussel,-18.53776781
404045,9.19,-17.75,61,sag,61.92,28.75,,Soda Bay,Winter,8,,6,10.39669955,40.96117727,3.939825044,Clam,-17.16957321
404046,9.63,-17.83,59,sag,75.19,30.55,,Soda Bay,Winter,8,,6,9.212994367,36.48083644,3.959715483,Clam,-17.22988167
404047,9.56,-17.58,69,sag,97.94,42.15,,Soda Bay,Winter,8,,6,10.1350734,41.01958918,4.047290785,Clam,-16.89318212
404098,7.49,-16.15,37.5,std,22.24,5.45,,Soda Bay,Summer,9,,6,4.761572759,35.88112547,7.535561733,Urchin,-12.00979388
404099,7.97,-17.13,38.5,std,26.07,5.4,,Soda Bay,Summer,9,,6,5.380125613,41.47232969,7.708431489,Urchin,-12.81865283
404105,11.84,-15.88,46,cam,18.07,7.47,m,Craig,Summer,2,,6,9.715195292,43.45328908,4.472713906,Crab,-14.77201323
404106,12.47,-16.08,68,cam,59.53,21.84,m,Craig,Summer,2,,6,11.35198559,42.62654611,3.754985927,Crab,-15.68256393
404107,13.03,-14.95,83,cam,99.59,50.28,f,Craig,Summer,2,,6,8.982046792,38.04071474,4.235194451,Crab,-14.07715749
404108,11.62,-17.62,75.5,cam,79.69,29.51,f,Craig,Winter,2,,6,11.05689138,47.98403616,4.339740212,Crab,-16.64365719
404109,11.54,-14.65,62,cam,43.38,16.5,f,Craig,Winter,2,,6,10.74954693,48.51546709,4.513256921,Crab,-13.50187565
404110,11.92,-14.01,63,cam,40.98,19.7,f,Nossuk,Summer,20,,6,10.36125792,43.44956802,4.193464574,Crab,-13.17847007
404111,12.81,-14.4,79,cam,74.67,27.27,f,Nossuk,Summer,20,,6,9.476914266,35.77876914,3.775360643,Crab,-13.98239296
404112,12.19,-15.82,66,cam,48.74,22.32,m,Soda Bay,Winter,8,,6,10.62878893,38.72163758,3.643090274,Crab,-15.53334063
404113,10.62,-17.88,61,cam,46.22,17.67,f,Soda Bay,Winter,8,,6,11.16871447,48.89285074,4.377661445,Crab,-16.86611517
404114,13.23,-16.34,106,cap,191.22,59.94,m,Craig,Summer,5,,6,10.89986681,43.32134031,3.974483456,Crab,-15.72526138
404115,12.58,-17.09,89,cap,96.96,39.98,"f, gravid",Craig,Summer,2,,6,9.65394258,47.99608317,4.971656168,Crab,-15.48806039
404116,11.8,-16.2,145,cap,364.35,173.67,m,Soda Bay,Summer,15,,6,8.965594001,42.54103845,4.744921357,Crab,-14.82252786
404117,13.11,-14.07,170,cap,517.09,220.94,m,Soda Bay,Summer,15,,6,10.16964678,36.30864014,3.570295108,Crab,-13.85540784
404118,12.81,-15.5,78,cap,70.4,34.88,m,Craig,Winter,2,,6,10.51119732,44.20761988,4.205764438,Crab,-14.65629321
404119,11.9,-16.51,48,tec,32.89,11.52,f,Craig,Summer,5,,6,10.40769083,44.5810276,4.283469631,Crab,-15.58936507
404120,10.82,-15.79,75,tec,103.53,47.09,m,Soda Bay,Summer,9,,6,8.878662128,38.92788093,4.384430939,Crab,-14.76941337
404121,12.73,-15.69,45,tec,45.42,17.69,m,Soda Bay,Winter,8,,6,9.969305802,34.90481982,3.501228723,Crab,-15.54378356
404213,11.34,-17.43,29,nul,2.64,0.96,,Craig,Winter,5,,6,10.37495152,47.14196775,4.543825352,Snail,-16.2516129
404214,12.15,-16.49,22,nul,1.55,0.52,,Craig,Winter,5,,6,10.3876953,44.63023718,4.296452282,Snail,-15.55651224
404215,11.68,-16.36,28,nul,2.68,0.55,,Craig,Winter,5,,6,11.49586094,44.19722601,3.844620794,Snail,-15.87382541
404219,13.13,-15.87,19,map,2.87,0.25,,Craig,Winter,5,,6,11.94073011,42.35866462,3.547409936,,-15.67806416
404220,13.44,-16.02,15,map,1.36,0.22,,Craig,Winter,5,,6,11.88526324,42.68670517,3.591565817,,-15.78434984
404221,13.64,-15.56,20,map,3.1,0.17,,Craig,Winter,5,,6,12.13422553,42.50713166,3.503077435,,-15.41195334
404238,10.69,-16.56,31,nul,3.79,0.92,,Soda Bay,Spring,8,,6,10.38628091,42.63062526,4.104513024,Snail,-15.81653211
404268,11.02,-15.63,27,nul,3.56,0.5,,Soda Bay,Summer,30,,6,10.30602962,40.17885284,3.89857727,Snail,-15.0904085
404269,10.99,-16.04,28,nul,3.87,0.52,,Soda Bay,Summer,30,,6,10.03301056,39.1429659,3.90141779,Snail,-15.49759639
404296,11.27,-16.62,17,map,2.22,0.33,,Soda Bay,Winter,9,,6,12.1799971,42.99626564,3.530071911,,-16.44522881
404297,11.76,-16.39,16,map,2.74,0.78,,Soda Bay,Winter,9,,6,11.97981586,42.28707528,3.529860207,,-16.2154384
404298,11,-16.8,16,map,2.17,0.77,,Soda Bay,Winter,9,,6,12.68843726,41.98442948,3.308873158,,-16.8
404044,9.37,-17.36,69,sag,115.99,50.99,,Soda Bay,Winter,8,,7,9.944305299,38.92090558,3.913888845,Clam,-16.80525004
404092,12.47,-15.74,88,pio,273.23,6.88,,Craig,Spring,5,feet,7,10.84854538,40.41627827,3.725502072,Star,-15.37175295
404094,6.99,-16.89,40,std,25.26,6.01,,Soda Bay,Summer,9,,7,6.023296166,42.95430726,7.131362311,Urchin,-13.14995131
404095,10.54,-18.65,37,std,20.16,5.91,,Craig,Summer,5,,7,6.629684376,42.66517119,6.435475471,Urchin,-15.59887928
404096,8.52,-18.28,36,stf,22.02,5.68,,Craig,Summer,5,,7,3.998529367,30.1773591,7.547114533,Urchin,-14.12835661
404097,6.97,-17.13,43,std,27.28,5.58,,Soda Bay,Summer,9,,7,5.586105336,37.84202713,6.774313203,Urchin,-13.74342993
404154,9.63,-17.09,31.5,pup,7.58,1.45,m,Craig,Spring,5,,7,8.12015491,41.04238594,5.054384601,Crab,-15.40615925
404155,11.35,-16.98,71,pup,193.21,53.24,m,Craig,Spring,5,,7,9.853944226,40.50586535,4.110624581,Crab,-16.23048166
404161,12.06,-16.12,51,cef,14.82,2.79,,Craig,Summer,5,,7,12.05712838,44.67376166,3.705174256,Snail,-15.77187749
404194,10.28,-17.44,36,pup,19.01,7.21,m,Craig,Summer,5,,7,8.087681665,42.38727738,5.240967577,Crab,-15.5714421
404195,10.81,-16.84,58,pup,67.53,12.78,m,Craig,Summer,5,,7,7.547353719,37.50449211,4.969224116,Crab,-15.24046813
404196,10.45,-17.41,58,pup,116.09,38.25,m,Craig,Summer,5,,7,7.130614144,35.95777152,5.042731354,Crab,-15.73769596
404197,10.13,-18.73,31,std,10.25,2.97,,Craig,Summer,5,,7,6.957529105,43.30153175,6.223693943,Urchin,-15.888543
404202,9.67,-14.98,25.5,tes,7.69,1.12,,Craig,Summer,5,,7,11.33247161,42.42662583,3.743810468,Tegula,-14.59362764
404203,10.16,-13.16,26,tes,6.55,0.99,,Craig,Summer,5,,7,12.07659015,42.2397919,3.497658808,Tegula,-13.16
404205,11.45,-17.78,59,cef,16.26,2.44,,Craig,Winter,5,,7,10.4711395,45.93644652,4.386957744,Snail,-16.75691183
404206,11.82,-15.83,58,cef,15.72,2.17,,Craig,Winter,5,,7,11.013611,41.51993505,3.769874843,Snail,-15.41782391
404207,9.06,-18.65,21,evt,11.99,1.09,,Craig,Winter,5,whole,7,7.782387754,47.02517079,6.042511923,Star,-15.9879132
404240,11.2,-15.91,64,cef,25.01,2.66,,Soda Bay,Spring,9,,7,11.67746445,39.65940891,3.39623461,Snail,-15.91
404241,10.65,-16.17,75,cef,36.69,3.67,,Soda Bay,Spring,9,,7,10.96032227,41.34638617,3.772369567,Snail,-15.75535413
404250,6.82,-17.34,48.5,stf,36.25,4.28,,Soda Bay,Summer,9,,7,4.690090519,32.88425295,7.011432468,Urchin,-13.71868186
404251,11.75,-16.51,40.5,stf,23.91,4.14,,Soda Bay,Summer,9,,7,11.11672443,44.2602941,3.981415064,Urchin,-15.88839909
404252,10.34,-16.75,66,cef,33.85,5.53,,Soda Bay,Summer,9,,7,11.06428967,40.31711017,3.643895034,Snail,-16.46254392
404253,10.49,-16.57,65,cef,36.16,6.48,,Soda Bay,Summer,9,,7,11.37591572,42.20473281,3.710007514,Snail,-16.21709256
404264,8.02,-20.42,44,mtr,7.7,3.19,,Soda Bay,Summer,9,,7,8.364235217,44.10338276,5.272853001,Mussel,-18.51987553
404272,8.25,-20.17,40,mtr,7.39,3.44,,Soda Bay,Summer,15,,7,9.145809897,41.75325018,4.565287344,Mussel,-18.97036553
404273,8.2,-20.04,37.5,mtr,6.94,3.53,,Soda Bay,Summer,15,,7,8.818731182,42.79956205,4.85325623,Mussel,-18.55527633
404299,10.63,-16.49,67,cef,33.7,1.4,,Soda Bay,Winter,9,,7,11.42718034,41.12669541,3.599023922,Snail,-16.24696632
404300,10.41,-16.73,69,cef,32.22,2.16,,Soda Bay,Winter,9,,7,10.51396733,42.16552013,4.010429061,Snail,-16.07967523
404302,6.77,-13.73,40.5,std,24.31,9.52,,Soda Bay,Winter,9,,7,6.15180644,26.63671917,4.329902026,Urchin,-12.76339699
404303,7.34,-16.61,36,std,16.52,7.75,,Soda Bay,Winter,9,,7,7.886199123,39.83758762,5.05155741,Urchin,-14.92895816
404304,7.16,-16.01,39,std,18.64,5.16,,Soda Bay,Winter,9,,7,6.455602523,37.69099415,5.838493621,Urchin,-13.54989132
404306,7.49,-11.91,25,stf,17.81,4.06,,Soda Bay,Winter,9,,7,2.236050627,13.41184544,5.998006159,Urchin,-9.291973903
404307,8.15,-12.22,26,stf,7.53,2.1,,Soda Bay,Winter,9,,7,1.901789956,10.52925593,5.536497816,Urchin,-10.05886716
