"","site_code","site_name","latitude","longitude","date_DDMMYY","date_YYYYMMDD","start_time","end_time","depth_MLLW_m","quadrat_number","plant_number","eelgrass_shoots_0.25msq","flowering_shoots_0.25msq","epiphyte_percover_0.25msq","macroalgae_percover_0.25msq","epiphyte_dw_g","shoot_fw_g","shoot_dw_g","xs_shoot_fw_g","xs_shoot_dw_g","rhizome_fw_g","rhizome_dw_g","leaf1_length_cm","leaf2_length_cm","leaf3_length_cm","leaf4_length_cm","leaf5_length_cm","leaf6_length_cm","leaf7_length_cm","leaf8_length_cm","leaf9_length_cm","leaf10_length_cm","leaf1_width_cm","leaf2_width_cm","leaf3_width_cm","leaf4_width_cm","leaf5_width_cm","leaf6_width_cm","leaf7_width_cm","leaf8_width_cm","leaf9_width_cm","leaf10_width_cm","rhizome_length_cm","internode1_length_cm","internode2_length_cm","internode3_length_cm","internode4_length_cm","internode5_length_cm","isopod_count","isopod_fw_g","isopod_dw_g","gammarid_count","gammarid_fw_g","gammarid_dw_g","caprelid_count","caprelid_fw_g","caprelid_dw_g","limpet_count","limpet_fw_g","limpet_dw_g","gastropod_count","gastropod_fw_g","gastropod_dw_g","crab_count","crab_fw_g","crab_dw_g","polychaete_count","other_epifauna","notes"
"1","2017_H_01","Salt Lake Bay",55.67264,-133.378,"29/4/17",20170429,1055,1115,-0.5,1,1,54,0,NA,5,0.00609999999999999,0.2687,0.0389999999999999,4.7732,0.5913,0.2266,0.0256999999999999,22.1,18.9,14.5,6.4,13.3,NA,NA,NA,NA,NA,0.3,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,5,0.5,0.4,0.3,0.2,0.2,NA,NA,NA,3,0.0059,0.00189999999999996,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,6,"","; "
"1291","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,2,49,1,100,0,0.00839999999999996,2.6468,0.4089,NA,NA,0.635,0.0795,107,36,76.2,96.6,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,5,1.3,1.5,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1292","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,2,43,0,100,0,0.00839999999999996,2.6468,0.4089,NA,NA,0.635,0.0795,107,36,76.2,96.6,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,5,1.3,1.5,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1293","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,2,56,1,100,0,0.00839999999999996,2.6468,0.4089,NA,NA,0.635,0.0795,107,36,76.2,96.6,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,5,1.3,1.5,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1294","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,2,55,0,100,0,0.00839999999999996,2.6468,0.4089,NA,NA,0.635,0.0795,107,36,76.2,96.6,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,5,1.3,1.5,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1295","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,2,54,0,100,0,0.00839999999999996,2.6468,0.4089,NA,NA,0.635,0.0795,107,36,76.2,96.6,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,5,1.3,1.5,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1296","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,2,68,1,100,0,0.00839999999999996,2.6468,0.4089,NA,NA,0.635,0.0795,107,36,76.2,96.6,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,5,1.3,1.5,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1297","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,3,42,2,100,0,0.0146000000000001,2.2913,0.3062,NA,NA,0.4242,0.0588,58.8,41.2,64.2,52.4,58,19.4,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,5,0.9,1,0.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1298","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,3,43,0,100,0,0.0146000000000001,2.2913,0.3062,NA,NA,0.4242,0.0588,58.8,41.2,64.2,52.4,58,19.4,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,5,0.9,1,0.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1299","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,3,49,1,100,0,0.0146000000000001,2.2913,0.3062,NA,NA,0.4242,0.0588,58.8,41.2,64.2,52.4,58,19.4,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,5,0.9,1,0.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1300","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,3,43,0,100,0,0.0146000000000001,2.2913,0.3062,NA,NA,0.4242,0.0588,58.8,41.2,64.2,52.4,58,19.4,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,5,0.9,1,0.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1301","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,3,56,1,100,0,0.0146000000000001,2.2913,0.3062,NA,NA,0.4242,0.0588,58.8,41.2,64.2,52.4,58,19.4,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,5,0.9,1,0.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1302","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,3,55,0,100,0,0.0146000000000001,2.2913,0.3062,NA,NA,0.4242,0.0588,58.8,41.2,64.2,52.4,58,19.4,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,5,0.9,1,0.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1303","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,3,54,0,100,0,0.0146000000000001,2.2913,0.3062,NA,NA,0.4242,0.0588,58.8,41.2,64.2,52.4,58,19.4,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,5,0.9,1,0.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1304","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,3,68,1,100,0,0.0146000000000001,2.2913,0.3062,NA,NA,0.4242,0.0588,58.8,41.2,64.2,52.4,58,19.4,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,5,0.9,1,0.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1305","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,4,42,2,100,0,0.0155,2.49,0.3483,NA,NA,0.4918,0.0728,104.8,92.4,90.6,26.8,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,5,0.8,1,0.7,0.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1306","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,4,43,0,100,0,0.0155,2.49,0.3483,NA,NA,0.4918,0.0728,104.8,92.4,90.6,26.8,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,5,0.8,1,0.7,0.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1307","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,4,49,1,100,0,0.0155,2.49,0.3483,NA,NA,0.4918,0.0728,104.8,92.4,90.6,26.8,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,5,0.8,1,0.7,0.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1308","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,4,43,0,100,0,0.0155,2.49,0.3483,NA,NA,0.4918,0.0728,104.8,92.4,90.6,26.8,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,5,0.8,1,0.7,0.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1309","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,4,56,1,100,0,0.0155,2.49,0.3483,NA,NA,0.4918,0.0728,104.8,92.4,90.6,26.8,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,5,0.8,1,0.7,0.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1310","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,4,55,0,100,0,0.0155,2.49,0.3483,NA,NA,0.4918,0.0728,104.8,92.4,90.6,26.8,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,5,0.8,1,0.7,0.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1311","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,4,54,0,100,0,0.0155,2.49,0.3483,NA,NA,0.4918,0.0728,104.8,92.4,90.6,26.8,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,5,0.8,1,0.7,0.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1312","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,4,68,1,100,0,0.0155,2.49,0.3483,NA,NA,0.4918,0.0728,104.8,92.4,90.6,26.8,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,5,0.8,1,0.7,0.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1313","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,5,42,2,100,0,0.0135999999999999,2.9648,0.4174,NA,NA,0.5712,0.0762,72.4,100.2,51.8,51.2,NA,NA,NA,NA,NA,NA,0.4,0.5,0.4,0.4,NA,NA,NA,NA,NA,NA,5,0.9,1.6,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1314","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,5,43,0,100,0,0.0135999999999999,2.9648,0.4174,NA,NA,0.5712,0.0762,72.4,100.2,51.8,51.2,NA,NA,NA,NA,NA,NA,0.4,0.5,0.4,0.4,NA,NA,NA,NA,NA,NA,5,0.9,1.6,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1315","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,5,49,1,100,0,0.0135999999999999,2.9648,0.4174,NA,NA,0.5712,0.0762,72.4,100.2,51.8,51.2,NA,NA,NA,NA,NA,NA,0.4,0.5,0.4,0.4,NA,NA,NA,NA,NA,NA,5,0.9,1.6,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1316","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,5,43,0,100,0,0.0135999999999999,2.9648,0.4174,NA,NA,0.5712,0.0762,72.4,100.2,51.8,51.2,NA,NA,NA,NA,NA,NA,0.4,0.5,0.4,0.4,NA,NA,NA,NA,NA,NA,5,0.9,1.6,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1317","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,5,56,1,100,0,0.0135999999999999,2.9648,0.4174,NA,NA,0.5712,0.0762,72.4,100.2,51.8,51.2,NA,NA,NA,NA,NA,NA,0.4,0.5,0.4,0.4,NA,NA,NA,NA,NA,NA,5,0.9,1.6,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1318","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,5,55,0,100,0,0.0135999999999999,2.9648,0.4174,NA,NA,0.5712,0.0762,72.4,100.2,51.8,51.2,NA,NA,NA,NA,NA,NA,0.4,0.5,0.4,0.4,NA,NA,NA,NA,NA,NA,5,0.9,1.6,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1319","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,5,54,0,100,0,0.0135999999999999,2.9648,0.4174,NA,NA,0.5712,0.0762,72.4,100.2,51.8,51.2,NA,NA,NA,NA,NA,NA,0.4,0.5,0.4,0.4,NA,NA,NA,NA,NA,NA,5,0.9,1.6,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1320","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,1,5,68,1,100,0,0.0135999999999999,2.9648,0.4174,NA,NA,0.5712,0.0762,72.4,100.2,51.8,51.2,NA,NA,NA,NA,NA,NA,0.4,0.5,0.4,0.4,NA,NA,NA,NA,NA,NA,5,0.9,1.6,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1321","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,2,1,42,2,100,0,0.0105999999999999,4.1548,0.5488,25.9679,2.4171,0.7347,0.0793,89.2,64.2,125.8,76.6,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,5,2.2,2.1,NA,NA,NA,1,0.003,0.000299999999999967,5,0.0108,0.000800000000000023,8,0.029,0.000800000000000023,17,0.3906,0.1266,5,"0.1084",0.044,NA,NA,NA,5,"","; low visability"
"1322","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,2,1,43,0,100,0,0.0105999999999999,4.1548,0.5488,25.9679,2.4171,0.7347,0.0793,89.2,64.2,125.8,76.6,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,5,2.2,2.1,NA,NA,NA,1,0.003,0.000299999999999967,5,0.0108,0.000800000000000023,8,0.029,0.000800000000000023,17,0.3906,0.1266,5,"0.1084",0.044,NA,NA,NA,5,"","; low visability"
"1323","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,2,1,49,1,100,0,0.0105999999999999,4.1548,0.5488,25.9679,2.4171,0.7347,0.0793,89.2,64.2,125.8,76.6,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,5,2.2,2.1,NA,NA,NA,1,0.003,0.000299999999999967,5,0.0108,0.000800000000000023,8,0.029,0.000800000000000023,17,0.3906,0.1266,5,"0.1084",0.044,NA,NA,NA,5,"","; low visability"
"1324","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,2,1,43,0,100,0,0.0105999999999999,4.1548,0.5488,25.9679,2.4171,0.7347,0.0793,89.2,64.2,125.8,76.6,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,5,2.2,2.1,NA,NA,NA,1,0.003,0.000299999999999967,5,0.0108,0.000800000000000023,8,0.029,0.000800000000000023,17,0.3906,0.1266,5,"0.1084",0.044,NA,NA,NA,5,"","; low visability"
"1325","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,2,1,56,1,100,0,0.0105999999999999,4.1548,0.5488,25.9679,2.4171,0.7347,0.0793,89.2,64.2,125.8,76.6,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,5,2.2,2.1,NA,NA,NA,1,0.003,0.000299999999999967,5,0.0108,0.000800000000000023,8,0.029,0.000800000000000023,17,0.3906,0.1266,5,"0.1084",0.044,NA,NA,NA,5,"","; low visability"
"1326","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,2,1,55,0,100,0,0.0105999999999999,4.1548,0.5488,25.9679,2.4171,0.7347,0.0793,89.2,64.2,125.8,76.6,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,5,2.2,2.1,NA,NA,NA,1,0.003,0.000299999999999967,5,0.0108,0.000800000000000023,8,0.029,0.000800000000000023,17,0.3906,0.1266,5,"0.1084",0.044,NA,NA,NA,5,"","; low visability"
"1327","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,2,1,54,0,100,0,0.0105999999999999,4.1548,0.5488,25.9679,2.4171,0.7347,0.0793,89.2,64.2,125.8,76.6,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,5,2.2,2.1,NA,NA,NA,1,0.003,0.000299999999999967,5,0.0108,0.000800000000000023,8,0.029,0.000800000000000023,17,0.3906,0.1266,5,"0.1084",0.044,NA,NA,NA,5,"","; low visability"
"1328","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,2,1,68,1,100,0,0.0105999999999999,4.1548,0.5488,25.9679,2.4171,0.7347,0.0793,89.2,64.2,125.8,76.6,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,5,2.2,2.1,NA,NA,NA,1,0.003,0.000299999999999967,5,0.0108,0.000800000000000023,8,0.029,0.000800000000000023,17,0.3906,0.1266,5,"0.1084",0.044,NA,NA,NA,5,"","; low visability"
"1329","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,2,2,42,2,100,0,0.0138,2.8766,0.3689,NA,NA,0.6585,0.0721999999999999,84.2,15.6,84.6,108.4,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,5,1.9,1.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1330","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,2,2,43,0,100,0,0.0138,2.8766,0.3689,NA,NA,0.6585,0.0721999999999999,84.2,15.6,84.6,108.4,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,5,1.9,1.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1331","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,2,2,49,1,100,0,0.0138,2.8766,0.3689,NA,NA,0.6585,0.0721999999999999,84.2,15.6,84.6,108.4,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,5,1.9,1.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1332","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,2,2,43,0,100,0,0.0138,2.8766,0.3689,NA,NA,0.6585,0.0721999999999999,84.2,15.6,84.6,108.4,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,5,1.9,1.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1333","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,2,2,56,1,100,0,0.0138,2.8766,0.3689,NA,NA,0.6585,0.0721999999999999,84.2,15.6,84.6,108.4,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,5,1.9,1.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1334","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,2,2,55,0,100,0,0.0138,2.8766,0.3689,NA,NA,0.6585,0.0721999999999999,84.2,15.6,84.6,108.4,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,5,1.9,1.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1335","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,2,2,54,0,100,0,0.0138,2.8766,0.3689,NA,NA,0.6585,0.0721999999999999,84.2,15.6,84.6,108.4,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,5,1.9,1.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1336","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,2,2,68,1,100,0,0.0138,2.8766,0.3689,NA,NA,0.6585,0.0721999999999999,84.2,15.6,84.6,108.4,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,5,1.9,1.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1337","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,2,3,42,2,100,0,0.0137,3.6607,0.4818,NA,NA,0.6372,0.0772,75.4,82.6,53.2,87,85.4,NA,NA,NA,NA,NA,0.5,0.5,0.4,0.5,0.5,NA,NA,NA,NA,NA,5,2.3,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1338","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,2,3,43,0,100,0,0.0137,3.6607,0.4818,NA,NA,0.6372,0.0772,75.4,82.6,53.2,87,85.4,NA,NA,NA,NA,NA,0.5,0.5,0.4,0.5,0.5,NA,NA,NA,NA,NA,5,2.3,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1339","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,2,3,49,1,100,0,0.0137,3.6607,0.4818,NA,NA,0.6372,0.0772,75.4,82.6,53.2,87,85.4,NA,NA,NA,NA,NA,0.5,0.5,0.4,0.5,0.5,NA,NA,NA,NA,NA,5,2.3,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1340","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,2,3,43,0,100,0,0.0137,3.6607,0.4818,NA,NA,0.6372,0.0772,75.4,82.6,53.2,87,85.4,NA,NA,NA,NA,NA,0.5,0.5,0.4,0.5,0.5,NA,NA,NA,NA,NA,5,2.3,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
"1341","2017_H_05","Naukati Bay",55.862405,-133.190722,"25/7/17",20170725,1030,1110,-0.65,2,3,56,1,100,0,0.0137,3.6607,0.4818,NA,NA,0.6372,0.0772,75.4,82.6,53.2,87,85.4,NA,NA,NA,NA,NA,0.5,0.5,0.4,0.5,0.5,NA,NA,NA,NA,NA,5,2.3,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","; low visability"
