"","site_code","site_name","latitude_N","longitude_E","date_MMDDYYYY","depth_m_MLLW","layer_number","layer_thickness_cm","layer_depth_cm","layer_volume_cm3","dry_bulk_density","organic_dw_g","organic_dw_percent","organic_density","inorganic_dw_g","inorganic_dw_percent","inorganic_density","sediment_description","freshwater_input"
"93","2017_H_01","Salt Lake Bay",55.67264,-133.378,"4/29/2017",-0.71,17,1,32,19.6349540849362,1.7136515753716,2.22316,6.60721296430311,3.80972163630313,4.47604,13.4577957854866,7.67037299742631,"fine sand/mud. Lots of clam shells","stream near one end of transect"
"94","2017_H_01","Salt Lake Bay",55.67264,-133.378,"4/29/2017",-0.71,18,0.7,34,13.7444678594553,1.82432599474925,1.94451,7.75496432814518,3.54742014004987,NA,NA,NA,"fine sand/mud. Lots of clam shells","stream near one end of transect"
"95","2017_H_01","Salt Lake Bay",55.67264,-133.378,"4/29/2017",-0.71,19,1,36,19.6349540849362,1.7707797965606,1.77133,5.09454062477171,3.13663537704168,NA,NA,NA,"fine sand/mud. Lots of clam shells","stream near one end of transect"
"96","2017_H_01","Salt Lake Bay",55.67264,-133.378,"4/29/2017",-0.71,20,1,38,19.6349540849362,1.75057654076056,1.91467,5.57035582816375,3.35177638529802,NA,NA,NA,"fine sand/mud. Lots of clam shells","stream near one end of transect"
"97","2017_L_01","Soda Bay",55.26366,-132.995,"4/30/2017",-0.48,1,1.5,0,29.4524311274043,1.33537770888478,2.38989,6.07648794359133,3.19140583268665,NA,NA,NA,"fine sand/mud changing to gravel and cobble high","no obvious souces"
"98","2017_L_01","Soda Bay",55.26366,-132.995,"4/30/2017",-0.48,2,1.3,2,25.5254403104171,1.51826489685211,2.46239,6.35383665020573,3.73856029935966,2.69531000000001,7.04992393758489,4.09219455913446,"fine sand/mud changing to gravel and cobble high","no obvious souces"
"99","2017_L_01","Soda Bay",55.26366,-132.995,"4/30/2017",-0.48,3,1.3,4,25.5254403104171,1.48924012819032,4.17760000000001,10.9897770555784,6.22144955952791,NA,NA,NA,"fine sand/mud changing to gravel and cobble high","no obvious souces"
"100","2017_L_01","Soda Bay",55.26366,-132.995,"4/30/2017",-0.48,4,1.2,6,23.5619449019235,1.54026716177565,2.32347,6.40220943141529,3.57876454237088,NA,NA,NA,"fine sand/mud changing to gravel and cobble high","no obvious souces"
"101","2017_L_01","Soda Bay",55.26366,-132.995,"4/30/2017",-0.48,5,1.4,8,27.4889357189107,1.39383315497521,2.4867,6.49014915572208,3.46604490647685,NA,NA,NA,"fine sand/mud changing to gravel and cobble high","no obvious souces"
"102","2017_L_01","Soda Bay",55.26366,-132.995,"4/30/2017",-0.48,6,1.3,10,25.5254403104171,1.37606284447385,2.72909,7.76973751452329,3.75539934822514,NA,NA,NA,"fine sand/mud changing to gravel and cobble high","no obvious souces"
"103","2017_L_01","Soda Bay",55.26366,-132.995,"4/30/2017",-0.48,7,1.2,12,23.5619449019235,1.3574664626853,2.89645,9.05577849305367,3.93183373584484,3.12259,10.0012234931177,4.2388112017165,"fine sand/mud changing to gravel and cobble high","no obvious souces"
"104","2017_L_01","Soda Bay",55.26366,-132.995,"4/30/2017",-0.48,8,1.3,14,25.5254403104171,1.46133737739196,2.55219,6.8420976438342,3.72961064120599,NA,NA,NA,"fine sand/mud changing to gravel and cobble high","no obvious souces"
"105","2017_L_01","Soda Bay",55.26366,-132.995,"4/30/2017",-0.48,9,1.2,16,23.5619449019235,1.47594989058654,2.55727,7.35349556090723,3.77440237670025,NA,NA,NA,"fine sand/mud changing to gravel and cobble high","no obvious souces"
"106","2017_L_01","Soda Bay",55.26366,-132.995,"4/30/2017",-0.48,10,1.3,18,25.5254403104171,1.48110902457464,2.68625,7.10536116527659,3.97862911726363,NA,NA,NA,"fine sand/mud changing to gravel and cobble high","no obvious souces"
"107","2017_L_01","Soda Bay",55.26366,-132.995,"4/30/2017",-0.48,11,1.3,20,25.5254403104171,1.48991984222421,2.0696,5.44189639676831,3.08353810546722,NA,NA,NA,"fine sand/mud changing to gravel and cobble high","no obvious souces"
"108","2017_L_01","Soda Bay",55.26366,-132.995,"4/30/2017",-0.48,12,1.4,22,27.4889357189107,1.47398540322992,2.83771,7.00352852995524,4.18274311859959,2.99068,7.52324632501285,4.40821866573166,"fine sand/mud changing to gravel and cobble high","no obvious souces"
"109","2017_L_01","Soda Bay",55.26366,-132.995,"4/30/2017",-0.48,13,1.3,24,25.5254403104171,1.54523485277169,3.04476,7.71943168334906,4.70486927032515,NA,NA,NA,"fine sand/mud changing to gravel and cobble high","no obvious souces"
"110","2017_L_01","Soda Bay",55.26366,-132.995,"4/30/2017",-0.48,14,1.4,26,27.4889357189107,1.45793385418081,2.4303,6.06406908692132,3.54321664581563,NA,NA,NA,"fine sand/mud changing to gravel and cobble high","no obvious souces"
"111","2017_L_01","Soda Bay",55.26366,-132.995,"4/30/2017",-0.48,15,1.2,28,23.5619449019235,1.60744115808997,2.56104,6.76192176042734,4.11672110351475,NA,NA,NA,"fine sand/mud changing to gravel and cobble high","no obvious souces"
"112","2017_L_01","Soda Bay",55.26366,-132.995,"4/30/2017",-0.48,16,1.3,30,25.5254403104171,1.47902874704155,2.22532,5.89444084501147,3.29131225136649,NA,NA,NA,"fine sand/mud changing to gravel and cobble high","no obvious souces"
"113","2017_L_01","Soda Bay",55.26366,-132.995,"4/30/2017",-0.48,17,1.2,32,23.5619449019235,1.56715161476274,2.37397,6.42914285497631,3.7203709188983,2.95766999999999,8.09710048752281,4.6351173164353,"fine sand/mud changing to gravel and cobble high","no obvious souces"
"114","2017_L_01","Soda Bay",55.26366,-132.995,"4/30/2017",-0.48,18,1.1,34,21.5984494934298,1.48074795877032,2.42353,7.57782693064131,3.58863710051862,NA,NA,NA,"fine sand/mud changing to gravel and cobble high","no obvious souces"
"115","2017_L_01","Soda Bay",55.26366,-132.995,"4/30/2017",-0.48,19,1.3,36,25.5254403104171,1.45710865503939,2.49303,6.70289358256074,3.63261559027284,NA,NA,NA,"fine sand/mud changing to gravel and cobble high","no obvious souces"
"116","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,1,1.1,0,21.5984494934298,0.951453483096146,2.21245,10.7662219609614,2.10504325867607,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"117","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,2,0.8,2,15.707963267949,1.64949456259985,2.10449,8.12224529335937,3.47134481204576,2.11324,10.5890246426172,3.4857778894685,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"118","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,3,0.9,4,17.6714586764426,1.70071416006334,3.12213,10.3883663127493,5.30985070055855,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"119","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,4,0.9,6,17.6714586764426,1.68573067710089,2.58884,8.69049713118661,4.36408700610587,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"120","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,5,0.8,8,15.707963267949,1.57991520457894,2.1776,8.77454190129849,3.44042334949109,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"121","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,6,1,10,19.6349540849362,1.53056838686759,1.96627,6.54275298276625,3.00951070204614,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"122","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,7,0.6,12,11.7809724509617,1.6456366467793,3.19064,16.457456466122,5.25063411067991,2.29233,7.70767115577241,3.7723422545116,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"123","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,8,1,14,19.6349540849362,1.43633389097847,2.03748,7.22450434095031,2.92650157619081,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"124","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,9,0.8,16,15.707963267949,1.43264849911623,1.80718,8.03048703807636,2.58905371463287,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"125","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,10,0.9,18,17.6714586764426,1.85316790196023,2.6995,8.2432061873362,5.00262675134163,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"126","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,11,0.9,20,17.6714586764426,1.60695279998904,1.74929,6.16007916273435,2.81102646349282,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"127","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,12,1,22,19.6349540849362,1.63523886336118,2.29972,7.16248741740335,3.76059151884897,2.27847,8.0595690823997,3.72584269300254,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"128","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,13,0.8,24,15.707963267949,1.93512993896688,2.07609,6.82992866060575,4.01750391498974,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"129","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,14,0.9,26,17.6714586764426,2.19532358422206,1.67484,4.31720212390547,3.67681575179847,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"130","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,15,0.9,28,17.6714586764426,1.61804922409247,1.88604,6.59609299944148,3.05170555860736,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"131","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,16,0.8,30,15.707963267949,2.13995789438774,1.77677,5.2857437798942,3.8022129880113,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"132","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,17,0.9,32,17.6714586764426,2.09476255909464,1.88321,5.08734920312036,3.94487779891261,2.44327000000001,7.32004944606863,5.11807051775916,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"133","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,18,0.8,34,15.707963267949,1.94842574291277,1.80431,5.89532049480817,3.51556405219494,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"134","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,19,0.9,36,17.6714586764426,1.83000060108847,1.99891,6.18115463848667,3.65800650152175,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"135","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,20,0.8,38,15.707963267949,1.70802920418996,1.99395999999999,7.43192422117908,3.4057419119866,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"136","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,21,0.9,40,17.6714586764426,1.9125359495679,2.0329,6.01497752779068,3.88799433187658,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"137","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,22,0.8,42,15.707963267949,1.81855212625092,1.96602,6.88243788452955,3.57530985125184,2.66293,7.97514612001787,4.84267701355737,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"138","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,23,0.9,44,17.6714586764426,1.91912906687266,2.1465,6.32928001896574,4.11941054204217,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"139","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,24,0.8,46,15.707963267949,1.75632445336131,1.87243,6.78704870328995,3.28859459620732,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"140","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,25,0.9,48,17.6714586764426,1.81871517164818,2.03994,6.34717254704902,3.71006982725198,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"141","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,26,0.8,50,15.707963267949,1.99808208515744,2.67464,8.52181559813674,5.3441502682455,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"142","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,27,0.9,52,17.6714586764426,2.08304705763035,1.8707,5.08197665447448,3.89675613070909,3.50985,11.4352243419741,7.31118271522387,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"143","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,28,1,54,19.6349540849362,1.99106093301196,1.93314,4.94480154313701,3.84899953204274,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"144","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,29,0.8,56,15.707963267949,2.04569487793281,1.74781,5.43918067324957,3.57548596459975,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"145","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,30,0.9,58,17.6714586764426,2.02653163248713,2.30066,6.42431245369888,4.66236026559783,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"146","2017_L_05","Dunbar Inlet",55.0848,-132.826,"6/27/2017",-0.7,31,0.9,60,17.6714586764426,1.93448433578216,2.07619,6.07336633790802,4.01635703310756,4.27887,12.1386899518721,8.27740698984824,"semi-consolidated sand/mud mix, some small cobbles and shells on top","small groundwater seep"
"147","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,1,1,0,19.6349540849362,0.589400919907351,2.3852,20.6102899369732,1.40583907416301,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"148","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,2,1,2,19.6349540849362,0.344436252345938,1.52857,22.601985216598,0.526494922248431,2.53326,34.5656338520148,0.872546580617872,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"149","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,3,1.3,4,25.5254403104171,0.376998002109793,1.91412,19.8910115722267,0.721619415798396,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"150","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,4,1.2,6,23.5619449019235,0.433875049048496,2.07578,20.3051177058654,0.900629149313887,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"151","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,5,0.9,8,17.6714586764426,0.380878575064803,1.64535,24.4455240778049,0.626678563482873,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"152","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,6,1,10,19.6349540849362,0.431338416344838,1.83333,21.6467457207258,0.790785658837483,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"153","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,7,1.1,12,21.5984494934298,0.48036596345289,2.07301,19.9805111439245,0.995803445897475,2.9446,27.3755590904316,1.41448561598338,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"154","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,8,0.9,14,17.6714586764426,0.51515894452651,1.81702,19.9593348133323,0.936054105383559,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"155","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,9,1.1,16,21.5984494934298,0.51432488259767,2.04196,18.381761190859,1.05023083726914,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"156","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,10,1,18,19.6349540849362,0.437160176839185,1.74473,20.3262725982744,0.762726475336632,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"157","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,11,1.2,20,23.5619449019235,0.562187037408727,2.18442,16.4908932510558,1.22805260825637,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"158","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,12,0.9,22,17.6714586764426,0.736672633445597,2.00022,15.3649386084584,1.47350733487055,2.97795,22.4151570555112,2.19377426876931,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"159","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,13,0.9,24,17.6714586764426,1.38449747969109,2.0078,8.20646045199703,2.77979403972377,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"160","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,14,1.3,26,25.5254403104171,1.1240413348831,2.34785,8.18304280165136,2.63908044810528,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"161","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,15,0.9,28,17.6714586764426,0.871265371008946,1.94728,12.6475251241676,1.6965976316583,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"162","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,16,1.2,30,23.5619449019235,1.992424657447,2.13516,4.54817724420284,4.25414543159454,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"163","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,17,1.1,32,21.5984494934298,1.67779358472113,1.99945,5.51759022499748,3.35466438297068,4.33273000000001,11.9852527668351,7.26942659832881,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"164","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,18,0.9,34,17.6714586764426,0.939074713856088,2.16798,13.0641971410356,2.03589519814572,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"165","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,19,0.9,36,17.6714586764426,0.962657939645793,1.89579,11.1441213244868,1.8249972954011,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"166","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,20,1.1,38,21.5984494934298,0.648029850673201,1.98628,14.1913229364038,1.28716873179517,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"167","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,21,1,40,19.6349540849362,0.751484823247955,1.89893,12.8694163548593,1.42701707541024,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"168","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,22,1,42,19.6349540849362,1.31724372199285,2.31616,8.95514309067191,3.05094721913095,5.2473,20.6560997356627,6.91197298241305,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"169","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,23,1.1,44,21.5984494934298,1.46904248889032,2.95472,9.31235234346832,4.34060922277401,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"170","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,24,1,46,19.6349540849362,1.48130776747342,2.26398,7.78390265084797,3.35365115940448,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"171","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,25,1.2,48,23.5619449019235,1.09863299094154,2.30532,8.90568737534252,2.53270060667736,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"172","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,26,1.1,50,21.5984494934298,1.10829807515959,2.40665,10.0538819393154,2.66728556258284,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"173","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,27,1.1,52,21.5984494934298,1.26090995598015,2.11616,7.77037273671958,2.66828721244695,6.55907,24.1661674319143,8.27039666497069,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"174","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,28,1.1,54,21.5984494934298,1.28074749108332,2.1864,7.90393808726433,2.80022631450456,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"175","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,29,1,56,19.6349540849362,1.458719988654,2.15419,7.52111417189502,3.14236001235856,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"176","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,30,1,58,19.6349540849362,1.22317729372363,2.09995,8.74358736280049,2.56861115795494,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"177","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,31,1,60,19.6349540849362,1.32665907377825,2.13708,8.2041115763474,2.83517657339003,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"178","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,32,1,62,19.6349540849362,1.12042380668859,2.37821,10.8103058846418,2.66460310130488,5.01421000000001,23.2612438167069,5.61804025573602,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"179","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,33,1.2,64,23.5619449019235,1.0465201452019,2.46288,9.98813774811878,2.57745353521485,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"180","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,34,0.9,66,17.6714586764426,0.968884929845912,1.64553,9.61083683134939,1.59432921860934,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"181","2017_M_05","Shinaku Inlet",55.59929,-133.16,"6/23/2017",-0.69,35,1.1,68,21.5984494934298,1.21624980570901,2.28746,8.70779405925819,2.78212278056714,NA,NA,NA,"very soft mud at transect changing to sand/mud then to cobble high","small stream in back of bay"
"182","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,1,1.1,0,21.5984494934298,2.36149868144542,1.207,2.54820046800752,2.85032890850462,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"183","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,2,1.1,2,21.5984494934298,2.11091356413659,1.22943,2.79393494112859,2.59522046315644,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"184","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,3,1.1,4,21.5984494934298,1.22467818849896,0.59657,2.38859406993495,0.730606266912826,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"185","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,4,1.3,6,25.5254403104171,1.02424873702689,0.49052,2.02072799267707,0.502414490486431,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"186","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,5,1.1,8,21.5984494934298,1.45787687257729,0.447880000000001,1.4974236075913,0.652953893689918,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"187","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,6,1.3,10,25.5254403104171,1.47432167838617,0.567430000000002,1.57694480734861,0.836574349966665,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"188","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,7,1.1,12,21.5984494934298,1.7539573852986,0.635580000000004,1.75335122418444,1.11478023494809,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"189","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,8,1.3,14,25.5254403104171,1.85934579081996,0.665399999999998,1.45645061627735,1.2372086892116,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"190","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,9,1.3,16,25.5254403104171,1.83618301702213,0.626550000000002,1.39430022618574,1.15046046931522,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"191","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,10,1.2,18,23.5619449019235,1.79434168851438,0.644770000000001,1.59230934122545,1.15693769050342,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"192","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,11,1.1,20,21.5984494934298,1.50733458945298,0.489640000000001,1.59763923711128,0.73805130837976,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"193","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,12,1.3,22,25.5254403104171,1.82043754916292,0.55715,1.26842708211913,1.01425678051612,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"194","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,13,1.1,24,21.5984494934298,1.96544571465249,0.512610000000002,1.26880711191374,1.00750712778802,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"195","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,14,1.3,26,25.5254403104171,2.17795537800428,-0.105690000000003,-0.198300235449873,-0.230188103901278,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"196","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,15,1.2,28,23.5619449019235,2.14371352663152,0.599580000000003,1.23964148438581,1.28532775629774,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
