site,date,YYYYMMDD,start_time,end_time,slope,tide_height,tide_time,species_common,species_scientific,sp_code,taxon,fork_length,unmeasured,sex
2017_H_03,6/13/2017,20170613,1010,1020,very gradual,,,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,Vertebrata,146,,
2017_H_03,6/13/2017,20170613,1010,1020,very gradual,,,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,Vertebrata,75,,
2017_H_03,6/13/2017,20170613,1010,1020,very gradual,,,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,Vertebrata,131,,
2017_H_03,6/13/2017,20170613,1010,1020,very gradual,,,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,204,,
2017_H_03,6/13/2017,20170613,1010,1020,very gradual,,,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,223,,
2017_H_03,6/13/2017,20170613,1010,1020,very gradual,,,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,223,,
2017_H_03,6/13/2017,20170613,1010,1020,very gradual,,,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,101,,
2017_H_03,6/13/2017,20170613,1010,1020,very gradual,,,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,248,,
2017_H_03,6/13/2017,20170613,1010,1020,very gradual,,,Juvenile Artedius,Artedius spp.,UNARTE,Vertebrata,21,,
2017_H_03,6/13/2017,20170613,1010,1020,very gradual,,,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,Vertebrata,63,,
2017_H_03,6/13/2017,20170613,1010,1020,very gradual,,,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,Vertebrata,63,,
2017_H_03,6/13/2017,20170613,1010,1020,very gradual,,,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,Vertebrata,61,,
2017_H_03,6/13/2017,20170613,1010,1020,very gradual,,,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,Vertebrata,63,,
2017_H_03,6/13/2017,20170613,1010,1020,very gradual,,,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,Vertebrata,66,,
2017_H_03,6/13/2017,20170613,1010,1020,very gradual,,,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,Vertebrata,55,,
2017_H_03,6/13/2017,20170613,1010,1020,very gradual,,,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,Vertebrata,74,,
2017_H_03,6/13/2017,20170613,1010,1020,very gradual,,,Buffalo sculpin,Enophrys bison,SCULBUF,Vertebrata,113,,
2017_H_03,6/13/2017,20170613,1010,1020,very gradual,,,Rock sole,Lepidopsetta spp.,SOLEROC,Vertebrata,35,,
2017_H_03,6/13/2017,20170613,1010,1020,very gradual,,,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,138,,
2017_H_03,6/13/2017,20170613,1010,1020,very gradual,,,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,37,,
2017_H_03,6/13/2017,20170613,1010,1020,very gradual,,,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,95,,
2017_H_03,6/13/2017,20170613,1010,1020,very gradual,,,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,145,,
2017_H_03,6/13/2017,20170613,1010,1020,very gradual,,,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,93,,
2017_H_03,6/13/2017,20170613,1010,1020,very gradual,,,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,100,,
2017_H_03,6/13/2017,20170613,1010,1020,very gradual,,,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,157,,
2017_H_03,6/13/2017,20170613,1010,1020,very gradual,,,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,97,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Helmet crab,Temessus cheiragonus,CRABHEL,Decapoda,NA,18,"M,F,M,M,M,M,M,F,F,M,M,F,M,M,M,M,M,M"
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Dungeness crab,Metacarcinus magister,CRABDUN,Decapoda,NA,1,M
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Northern kelp crab,Pugettia producta ,CRABNKE,Decapoda,NA,1,M
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Hermit crab,Pagurus spp.,CRABHER,Decapoda,NA,4,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Shore crab,Hemigrapsus,CRABSH,Decapoda,NA,1,F
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Decorator crab,,CRABDEC,Decapoda,NA,1,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,100,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,112,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,101,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,122,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,101,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,105,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,111,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,96,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,105,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,90,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,96,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,84,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,117,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,98,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,104,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,102,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,95,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,96,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,109,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,96,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,105,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,82,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,104,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,101,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,111,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,104,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,125,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,119,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,108,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,96,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,98,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific Herring,Clupea pallasii,HERRING,Vertebrata,NA,312,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,70,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,56,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,57,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,55,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,70,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,58,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,64,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,61,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,56,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,59,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,57,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,57,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,56,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,60,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,55,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,67,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,59,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,56,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,50,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,65,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,62,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,58,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,65,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,69,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,57,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,58,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,62,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,60,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,54,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,60,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,64,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Pacific cod ,Gadus macrocephalus,CODPAC,Vertebrata,NA,75,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,60,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,50,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,57,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,62,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,60,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,62,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,53,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,57,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,55,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,46,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,60,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,57,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,59,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,53,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,59,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,55,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,58,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,61,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,54,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,54,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,57,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,59,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,61,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,56,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,56,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,53,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,55,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,49,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,60,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,58,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,53,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,57,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,NA,101,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,149,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,212,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,123,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,120,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,105,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,106,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,140,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,128,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,134,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,149,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,135,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,150,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,134,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,134,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,121,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,113,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,85,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,82,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,80,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,84,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,81,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,82,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,130,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,85,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,85,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,80,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,85,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,110,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,86,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,90,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,114,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,83,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,124,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,87,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,85,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,113,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,108,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,110,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,61,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,142,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,117,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,136,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,123,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,120,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,118,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,135,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,112,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,118,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,110,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,125,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,115,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,120,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,133,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,101,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,139,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,117,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,106,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,74,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,61,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,128,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,126,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,111,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,202,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,222,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,117,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,58,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,200,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,126,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,122,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,116,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,142,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,129,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,147,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,98,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,206,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,200,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,52,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,128,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,148,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,123,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,136,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,124,,
2017_H_04,7/8/2017,20170708,737,750,gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,127,,
