site_code,site_name,latitude_N,longitude_E,date_MMDDYYYY,tidalheight_ft_MLLW,layer_number,layer_starting_depth_cm,layer_depths_cm,layer_thickness_cm,layer_volume_cm3,dry_bulk_density,organic_dw_g,organic_dw_percent,organic_density,inorganic_dw_g,inorganic_dw_percent,inorganic_density,sediment_description,freshwater_input
2017_H_04,Kaguk Cove,55.73361,-133.29,6/24/2017,-1.03,27,52,"53,54",1.3,25.52544031,1.275644988,2.49198,7.985866313,3.178881797,1.70215,5.931685687,2.171339116,sand/mud with some shells. Some areas of larger sediments where eelgrass density of a bit lower. Higher shore gravel changing to cobble,2 small streams
2017_H_04,Kaguk Cove,55.73361,-133.29,6/24/2017,-1.03,28,54,"55,56",1.2,23.5619449,1.149012958,1.26697,4.92649166,1.455764947,NA,NA,NA,sand/mud with some shells. Some areas of larger sediments where eelgrass density of a bit lower. Higher shore gravel changing to cobble,2 small streams
2017_H_04,Kaguk Cove,55.73361,-133.29,6/24/2017,-1.03,29,56,"57,58",1.4,27.48893572,1.213000763,0.10081,0.315044442,0.122282607,NA,NA,NA,sand/mud with some shells. Some areas of larger sediments where eelgrass density of a bit lower. Higher shore gravel changing to cobble,2 small streams
2017_H_04,Kaguk Cove,55.73361,-133.29,6/24/2017,-1.03,30,58,"59,60",1.2,23.5619449,1.234783042,1.1132,4.058791959,1.374560482,NA,NA,NA,sand/mud with some shells. Some areas of larger sediments where eelgrass density of a bit lower. Higher shore gravel changing to cobble,2 small streams
2017_H_04,Kaguk Cove,55.73361,-133.29,6/24/2017,-1.03,31,60,"61,62",1.4,27.48893572,1.087422966,1.35866,4.813256311,1.477438086,NA,NA,NA,sand/mud with some shells. Some areas of larger sediments where eelgrass density of a bit lower. Higher shore gravel changing to cobble,2 small streams
2017_H_04,Kaguk Cove,55.73361,-133.29,6/24/2017,-1.03,32,62,"63,64",1.4,27.48893572,1.294033365,1.7552,5.170759989,2.271287363,1.94974,6.063614241,2.523028614,sand/mud with some shells. Some areas of larger sediments where eelgrass density of a bit lower. Higher shore gravel changing to cobble,2 small streams
2017_H_05,Naukati Bay,55.862405,-133.190722,7/25/2017,-0.78,1,0,"1,2",1.4,27.48893572,0.87338776,0.80253,3.539022605,0.700919879,NA,NA,NA,"Transect muddy, quickly changes to sand with gravel then to gravel with cobble high",no obvious souces
2017_H_05,Naukati Bay,55.862405,-133.190722,7/25/2017,-0.78,2,2,"3,4",1.2,23.5619449,0.972738884,0.77683,3.619086309,0.755652748,0.84695,5.479600063,0.823861198,"Transect muddy, quickly changes to sand with gravel then to gravel with cobble high",no obvious souces
2017_H_05,Naukati Bay,55.862405,-133.190722,7/25/2017,-0.78,3,4,"5,6",1.6,31.41592654,0.862073253,0.88315,3.455427856,0.761339994,NA,NA,NA,"Transect muddy, quickly changes to sand with gravel then to gravel with cobble high",no obvious souces
2017_H_05,Naukati Bay,55.862405,-133.190722,7/25/2017,-0.78,4,6,"7,8",1.4,27.48893572,1.044025869,0.95934,3.54399255,1.001575777,NA,NA,NA,"Transect muddy, quickly changes to sand with gravel then to gravel with cobble high",no obvious souces
2017_H_05,Naukati Bay,55.862405,-133.190722,7/25/2017,-0.78,5,8,"9,10",1.2,23.5619449,0.865562673,0.91145,4.744795145,0.788917098,NA,NA,NA,"Transect muddy, quickly changes to sand with gravel then to gravel with cobble high",no obvious souces
2017_H_05,Naukati Bay,55.862405,-133.190722,7/25/2017,-0.78,6,10,"11,12",1.3,25.52544031,0.890877874,1.17879,5.510097334,1.050157929,NA,NA,NA,"Transect muddy, quickly changes to sand with gravel then to gravel with cobble high",no obvious souces
2017_H_05,Naukati Bay,55.862405,-133.190722,7/25/2017,-0.78,7,12,"13,14",1.5,29.45243113,0.954694703,1.42955,5.329798403,1.364783813,0.70585,2.779446938,0.673871256,"Transect muddy, quickly changes to sand with gravel then to gravel with cobble high",no obvious souces
2017_H_05,Naukati Bay,55.862405,-133.190722,7/25/2017,-0.78,8,14,"15,16",1.4,27.48893572,0.923176883,1.31875,5.45259314,1.217439515,NA,NA,NA,"Transect muddy, quickly changes to sand with gravel then to gravel with cobble high",no obvious souces
2017_H_05,Naukati Bay,55.862405,-133.190722,7/25/2017,-0.78,9,16,"17,18",1.3,25.52544031,1.002995039,1.25803,5.165174906,1.261797849,NA,NA,NA,"Transect muddy, quickly changes to sand with gravel then to gravel with cobble high",no obvious souces
2017_H_05,Naukati Bay,55.862405,-133.190722,7/25/2017,-0.78,10,18,"19,20",1.4,27.48893572,1.008655638,1.44955,5.516454794,1.46209678,NA,NA,NA,"Transect muddy, quickly changes to sand with gravel then to gravel with cobble high",no obvious souces
2017_H_05,Naukati Bay,55.862405,-133.190722,7/25/2017,-0.78,11,20,"21,22",1.4,27.48893572,0.715753793,1.62314,8.781785238,1.161768611,NA,NA,NA,"Transect muddy, quickly changes to sand with gravel then to gravel with cobble high",no obvious souces
2017_H_05,Naukati Bay,55.862405,-133.190722,7/25/2017,-0.78,12,22,"23,24",1.3,25.52544031,0.698368364,1.26553,7.580393392,0.883806116,0.81173,3.927635851,0.566886552,"Transect muddy, quickly changes to sand with gravel then to gravel with cobble high",no obvious souces
2017_H_05,Naukati Bay,55.862405,-133.190722,7/25/2017,-0.78,13,24,"25,26",1.3,25.52544031,0.861645078,1.22156,5.930740702,1.052551161,NA,NA,NA,"Transect muddy, quickly changes to sand with gravel then to gravel with cobble high",no obvious souces
2017_H_05,Naukati Bay,55.862405,-133.190722,7/25/2017,-0.78,14,26,"27,28",1.4,27.48893572,0.965325114,1.02127,4.064439152,0.985857579,NA,NA,NA,"Transect muddy, quickly changes to sand with gravel then to gravel with cobble high",no obvious souces
2017_H_05,Naukati Bay,55.862405,-133.190722,7/25/2017,-0.78,15,28,"29,30",1.4,27.48893572,1.014968724,1.12823,4.24723506,1.145118163,NA,NA,NA,"Transect muddy, quickly changes to sand with gravel then to gravel with cobble high",no obvious souces
2017_H_05,Naukati Bay,55.862405,-133.190722,7/25/2017,-0.78,16,30,"31,32",1.5,29.45243113,1.049684825,1.20526,4.127495312,1.265143132,NA,NA,NA,"Transect muddy, quickly changes to sand with gravel then to gravel with cobble high",no obvious souces
2017_H_06,Guktu Bay,55.739816,-133.312022,7/24/2017,-0.69,1,0,"1,2",1.3,25.52544031,0.757352264,2.50945,12.98097689,1.900537638,NA,NA,NA,muddy. Mud switches to pepple and sand and gravel then gravel high,one small stream
2017_H_06,Guktu Bay,55.739816,-133.312022,7/24/2017,-0.69,2,2,"3,4",1.1,21.59844949,0.952210482,1.96668,9.562647967,1.872693311,2.69046,12.94782054,2.561884213,muddy. Mud switches to pepple and sand and gravel then gravel high,one small stream
2017_H_06,Guktu Bay,55.739816,-133.312022,7/24/2017,-0.69,3,4,"5,6",1.1,21.59844949,1.016199334,2.39535,10.91358659,2.434153076,NA,NA,NA,muddy. Mud switches to pepple and sand and gravel then gravel high,one small stream
2017_H_06,Guktu Bay,55.739816,-133.312022,7/24/2017,-0.69,4,6,"7,8",1.1,21.59844949,1.020804295,2.27653,10.32543398,2.323891601,NA,NA,NA,muddy. Mud switches to pepple and sand and gravel then gravel high,one small stream
2017_H_06,Guktu Bay,55.739816,-133.312022,7/24/2017,-0.69,5,8,"9,10",1.1,21.59844949,1.033964036,2.15956,9.67024031,2.232907373,NA,NA,NA,muddy. Mud switches to pepple and sand and gravel then gravel high,one small stream
2017_H_06,Guktu Bay,55.739816,-133.312022,7/24/2017,-0.69,6,10,"11,12",0.9,17.67145868,0.928017336,0.94674,5.773009045,0.878591132,NA,NA,NA,muddy. Mud switches to pepple and sand and gravel then gravel high,one small stream
2017_H_06,Guktu Bay,55.739816,-133.312022,7/24/2017,-0.69,7,12,"13,14",1.3,25.52544031,1.014845177,1.14126,4.405665917,1.158202207,4.30907,15.84787319,4.373038909,muddy. Mud switches to pepple and sand and gravel then gravel high,one small stream
2017_H_06,Guktu Bay,55.739816,-133.312022,7/24/2017,-0.69,8,14,"15,16",1.1,21.59844949,0.937513594,0.85565,4.225674162,0.802183506,NA,NA,NA,muddy. Mud switches to pepple and sand and gravel then gravel high,one small stream
2017_H_06,Guktu Bay,55.739816,-133.312022,7/24/2017,-0.69,9,16,"17,18",1.1,21.59844949,1.023027602,0.92531,4.187717038,0.946617671,NA,NA,NA,muddy. Mud switches to pepple and sand and gravel then gravel high,one small stream
2017_H_06,Guktu Bay,55.739816,-133.312022,7/24/2017,-0.69,10,18,"19,20",1.1,21.59844949,0.977810468,1.05051,4.974196454,1.027199674,NA,NA,NA,muddy. Mud switches to pepple and sand and gravel then gravel high,one small stream
2017_H_06,Guktu Bay,55.739816,-133.312022,7/24/2017,-0.69,11,20,"21,22",1.1,21.59844949,1.022776658,2.47484,11.20324268,2.531208585,NA,NA,NA,muddy. Mud switches to pepple and sand and gravel then gravel high,one small stream
2017_H_06,Guktu Bay,55.739816,-133.312022,7/24/2017,-0.69,12,22,"23,24",1.2,23.5619449,1.166714383,2.45797,8.941304602,2.867748951,3.7103,13.70828179,4.328860374,muddy. Mud switches to pepple and sand and gravel then gravel high,one small stream
2017_H_06,Guktu Bay,55.739816,-133.312022,7/24/2017,-0.69,13,24,"25,26",1.1,21.59844949,1.256016549,2.23819,8.250476168,2.81120368,NA,NA,NA,muddy. Mud switches to pepple and sand and gravel then gravel high,one small stream
2017_H_06,Guktu Bay,55.739816,-133.312022,7/24/2017,-0.69,14,26,"27,28",1.2,23.5619449,1.103219624,2.28957,8.808071093,2.525898555,NA,NA,NA,muddy. Mud switches to pepple and sand and gravel then gravel high,one small stream
2017_H_06,Guktu Bay,55.739816,-133.312022,7/24/2017,-0.69,15,28,"29,30",1.1,21.59844949,1.066260335,2.20613,9.579553591,2.352308914,NA,NA,NA,muddy. Mud switches to pepple and sand and gravel then gravel high,one small stream
2017_H_06,Guktu Bay,55.739816,-133.312022,7/24/2017,-0.69,16,30,"31,32",1.1,21.59844949,0.920234575,3.62603,18.24358863,3.336798178,NA,NA,NA,muddy. Mud switches to pepple and sand and gravel then gravel high,one small stream
2017_H_06,Guktu Bay,55.739816,-133.312022,7/24/2017,-0.69,17,32,"33,34",1,19.63495408,0.937350804,2.18355,11.86399882,2.046752348,3.03151,16.43519761,2.841588336,muddy. Mud switches to pepple and sand and gravel then gravel high,one small stream
2017_H_06,Guktu Bay,55.739816,-133.312022,7/24/2017,-0.69,18,34,"35,36",1.3,25.52544031,0.930626454,2.43493,10.25032994,2.266010271,NA,NA,NA,muddy. Mud switches to pepple and sand and gravel then gravel high,one small stream
2017_H_06,Guktu Bay,55.739816,-133.312022,7/24/2017,-0.69,19,36,"37,38",1,19.63495408,0.825133073,2.16379,13.35553299,1.785414692,NA,NA,NA,muddy. Mud switches to pepple and sand and gravel then gravel high,one small stream
2017_H_06,Guktu Bay,55.739816,-133.312022,7/24/2017,-0.69,20,38,"39,40",1.3,25.52544031,0.890598545,1.60076,7.041594305,1.425634527,NA,NA,NA,muddy. Mud switches to pepple and sand and gravel then gravel high,one small stream
2017_H_06,Guktu Bay,55.739816,-133.312022,7/24/2017,-0.69,21,40,"41,42",0.9,17.67145868,0.978727354,2.58487,14.94529804,2.529882977,NA,NA,NA,muddy. Mud switches to pepple and sand and gravel then gravel high,one small stream
2017_H_06,Guktu Bay,55.739816,-133.312022,7/24/2017,-0.69,22,42,"43,44",1.2,23.5619449,1.350523063,3.6839,11.57696423,4.975191912,3.79362,12.35548674,5.123371302,muddy. Mud switches to pepple and sand and gravel then gravel high,one small stream
2017_H_07,Blanquizal Point,55.62082,-133.38664,8/20/2017,-0.55,1,0,"1,2",1.2,23.5619449,1.189713757,0.51315,1.936428978,0.610501615,NA,NA,NA,muddy sand low at transect changing to gravel high. Cobble at edges of transect,no obvious souces
2017_H_07,Blanquizal Point,55.62082,-133.38664,8/20/2017,-0.55,2,2,"3,4",1.2,23.5619449,1.148415384,0.65018,2.554085464,0.746676714,0.40413,1.948794065,0.464109109,muddy sand low at transect changing to gravel high. Cobble at edges of transect,no obvious souces
2017_H_07,Blanquizal Point,55.62082,-133.38664,8/20/2017,-0.55,3,4,"5,6",1,19.63495408,1.159179181,0.57736,2.710867416,0.669263692,NA,NA,NA,muddy sand low at transect changing to gravel high. Cobble at edges of transect,no obvious souces
2017_H_07,Blanquizal Point,55.62082,-133.38664,8/20/2017,-0.55,4,6,"7,8",0.9,17.67145868,1.305195028,0.55865,2.601183791,0.729147202,NA,NA,NA,muddy sand low at transect changing to gravel high. Cobble at edges of transect,no obvious souces
2017_H_07,Blanquizal Point,55.62082,-133.38664,8/20/2017,-0.55,5,8,"9,10",0.9,17.67145868,1.295111537,0.51849,2.421289075,0.671502381,NA,NA,NA,muddy sand low at transect changing to gravel high. Cobble at edges of transect,no obvious souces
2017_H_07,Blanquizal Point,55.62082,-133.38664,8/20/2017,-0.55,6,10,"11,12",0.9,17.67145868,1.312509082,0.55691,2.589610589,0.730949433,NA,NA,NA,muddy sand low at transect changing to gravel high. Cobble at edges of transect,no obvious souces
2017_H_07,Blanquizal Point,55.62082,-133.38664,8/20/2017,-0.55,7,12,"13,14",1,19.63495408,1.352939247,0.6958,2.803012816,0.941375128,1.8588,7.240731334,2.514843473,muddy sand low at transect changing to gravel high. Cobble at edges of transect,no obvious souces
2017_H_07,Blanquizal Point,55.62082,-133.38664,8/20/2017,-0.55,8,14,"15,16",1.1,21.59844949,1.295350854,0.80415,3.052848851,1.041656389,NA,NA,NA,muddy sand low at transect changing to gravel high. Cobble at edges of transect,no obvious souces
2017_H_07,Blanquizal Point,55.62082,-133.38664,8/20/2017,-0.55,9,16,"17,18",1,19.63495408,1.174307814,0.68153,3.17057796,0.800326004,NA,NA,NA,muddy sand low at transect changing to gravel high. Cobble at edges of transect,no obvious souces
2017_H_07,Blanquizal Point,55.62082,-133.38664,8/20/2017,-0.55,10,18,"19,20",0.9,17.67145868,1.241364417,0.55326,2.709630782,0.686797277,NA,NA,NA,muddy sand low at transect changing to gravel high. Cobble at edges of transect,no obvious souces
2017_H_07,Blanquizal Point,55.62082,-133.38664,8/20/2017,-0.55,11,20,"21,22",1,19.63495408,1.371114996,0.49624,1.940022862,0.680402106,NA,NA,NA,muddy sand low at transect changing to gravel high. Cobble at edges of transect,no obvious souces
2017_H_07,Blanquizal Point,55.62082,-133.38664,8/20/2017,-0.55,12,22,"23,24",1,19.63495408,1.669162039,0.53074,1.690016345,0.885891061,1.44892,5.665538058,2.418482262,muddy sand low at transect changing to gravel high. Cobble at edges of transect,no obvious souces
2017_H_07,Blanquizal Point,55.62082,-133.38664,8/20/2017,-0.55,13,24,"25,26",0.9,17.67145868,1.562534282,0.4886,1.876506947,0.76345425,NA,NA,NA,muddy sand low at transect changing to gravel high. Cobble at edges of transect,no obvious souces
2017_H_07,Blanquizal Point,55.62082,-133.38664,8/20/2017,-0.55,14,26,"27,28",1,19.63495408,1.469482937,0.47888,1.745721364,0.703705989,NA,NA,NA,muddy sand low at transect changing to gravel high. Cobble at edges of transect,no obvious souces
2017_H_07,Blanquizal Point,55.62082,-133.38664,8/20/2017,-0.55,15,28,"29,30",1,19.63495408,1.426134733,0.5047,1.898062712,0.7197702,NA,NA,NA,muddy sand low at transect changing to gravel high. Cobble at edges of transect,no obvious souces
2017_H_07,Blanquizal Point,55.62082,-133.38664,8/20/2017,-0.55,16,30,"31,32",1,19.63495408,1.486915624,0.43627,1.615563505,0.648696679,NA,NA,NA,muddy sand low at transect changing to gravel high. Cobble at edges of transect,no obvious souces
2017_H_07,Blanquizal Point,55.62082,-133.38664,8/20/2017,-0.55,17,32,"33,34",0.8,15.70796327,1.470351032,0.39103,1.83646479,0.574951364,0.61098,2.389450096,0.898355073,muddy sand low at transect changing to gravel high. Cobble at edges of transect,no obvious souces
2017_H_07,Blanquizal Point,55.62082,-133.38664,8/20/2017,-0.55,18,34,"35,36",1,19.63495408,1.415926917,0.53394,2.038231441,0.756020018,NA,NA,NA,muddy sand low at transect changing to gravel high. Cobble at edges of transect,no obvious souces
2017_H_07,Blanquizal Point,55.62082,-133.38664,8/20/2017,-0.55,19,36,"37,38",1,19.63495408,1.407973244,0.56562,2.15139324,0.796377826,NA,NA,NA,muddy sand low at transect changing to gravel high. Cobble at edges of transect,no obvious souces
2017_H_07,Blanquizal Point,55.62082,-133.38664,8/20/2017,-0.55,20,38,"39,40",1,19.63495408,1.521413285,0.54997,1.942918876,0.836731664,NA,NA,NA,muddy sand low at transect changing to gravel high. Cobble at edges of transect,no obvious souces
2017_H_07,Blanquizal Point,55.62082,-133.38664,8/20/2017,-0.55,21,40,"41,42",1,19.63495408,1.531116389,0.56033,1.967193201,0.857930446,NA,NA,NA,muddy sand low at transect changing to gravel high. Cobble at edges of transect,no obvious souces
2017_H_07,Blanquizal Point,55.62082,-133.38664,8/20/2017,-0.55,22,42,"43,44",0.9,17.67145868,1.318646662,0.42808,1.957425716,0.564486263,1.07809,4.131982439,1.42161978,muddy sand low at transect changing to gravel high. Cobble at edges of transect,no obvious souces
2017_H_07,Blanquizal Point,55.62082,-133.38664,8/20/2017,-0.55,23,44,"45,46",1,19.63495408,1.433750743,0.48933,1.843043906,0.701577251,NA,NA,NA,muddy sand low at transect changing to gravel high. Cobble at edges of transect,no obvious souces
2017_H_07,Blanquizal Point,55.62082,-133.38664,8/20/2017,-0.55,24,46,"47,48",0.9,17.67145868,1.379117618,0.47981,2.102096313,0.661714424,NA,NA,NA,muddy sand low at transect changing to gravel high. Cobble at edges of transect,no obvious souces
2017_H_07,Blanquizal Point,55.62082,-133.38664,8/20/2017,-0.55,25,48,"49,50",0.9,17.67145868,2.391355506,0.82598,2.020019712,1.975211821,NA,NA,NA,muddy sand low at transect changing to gravel high. Cobble at edges of transect,no obvious souces
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,1,0,"1,2",1.5,29.45243113,1.335377709,2.38989,6.076487944,3.191405833,NA,NA,NA,fine sand/mud changing to gravel and cobble high,no obvious souces
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,2,2,"3,4",1.3,25.52544031,1.518264897,2.46239,6.35383665,3.738560299,2.69531,7.049923938,4.092194559,fine sand/mud changing to gravel and cobble high,no obvious souces
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,3,4,"5,6",1.3,25.52544031,1.489240128,4.1776,10.98977706,6.22144956,NA,NA,NA,fine sand/mud changing to gravel and cobble high,no obvious souces
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,4,6,"7,8",1.2,23.5619449,1.540267162,2.32347,6.402209431,3.578764542,NA,NA,NA,fine sand/mud changing to gravel and cobble high,no obvious souces
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,5,8,"9,10",1.4,27.48893572,1.393833155,2.4867,6.490149156,3.466044906,NA,NA,NA,fine sand/mud changing to gravel and cobble high,no obvious souces
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,6,10,"11,12",1.3,25.52544031,1.376062844,2.72909,7.769737515,3.755399348,NA,NA,NA,fine sand/mud changing to gravel and cobble high,no obvious souces
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,7,12,"13,14",1.2,23.5619449,1.357466463,2.89645,9.055778493,3.931833736,3.12259,10.00122349,4.238811202,fine sand/mud changing to gravel and cobble high,no obvious souces
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,8,14,"15,16",1.3,25.52544031,1.461337377,2.55219,6.842097644,3.729610641,NA,NA,NA,fine sand/mud changing to gravel and cobble high,no obvious souces
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,9,16,"17,18",1.2,23.5619449,1.475949891,2.55727,7.353495561,3.774402377,NA,NA,NA,fine sand/mud changing to gravel and cobble high,no obvious souces
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,10,18,"19,20",1.3,25.52544031,1.481109025,2.68625,7.105361165,3.978629117,NA,NA,NA,fine sand/mud changing to gravel and cobble high,no obvious souces
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,11,20,"21,22",1.3,25.52544031,1.489919842,2.0696,5.441896397,3.083538105,NA,NA,NA,fine sand/mud changing to gravel and cobble high,no obvious souces
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,12,22,"23,24",1.4,27.48893572,1.473985403,2.83771,7.00352853,4.182743119,2.99068,7.523246325,4.408218666,fine sand/mud changing to gravel and cobble high,no obvious souces
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,13,24,"25,26",1.3,25.52544031,1.545234853,3.04476,7.719431683,4.70486927,NA,NA,NA,fine sand/mud changing to gravel and cobble high,no obvious souces
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,14,26,"27,28",1.4,27.48893572,1.457933854,2.4303,6.064069087,3.543216646,NA,NA,NA,fine sand/mud changing to gravel and cobble high,no obvious souces
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,15,28,"29,30",1.2,23.5619449,1.607441158,2.56104,6.76192176,4.116721104,NA,NA,NA,fine sand/mud changing to gravel and cobble high,no obvious souces
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,16,30,"31,32",1.3,25.52544031,1.479028747,2.22532,5.894440845,3.291312251,NA,NA,NA,fine sand/mud changing to gravel and cobble high,no obvious souces
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,17,32,"33,34",1.2,23.5619449,1.567151615,2.37397,6.429142855,3.720370919,2.95767,8.097100488,4.635117316,fine sand/mud changing to gravel and cobble high,no obvious souces
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,18,34,"35,36",1.1,21.59844949,1.480747959,2.42353,7.577826931,3.588637101,NA,NA,NA,fine sand/mud changing to gravel and cobble high,no obvious souces
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,19,36,"37,38",1.3,25.52544031,1.457108655,2.49303,6.702893583,3.63261559,NA,NA,NA,fine sand/mud changing to gravel and cobble high,no obvious souces
2017_L_02,Goats mouth inlet,55.19286,-132.9,5/27/2017,-0.91,1,0,"1,2",1.5,29.45243113,0.526459766,0.46438,3.318796891,0.244477386,NA,NA,NA,semi-consolidated sand/mud some shells. One end of transect had cobble on top,two moderate streams near transect
2017_L_02,Goats mouth inlet,55.19286,-132.9,5/27/2017,-0.91,2,2,"3,4",1.4,27.48893572,1.476775253,0.84078,2.163324044,1.241643097,1.47983,3.891475323,2.185376323,semi-consolidated sand/mud some shells. One end of transect had cobble on top,two moderate streams near transect
2017_L_02,Goats mouth inlet,55.19286,-132.9,5/27/2017,-0.91,3,4,"5,6",1.2,23.5619449,1.585045723,0.79859,2.246571797,1.265801664,NA,NA,NA,semi-consolidated sand/mud some shells. One end of transect had cobble on top,two moderate streams near transect
2017_L_02,Goats mouth inlet,55.19286,-132.9,5/27/2017,-0.91,4,6,"7,8",1.3,25.52544031,1.366957811,0.74938,2.270277476,1.024370844,NA,NA,NA,semi-consolidated sand/mud some shells. One end of transect had cobble on top,two moderate streams near transect
2017_L_02,Goats mouth inlet,55.19286,-132.9,5/27/2017,-0.91,5,8,"9,10",1.4,27.48893572,1.471052223,0.25864,0.668115318,0.380472947,NA,NA,NA,semi-consolidated sand/mud some shells. One end of transect had cobble on top,two moderate streams near transect
2017_L_02,Goats mouth inlet,55.19286,-132.9,5/27/2017,-0.91,6,10,"11,12",1.4,27.48893572,1.68477603,1.187,2.66939168,1.999829148,NA,NA,NA,semi-consolidated sand/mud some shells. One end of transect had cobble on top,two moderate streams near transect
2017_L_02,Goats mouth inlet,55.19286,-132.9,5/27/2017,-0.91,7,12,"13,14",1.4,27.48893572,1.472167945,0.73325,1.902256324,1.079467145,2.00755,5.31234065,2.955450757,semi-consolidated sand/mud some shells. One end of transect had cobble on top,two moderate streams near transect
2017_L_02,Goats mouth inlet,55.19286,-132.9,5/27/2017,-0.91,8,14,"15,16",1.3,25.52544031,1.768487025,0.66159,1.537739215,1.170013331,NA,NA,NA,semi-consolidated sand/mud some shells. One end of transect had cobble on top,two moderate streams near transect
2017_L_02,Goats mouth inlet,55.19286,-132.9,5/27/2017,-0.91,9,16,"17,18",1.4,27.48893572,1.716733252,0.83783,1.82973943,1.43833062,NA,NA,NA,semi-consolidated sand/mud some shells. One end of transect had cobble on top,two moderate streams near transect
2017_L_02,Goats mouth inlet,55.19286,-132.9,5/27/2017,-0.91,10,18,"19,20",1.4,27.48893572,1.720181912,1.05091,2.327853659,1.807756373,NA,NA,NA,semi-consolidated sand/mud some shells. One end of transect had cobble on top,two moderate streams near transect
2017_L_02,Goats mouth inlet,55.19286,-132.9,5/27/2017,-0.91,11,20,"21,22",1.4,27.48893572,1.755703476,1.11088,2.41437025,1.950375878,NA,NA,NA,semi-consolidated sand/mud some shells. One end of transect had cobble on top,two moderate streams near transect
2017_L_02,Goats mouth inlet,55.19286,-132.9,5/27/2017,-0.91,12,22,"23,24",1.3,25.52544031,1.834823197,0.52726,1.171844354,0.967428879,2.82867,6.362011683,5.190109333,semi-consolidated sand/mud some shells. One end of transect had cobble on top,two moderate streams near transect
2017_L_02,Goats mouth inlet,55.19286,-132.9,5/27/2017,-0.91,13,24,"25,26",1.4,27.48893572,1.766304469,0.89878,1.939804297,1.58751913,NA,NA,NA,semi-consolidated sand/mud some shells. One end of transect had cobble on top,two moderate streams near transect
2017_L_02,Goats mouth inlet,55.19286,-132.9,5/27/2017,-0.91,14,26,"27,28",1.4,27.48893572,1.787288912,1.16118,2.465006474,2.075364138,NA,NA,NA,semi-consolidated sand/mud some shells. One end of transect had cobble on top,two moderate streams near transect
2017_L_02,Goats mouth inlet,55.19286,-132.9,5/27/2017,-0.91,15,28,"29,30",1.4,27.48893572,1.786799988,1.90175,4.057862224,3.398046876,NA,NA,NA,semi-consolidated sand/mud some shells. One end of transect had cobble on top,two moderate streams near transect
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,1,0,"1,2",1.4,27.48893572,0.212390544,0.31202,6.441876117,0.066270097,NA,NA,NA,semi-consolidated mud. Lots of clam shells on surface and just below. Turns to sand/mud then cobble high. Two rocky outcrops high,moderate stream off one end of transect
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,2,2,"3,4",1.4,27.48893572,1.132955831,0.9179,3.068303942,1.039940157,1.57291,5.427707461,1.782037556,semi-consolidated mud. Lots of clam shells on surface and just below. Turns to sand/mud then cobble high. Two rocky outcrops high,moderate stream off one end of transect
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,3,4,"5,6",1.2,23.5619449,1.30318147,0.94863,3.243756155,1.236237038,NA,NA,NA,semi-consolidated mud. Lots of clam shells on surface and just below. Turns to sand/mud then cobble high. Two rocky outcrops high,moderate stream off one end of transect
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,4,6,"7,8",1.3,25.52544031,1.394805714,0.92197,2.704321511,1.285969024,NA,NA,NA,semi-consolidated mud. Lots of clam shells on surface and just below. Turns to sand/mud then cobble high. Two rocky outcrops high,moderate stream off one end of transect
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,5,8,"9,10",1.3,25.52544031,1.337525605,0.9473,2.897075675,1.267038006,NA,NA,NA,semi-consolidated mud. Lots of clam shells on surface and just below. Turns to sand/mud then cobble high. Two rocky outcrops high,moderate stream off one end of transect
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,6,10,"11,12",1.3,25.52544031,1.328240751,1.01017,3.109294549,1.341748959,NA,NA,NA,semi-consolidated mud. Lots of clam shells on surface and just below. Turns to sand/mud then cobble high. Two rocky outcrops high,moderate stream off one end of transect
