site,date,YYYYMMDD,start_time,end_time,slope,tide_height,tide_time,species_common,species_scientific,sp_code,fork_length,unmeasured,Sex,Notes:
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Threespine stickleback,Gasterosteus aculeatus,STICK3,58,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Threespine stickleback,Gasterosteus aculeatus,STICK3,57,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Threespine stickleback,Gasterosteus aculeatus,STICK3,57,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Threespine stickleback,Gasterosteus aculeatus,STICK3,53,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,110,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,95,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,310,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,282,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,168,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,132,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,276,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,127,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,,69,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,131,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,135,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,122,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,158,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,119,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,139,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,246,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,153,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,126,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,250,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,132,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,120,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,145,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,144,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,140,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,113,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,153,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,133,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,132,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,115,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,149,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,133,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,143,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,138,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,144,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,,286,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,,13,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Brown rockfish,Sebastes auriculatus,ROCKBRO,60,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Brown rockfish,Sebastes auriculatus,ROCKBRO,65,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Buffalo sculpin,Enophrys bison,SCULBUF,310,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Buffalo sculpin,Enophrys bison,SCULBUF,98,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Chum salmon,Oncorhynchus keta,SALCHUM,67,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Coho salmon,Oncorhynchus kisutch,SALCOHO,153,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,110,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,145,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,100,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,100,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,90,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,95,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,90,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,40,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,107,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,85,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,,339,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,188,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,140,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,150,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,70,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,75,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,102,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,80,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,99,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,98,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,100,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,144,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,96,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,91,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,125,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,52,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,45,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,85,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,147,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,143,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,168,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Crescent gunnel,Pholis laeta,GUNNCRE,,137,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,English sole,Parophrys vetulus,SOLEENG,120,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,English sole,Parophrys vetulus,SOLEENG,113,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,340,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,410,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,161,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,76,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,55,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,56,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,45,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,65,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,47,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,80,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,50,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,77,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,60,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,65,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,50,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Greenling,,,200,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Helmet crab,Temessus cheiragonus,CRABHEL,,,M,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Helmet crab,Temessus cheiragonus,CRABHEL,,,M,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Helmet crab,Temessus cheiragonus,CRABHEL,,,M,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Helmet crab,Temessus cheiragonus,CRABHEL,,,F,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile Artedius,Artedius spp.,UNARTE,99,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile Artedius,Artedius spp.,UNARTE,85,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile Artedius,Artedius spp.,UNARTE,105,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile Artedius,Artedius spp.,UNARTE,119,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile Artedius,Artedius spp.,UNARTE,75,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile Artedius,Artedius spp.,UNARTE,84,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile Artedius,Artedius spp.,UNARTE,50,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile Artedius,Artedius spp.,UNARTE,80,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile Artedius,Artedius spp.,UNARTE,96,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile Artedius,Artedius spp.,UNARTE,81,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile Artedius,Artedius spp.,UNARTE,84,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile irish lord,Hemilepidotus sp.,UNLORD,45,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile irish lord,Hemilepidotus sp.,UNLORD,120,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile irish lord,Hemilepidotus sp.,UNLORD,130,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile irish lord,Hemilepidotus sp.,UNLORD,128,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile irish lord,Hemilepidotus sp.,UNLORD,151,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile irish lord,Hemilepidotus sp.,UNLORD,55,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile irish lord,Hemilepidotus sp.,UNLORD,103,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile irish lord,Hemilepidotus sp.,UNLORD,56,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile irish lord,Hemilepidotus sp.,UNLORD,47,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile irish lord,Hemilepidotus sp.,UNLORD,119,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile irish lord,Hemilepidotus sp.,UNLORD,119,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile irish lord,Hemilepidotus sp.,UNLORD,107,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile irish lord,Hemilepidotus sp.,UNLORD,40,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile irish lord,Hemilepidotus sp.,UNLORD,62,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile irish lord,Hemilepidotus sp.,UNLORD,125,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile irish lord,Hemilepidotus sp.,UNLORD,111,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile irish lord,Hemilepidotus sp.,UNLORD,134,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile irish lord,Hemilepidotus sp.,UNLORD,128,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile irish lord,Hemilepidotus sp.,UNLORD,142,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile irish lord,Hemilepidotus sp.,UNLORD,136,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile irish lord,Hemilepidotus sp.,UNLORD,134,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile irish lord,Hemilepidotus sp.,UNLORD,139,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile irish lord,Hemilepidotus sp.,UNLORD,50,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Juvenile irish lord,Hemilepidotus sp.,UNLORD,43,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Lingcod,Ophiodon elongatus,LINGCOD,55,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Manacled sculpin,Synchirus gilli,SCULMAN,40,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific cod,Gadus macrocephalus,CODPAC,51,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific cod,Gadus macrocephalus,CODPAC,51,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific cod,Gadus macrocephalus,CODPAC,72,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific cod,Gadus macrocephalus,CODPAC,49,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific cod,Gadus macrocephalus,CODPAC,50,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific cod,Gadus macrocephalus,CODPAC,73,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific cod,Gadus macrocephalus,CODPAC,80,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific cod,Gadus macrocephalus,CODPAC,51,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific cod,Gadus macrocephalus,CODPAC,45,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific cod,Gadus macrocephalus,CODPAC,53,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific cod,Gadus macrocephalus,CODPAC,78,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific sanddab,Lepidopsetta spp.,SDABPAC,110,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific sanddab,Lepidopsetta spp.,SDABPAC,140,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,174,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,176,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,123,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,152,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,138,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,82,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,155,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,90,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,196,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,184,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,76,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,103,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,74,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,103,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,76,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,70,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,213,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,198,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,235,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,213,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,70,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,214,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,160,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,179,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,180,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,200,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,218,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,172,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,67,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,122,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,149,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,159,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,,8,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Penpoint gunnel,Apodichthys flavidus,GUNNPEN,65,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Penpoint gunnel,Apodichthys flavidus,GUNNPEN,60,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Penpoint gunnel,Apodichthys flavidus,GUNNPEN,53,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Penpoint gunnel,Apodichthys flavidus,GUNNPEN,53,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Penpoint gunnel,Apodichthys flavidus,GUNNPEN,49,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Penpoint gunnel,Apodichthys flavidus,GUNNPEN,62,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Penpoint gunnel,Apodichthys flavidus,GUNNPEN,56,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Penpoint gunnel,Apodichthys flavidus,GUNNPEN,43,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Penpoint gunnel,Apodichthys flavidus,GUNNPEN,49,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Penpoint gunnel,Apodichthys flavidus,GUNNPEN,40,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Penpoint gunnel,Apodichthys flavidus,GUNNPEN,60,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Penpoint gunnel,Apodichthys flavidus,GUNNPEN,40,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Penpoint gunnel,Apodichthys flavidus,GUNNPEN,60,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,120,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,127,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,112,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,125,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,115,,,
