Data_Events_SiteID,site_eventID,date,Location,SubLocale,habitat,latitude,longitude,year
160,583,8/25/98,Lynn Canal,south Bridget Cove,eelgrass,58.63,-134.94,NA
161,584,6/10/98,Lynn Canal,south Bridget Cove,eelgrass,58.63,-134.95,NA
161,585,6/23/98,Lynn Canal,south Bridget Cove,eelgrass,58.63,-134.95,NA
161,586,8/25/98,Lynn Canal,south Bridget Cove,eelgrass,58.63,-134.95,NA
159,587,6/12/99,Auke Bay,Auke Nu Cove,eelgrass,58.38,-134.69,NA
93,588,6/4/03,Admiralty Island,,eelgrass,58.26,-134.91,NA
94,589,6/4/03,Admiralty Island,,eelgrass,58.26,-134.9,NA
231,590,6/3/03,Chichagof Island,Crab Bay,eelgrass,57.74,-135.39,NA
232,591,6/3/03,Chichagof Island,Crab Bay,eelgrass,57.74,-135.38,NA
91,592,6/2/03,Admiralty Island,,eelgrass,57.31,-134.47,NA
92,593,6/2/03,Admiralty Island,,eelgrass,57.31,-134.47,NA
225,594,5/28/03,Chichagof Island,,eelgrass,57.56,-135.61,NA
226,595,5/28/03,Chichagof Island,,eelgrass,57.57,-135.64,NA
201,596,6/1/03,Baranof Island,,eelgrass,57.2,-135.38,NA
202,597,6/1/03,Baranof Island,,eelgrass,57.2,-135.38,NA
214,598,6/1/03,Baranof Island,,eelgrass,56.98,-135.31,NA
215,599,6/1/03,Baranof Island,,eelgrass,56.98,-135.31,NA
207,600,5/30/03,Baranof Island,,eelgrass,56.98,-135.37,NA
208,601,5/30/03,Baranof Island,,eelgrass,56.98,-135.37,NA
35,605,7/15/03,Frederick Sound,East Brother Island,bedrock,57.3,-133.8,NA
36,606,7/14/03,Frederick Sound,West Brother Island,bedrock,57.3,-133.84,NA
37,607,7/13/03,Frederick Sound,Little Brother Island,bedrock,57.3,-133.8,NA
38,608,7/15/03,Frederick Sound,West Brother Island,bedrock,57.3,-133.86,NA
39,609,7/14/03,Frederick Sound,West Brother Island,bedrock,57.28,-133.84,NA
23,610,7/16/03,Frederick Sound,West Brother Island,sand-gravel,57.3,-133.87,NA
24,611,7/15/03,Frederick Sound,West Brother Island,kelp,57.3,-133.86,NA
25,612,7/16/03,Frederick Sound,West Brother Island,kelp,57.31,-133.85,NA
26,613,7/14/03,Frederick Sound,East Brother Island,kelp,57.31,-133.83,NA
29,614,7/14/03,Frederick Sound,East Brother Island,kelp,57.31,-133.82,NA
30,615,7/13/03,Frederick Sound,East Brother Island,sand-gravel,57.3,-133.82,NA
31,616,7/13/03,Frederick Sound,East Brother Island,eelgrass,57.29,-133.82,NA
32,617,7/13/03,Frederick Sound,East Brother Island,kelp,57.3,-133.83,NA
33,618,7/16/03,Frederick Sound,West Brother Island,kelp,57.29,-133.86,NA
1,634,7/2/03,Lynn Canal,North Island,kelp,58.58,-134.93,NA
2,635,7/2/03,Lynn Canal,,kelp,58.57,-134.91,NA
3,636,7/2/03,Lynn Canal,,kelp,58.56,-134.9,NA
4,637,7/1/03,Lynn Canal,,sand-gravel,58.56,-134.91,NA
5,638,7/1/03,Lynn Canal,,bedrock,58.56,-134.9,NA
8,639,6/30/03,Favorite Channel,Eagle Beach,sand-gravel,58.51,-134.84,NA
9,640,6/30/03,Favorite Channel,Eagle Beach,sand-gravel,58.51,-134.84,NA
10,641,7/1/03,Lynn Canal,,sand-gravel,58.55,-134.91,NA
11,642,7/1/03,Lynn Canal,,sand-gravel,58.55,-134.9,NA
12,643,7/1/03,Lynn Canal,Sentinel Island,bedrock,58.54,-134.92,NA
13,644,7/1/03,Lynn Canal,Sentinel Island,bedrock,58.55,-134.93,NA
14,645,6/30/03,Favorite Channel,Gull Island,kelp,58.5,-134.87,NA
15,646,6/30/03,Favorite Channel,Gull Island,kelp,58.5,-134.87,NA
226,662,8/14/03,Chichagof Island,,eelgrass,57.57,-135.64,NA
225,663,8/14/03,Chichagof Island,,eelgrass,57.56,-135.61,NA
23,664,8/15/03,Frederick Sound,West Brother Island,sand-gravel,57.3,-133.87,NA
26,665,8/15/03,Frederick Sound,East Brother Island,kelp,57.31,-133.83,NA
29,666,8/15/03,Frederick Sound,East Brother Island,kelp,57.31,-133.82,NA
30,667,8/16/03,Frederick Sound,East Brother Island,sand-gravel,57.3,-133.82,NA
31,668,8/16/03,Frederick Sound,East Brother Island,eelgrass,57.29,-133.82,NA
37,669,8/16/03,Frederick Sound,Little Brother Island,bedrock,57.3,-133.8,NA
38,670,8/15/03,Frederick Sound,West Brother Island,bedrock,57.3,-133.86,NA
1,766,3/22/04,Lynn Canal,North Island,kelp,58.58,-134.93,NA
2,767,3/22/04,Lynn Canal,,kelp,58.57,-134.91,NA
3,768,3/22/04,Lynn Canal,,kelp,58.56,-134.9,NA
4,769,3/22/04,Lynn Canal,,sand-gravel,58.56,-134.91,NA
5,770,3/22/04,Lynn Canal,,bedrock,58.56,-134.9,NA
8,771,3/23/04,Favorite Channel,Eagle Beach,sand-gravel,58.51,-134.84,NA
9,772,3/23/04,Favorite Channel,Eagle Beach,sand-gravel,58.51,-134.84,NA
10,773,3/21/04,Lynn Canal,,sand-gravel,58.55,-134.91,NA
11,774,3/21/04,Lynn Canal,,sand-gravel,58.55,-134.9,NA
12,775,3/23/04,Lynn Canal,Sentinel Island,bedrock,58.54,-134.92,NA
13,776,3/23/04,Lynn Canal,Sentinel Island,bedrock,58.55,-134.93,NA
14,777,3/23/04,Favorite Channel,Gull Island,kelp,58.5,-134.87,NA
15,778,3/23/04,Favorite Channel,Gull Island,kelp,58.5,-134.87,NA
23,779,3/18/04,Frederick Sound,West Brother Island,sand-gravel,57.3,-133.87,NA
24,780,3/17/04,Frederick Sound,West Brother Island,kelp,57.3,-133.86,NA
25,781,3/16/04,Frederick Sound,West Brother Island,kelp,57.31,-133.85,NA
26,782,3/16/04,Frederick Sound,East Brother Island,kelp,57.31,-133.83,NA
29,783,3/16/04,Frederick Sound,East Brother Island,kelp,57.31,-133.82,NA
30,784,3/18/04,Frederick Sound,East Brother Island,sand-gravel,57.3,-133.82,NA
31,785,3/18/04,Frederick Sound,East Brother Island,eelgrass,57.29,-133.82,NA
32,786,3/18/04,Frederick Sound,East Brother Island,kelp,57.3,-133.83,NA
33,787,3/18/04,Frederick Sound,West Brother Island,kelp,57.29,-133.86,NA
35,788,3/16/04,Frederick Sound,East Brother Island,bedrock,57.3,-133.8,NA
36,789,3/17/04,Frederick Sound,West Brother Island,bedrock,57.3,-133.84,NA
37,790,3/16/04,Frederick Sound,Little Brother Island,bedrock,57.3,-133.8,NA
38,791,3/17/04,Frederick Sound,West Brother Island,bedrock,57.3,-133.86,NA
39,792,3/17/04,Frederick Sound,West Brother Island,bedrock,57.28,-133.84,NA
364,2741,6/2/04,Berners Bay,Echo Cove,eelgrass,58.67,-134.91,NA
365,2742,6/2/04,Berners Bay,Echo Cove,eelgrass,58.67,-134.91,NA
366,2743,6/2/04,Berners Bay,Echo Cove,eelgrass,58.67,-134.91,NA
367,2744,6/2/04,Berners Bay,Cascade Point,kelp,58.7,-134.94,NA
368,2745,6/2/04,Berners Bay,Cascade Point,kelp,58.71,-134.95,NA
369,2746,6/3/04,Berners Bay,Cascade Point,kelp,58.69,-134.93,NA
370,2747,6/3/04,Lynn Canal,north Bridget Cove,eelgrass,58.64,-134.96,NA
371,2748,6/3/04,Lynn Canal,north Bridget Cove,kelp,58.64,-134.96,NA
372,2749,6/3/04,Lynn Canal,north Bridget Cove,kelp,58.64,-134.96,NA
373,2750,6/4/04,Lynn Canal,south Bridget Cove,eelgrass,58.63,-134.94,NA
374,2751,6/4/04,Lynn Canal,south Bridget Cove,kelp,58.64,-134.95,NA
375,2752,6/4/04,Lynn Canal,central Bridget Cove,eelgrass,58.63,-134.95,NA
454,2831,6/23/05,Auke Bay,Auke Nu Cove,eelgrass,58.38,-134.69,NA
455,2832,6/23/05,Auke Bay,Waydelich Creek,eelgrass,58.38,-134.66,NA
454,2833,6/24/05,Auke Bay,Auke Nu Cove,eelgrass,58.38,-134.69,NA
456,2834,6/27/05,Auke Bay,Bay Creek,eelgrass,58.39,-134.65,NA
457,2835,6/28/05,Douglas Island,,eelgrass,58.3,-134.68,NA
457,2836,6/28/05,Douglas Island,,eelgrass,58.3,-134.68,NA
368,2837,7/6/05,Berners Bay,Cascade Point,kelp,58.71,-134.95,NA
367,2838,7/6/05,Berners Bay,Cascade Point,kelp,58.7,-134.94,NA
369,2839,7/6/05,Berners Bay,Cascade Point,kelp,58.69,-134.93,NA
366,2840,7/6/05,Berners Bay,Echo Cove,eelgrass,58.67,-134.91,NA
365,2841,7/6/05,Berners Bay,Echo Cove,eelgrass,58.67,-134.91,NA
364,2842,7/6/05,Berners Bay,Echo Cove,eelgrass,58.67,-134.91,NA
372,2843,7/7/05,Lynn Canal,north Bridget Cove,kelp,58.64,-134.96,NA
371,2844,7/7/05,Lynn Canal,north Bridget Cove,kelp,58.64,-134.96,NA
370,2846,7/7/05,Lynn Canal,north Bridget Cove,eelgrass,58.64,-134.96,NA
375,2847,7/7/05,Lynn Canal,central Bridget Cove,eelgrass,58.63,-134.95,NA
373,2848,7/7/05,Lynn Canal,south Bridget Cove,eelgrass,58.63,-134.94,NA
460,2849,7/7/05,Lynn Canal,north Bridget Cove,bedrock,58.65,-134.97,NA
461,2850,7/8/05,Gastineau Channel,Dupont Creek,sand-gravel,58.23,-134.27,NA
462,2851,7/8/05,Gastineau Channel,Tantallon Point,kelp,58.19,-134.26,NA
463,2852,7/8/05,Gastineau Channel,Point Salisbury,kelp,58.2,-134.22,NA
464,2853,7/18/05,Favorite Channel,Tee Harbor,eelgrass,58.43,-134.76,NA
368,2854,7/21/05,Berners Bay,Cascade Point,kelp,58.71,-134.95,NA
367,2855,7/21/05,Berners Bay,Cascade Point,kelp,58.7,-134.94,NA
369,2856,7/21/05,Berners Bay,Cascade Point,kelp,58.69,-134.93,NA
372,2857,7/22/05,Lynn Canal,north Bridget Cove,kelp,58.64,-134.96,NA
371,2858,7/22/05,Lynn Canal,north Bridget Cove,kelp,58.64,-134.96,NA
374,2859,7/22/05,Lynn Canal,south Bridget Cove,kelp,58.64,-134.95,NA
159,2891,4/16/99,Auke Bay,Auke Nu Cove,eelgrass,58.38,-134.69,NA
159,2892,5/19/99,Auke Bay,Auke Nu Cove,eelgrass,58.38,-134.69,NA
526,2934,6/9/06,Chichagof Island,,eelgrass,57.74,-135.27,NA
527,2935,6/9/06,Chichagof Island,,kelp,57.74,-135.18,NA
528,2936,6/9/06,Chichagof Island,,bedrock,57.76,-135.11,NA
529,2937,6/10/06,Sitka Sound,,eelgrass,57.24,-135.62,NA
530,2938,6/10/06,Sitka Sound,,kelp,57.23,-135.6,NA
531,2939,6/10/06,Sitka Sound,,bedrock,57.22,-135.58,NA
532,2940,6/11/06,Baranof Island,,kelp,56.93,-135.34,NA
533,2941,6/11/06,Baranof Island,,surfgrass,56.93,-135.35,NA
534,2942,6/11/06,Baranof Island,Road Island,bedrock,56.93,-135.35,NA
535,2943,6/11/06,Baranof Island,Kidney Cove,eelgrass,56.91,-135.33,NA
536,2944,6/11/06,Baranof Island,Kidney Cove,eelgrass,56.91,-135.32,NA
537,2945,6/12/06,Baranof Island,Kanga Bay,eelgrass,56.88,-135.34,NA
538,2946,6/12/06,Baranof Island,Kanga Bay,kelp,56.88,-135.34,NA
539,2947,6/12/06,Baranof Island,Kanga Bay,bedrock,56.88,-135.35,NA
540,2948,6/12/06,Baranof Island,Taigud Islands,sand-gravel,56.91,-135.4,NA
541,2949,6/13/06,Baranof Island,Cannon Island,kelp,57.04,-135.3,NA
542,2950,6/13/06,Baranof Island,Cannon Island,eelgrass,57.04,-135.3,NA
543,2951,6/13/06,Baranof Island,Ring Island,bedrock,57.04,-135.29,NA
544,2952,6/13/06,Baranof Island,Kutkan Island,kelp,57.04,-135.33,NA
545,2953,6/14/06,Baranof Island,,kelp,57.16,-135.35,NA
546,2954,6/14/06,Baranof Island,,eelgrass,57.15,-135.36,NA
547,2955,6/14/06,Baranof Island,,bedrock,57.14,-135.38,NA
548,2956,6/15/06,Chichagof Island,Long Bay,bedrock,57.87,-135.6,NA
549,2957,6/15/06,Chichagof Island,Long Bay,eelgrass,57.87,-135.62,NA
550,2958,6/15/06,Chichagof Island,Long Bay,sand-gravel,57.87,-135.57,NA
551,2959,6/16/06,Chichagof Island,,eelgrass,57.89,-135.62,NA
552,2960,6/16/06,Chichagof Island,,sand-gravel,57.92,-135.69,NA
553,2961,6/16/06,Chichagof Island,,eelgrass,57.94,-135.73,NA
554,2962,6/17/06,Chichagof Island,Sunny Point,bedrock,57.78,-135.16,NA
555,2963,6/17/06,Chichagof Island,Sunny Point,kelp,57.78,-135.16,NA
556,2964,6/17/06,Chichagof Island,Sunny Point,sand-gravel,57.78,-135.16,NA
368,3065,8/9/06,Berners Bay,Cascade Point,kelp,58.71,-134.95,NA
367,3066,8/9/06,Berners Bay,Cascade Point,kelp,58.7,-134.94,NA
369,3067,8/9/06,Berners Bay,Cascade Point,kelp,58.69,-134.93,NA
366,3068,8/9/06,Berners Bay,Echo Cove,eelgrass,58.67,-134.91,NA
365,3069,8/9/06,Berners Bay,Echo Cove,eelgrass,58.67,-134.91,NA
364,3070,8/9/06,Berners Bay,Echo Cove,eelgrass,58.67,-134.91,NA
373,3071,8/10/06,Lynn Canal,south Bridget Cove,eelgrass,58.63,-134.94,NA
375,3072,8/10/06,Lynn Canal,central Bridget Cove,eelgrass,58.63,-134.95,NA
371,3073,8/10/06,Lynn Canal,north Bridget Cove,kelp,58.64,-134.96,NA
374,3074,8/10/06,Lynn Canal,south Bridget Cove,kelp,58.64,-134.95,NA
372,3075,8/10/06,Lynn Canal,north Bridget Cove,kelp,58.64,-134.96,NA
370,3076,8/10/06,Lynn Canal,north Bridget Cove,eelgrass,58.64,-134.96,NA
454,3078,8/23/06,Auke Bay,Auke Nu Cove,eelgrass,58.38,-134.69,NA
455,3080,8/24/06,Auke Bay,Waydelich Creek,eelgrass,58.38,-134.66,NA
561,3081,8/24/06,Auke Bay,Auke Nu Cove,eelgrass,58.38,-134.69,NA
622,3165,6/12/07,Prince of Wales Island,West Arm,kelp,55.25,-132.38,NA
593,3166,6/12/07,Prince of Wales Island,West Arm,eelgrass,55.25,-132.44,NA
594,3167,6/12/07,Prince of Wales Island,West Arm,bedrock,55.25,-132.39,NA
595,3168,6/13/07,Prince of Wales Island,Johnson Cove,kelp,54.99,-132.11,NA
596,3169,6/13/07,Prince of Wales Island,Johnson Cove,eelgrass,54.97,-132.09,NA
597,3170,6/13/07,Prince of Wales Island,Johnson Cove,bedrock,54.99,-132.11,NA
598,3171,6/14/07,Prince of Wales Island,,eelgrass,54.74,-132.15,NA
599,3172,6/14/07,Prince of Wales Island,,kelp,54.73,-132.12,NA
600,3173,6/14/07,Prince of Wales Island,,bedrock,54.72,-132.13,NA
601,3174,6/14/07,Prince of Wales Island,,kelp,54.71,-132.1,NA
602,3175,6/15/07,,,kelp,55.05,-131.01,NA
603,3176,6/15/07,,,eelgrass,55.04,-131,NA
604,3177,6/15/07,,,bedrock,55.05,-131,NA
605,3178,6/15/07,,,kelp,55.06,-130.99,NA
606,3179,6/16/07,Duke Island,,kelp,54.97,-131.25,NA
607,3180,6/16/07,Duke Island,,eelgrass,54.97,-131.25,NA
608,3181,6/16/07,Duke Island,,bedrock,54.98,-131.26,NA
609,3182,6/17/07,Revillagigedo Island,,bedrock,55.36,-131.27,NA
610,3183,6/17/07,Revillagigedo Island,,eelgrass,55.39,-131.29,NA
611,3184,6/17/07,Revillagigedo Island,,kelp,55.32,-131.26,NA
612,3185,6/17/07,Revillagigedo Island,,bedrock,55.32,-131.26,NA
613,3186,6/18/07,Annette Island,,kelp,55.18,-131.6,NA
614,3187,6/18/07,Annette Island,,eelgrass,55.18,-131.58,NA
615,3188,6/18/07,Annette Island,,bedrock,55.19,-131.58,NA
616,3189,6/19/07,Gravina Island,,kelp,55.16,-131.74,NA
617,3190,6/19/07,Gravina Island,,eelgrass,55.16,-131.75,NA
618,3191,6/19/07,Gravina Island,,bedrock,55.16,-131.75,NA
619,3192,6/20/07,Revillagigedo Island,,eelgrass,55.54,-131.7,NA
620,3193,6/20/07,Grant Island,,kelp,55.56,-131.71,NA
621,3194,6/20/07,Grant Island,,bedrock,55.56,-131.7,NA
623,3201,6/1/08,Chichagof Island,,eelgrass,57.62,-135.62,NA
624,3202,6/1/08,Vixen Islands,Vixen Islands,kelp,57.61,-135.59,NA
215,3203,6/2/08,Baranof Island,,eelgrass,56.98,-135.31,NA
214,3204,6/2/08,Baranof Island,,eelgrass,56.98,-135.31,NA
202,3205,6/3/08,Baranof Island,,eelgrass,57.2,-135.38,NA
201,3206,6/3/08,Baranof Island,,eelgrass,57.2,-135.38,NA
232,3207,6/4/08,Chichagof Island,Crab Bay,eelgrass,57.74,-135.38,NA
231,3208,6/4/08,Chichagof Island,Crab Bay,eelgrass,57.74,-135.39,NA
94,3209,6/5/08,Admiralty Island,,eelgrass,58.26,-134.9,NA
93,3210,6/5/08,Admiralty Island,,eelgrass,58.26,-134.91,NA
123,3211,6/6/08,Chichagof Island,,eelgrass,58.11,-136.28,NA
126,3212,6/6/08,Chichagof Island,,kelp,58.13,-136.3,NA
625,3213,6/7/08,Chichagof Island,Port Frederick,eelgrass,57.99,-135.6,NA
121,3214,6/7/08,Chichagof Island,Port Frederick,kelp,58.03,-135.64,NA
119,3215,6/7/08,Chichagof Island,Port Frederick,eelgrass,58.05,-135.67,NA
626,3216,6/8/08,Icy Strait,,kelp,58.2,-135.1,NA
627,3217,6/8/08,Icy Strait,,eelgrass,58.21,-135.12,NA
94,3367,6/15/10,Admiralty Island,,eelgrass,58.26,-134.9,NA
93,3368,6/15/10,Admiralty Island,,eelgrass,58.26,-134.91,NA
231,3369,6/14/10,Chichagof Island,Crab Bay,eelgrass,57.74,-135.39,NA
232,3370,6/14/10,Chichagof Island,Crab Bay,eelgrass,57.74,-135.38,NA
685,3371,6/14/10,Chichagof Island,Crab Bay,eelgrass,57.74,-135.38,NA
687,3372,7/13/10,North Passage,,eelgrass,58.34,-136.21,NA
688,3373,7/13/10,North Passage,,kelp,58.33,-136.2,NA
689,3374,7/14/10,,,eelgrass,57.83,-136.39,NA
690,3375,7/14/10,,,kelp,57.83,-136.39,NA
691,3376,7/15/10,,Winifred Island,kelp,57.8,-136.38,NA
692,3377,7/15/10,,,bedrock,57.81,-136.36,NA
693,3378,7/15/10,,,kelp,57.82,-136.36,NA
694,3379,7/15/10,,Ilin Bay,eelgrass,57.84,-136.38,NA
695,3380,7/16/10,,,kelp,58.34,-136.81,NA
696,3381,7/16/10,,,kelp,58.32,-136.8,NA
697,3382,7/16/10,,,eelgrass,58.33,-136.77,NA
698,3383,7/28/10,Auke Bay,Auke Village,eelgrass,58.38,-134.73,NA
699,3384,7/28/10,Auke Bay,Auke Village,sand-gravel,58.38,-134.72,NA
686,3393,7/13/10,North Passage,,sand-gravel,58.33,-136.22,NA
707,3394,8/11/10,,,sand-gravel,59.23,-135.44,NA
708,3395,8/11/10,,,sand-gravel,59.23,-135.44,NA
94,3399,6/25/09,Admiralty Island,,eelgrass,58.26,-134.9,NA
712,3400,6/24/09,,,eelgrass,58.11,-134.76,NA
231,3401,6/23/09,Chichagof Island,Crab Bay,eelgrass,57.74,-135.39,NA
232,3402,6/23/09,Chichagof Island,Crab Bay,eelgrass,57.74,-135.38,NA
713,3403,6/14/11,Church Point,,kelp,57.44,-133.91,NA
714,3404,6/14/11,Church Point,,bedrock,57.42,-133.9,NA
715,3405,6/14/11,Price Island,,kelp,57.43,-133.89,NA
38,3406,6/15/11,Frederick Sound,West Brother Island,bedrock,57.3,-133.86,NA
23,3407,6/15/11,Frederick Sound,West Brother Island,sand-gravel,57.3,-133.87,NA
31,3408,6/16/11,Frederick Sound,East Brother Island,eelgrass,57.29,-133.82,NA
29,3409,6/16/11,Frederick Sound,East Brother Island,kelp,57.31,-133.82,NA
716,3410,6/17/11,Sore Finger Cove,,kelp,57.72,-134,NA
717,3411,6/17/11,Sore Finger Cove,,eelgrass,57.73,-134,NA
718,3412,6/17/11,Seymour Canal,,bedrock,57.75,-134.02,NA
719,3413,6/18/11,Taku Harbor,,sand-gravel,58.06,-134.03,NA
720,3414,6/18/11,Taku Harbor,,sand-gravel,58.06,-134.01,NA
721,3415,6/18/11,Taku Harbor,,kelp,58.07,-134.02,NA
722,3416,6/18/11,Taku Harbor,,sand-gravel,58.06,-134.02,NA
375,3426,7/24/09,Lynn Canal,central Bridget Cove,eelgrass,58.63,-134.95,NA
,Baker Island - eel,20190619,,,eelgrass,55.3575,-133.5869444,2019
,Baker Island,20190620,,,kelp,55.35972222,-133.5877778,2019
,Chusini,20190508,,,eelgrass,55.81849,-133.1794,2019
,Craig Highway,20190520,,,kelp,55.5125,-133.1297222,2019
,Dunbar Inlet,20190506,,,eelgrass,55.0848,-132.826,2019
,Farallon Bay,20190522,,,eelgrass,55.19112,-133.105314,2019
,Goats mouth Inlet,20190423,,,eelgrass,55.192784,-132.900113,2019
,Guktu Bay,20190518,,,eelgrass,55.739816,-133.312022,2019
,Heceta ,20190603,,,kelp,55.75805556,-133.4708333,2019
,Heceta ,20190615,,,eelgrass,55.77583333,-133.5319444,2019
,Kaguk Bay,20190606,,,eelgrass,55.73361,-133.29,2019
,Klawock airport,20190507,,,eelgrass,55.577767,-133.0941,2019
,Natzuhini Bay,20190616,,,eelgrass,55.25051,-132.883,2019
,Naukati,20190521,,,eelgrass,55.862405,-133.190722,2019
,North Fish Egg Island,20190419,,,eelgrass,55.49709,-133.17,2019
,North Fish Egg,20190511,,,kelp,55.50072,-133.16687,2019
,North Pass,20190509,,,eelgrass,55.229743,-132.924047,2019
,Nossuk Bay,20190424,,,eelgrass,55.70818,-133.34164,2019
,Port Refugio,20190519,,,eelgrass,55.282137,-133.334028,2019
,Salt Lake Bay,20190505,,,eelgrass,55.67565,-133.3735,2019
,Shakan - eel,20190607,,,eelgrass,56.193611,-133.516944,2019
,Shakan,20190608,,,kelp,56.14527778,-133.5408333,2019
,Shinaku Inlet,20190517,,,eelgrass,55.59929,-133.16,2019
,South Fish Egg Island,20190520,,,eelgrass,55.48442,-133.17549,2019
,South Wadleigh,20190510,,,eelgrass,55.52904,-133.147,2019
,2017_H_01,NA,,,eelgrass,55.67264,-133.378,2017
,2017_H_02,NA,,,eelgrass,55.7073,-133.342,2017
,2017_H_03,NA,,,eelgrass,55.80692,-133.171,2017
,2017_H_04,NA,,,eelgrass,55.73361,-133.29,2017
,2017_H_05,NA,,,eelgrass,55.862405,-133.190722,2017
,2017_H_06,NA,,,eelgrass,55.739816,-133.312022,2017
,2017_H_07,NA,,,eelgrass,55.62082,-133.38664,2017
,2017_L_01,NA,,,eelgrass,55.26366,-132.995,2017
,2017_L_02,NA,,,eelgrass,55.19286,-132.9,2017
,2017_L_03,NA,,,eelgrass,55.22962,-132.925,2017
,2017_L_04,NA,,,eelgrass,55.25051,-132.883,2017
,2017_L_05,NA,,,eelgrass,55.0848,-132.826,2017
,2017_L_06,NA,,,eelgrass,55.19112,-133.105314,2017
,2017_L_07,NA,,,eelgrass,55.155625,-132.589934,2017
,2017_M_02,NA,,,eelgrass,55.49709,-133.17,2017
,2017_M_03,NA,,,eelgrass,55.48442,-133.175,2017
,2017_M_04,NA,,,eelgrass,55.52904,-133.147,2017
,2017_M_05,NA,,,eelgrass,55.59929,-133.16,2017
,2017_M_06,NA,,,eelgrass,55.344914,-133.0011,2017
,2017_M_07,NA,,,eelgrass,55.552669,-133.431392,2017
,2017_M_08,NA,,,eelgrass,55.282137,-133.334028,2017
