"","Data_Events_SiteID","site_eventID","date","Location","SubLocale","habitat","latitude","longitude","year"
"302",146,"402","7/15/1999","Prince of Wales Island","","kelp",55.51,-133.13,"NA"
"303",145,"403","7/15/1999","Prince of Wales Island","","kelp",55.51,-133.13,"NA"
"304",185,"404","8/15/2000","Prince of Wales Island","","eelgrass",55.42,-132.69,"NA"
"305",186,"405","8/15/2000","Prince of Wales Island","","eelgrass",55.43,-132.66,"NA"
"306",187,"406","8/15/2000","Prince of Wales Island","","kelp",55.43,-132.66,"NA"
"307",188,"407","8/15/2000","Prince of Wales Island","","kelp",55.45,-132.65,"NA"
"308",227,"408","8/10/1998","Chichagof Island","","eelgrass",57.57,-135.65,"NA"
"309",228,"409","8/10/1998","Chichagof Island","","eelgrass",57.56,-135.66,"NA"
"310",229,"410","8/10/1998","Chichagof Island","","sand-gravel",57.56,-135.66,"NA"
"311",230,"411","8/10/1998","Chichagof Island","","sand-gravel",57.56,-135.66,"NA"
"312",155,"412","7/17/1999","Heceta Island","","eelgrass",55.77,-133.54,"NA"
"313",156,"413","7/17/1999","Heceta Island","","eelgrass",55.78,-133.53,"NA"
"314",157,"414","7/17/1999","Heceta Island","","eelgrass",55.76,-133.47,"NA"
"315",158,"415","7/17/1999","Heceta Island","","eelgrass",55.76,-133.47,"NA"
"316",159,"416","7/31/1999","Auke Bay","Auke Nu Cove","eelgrass",58.38,-134.69,"NA"
"317",160,"417","8/1/1999","Lynn Canal","south Bridget Cove","eelgrass",58.63,-134.94,"NA"
"318",161,"418","8/1/1999","Lynn Canal","south Bridget Cove","eelgrass",58.63,-134.95,"NA"
"319",1,"433","3/22/2003","Lynn Canal","North Island","kelp",58.58,-134.93,"NA"
"320",2,"434","3/23/2003","Lynn Canal","","kelp",58.57,-134.91,"NA"
"321",3,"435","3/22/2003","Lynn Canal","","kelp",58.56,-134.9,"NA"
"322",4,"436","3/23/2003","Lynn Canal","","sand-gravel",58.56,-134.91,"NA"
"323",5,"437","3/22/2003","Lynn Canal","","bedrock",58.56,-134.9,"NA"
"324",8,"438","3/22/2003","Favorite Channel","Eagle Beach","sand-gravel",58.51,-134.84,"NA"
"325",9,"439","3/22/2003","Favorite Channel","Eagle Beach","sand-gravel",58.51,-134.84,"NA"
"326",10,"440","3/22/2003","Lynn Canal","","sand-gravel",58.55,-134.91,"NA"
"327",11,"441","3/22/2003","Lynn Canal","","sand-gravel",58.55,-134.9,"NA"
"328",12,"442","3/22/2003","Lynn Canal","Sentinel Island","bedrock",58.54,-134.92,"NA"
"329",13,"443","3/22/2003","Lynn Canal","Sentinel Island","bedrock",58.55,-134.93,"NA"
"330",14,"444","3/22/2003","Favorite Channel","Gull Island","kelp",58.5,-134.87,"NA"
"331",15,"445","3/22/2003","Favorite Channel","Gull Island","kelp",58.5,-134.87,"NA"
"332",23,"460","3/17/2003","Frederick Sound","West Brother Island","sand-gravel",57.3,-133.87,"NA"
"333",24,"461","3/17/2003","Frederick Sound","West Brother Island","kelp",57.3,-133.86,"NA"
"334",25,"462","3/16/2003","Frederick Sound","West Brother Island","kelp",57.31,-133.85,"NA"
"335",26,"463","3/16/2003","Frederick Sound","East Brother Island","kelp",57.31,-133.83,"NA"
"336",29,"464","3/18/2003","Frederick Sound","East Brother Island","kelp",57.31,-133.82,"NA"
"337",30,"465","3/19/2003","Frederick Sound","East Brother Island","sand-gravel",57.3,-133.82,"NA"
"338",31,"466","3/19/2003","Frederick Sound","East Brother Island","eelgrass",57.29,-133.82,"NA"
"339",32,"467","3/19/2003","Frederick Sound","East Brother Island","kelp",57.3,-133.83,"NA"
"340",33,"468","3/18/2003","Frederick Sound","West Brother Island","kelp",57.29,-133.86,"NA"
"341",36,"469","3/20/2003","Frederick Sound","West Brother Island","bedrock",57.3,-133.84,"NA"
"342",334,"470","3/20/2003","Frederick Sound","Little Brother Island","bedrock",57.29,-133.8,"NA"
"343",38,"471","3/18/2003","Frederick Sound","West Brother Island","bedrock",57.3,-133.86,"NA"
"344",39,"472","3/19/2003","Frederick Sound","West Brother Island","bedrock",57.28,-133.84,"NA"
"345",189,"566","5/2/1998","Baranof Island","","eelgrass",57.19,-135.35,"NA"
"346",190,"567","5/2/1998","Baranof Island","","eelgrass",57.16,-135.31,"NA"
"347",195,"568","5/2/1998","Baranof Island","","sand-gravel",57.16,-135.34,"NA"
"348",203,"569","5/1/1998","Baranof Island","","eelgrass",57.2,-135.38,"NA"
"349",336,"571","5/14/1998","Ballena Island","Ballena Island","sand-gravel",55.48,-133.19,"NA"
"350",337,"572","5/14/1998","Ballena Island","Ballena Island","eelgrass",55.48,-133.19,"NA"
"351",338,"573","5/15/1998","Prince of Wales Island","Clam Island","eelgrass",55.52,-133.16,"NA"
"352",221,"576","4/29/1998","Baranof Island","","eelgrass",57.28,-135.55,"NA"
"353",223,"577","4/29/1998","Baranof Island","","sand-gravel",57.29,-135.56,"NA"
"354",205,"578","5/1/1998","Baranof Island","","sand-gravel",57.19,-135.39,"NA"
"355",139,"579","7/15/1999","Prince of Wales Island","Fish Egg Island","kelp",55.5,-133.17,"NA"
"356",140,"580","7/15/1999","Prince of Wales Island","Fish Egg Island","kelp",55.5,-133.17,"NA"
"357",160,"581","6/10/1998","Lynn Canal","south Bridget Cove","eelgrass",58.63,-134.94,"NA"
"358",160,"582","6/23/1998","Lynn Canal","south Bridget Cove","eelgrass",58.63,-134.94,"NA"
"359",160,"583","8/25/1998","Lynn Canal","south Bridget Cove","eelgrass",58.63,-134.94,"NA"
"360",161,"584","6/10/1998","Lynn Canal","south Bridget Cove","eelgrass",58.63,-134.95,"NA"
"361",161,"585","6/23/1998","Lynn Canal","south Bridget Cove","eelgrass",58.63,-134.95,"NA"
"362",161,"586","8/25/1998","Lynn Canal","south Bridget Cove","eelgrass",58.63,-134.95,"NA"
"363",159,"587","6/12/1999","Auke Bay","Auke Nu Cove","eelgrass",58.38,-134.69,"NA"
"364",93,"588","6/4/2003","Admiralty Island","","eelgrass",58.26,-134.91,"NA"
"365",94,"589","6/4/2003","Admiralty Island","","eelgrass",58.26,-134.9,"NA"
"366",231,"590","6/3/2003","Chichagof Island","Crab Bay","eelgrass",57.74,-135.39,"NA"
"367",232,"591","6/3/2003","Chichagof Island","Crab Bay","eelgrass",57.74,-135.38,"NA"
"368",91,"592","6/2/2003","Admiralty Island","","eelgrass",57.31,-134.47,"NA"
"369",92,"593","6/2/2003","Admiralty Island","","eelgrass",57.31,-134.47,"NA"
"370",225,"594","5/28/2003","Chichagof Island","","eelgrass",57.56,-135.61,"NA"
"371",226,"595","5/28/2003","Chichagof Island","","eelgrass",57.57,-135.64,"NA"
"372",201,"596","6/1/2003","Baranof Island","","eelgrass",57.2,-135.38,"NA"
"373",202,"597","6/1/2003","Baranof Island","","eelgrass",57.2,-135.38,"NA"
"374",214,"598","6/1/2003","Baranof Island","","eelgrass",56.98,-135.31,"NA"
"375",215,"599","6/1/2003","Baranof Island","","eelgrass",56.98,-135.31,"NA"
"376",207,"600","5/30/2003","Baranof Island","","eelgrass",56.98,-135.37,"NA"
"377",208,"601","5/30/2003","Baranof Island","","eelgrass",56.98,-135.37,"NA"
"378",35,"605","7/15/2003","Frederick Sound","East Brother Island","bedrock",57.3,-133.8,"NA"
"379",36,"606","7/14/2003","Frederick Sound","West Brother Island","bedrock",57.3,-133.84,"NA"
"380",37,"607","7/13/2003","Frederick Sound","Little Brother Island","bedrock",57.3,-133.8,"NA"
"381",38,"608","7/15/2003","Frederick Sound","West Brother Island","bedrock",57.3,-133.86,"NA"
"382",39,"609","7/14/2003","Frederick Sound","West Brother Island","bedrock",57.28,-133.84,"NA"
"383",23,"610","7/16/2003","Frederick Sound","West Brother Island","sand-gravel",57.3,-133.87,"NA"
"384",24,"611","7/15/2003","Frederick Sound","West Brother Island","kelp",57.3,-133.86,"NA"
"385",25,"612","7/16/2003","Frederick Sound","West Brother Island","kelp",57.31,-133.85,"NA"
"386",26,"613","7/14/2003","Frederick Sound","East Brother Island","kelp",57.31,-133.83,"NA"
"387",29,"614","7/14/2003","Frederick Sound","East Brother Island","kelp",57.31,-133.82,"NA"
"388",30,"615","7/13/2003","Frederick Sound","East Brother Island","sand-gravel",57.3,-133.82,"NA"
"389",31,"616","7/13/2003","Frederick Sound","East Brother Island","eelgrass",57.29,-133.82,"NA"
"390",32,"617","7/13/2003","Frederick Sound","East Brother Island","kelp",57.3,-133.83,"NA"
"391",33,"618","7/16/2003","Frederick Sound","West Brother Island","kelp",57.29,-133.86,"NA"
"392",1,"634","7/2/2003","Lynn Canal","North Island","kelp",58.58,-134.93,"NA"
"393",2,"635","7/2/2003","Lynn Canal","","kelp",58.57,-134.91,"NA"
"394",3,"636","7/2/2003","Lynn Canal","","kelp",58.56,-134.9,"NA"
"395",4,"637","7/1/2003","Lynn Canal","","sand-gravel",58.56,-134.91,"NA"
"396",5,"638","7/1/2003","Lynn Canal","","bedrock",58.56,-134.9,"NA"
"397",8,"639","6/30/2003","Favorite Channel","Eagle Beach","sand-gravel",58.51,-134.84,"NA"
"398",9,"640","6/30/2003","Favorite Channel","Eagle Beach","sand-gravel",58.51,-134.84,"NA"
"399",10,"641","7/1/2003","Lynn Canal","","sand-gravel",58.55,-134.91,"NA"
"400",11,"642","7/1/2003","Lynn Canal","","sand-gravel",58.55,-134.9,"NA"
"401",12,"643","7/1/2003","Lynn Canal","Sentinel Island","bedrock",58.54,-134.92,"NA"
"402",13,"644","7/1/2003","Lynn Canal","Sentinel Island","bedrock",58.55,-134.93,"NA"
"403",14,"645","6/30/2003","Favorite Channel","Gull Island","kelp",58.5,-134.87,"NA"
"404",15,"646","6/30/2003","Favorite Channel","Gull Island","kelp",58.5,-134.87,"NA"
"405",226,"662","8/14/2003","Chichagof Island","","eelgrass",57.57,-135.64,"NA"
"406",225,"663","8/14/2003","Chichagof Island","","eelgrass",57.56,-135.61,"NA"
"407",23,"664","8/15/2003","Frederick Sound","West Brother Island","sand-gravel",57.3,-133.87,"NA"
"408",26,"665","8/15/2003","Frederick Sound","East Brother Island","kelp",57.31,-133.83,"NA"
"409",29,"666","8/15/2003","Frederick Sound","East Brother Island","kelp",57.31,-133.82,"NA"
"410",30,"667","8/16/2003","Frederick Sound","East Brother Island","sand-gravel",57.3,-133.82,"NA"
"411",31,"668","8/16/2003","Frederick Sound","East Brother Island","eelgrass",57.29,-133.82,"NA"
"412",37,"669","8/16/2003","Frederick Sound","Little Brother Island","bedrock",57.3,-133.8,"NA"
"413",38,"670","8/15/2003","Frederick Sound","West Brother Island","bedrock",57.3,-133.86,"NA"
"414",1,"766","3/22/2004","Lynn Canal","North Island","kelp",58.58,-134.93,"NA"
"415",2,"767","3/22/2004","Lynn Canal","","kelp",58.57,-134.91,"NA"
"416",3,"768","3/22/2004","Lynn Canal","","kelp",58.56,-134.9,"NA"
"417",4,"769","3/22/2004","Lynn Canal","","sand-gravel",58.56,-134.91,"NA"
"418",5,"770","3/22/2004","Lynn Canal","","bedrock",58.56,-134.9,"NA"
"419",8,"771","3/23/2004","Favorite Channel","Eagle Beach","sand-gravel",58.51,-134.84,"NA"
"420",9,"772","3/23/2004","Favorite Channel","Eagle Beach","sand-gravel",58.51,-134.84,"NA"
"421",10,"773","3/21/2004","Lynn Canal","","sand-gravel",58.55,-134.91,"NA"
"422",11,"774","3/21/2004","Lynn Canal","","sand-gravel",58.55,-134.9,"NA"
"423",12,"775","3/23/2004","Lynn Canal","Sentinel Island","bedrock",58.54,-134.92,"NA"
"424",13,"776","3/23/2004","Lynn Canal","Sentinel Island","bedrock",58.55,-134.93,"NA"
"425",14,"777","3/23/2004","Favorite Channel","Gull Island","kelp",58.5,-134.87,"NA"
"426",15,"778","3/23/2004","Favorite Channel","Gull Island","kelp",58.5,-134.87,"NA"
"427",23,"779","3/18/2004","Frederick Sound","West Brother Island","sand-gravel",57.3,-133.87,"NA"
"428",24,"780","3/17/2004","Frederick Sound","West Brother Island","kelp",57.3,-133.86,"NA"
"429",25,"781","3/16/2004","Frederick Sound","West Brother Island","kelp",57.31,-133.85,"NA"
"430",26,"782","3/16/2004","Frederick Sound","East Brother Island","kelp",57.31,-133.83,"NA"
"431",29,"783","3/16/2004","Frederick Sound","East Brother Island","kelp",57.31,-133.82,"NA"
"432",30,"784","3/18/2004","Frederick Sound","East Brother Island","sand-gravel",57.3,-133.82,"NA"
"433",31,"785","3/18/2004","Frederick Sound","East Brother Island","eelgrass",57.29,-133.82,"NA"
"434",32,"786","3/18/2004","Frederick Sound","East Brother Island","kelp",57.3,-133.83,"NA"
"435",33,"787","3/18/2004","Frederick Sound","West Brother Island","kelp",57.29,-133.86,"NA"
"436",35,"788","3/16/2004","Frederick Sound","East Brother Island","bedrock",57.3,-133.8,"NA"
"437",36,"789","3/17/2004","Frederick Sound","West Brother Island","bedrock",57.3,-133.84,"NA"
"438",37,"790","3/16/2004","Frederick Sound","Little Brother Island","bedrock",57.3,-133.8,"NA"
"439",38,"791","3/17/2004","Frederick Sound","West Brother Island","bedrock",57.3,-133.86,"NA"
"440",39,"792","3/17/2004","Frederick Sound","West Brother Island","bedrock",57.28,-133.84,"NA"
"441",364,"2741","6/2/2004","Berners Bay","Echo Cove","eelgrass",58.67,-134.91,"NA"
"442",365,"2742","6/2/2004","Berners Bay","Echo Cove","eelgrass",58.67,-134.91,"NA"
"443",366,"2743","6/2/2004","Berners Bay","Echo Cove","eelgrass",58.67,-134.91,"NA"
"444",367,"2744","6/2/2004","Berners Bay","Cascade Point","kelp",58.7,-134.94,"NA"
"445",368,"2745","6/2/2004","Berners Bay","Cascade Point","kelp",58.71,-134.95,"NA"
"446",369,"2746","6/3/2004","Berners Bay","Cascade Point","kelp",58.69,-134.93,"NA"
"447",370,"2747","6/3/2004","Lynn Canal","north Bridget Cove","eelgrass",58.64,-134.96,"NA"
"448",371,"2748","6/3/2004","Lynn Canal","north Bridget Cove","kelp",58.64,-134.96,"NA"
"449",372,"2749","6/3/2004","Lynn Canal","north Bridget Cove","kelp",58.64,-134.96,"NA"
"450",373,"2750","6/4/2004","Lynn Canal","south Bridget Cove","eelgrass",58.63,-134.94,"NA"
"451",374,"2751","6/4/2004","Lynn Canal","south Bridget Cove","kelp",58.64,-134.95,"NA"
"452",375,"2752","6/4/2004","Lynn Canal","central Bridget Cove","eelgrass",58.63,-134.95,"NA"
"453",454,"2831","6/23/2005","Auke Bay","Auke Nu Cove","eelgrass",58.38,-134.69,"NA"
"454",455,"2832","6/23/2005","Auke Bay","Waydelich Creek","eelgrass",58.38,-134.66,"NA"
"455",454,"2833","6/24/2005","Auke Bay","Auke Nu Cove","eelgrass",58.38,-134.69,"NA"
"456",456,"2834","6/27/2005","Auke Bay","Bay Creek","eelgrass",58.39,-134.65,"NA"
"457",457,"2835","6/28/2005","Douglas Island","","eelgrass",58.3,-134.68,"NA"
"458",457,"2836","6/28/2005","Douglas Island","","eelgrass",58.3,-134.68,"NA"
"459",368,"2837","7/6/2005","Berners Bay","Cascade Point","kelp",58.71,-134.95,"NA"
"460",367,"2838","7/6/2005","Berners Bay","Cascade Point","kelp",58.7,-134.94,"NA"
"461",369,"2839","7/6/2005","Berners Bay","Cascade Point","kelp",58.69,-134.93,"NA"
"462",366,"2840","7/6/2005","Berners Bay","Echo Cove","eelgrass",58.67,-134.91,"NA"
"463",365,"2841","7/6/2005","Berners Bay","Echo Cove","eelgrass",58.67,-134.91,"NA"
"464",364,"2842","7/6/2005","Berners Bay","Echo Cove","eelgrass",58.67,-134.91,"NA"
"465",372,"2843","7/7/2005","Lynn Canal","north Bridget Cove","kelp",58.64,-134.96,"NA"
"466",371,"2844","7/7/2005","Lynn Canal","north Bridget Cove","kelp",58.64,-134.96,"NA"
"467",370,"2846","7/7/2005","Lynn Canal","north Bridget Cove","eelgrass",58.64,-134.96,"NA"
"468",375,"2847","7/7/2005","Lynn Canal","central Bridget Cove","eelgrass",58.63,-134.95,"NA"
"469",373,"2848","7/7/2005","Lynn Canal","south Bridget Cove","eelgrass",58.63,-134.94,"NA"
"470",460,"2849","7/7/2005","Lynn Canal","north Bridget Cove","bedrock",58.65,-134.97,"NA"
"471",461,"2850","7/8/2005","Gastineau Channel","Dupont Creek","sand-gravel",58.23,-134.27,"NA"
"472",462,"2851","7/8/2005","Gastineau Channel","Tantallon Point","kelp",58.19,-134.26,"NA"
"473",463,"2852","7/8/2005","Gastineau Channel","Point Salisbury","kelp",58.2,-134.22,"NA"
"474",464,"2853","7/18/2005","Favorite Channel","Tee Harbor","eelgrass",58.43,-134.76,"NA"
"475",368,"2854","7/21/2005","Berners Bay","Cascade Point","kelp",58.71,-134.95,"NA"
"476",367,"2855","7/21/2005","Berners Bay","Cascade Point","kelp",58.7,-134.94,"NA"
"477",369,"2856","7/21/2005","Berners Bay","Cascade Point","kelp",58.69,-134.93,"NA"
"478",372,"2857","7/22/2005","Lynn Canal","north Bridget Cove","kelp",58.64,-134.96,"NA"
"479",371,"2858","7/22/2005","Lynn Canal","north Bridget Cove","kelp",58.64,-134.96,"NA"
"480",374,"2859","7/22/2005","Lynn Canal","south Bridget Cove","kelp",58.64,-134.95,"NA"
"481",159,"2891","4/16/1999","Auke Bay","Auke Nu Cove","eelgrass",58.38,-134.69,"NA"
"482",159,"2892","5/19/1999","Auke Bay","Auke Nu Cove","eelgrass",58.38,-134.69,"NA"
"483",526,"2934","6/9/2006","Chichagof Island","","eelgrass",57.74,-135.27,"NA"
"484",527,"2935","6/9/2006","Chichagof Island","","kelp",57.74,-135.18,"NA"
"485",528,"2936","6/9/2006","Chichagof Island","","bedrock",57.76,-135.11,"NA"
"486",529,"2937","6/10/2006","Sitka Sound","","eelgrass",57.24,-135.62,"NA"
"487",530,"2938","6/10/2006","Sitka Sound","","kelp",57.23,-135.6,"NA"
"488",531,"2939","6/10/2006","Sitka Sound","","bedrock",57.22,-135.58,"NA"
"489",532,"2940","6/11/2006","Baranof Island","","kelp",56.93,-135.34,"NA"
"490",533,"2941","6/11/2006","Baranof Island","","surfgrass",56.93,-135.35,"NA"
"491",534,"2942","6/11/2006","Baranof Island","Road Island","bedrock",56.93,-135.35,"NA"
"492",535,"2943","6/11/2006","Baranof Island","Kidney Cove","eelgrass",56.91,-135.33,"NA"
"493",536,"2944","6/11/2006","Baranof Island","Kidney Cove","eelgrass",56.91,-135.32,"NA"
"494",537,"2945","6/12/2006","Baranof Island","Kanga Bay","eelgrass",56.88,-135.34,"NA"
"495",538,"2946","6/12/2006","Baranof Island","Kanga Bay","kelp",56.88,-135.34,"NA"
"496",539,"2947","6/12/2006","Baranof Island","Kanga Bay","bedrock",56.88,-135.35,"NA"
"497",540,"2948","6/12/2006","Baranof Island","Taigud Islands","sand-gravel",56.91,-135.4,"NA"
"498",541,"2949","6/13/2006","Baranof Island","Cannon Island","kelp",57.04,-135.3,"NA"
"499",542,"2950","6/13/2006","Baranof Island","Cannon Island","eelgrass",57.04,-135.3,"NA"
"500",543,"2951","6/13/2006","Baranof Island","Ring Island","bedrock",57.04,-135.29,"NA"
"501",544,"2952","6/13/2006","Baranof Island","Kutkan Island","kelp",57.04,-135.33,"NA"
"502",545,"2953","6/14/2006","Baranof Island","","kelp",57.16,-135.35,"NA"
"503",546,"2954","6/14/2006","Baranof Island","","eelgrass",57.15,-135.36,"NA"
"504",547,"2955","6/14/2006","Baranof Island","","bedrock",57.14,-135.38,"NA"
"505",548,"2956","6/15/2006","Chichagof Island","Long Bay","bedrock",57.87,-135.6,"NA"
"506",549,"2957","6/15/2006","Chichagof Island","Long Bay","eelgrass",57.87,-135.62,"NA"
"507",550,"2958","6/15/2006","Chichagof Island","Long Bay","sand-gravel",57.87,-135.57,"NA"
"508",551,"2959","6/16/2006","Chichagof Island","","eelgrass",57.89,-135.62,"NA"
"509",552,"2960","6/16/2006","Chichagof Island","","sand-gravel",57.92,-135.69,"NA"
"510",553,"2961","6/16/2006","Chichagof Island","","eelgrass",57.94,-135.73,"NA"
"511",554,"2962","6/17/2006","Chichagof Island","Sunny Point","bedrock",57.78,-135.16,"NA"
"512",555,"2963","6/17/2006","Chichagof Island","Sunny Point","kelp",57.78,-135.16,"NA"
"513",556,"2964","6/17/2006","Chichagof Island","Sunny Point","sand-gravel",57.78,-135.16,"NA"
"514",368,"3065","8/9/2006","Berners Bay","Cascade Point","kelp",58.71,-134.95,"NA"
"515",367,"3066","8/9/2006","Berners Bay","Cascade Point","kelp",58.7,-134.94,"NA"
"516",369,"3067","8/9/2006","Berners Bay","Cascade Point","kelp",58.69,-134.93,"NA"
"517",366,"3068","8/9/2006","Berners Bay","Echo Cove","eelgrass",58.67,-134.91,"NA"
"518",365,"3069","8/9/2006","Berners Bay","Echo Cove","eelgrass",58.67,-134.91,"NA"
"519",364,"3070","8/9/2006","Berners Bay","Echo Cove","eelgrass",58.67,-134.91,"NA"
"520",373,"3071","8/10/2006","Lynn Canal","south Bridget Cove","eelgrass",58.63,-134.94,"NA"
"521",375,"3072","8/10/2006","Lynn Canal","central Bridget Cove","eelgrass",58.63,-134.95,"NA"
"522",371,"3073","8/10/2006","Lynn Canal","north Bridget Cove","kelp",58.64,-134.96,"NA"
"523",374,"3074","8/10/2006","Lynn Canal","south Bridget Cove","kelp",58.64,-134.95,"NA"
"524",372,"3075","8/10/2006","Lynn Canal","north Bridget Cove","kelp",58.64,-134.96,"NA"
"525",370,"3076","8/10/2006","Lynn Canal","north Bridget Cove","eelgrass",58.64,-134.96,"NA"
"526",454,"3078","8/23/2006","Auke Bay","Auke Nu Cove","eelgrass",58.38,-134.69,"NA"
"527",455,"3080","8/24/2006","Auke Bay","Waydelich Creek","eelgrass",58.38,-134.66,"NA"
"528",561,"3081","8/24/2006","Auke Bay","Auke Nu Cove","eelgrass",58.38,-134.69,"NA"
"529",622,"3165","6/12/2007","Prince of Wales Island","West Arm","kelp",55.25,-132.38,"NA"
"530",593,"3166","6/12/2007","Prince of Wales Island","West Arm","eelgrass",55.25,-132.44,"NA"
"531",594,"3167","6/12/2007","Prince of Wales Island","West Arm","bedrock",55.25,-132.39,"NA"
"532",595,"3168","6/13/2007","Prince of Wales Island","Johnson Cove","kelp",54.99,-132.11,"NA"
"533",596,"3169","6/13/2007","Prince of Wales Island","Johnson Cove","eelgrass",54.97,-132.09,"NA"
"534",597,"3170","6/13/2007","Prince of Wales Island","Johnson Cove","bedrock",54.99,-132.11,"NA"
"535",598,"3171","6/14/2007","Prince of Wales Island","","eelgrass",54.74,-132.15,"NA"
"536",599,"3172","6/14/2007","Prince of Wales Island","","kelp",54.73,-132.12,"NA"
"537",600,"3173","6/14/2007","Prince of Wales Island","","bedrock",54.72,-132.13,"NA"
"538",601,"3174","6/14/2007","Prince of Wales Island","","kelp",54.71,-132.1,"NA"
"539",602,"3175","6/15/2007","","","kelp",55.05,-131.01,"NA"
"540",603,"3176","6/15/2007","","","eelgrass",55.04,-131,"NA"
"541",604,"3177","6/15/2007","","","bedrock",55.05,-131,"NA"
"542",605,"3178","6/15/2007","","","kelp",55.06,-130.99,"NA"
"543",606,"3179","6/16/2007","Duke Island","","kelp",54.97,-131.25,"NA"
"544",607,"3180","6/16/2007","Duke Island","","eelgrass",54.97,-131.25,"NA"
"545",608,"3181","6/16/2007","Duke Island","","bedrock",54.98,-131.26,"NA"
"546",609,"3182","6/17/2007","Revillagigedo Island","","bedrock",55.36,-131.27,"NA"
"547",610,"3183","6/17/2007","Revillagigedo Island","","eelgrass",55.39,-131.29,"NA"
"548",611,"3184","6/17/2007","Revillagigedo Island","","kelp",55.32,-131.26,"NA"
"549",612,"3185","6/17/2007","Revillagigedo Island","","bedrock",55.32,-131.26,"NA"
"550",613,"3186","6/18/2007","Annette Island","","kelp",55.18,-131.6,"NA"
"551",614,"3187","6/18/2007","Annette Island","","eelgrass",55.18,-131.58,"NA"
"552",615,"3188","6/18/2007","Annette Island","","bedrock",55.19,-131.58,"NA"
"553",616,"3189","6/19/2007","Gravina Island","","kelp",55.16,-131.74,"NA"
"554",617,"3190","6/19/2007","Gravina Island","","eelgrass",55.16,-131.75,"NA"
"555",618,"3191","6/19/2007","Gravina Island","","bedrock",55.16,-131.75,"NA"
"556",619,"3192","6/20/2007","Revillagigedo Island","","eelgrass",55.54,-131.7,"NA"
"557",620,"3193","6/20/2007","Grant Island","","kelp",55.56,-131.71,"NA"
"558",621,"3194","6/20/2007","Grant Island","","bedrock",55.56,-131.7,"NA"
"559",623,"3201","6/1/2008","Chichagof Island","","eelgrass",57.62,-135.62,"NA"
"560",624,"3202","6/1/2008","Vixen Islands","Vixen Islands","kelp",57.61,-135.59,"NA"
"561",215,"3203","6/2/2008","Baranof Island","","eelgrass",56.98,-135.31,"NA"
"562",214,"3204","6/2/2008","Baranof Island","","eelgrass",56.98,-135.31,"NA"
"563",202,"3205","6/3/2008","Baranof Island","","eelgrass",57.2,-135.38,"NA"
"564",201,"3206","6/3/2008","Baranof Island","","eelgrass",57.2,-135.38,"NA"
"565",232,"3207","6/4/2008","Chichagof Island","Crab Bay","eelgrass",57.74,-135.38,"NA"
"566",231,"3208","6/4/2008","Chichagof Island","Crab Bay","eelgrass",57.74,-135.39,"NA"
"567",94,"3209","6/5/2008","Admiralty Island","","eelgrass",58.26,-134.9,"NA"
"568",93,"3210","6/5/2008","Admiralty Island","","eelgrass",58.26,-134.91,"NA"
"569",123,"3211","6/6/2008","Chichagof Island","","eelgrass",58.11,-136.28,"NA"
"570",126,"3212","6/6/2008","Chichagof Island","","kelp",58.13,-136.3,"NA"
"571",625,"3213","6/7/2008","Chichagof Island","Port Frederick","eelgrass",57.99,-135.6,"NA"
"572",121,"3214","6/7/2008","Chichagof Island","Port Frederick","kelp",58.03,-135.64,"NA"
"573",119,"3215","6/7/2008","Chichagof Island","Port Frederick","eelgrass",58.05,-135.67,"NA"
"574",626,"3216","6/8/2008","Icy Strait","","kelp",58.2,-135.1,"NA"
"575",627,"3217","6/8/2008","Icy Strait","","eelgrass",58.21,-135.12,"NA"
"576",94,"3367","6/15/2010","Admiralty Island","","eelgrass",58.26,-134.9,"NA"
"577",93,"3368","6/15/2010","Admiralty Island","","eelgrass",58.26,-134.91,"NA"
"578",231,"3369","6/14/2010","Chichagof Island","Crab Bay","eelgrass",57.74,-135.39,"NA"
"579",232,"3370","6/14/2010","Chichagof Island","Crab Bay","eelgrass",57.74,-135.38,"NA"
"580",685,"3371","6/14/2010","Chichagof Island","Crab Bay","eelgrass",57.74,-135.38,"NA"
"581",687,"3372","7/13/2010","North Passage","","eelgrass",58.34,-136.21,"NA"
"582",688,"3373","7/13/2010","North Passage","","kelp",58.33,-136.2,"NA"
"583",689,"3374","7/14/2010","","","eelgrass",57.83,-136.39,"NA"
"584",690,"3375","7/14/2010","","","kelp",57.83,-136.39,"NA"
"585",691,"3376","7/15/2010","","Winifred Island","kelp",57.8,-136.38,"NA"
"586",692,"3377","7/15/2010","","","bedrock",57.81,-136.36,"NA"
"587",693,"3378","7/15/2010","","","kelp",57.82,-136.36,"NA"
"588",694,"3379","7/15/2010","","Ilin Bay","eelgrass",57.84,-136.38,"NA"
"589",695,"3380","7/16/2010","","","kelp",58.34,-136.81,"NA"
"590",696,"3381","7/16/2010","","","kelp",58.32,-136.8,"NA"
"591",697,"3382","7/16/2010","","","eelgrass",58.33,-136.77,"NA"
"592",698,"3383","7/28/2010","Auke Bay","Auke Village","eelgrass",58.38,-134.73,"NA"
"593",699,"3384","7/28/2010","Auke Bay","Auke Village","sand-gravel",58.38,-134.72,"NA"
"594",686,"3393","7/13/2010","North Passage","","sand-gravel",58.33,-136.22,"NA"
"595",707,"3394","8/11/2010","","","sand-gravel",59.23,-135.44,"NA"
"596",708,"3395","8/11/2010","","","sand-gravel",59.23,-135.44,"NA"
