"site_name","site_code","latitude_N","longitude_E","so_region","date_dd.mm.yy","cage_present","replicate","beach_slope_percent","beach_slope_angle","fucus_upper_elev_mllw_cm","fucus_lower_elev_mllw_cm","fucus_mean_elev_mllw_cm","fucus_band_height_cm","edge_diffuse_elev_mllw_cm","edge_continuous_elev_mllw_cm","diffuse_band_height_cm","diffuse_band_sloped_width_cm","diffuse_band_horizontal_width_cm","shoot_density_diffuse_m2","shoot_density_continuous_m2","shoot_density_inside_m2","flower_density_diffuse_m2","flower_density_continuous_m2","flower_density_inside_m2","leaf_dw_g_m2","rhizome_dw_g_m2","total_biomass_dw_g_m2","leaf.rhizome"
"Soda Bay a","L_01_a",55.264232,-132.994318,"Low","27/6/18","No",5,NA,NA,272.0256,104.0256,188.0256,168,NA,NA,NA,NA,NA,92,248,NA,0,0,4,39.86576,31.62768,71.49344,1.26047057514178
"Soda Bay a","L_01_a",55.264232,-132.994318,"Low","27/6/18","No",6,NA,NA,269.0256,105.0256,187.0256,164,NA,NA,NA,NA,NA,160,340,NA,0,12,12,NA,NA,NA,NA
"Soda Bay a","L_01_a",55.264232,-132.994318,"Low","27/6/18","No",7,NA,NA,284.0256,110.0256,197.0256,174,NA,NA,NA,NA,NA,112,224,NA,0,0,8,NA,NA,NA,NA
"Soda Bay a","L_01_a",55.264232,-132.994318,"Low","27/6/18","No",8,NA,NA,283.0256,117.0256,200.0256,166,NA,NA,NA,NA,NA,236,408,NA,4,8,4,NA,NA,NA,NA
"Soda Bay a","L_01_a",55.264232,-132.994318,"Low","27/6/18","No",9,NA,NA,278.0256,126.0256,202.0256,152,NA,NA,NA,NA,NA,128,292,NA,8,16,0,NA,NA,NA,NA
"Soda Bay a","L_01_a",55.264232,-132.994318,"Low","27/6/18","No",10,NA,NA,255.0256,89.0256,172.0256,166,NA,NA,NA,NA,NA,92,220,NA,4,12,0,NA,NA,NA,NA
"Soda Bay a","L_01_a",55.264232,-132.994318,"Low","27/6/18","No",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,236,NA,0,8,12,NA,NA,NA,NA
"Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low","14/6/18","No",1,4.19950238844871,0.041970362751219,NA,NA,NA,NA,-21.3125818,-27.3125818,6,143,142.874070425672,24,0,368,0,0,0,110.6528,74.6968,185.3496,1.48135930856476
"Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low","14/6/18","No",2,6.37656067934896,0.0636793922570193,217.6874182,133.6874182,175.6874182,84,-24.3125818,-31.3125818,7,110,109.777046781192,132,120,456,0,0,4,103.09632,108.80224,211.89856,0.947556962062546
"Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low","14/6/18","No",3,4.35194139889245,0.0434919707901158,217.6874182,126.6874182,172.1874182,91,-26.3125818,-31.3125818,5,115,114.891252930761,0,260,352,0,4,4,108.94384,76.93936,185.8832,1.41597018743072
"Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low","14/6/18","No",4,3.17620408402142,0.0317513664966292,220.6874182,123.6874182,172.1874182,97,-37.3125818,-41.3125818,4,126,125.936491931449,64,356,448,0,12,4,102.76672,97.09536,199.86208,1.05841020621377
"Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low","14/6/18","No",5,10.5851224804993,0.105458525399318,211.6874182,123.6874182,167.6874182,88,-45.3125818,-47.3125818,2,19,18.8944436276912,132,248,344,0,0,8,76.51392,66.4803199999999,142.99424,1.1509258679862
"Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low","14/6/18","No",6,5.51294573752897,0.0550737081374186,221.6874182,129.6874182,175.6874182,92,-45.3125818,-51.3125818,6,109,108.834737101718,88,148,312,0,0,8,NA,NA,NA,NA
"Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low","14/6/18","No",7,4.35194139889245,0.0434919707901158,233.6874182,119.6874182,176.6874182,114,-54.3125818,-56.3125818,2,46,45.9565011723042,104,288,396,0,4,4,NA,NA,NA,NA
"Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low","14/6/18","No",8,6.618220324303,0.0660858285237358,231.6874182,114.6874182,173.1874182,117,-54.3125818,-61.3125818,7,106,105.768615382825,104,168,268,0,0,0,NA,NA,NA,NA
"Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low","14/6/18","No",9,3.22748612183951,0.032263661668247,240.6874182,119.6874182,180.1874182,121,-48.3125818,-49.3125818,1,31,30.9838667696593,120,320,176,0,0,0,NA,NA,NA,NA
"Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low","14/6/18","No",10,7.2259989469688,0.0721346133690841,247.6874182,113.6874182,180.6874182,134,-41.3125818,-49.3125818,8,111,110.711336366246,24,192,248,0,4,0,NA,NA,NA,NA
"Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low","14/6/18","No",11,4.5501575519329,0.0454702124169972,249.6874182,117.6874182,183.6874182,132,-41.3125818,-47.3125818,6,132,131.863565855015,68,212,320,0,0,0,NA,NA,NA,NA
"North Pass b","L_03_b",55.228334,-132.910392,"Low","15/6/18","No",1,15.9900537266708,0.1585582806377,190.3344,24.3344,107.3344,166,-40.6656,-43.6656,3,19,18.7616630392937,108,80,172,0,0,0,64.436,50.26064,114.69664,1.28203699753923
"North Pass b","L_03_b",55.228334,-132.910392,"Low","15/6/18","No",2,19.2130139234745,0.189817061344716,208.3344,15.3344,111.8344,193,-34.6656,-44.6656,10,53,52.0480547186924,52,152,360,0,0,12,76.29376,49.4296,125.72336,1.54348325699581
"North Pass b","L_03_b",55.228334,-132.910392,"Low","15/6/18","No",3,13.3242722834704,0.132462503457608,239.3344,18.3344,128.8344,221,-36.6656,-43.6656,7,53,52.5357021462548,32,168,248,0,0,8,90.89264,84.99824,175.89088,1.06934731825035
"North Pass b","L_03_b",55.228334,-132.910392,"Low","15/6/18","No",4,4.21426360827343,0.0421177141686576,249.3344,22.3344,135.8344,227,-34.6656,-38.6656,4,95,94.9157521173382,84,112,372,4,0,0,97.01648,31.73104,128.74752,3.05746297631594
"North Pass b","L_03_b",55.228334,-132.910392,"Low","15/6/18","No",5,4.83018614399118,0.0482643500642206,225.3344,36.3344,130.8344,189,-27.6656,-38.6656,11,228,227.734494532559,56,176,260,0,0,0,101.8024,79.5152,181.3176,1.28028854860454
"North Pass b","L_03_b",55.228334,-132.910392,"Low","15/6/18","No",6,0,0,244.3344,44.3344,144.3344,200,-31.6656,-31.6656,0,30,30,108,160,276,0,0,4,NA,NA,NA,NA
"North Pass b","L_03_b",55.228334,-132.910392,"Low","15/6/18","No",7,3.0783806435974,0.0307740879442913,265.3344,50.3344,157.8344,215,-29.6656,-31.6656,2,65,64.9692234831231,76,152,344,0,0,0,NA,NA,NA,NA
"North Pass b","L_03_b",55.228334,-132.910392,"Low","15/6/18","No",8,6.07176740718916,0.0606432240315162,238.3344,44.3344,141.3344,194,-31.6656,-39.6656,8,132,131.757352736005,32,208,308,0,0,0,NA,NA,NA,NA
"North Pass b","L_03_b",55.228334,-132.910392,"Low","15/6/18","No",9,4.57097783926522,0.0456779831518433,243.3344,41.3344,142.3344,202,-29.6656,-39.6656,10,219,218.771570365073,24,208,248,0,8,0,NA,NA,NA,NA
"North Pass b","L_03_b",55.228334,-132.910392,"Low","15/6/18","No",10,2.42006320749849,0.024195909201658,251.3344,45.3344,148.3344,206,-36.6656,-39.6656,3,124,123.963704365431,104,128,264,0,4,0,NA,NA,NA,NA
"North Pass b","L_03_b",55.228334,-132.910392,"Low","15/6/18","No",11,5.95458456201972,0.0594756175762546,250.3344,NA,NA,NA,-25.6656,-42.6656,17,286,285.494308174436,48,136,136,0,4,0,NA,NA,NA,NA
"Natzuhini Bay b","L_04_b",55.247155,-132.879137,"Low","15/6/18","No",1,7.41157730904693,0.0739805089943001,229.7844,133.7844,181.7844,96,-21.2156,-38.2156,17,230,229.370878709569,48,180,132,0,4,0,37.14736,19.75536,56.90272,1.88036866956613
"Natzuhini Bay b","L_04_b",55.247155,-132.879137,"Low","15/6/18","No",2,4.00320384512718,0.0400106743539889,254.7844,132.7844,193.7844,122,-25.2156,-33.2156,8,200,199.839935948749,72,68,168,0,0,0,52.9544,28.2896,81.244,1.87186810700752
"Natzuhini Bay b","L_04_b",55.247155,-132.879137,"Low","15/6/18","No",3,5.09133174976598,0.0508693938700454,264.7844,127.7844,196.2844,137,-5.21560000000002,-17.2156,12,236,235.6947178025,32,128,220,0,8,0,40.47088,33.43344,73.90432,1.21049105326882
"Natzuhini Bay b","L_04_b",55.247155,-132.879137,"Low","15/6/18","No",4,3.94245423995572,0.0394041356433358,244.7844,95.7844,170.2844,149,8.78439999999998,-4.21560000000002,13,330,329.743839972789,48,252,276,0,0,8,26.79664,31.9728,58.76944,0.838107391282591
"Natzuhini Bay b","L_04_b",55.247155,-132.879137,"Low","15/6/18","No",5,5.56414884074657,0.0555841732809175,272.7844,124.7844,198.7844,148,-7.21560000000002,-12.2156,5,90,89.8610037780571,64,64,244,0,4,4,42.08928,32.32096,74.41024,1.30222864667386
"Natzuhini Bay b","L_04_b",55.247155,-132.879137,"Low","15/6/18","No",6,1.56269076979498,0.0156256358527369,253.7844,116.7844,185.2844,137,-14.2156,-15.2156,1,64,63.9921870231046,44,128,280,0,8,8,NA,NA,NA,NA
"Natzuhini Bay b","L_04_b",55.247155,-132.879137,"Low","15/6/18","No",7,0,0,252.7844,127.7844,190.2844,125,-4.21560000000002,-4.21560000000002,0,110,110,60,240,232,0,0,0,NA,NA,NA,NA
"Natzuhini Bay b","L_04_b",55.247155,-132.879137,"Low","15/6/18","No",8,0,0,271.7844,128.7844,200.2844,143,-19.2156,-19.2156,0,19,19,36,132,344,0,0,0,NA,NA,NA,NA
"Natzuhini Bay b","L_04_b",55.247155,-132.879137,"Low","15/6/18","No",9,6.36204276635189,0.0635347997104057,270.7844,133.7844,202.2844,137,-15.2156,-19.2156,4,63,62.8728876384726,40,136,276,0,8,8,NA,NA,NA,NA
"Natzuhini Bay b","L_04_b",55.247155,-132.879137,"Low","15/6/18","No",10,0,0,271.7844,132.7844,202.2844,139,-17.2156,-17.2156,0,28,28,80,112,272,0,0,0,NA,NA,NA,NA
"Natzuhini Bay b","L_04_b",55.247155,-132.879137,"Low","15/6/18","No",11,6.19743444886669,0.0618951827486297,NA,151.7844,NA,NA,-17.2156,-29.2156,12,194,193.628510297425,100,128,364,0,0,4,NA,NA,NA,NA
"Natzuhini Bay c","L_04_c",55.241887,-132.837131,"Low","16/6/18","No",1,9.5672974646988,0.0953826590082094,229.73,59.73,144.73,170,-37.27,-47.27,10,105,104.522724801834,12,116,68,0,8,0,77.94576,51.34624,129.292,1.51804221691793
"Natzuhini Bay c","L_04_c",55.241887,-132.837131,"Low","16/6/18","No",2,5.60318070783378,0.0559732788204183,221.73,57.73,139.73,164,-35.27,-43.27,8,143,142.77604841149,36,44,88,4,4,4,16.25088,33.19264,49.44352,0.489592873600895
"Natzuhini Bay c","L_04_c",55.241887,-132.837131,"Low","16/6/18","No",3,8.83427278529449,0.0881139762997193,223.73,67.73,145.73,156,-16.27,-27.27,11,125,124.515059330187,20,40,160,0,4,0,88.29424,52.04512,140.33936,1.6964941189491
"Natzuhini Bay c","L_04_c",55.241887,-132.837131,"Low","16/6/18","No",4,8.67442794919067,0.0865276853856307,226.73,58.73,142.73,168,-11.27,-18.27,7,81,80.6969640073281,64,80,112,0,0,0,80.59488,65.91952,146.5144,1.22262540746656
"Natzuhini Bay c","L_04_c",55.241887,-132.837131,"Low","16/6/18","No",5,4.76731294622796,0.0476370626244031,231.73,65.73,148.73,166,-9.26999999999999,-19.27,10,210,209.76176963403,8,36,120,0,0,4,96.06816,82.24224,178.3104,1.16811215258728
"Natzuhini Bay c","L_04_c",55.241887,-132.837131,"Low","16/6/18","No",6,4.1211422428761,0.041188115271223,252.73,54.73,153.73,198,-5.26999999999999,-19.27,14,340,339.711642426338,16,100,116,0,4,0,NA,NA,NA,NA
"Natzuhini Bay c","L_04_c",55.241887,-132.837131,"Low","16/6/18","No",7,3.50214572158307,0.0350071497753486,244.73,61.73,153.23,183,-23.27,-30.27,7,200,199.877462461379,60,200,120,0,8,0,NA,NA,NA,NA
"Natzuhini Bay c","L_04_c",55.241887,-132.837131,"Low","16/6/18","No",8,5.96804687112927,0.0596097639473672,244.73,58.73,151.73,186,-35.27,-49.27,14,235,234.582608050981,24,96,144,0,0,4,NA,NA,NA,NA
"Natzuhini Bay c","L_04_c",55.241887,-132.837131,"Low","16/6/18","No",9,3.46528217797849,0.0346389611868023,240.73,55.73,148.23,185,-53.27,-61.27,8,231,230.86143029965,24,204,164,0,0,8,NA,NA,NA,NA
"Natzuhini Bay c","L_04_c",55.241887,-132.837131,"Low","16/6/18","No",10,54.2126615785404,0.496778296571752,234.73,56.73,145.73,178,37.73,-74.27,112,235,206.59380436015,24,200,0,0,4,0,NA,NA,NA,NA
"Natzuhini Bay c","L_04_c",55.241887,-132.837131,"Low","16/6/18","No",11,6.2868976008269,0.0627863418406921,NA,NA,NA,NA,-64.27,-80.27,16,255,254.497544192473,24,100,172,0,0,4,NA,NA,NA,NA
"Dunbar Inlet a","L_05_a",55.0848,-132.826,"Low","11/8/18","No",1,5.00626174321759,0.05002085680577,277.4192,107.4192,192.4192,170,27.4192,19.4192,8,160,159.799874843505,4,248,520,0,0,0,91.66896,49.79472,141.46368,1.84093735239399
"Dunbar Inlet a","L_05_a",55.0848,-132.826,"Low","11/8/18","No",2,4.76731294622796,0.0476370626244031,273.4192,117.4192,195.4192,156,30.4192,29.4192,1,21,20.976176963403,56,324,568,0,0,0,86.2864,68.75216,155.03856,1.25503547815807
"Dunbar Inlet a","L_05_a",55.0848,-132.826,"Low","11/8/18","No",3,3.67219825631904,0.0367054893256872,289.4192,117.4192,203.4192,172,21.4192,17.4192,4,109,108.926580778064,24,268,396,0,0,0,68.50576,63.26336,131.76912,1.08286629100952
"Dunbar Inlet a","L_05_a",55.0848,-132.826,"Low","11/8/18","No",4,3.92458754139111,0.0392257446751318,295.4192,117.4192,206.4192,178,26.4192,24.4192,2,51,50.9607692249636,10,236,244,0,0,0,75.84912,64.36032,140.20944,1.17850750275946
"Dunbar Inlet a","L_05_a",55.0848,-132.826,"Low","11/8/18","No",5,7.89853933970024,0.0788217503225467,286.4192,114.4192,200.4192,172,23.4192,13.4192,10,127,126.605687076055,16,308,548,0,0,12,82.4384,54.75856,137.19696,1.50548882220424
"Dunbar Inlet a","L_05_a",55.0848,-132.826,"Low","11/8/18","No",6,7.05978118406131,0.0704808736384138,291.4192,118.4192,204.9192,173,26.4192,21.4192,5,71,70.8237248385031,2,288,432,0,0,8,NA,NA,NA,NA
"Dunbar Inlet a","L_05_a",55.0848,-132.826,"Low","11/8/18","No",7,7.03488721352527,0.0702331641813271,291.4192,116.4192,203.9192,175,26.4192,22.4192,4,57,56.859475903318,50,252,448,0,0,4,NA,NA,NA,NA
"Dunbar Inlet a","L_05_a",55.0848,-132.826,"Low","11/8/18","No",8,6.26224291085149,0.0625407617964914,287.4192,115.4192,201.4192,172,26.4192,23.4192,3,48,47.9061582680139,30,352,536,0,0,0,NA,NA,NA,NA
"Dunbar Inlet a","L_05_a",55.0848,-132.826,"Low","11/8/18","No",9,23.7170824512628,0.232868178258082,287.4192,110.4192,198.9192,177,26.4192,23.4192,3,13,12.6491106406735,6,324,472,0,0,4,NA,NA,NA,NA
"Dunbar Inlet a","L_05_a",55.0848,-132.826,"Low","11/8/18","No",10,4.35194139889245,0.0434919707901158,287.4192,110.4192,198.9192,177,26.4192,24.4192,2,46,45.9565011723042,2,344,492,0,0,0,NA,NA,NA,NA
"Dunbar Inlet a","L_05_a",55.0848,-132.826,"Low","11/8/18","No",11,2.32621052599618,0.0232579107153106,NA,NA,NA,NA,27.4192,26.4192,1,43,42.9883705204094,2,368,388,0,0,0,NA,NA,NA,NA
"Sukkwan Narrows a","L_08_a",55.188785,-132.842514,"Low","14/6/18","No",1,7.96162194123102,0.0794486340851372,314.2769778,219.2769778,266.7769778,95,-16.7230222,-26.7230222,10,126,125.602547744861,60,80,192,8,4,4,48.80944,26.42592,75.23536,1.84702897760986
"Sukkwan Narrows a","L_08_a",55.188785,-132.842514,"Low","14/6/18","No",2,4.12722200283219,0.041248809636459,317.2769778,212.2769778,264.7769778,105,-21.7230222,-25.7230222,4,97,96.917490681507,52,124,268,0,4,12,72.21376,20.09312,92.30688,3.59395454762625
"Sukkwan Narrows a","L_08_a",55.188785,-132.842514,"Low","14/6/18","No",3,5.60880150656183,0.0560293107154839,313.2769778,197.2769778,255.2769778,116,-11.7230222,-25.7230222,14,250,249.607692189163,64,128,200,0,4,0,82.68976,64.88672,147.57648,1.27437108856789
"Sukkwan Narrows a","L_08_a",55.188785,-132.842514,"Low","14/6/18","No",4,6.57152077453526,0.0656208553106266,311.2769778,206.2769778,258.7769778,105,-17.7230222,-25.7230222,8,122,121.737422348266,84,136,280,0,4,12,86.2295999999999,53.78096,140.01056,1.60334809940172
"Sukkwan Narrows a","L_08_a",55.188785,-132.842514,"Low","14/6/18","No",5,6.93148518367146,0.06920416189099,313.2769778,196.2769778,254.7769778,117,-16.7230222,-29.7230222,13,188,187.549993335111,24,52,260,0,0,8,69.79984,49.14352,118.94336,1.42032642350405
"Sukkwan Narrows a","L_08_a",55.188785,-132.842514,"Low","14/6/18","No",6,5.30155237127479,0.0529659380210651,310.2769778,220.2769778,265.2769778,90,-14.7230222,-23.7230222,9,170,169.761597541965,48,116,256,0,4,12,NA,NA,NA,NA
"Sukkwan Narrows a","L_08_a",55.188785,-132.842514,"Low","14/6/18","No",7,6.68153104781061,0.0667161484102253,314.2769778,199.2769778,256.7769778,115,-4.72302219999997,-24.7230222,20,300,299.332590941915,76,144,264,0,0,12,NA,NA,NA,NA
"Sukkwan Narrows a","L_08_a",55.188785,-132.842514,"Low","14/6/18","No",8,6.99378606180235,0.0698241649833621,313.2769778,195.2769778,254.2769778,118,-4.72302219999997,-31.7230222,27,387,386.05699061149,48,164,312,0,4,16,NA,NA,NA,NA
"Sukkwan Narrows a","L_08_a",55.188785,-132.842514,"Low","14/6/18","No",9,6.19464716319492,0.0618674164891431,309.2769778,200.2769778,254.7769778,109,-3.72302219999997,-26.7230222,23,372,371.288297687929,40,112,340,0,4,16,NA,NA,NA,NA
"Sukkwan Narrows a","L_08_a",55.188785,-132.842514,"Low","14/6/18","No",10,5.62110435817641,0.0561519525699612,306.2769778,198.2769778,252.2769778,108,-13.7230222,-24.7230222,11,196,195.691083087605,44,220,212,0,0,12,NA,NA,NA,NA
"Sukkwan Narrows a","L_08_a",55.188785,-132.842514,"Low","14/6/18","No",11,5.92295843991759,0.0591604678595776,NA,NA,NA,NA,0.276977800000026,-22.7230222,23,389,388.319456118284,56,88,264,0,0,12,NA,NA,NA,NA
"Mushroom Island a","L_09_a",55.21407,-132.847233,"Low","16/6/18","No",1,4.86601801495597,0.0486218285492961,281.705632,64.705632,173.205632,217,23.705632,-16.294368,40,823,822.027371807046,40,88,264,4,0,12,164.00912,122.56544,286.57456,1.33813512193976
"Mushroom Island a","L_09_a",55.21407,-132.847233,"Low","16/6/18","No",2,4.88845964533991,0.0488457122896841,261.705632,71.705632,166.705632,190,28.705632,-23.294368,52,1065,1063.72975891436,52,88,300,0,0,8,68.96608,37.72288,106.68896,1.82822944589596
"Mushroom Island a","L_09_a",55.21407,-132.847233,"Low","16/6/18","No",3,6.58566361344396,0.0657616742649691,286.705632,49.705632,168.205632,237,16.705632,-6.29436800000001,23,350,349.243468084945,76,216,384,8,12,4,93.52912,36.47616,130.00528,2.56411639821736
"Mushroom Island a","L_09_a",55.21407,-132.847233,"Low","16/6/18","No",4,5.03148236501918,0.0502724293344938,270.705632,49.705632,160.205632,221,24.705632,4.70563199999999,20,398,397.497169801245,80,240,380,0,0,4,105.008,60.29488,165.30288,1.74157407726825
"Mushroom Island a","L_09_a",55.21407,-132.847233,"Low","16/6/18","No",5,4.80553917353175,0.0480184511365472,280.705632,64.705632,172.705632,216,40.705632,16.705632,24,500,499.423667841243,100,196,204,0,4,0,84.96368,59.8128,144.77648,1.42049327234304
"Mushroom Island a","L_09_a",55.21407,-132.847233,"Low","16/6/18","No",6,2.37033384995239,0.0236989007689606,276.705632,63.705632,170.205632,213,35.705632,30.705632,5,211,210.940749974963,248,316,412,0,0,0,NA,NA,NA,NA
"Mushroom Island a","L_09_a",55.21407,-132.847233,"Low","16/6/18","No",7,4.52074150670408,0.0451766558216032,263.705632,58.705632,161.205632,205,31.705632,24.705632,7,155,154.841854806767,128,320,452,0,0,8,NA,NA,NA,NA
"Mushroom Island a","L_09_a",55.21407,-132.847233,"Low","16/6/18","No",8,4.77817245713141,0.0477454109259462,257.705632,53.705632,155.705632,204,34.705632,13.705632,21,440,439.498577927165,40,196,280,0,0,4,NA,NA,NA,NA
"Mushroom Island a","L_09_a",55.21407,-132.847233,"Low","16/6/18","No",9,4.78362080768421,0.0477997701826567,248.705632,64.705632,156.705632,184,32.705632,18.705632,14,293,292.665337886125,80,116,332,0,0,4,NA,NA,NA,NA
"Mushroom Island a","L_09_a",55.21407,-132.847233,"Low","16/6/18","No",10,3.42080315775854,0.0341946976460088,240.705632,69.705632,155.205632,171,9.70563199999999,5.70563199999999,4,117,116.931603940081,88,56,392,0,12,8,NA,NA,NA,NA
"Mushroom Island a","L_09_a",55.21407,-132.847233,"Low","16/6/18","No",11,5.2704627669473,0.0526559082615698,NA,NA,NA,NA,6.70563199999999,-3.29436800000001,10,190,189.736659610103,16,320,216,0,0,4,NA,NA,NA,NA
"Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low","13/7/18","No",1,37.7216768077159,0.360712720363525,130.548,26.548,78.548,104,83.548,77.548,6,17,15.9059737205869,92,328,NA,0,8,NA,NA,NA,NA,NA
"Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low","13/7/18","No",2,4.00320384512718,0.0400106743539889,148.548,23.548,86.048,125,62.548,61.548,1,25,24.9799919935936,24,528,NA,0,24,NA,NA,NA,NA,NA
"Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low","13/7/18","No",3,3.51093383510043,0.0350949229860953,148.548,32.548,90.548,116,58.548,56.548,2,57,56.9649014745045,28,724,564,0,56,0,NA,NA,NA,NA
"Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low","13/7/18","No",4,0,0,134.548,44.548,89.548,90,45.548,45.548,0,9,9,8,616,484,0,4,0,NA,NA,NA,NA
"Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low","13/7/18","No",5,5.2704627669473,0.0526559082615698,130.548,34.548,82.548,96,52.548,51.548,1,19,18.9736659610103,32,444,600,0,8,0,NA,NA,NA,NA
"Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low","13/7/18","No",6,4.84438410598937,0.0484059982367705,143.548,28.548,86.048,115,57.548,51.548,6,124,123.854753643128,8,1140,520,0,20,0,NA,NA,NA,NA
"Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low","13/7/18","No",7,3.25375351403981,0.032526060028045,147.548,4.54800000000002,76.048,143,42.548,38.548,4,123,122.934942144209,68,736,384,0,16,0,NA,NA,NA,NA
"Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low","13/7/18","No",8,3.75263950292721,0.0375087946289886,127.548,13.548,70.548,114,44.548,38.548,6,160,159.887460421385,140,876,412,0,32,0,NA,NA,NA,NA
"Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low","13/7/18","No",9,4.76731294622796,0.0476370626244031,NA,4.54800000000002,NA,NA,42.548,37.548,5,105,104.880884817015,28,804,612,0,28,0,NA,NA,NA,NA
"Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low","13/7/18","No",10,4.58702838467661,0.0458381527736535,NA,10.548,NA,NA,40.548,23.548,17,371,370.610307465942,128,896,456,0,36,0,NA,NA,NA,NA
"Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low","13/7/18","No",11,3.49049648668616,0.0348907996559362,NA,NA,NA,NA,40.548,31.548,9,258,257.842975471507,104,288,548,0,0,0,NA,NA,NA,NA
"N Fish Egg Island a","M_02_a",55.49609,-133.170968,"Mid","28/6/18","No",1,1.79516097953186,0.0179496818044089,177.4352,120.4352,148.9352,57,61.4352,47.4352,14,780,779.874348853711,120,392,756,4,12,0,67.33136,63.72992,131.06128,1.05651097632007
"N Fish Egg Island a","M_02_a",55.49609,-133.170968,"Mid","28/6/18","No",2,1.53864363724166,0.0153852223374443,182.4352,111.4352,146.9352,71,66.4352,55.4352,11,715,714.915379607964,64,488,356,8,16,0,118.1976,93.76416,211.96176,1.26058400139243
"N Fish Egg Island a","M_02_a",55.49609,-133.170968,"Mid","28/6/18","No",3,2.07108959919764,0.0207079355015832,179.4352,115.4352,147.4352,64,67.4352,50.4352,17,821,820.823976258004,16,316,584,0,0,0,189.0176,82.31568,271.33328,2.29625267020816
"N Fish Egg Island a","M_02_a",55.49609,-133.170968,"Mid","28/6/18","No",4,1.29321157281822,0.0129313948798188,179.4352,101.4352,140.4352,78,63.4352,54.4352,9,696,695.941807912127,56,180,480,0,4,0,81.77424,71.76032,153.53456,1.13954675787399
"N Fish Egg Island a","M_02_a",55.49609,-133.170968,"Mid","28/6/18","No",5,1.47241326434465,0.0147230687174499,181.4352,114.4352,147.9352,67,69.4352,56.4352,13,883,882.904298324569,4,144,504,0,28,0,94.7896,78.08272,172.87232,1.21396385781643
"N Fish Egg Island a","M_02_a",55.49609,-133.170968,"Mid","28/6/18","No",6,1.27297504533484,0.0127290629161616,180.4352,121.4352,150.9352,59,73.4352,57.4352,16,1257,1256.89816612166,8,560,508,0,12,0,NA,NA,NA,NA
"N Fish Egg Island a","M_02_a",55.49609,-133.170968,"Mid","28/6/18","No",7,1.50251699003986,0.0150240393807916,187.4352,123.4352,155.4352,64,73.4352,57.4352,16,1065,1064.87980542407,24,372,440,0,32,0,NA,NA,NA,NA
"N Fish Egg Island a","M_02_a",55.49609,-133.170968,"Mid","28/6/18","No",8,1.33821079803561,0.0133813092399145,191.4352,117.4352,154.4352,74,72.4352,57.4352,15,1121,1120.89963868314,28,612,668,0,52,0,NA,NA,NA,NA
"N Fish Egg Island a","M_02_a",55.49609,-133.170968,"Mid","28/6/18","No",9,1.54046710708439,0.015403452714851,180.4352,119.4352,149.9352,61,77.4352,64.4352,13,844,843.899875577666,32,448,848,4,24,0,NA,NA,NA,NA
"N Fish Egg Island a","M_02_a",55.49609,-133.170968,"Mid","28/6/18","No",10,1.96424370397166,0.0196399114410851,182.4352,114.4352,148.4352,68,83.4352,58.4352,25,1273,1272.7544932154,92,268,604,0,8,0,NA,NA,NA,NA
"N Fish Egg Island a","M_02_a",55.49609,-133.170968,"Mid","28/6/18","No",11,1.94211373302486,0.0194186961241071,NA,NA,NA,NA,84.4352,64.4352,20,1030,1029.80580693643,28,312,496,4,16,0,NA,NA,NA,NA
"S Fish Egg Island a","M_03_a",55.485687,-133.174447,"Mid","25/6/18","No",1,0.340138021998969,0.00340136710278559,200.8508,136.8508,168.8508,64,28.8508,26.8508,2,588,587.996598629618,32,384,364,0,16,16,20.87104,27.22096,48.092,0.766726816394426
"S Fish Egg Island a","M_03_a",55.485687,-133.174447,"Mid","25/6/18","No",2,0.681834030417338,0.00681823464610889,201.8508,135.8508,168.8508,66,24.8508,21.8508,3,440,439.98977260841,8,328,344,0,16,20,63.40096,93.00016,156.40112,0.681729579820078
"S Fish Egg Island a","M_03_a",55.485687,-133.174447,"Mid","25/6/18","No",3,1.7194518306108,0.0171928240784926,199.8508,140.8508,170.3508,59,23.8508,17.8508,6,349,348.948420257207,NA,508,68,NA,0,4,37.82144,61.16832,98.98976,0.618317455833346
