site,date,YYYYMMDD,start_time,end_time,slope,tide_height,tide_time,species_common,species_scientific,sp_code,fork_length,unmeasured,Sex
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile sculpin,Cottidae,UNSCUL,30,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile sculpin,Cottidae,UNSCUL,26,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile sculpin,Cottidae,UNSCUL,33,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile sculpin,Cottidae,UNSCUL,30,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile sculpin,Cottidae,UNSCUL,29,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile sculpin,Cottidae,UNSCUL,29,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile sculpin,Cottidae,UNSCUL,28,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile sculpin,Cottidae,UNSCUL,30,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile sculpin,Cottidae,UNSCUL,32,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,47,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,46,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,66,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,42,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,52,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,50,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,49,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,64,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,62,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,64,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,50,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,71,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,55,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,52,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,52,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,63,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,60,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,38,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,60,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,48,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,46,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,53,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,61,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,67,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,50,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,46,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,62,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,49,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,49,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,62,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,NA,15,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pink salmon,Oncorhynchus gorbuscha,SALPINK,40,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pink salmon,Oncorhynchus gorbuscha,SALPINK,45,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pink salmon,Oncorhynchus gorbuscha,SALPINK,44,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pink salmon,Oncorhynchus gorbuscha,SALPINK,35,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pink salmon,Oncorhynchus gorbuscha,SALPINK,39,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pink salmon,Oncorhynchus gorbuscha,SALPINK,65,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pink salmon,Oncorhynchus gorbuscha,SALPINK,40,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pink salmon,Oncorhynchus gorbuscha,SALPINK,43,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pink salmon,Oncorhynchus gorbuscha,SALPINK,37,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pink salmon,Oncorhynchus gorbuscha,SALPINK,52,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile flatfish,Pleuronectidae,UNFLAT,15,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile sculpin,Cottidae,UNSCUL,52,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,100,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,144,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,103,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,90,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,103,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Buffalo sculpin,Enophrys bison,SCULBUF,26,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Buffalo sculpin,Enophrys bison,SCULBUF,22,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Buffalo sculpin,Enophrys bison,SCULBUF,30,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Buffalo sculpin,Enophrys bison,SCULBUF,84,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Buffalo sculpin,Enophrys bison,SCULBUF,32,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Buffalo sculpin,Enophrys bison,SCULBUF,24,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,43,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,54,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,43,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,47,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,57,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,37,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,35,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,27,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,57,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,65,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,119,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,84,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,37,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,42,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,40,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,43,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,33,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,36,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,39,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,42,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Starry flounder,Platichthys stellatus,FLOUNST,53,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Starry flounder,Platichthys stellatus,FLOUNST,68,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Starry flounder,Platichthys stellatus,FLOUNST,38,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Starry flounder,Platichthys stellatus,FLOUNST,54,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Starry flounder,Platichthys stellatus,FLOUNST,50,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Starry flounder,Platichthys stellatus,FLOUNST,40,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Rock sole,Lepidopsetta spp.,SOLEROC,150,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile sculpin,Cottidae,UNSCUL,30,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile sculpin,Cottidae,UNSCUL,30,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile sculpin,Cottidae,UNSCUL,32,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile sculpin,Cottidae,UNSCUL,23,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile sculpin,Cottidae,UNSCUL,27,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile sculpin,Cottidae,UNSCUL,29,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,62,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,69,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,60,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Chum salmon,Oncorhynchus keta,SALCHUM,71,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile sculpin,Cottidae,UNSCUL,24,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile sculpin,Cottidae,UNSCUL,23,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile sculpin,Cottidae,UNSCUL,17,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile sculpin,Cottidae,UNSCUL,26,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile sculpin,Cottidae,UNSCUL,30,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile sculpin,Cottidae,UNSCUL,29,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile sculpin,Cottidae,UNSCUL,27,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile sculpin,Cottidae,UNSCUL,16,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile sculpin,Cottidae,UNSCUL,22,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile flatfish,Pleuronectidae,UNFLAT,30,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,122,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,112,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,92,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,95,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,99,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,105,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,107,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,105,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,133,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,104,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,96,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,98,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,107,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,105,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,104,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,98,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,99,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,105,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,106,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,96,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,101,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,97,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,104,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,66,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,112,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,103,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,105,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,112,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,98,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,105,,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Pacific sand lance,Ammodytes personatus,SANDLNCP,NA,2859,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Juvenile Sculpin,Cottidae,UNSCUL,NA,3,
2017_H_01,5/12/17,20170512,900,915,very gentle,-0.61,829,Helmet crab,Temessus cheiragonus,CRABHEL,NA,10,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,35,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,36,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,33,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,48,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,44,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,41,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,29,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,32,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,33,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,45,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,28,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,42,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,34,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,43,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,44,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,43,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,41,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,42,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,35,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,41,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,40,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,43,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,46,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,37,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,41,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,35,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,39,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,35,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,37,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,41,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Walleye pollock,Gadus chalcogrammus,POLLOCK,NA,57,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,201,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,145,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,258,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,105,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,117,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,135,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,222,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,131,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,152,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,77,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,72,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,86,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,65,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,87,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,81,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,80,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,66,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,69,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Buffalo sculpin,Enophrys bison,SCULBUF,71,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Buffalo sculpin,Enophrys bison,SCULBUF,105,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Buffalo sculpin,Enophrys bison,SCULBUF,88,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Crescent gunnel,Pholis laeta,GUNNCRE,133,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Crescent gunnel,Pholis laeta,GUNNCRE,71,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Threespine stickleback,Gasterosteus aculeatus,STICK3,55,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Threespine stickleback,Gasterosteus aculeatus,STICK3,52,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Threespine stickleback,Gasterosteus aculeatus,STICK3,51,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Threespine stickleback,Gasterosteus aculeatus,STICK3,59,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Rock sole,Lepidopsetta spp.,SOLEROC,120,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Tubesnout ,Aulorhynchus flavidus,TUBESNT,39,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Tubesnout ,Aulorhynchus flavidus,TUBESNT,40,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Snake prickleback,Lumpenus sagitta,PRICKSN,62,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,62,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,68,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,65,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,60,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,63,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,75,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,64,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,62,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,69,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Starry flounder,Platichthys stellatus,FLOUNST,64,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Starry flounder,Platichthys stellatus,FLOUNST,154,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Starry flounder,Platichthys stellatus,FLOUNST,145,,
2017_L_02,5/13/17,20170513,930,940,moderate,-0.67,915,Masked greenling,Hexagrammos octogrammus,GREENMAS,55,,
