site,habitat,so_region,date,YYYYMMDD,start_time,end_time,slope,tide_height,tide_time,species_common,species_scientific,sp_code,fork_length,unmeasured,taxon,Sex,notes
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,113,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,146,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,134,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,132,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,300,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,112,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,124,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,235,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,214,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,123,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,130,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,127,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,146,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,119,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,113,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,113,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,120,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,259,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,256,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,205,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Chum salmon,Oncorhynchus keta,SALCHUM,56,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Chum salmon,Oncorhynchus keta,SALCHUM,51,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Chum salmon,Oncorhynchus keta,SALCHUM,32,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Chum salmon,Oncorhynchus keta,SALCHUM,36,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Chum salmon,Oncorhynchus keta,SALCHUM,32,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Snake prickleback,Lumpenus sagitta,PRICKSN,107,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Snake prickleback,Lumpenus sagitta,PRICKSN,52,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Snake prickleback,Lumpenus sagitta,PRICKSN,134,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Snake prickleback,Lumpenus sagitta,PRICKSN,152,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Snake prickleback,Lumpenus sagitta,PRICKSN,148,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Snake prickleback,Lumpenus sagitta,PRICKSN,118,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Speckled sanddab,Citharichthys stigmaeus,SDABSPKL,69,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Speckled sanddab,Citharichthys stigmaeus,SDABSPKL,119,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Speckled sanddab,Citharichthys stigmaeus,SDABSPKL,126,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Speckled sanddab,Citharichthys stigmaeus,SDABSPKL,53,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Speckled sanddab,Citharichthys stigmaeus,SDABSPKL,85,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Speckled sanddab,Citharichthys stigmaeus,SDABSPKL,121,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Speckled sanddab,Citharichthys stigmaeus,SDABSPKL,145,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Speckled sanddab,Citharichthys stigmaeus,SDABSPKL,154,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Speckled sanddab,Citharichthys stigmaeus,SDABSPKL,119,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Speckled sanddab,Citharichthys stigmaeus,SDABSPKL,165,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Speckled sanddab,Citharichthys stigmaeus,SDABSPKL,91,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Speckled sanddab,Citharichthys stigmaeus,SDABSPKL,165,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Speckled sanddab,Citharichthys stigmaeus,SDABSPKL,121,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Speckled sanddab,Citharichthys stigmaeus,SDABSPKL,76,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Speckled sanddab,Citharichthys stigmaeus,SDABSPKL,94,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Speckled sanddab,Citharichthys stigmaeus,SDABSPKL,69,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,76,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,112,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,97,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,100,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,84,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,101,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,89,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,114,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,106,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,120,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,127,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,112,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,107,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,87,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,132,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,113,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,84,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,136,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,115,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,86,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,141,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,70,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,76,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,105,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,67,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,95,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,52,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,78,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,92,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,136,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Crescent gunnel,Pholis laeta,GUNNCRE,,17,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Shiner perch,Cymatogaster aggregata,PERCHSN,76,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Slender cockscomb,Anoplarchus insignis,COCKSSL,62,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Butter sole,Isopsetta isolepis,SOLEBUT,129,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Butter sole,Isopsetta isolepis,SOLEBUT,122,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Butter sole,Isopsetta isolepis,SOLEBUT,87,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Butter sole,Isopsetta isolepis,SOLEBUT,121,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Butter sole,Isopsetta isolepis,SOLEBUT,139,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Butter sole,Isopsetta isolepis,SOLEBUT,98,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Butter sole,Isopsetta isolepis,SOLEBUT,135,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Butter sole,Isopsetta isolepis,SOLEBUT,163,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Butter sole,Isopsetta isolepis,SOLEBUT,119,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Butter sole,Isopsetta isolepis,SOLEBUT,156,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Butter sole,Isopsetta isolepis,SOLEBUT,109,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Butter sole,Isopsetta isolepis,SOLEBUT,105,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Butter sole,Isopsetta isolepis,SOLEBUT,105,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,75,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,165,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,130,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Threespine stickleback,Gasterosteus aculeatus,STICK3,64,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Threespine stickleback,Gasterosteus aculeatus,STICK3,34,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Threespine stickleback,Gasterosteus aculeatus,STICK3,42,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,94,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,116,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,107,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,67,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,91,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,104,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Sailfin sculpin,Nautichthys oculofasciatus,SCULSAIL,25,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Sailfin sculpin,Nautichthys oculofasciatus,SCULSAIL,21,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Tidepool sculpin,Oligocottus maculosus,SCULTIDE,46,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Tidepool sculpin,Oligocottus maculosus,SCULTIDE,47,,fish,,
Dunbar Inlet,eelgrass,low,5/6/19,20190506,730,745,gentle,-0.3,842,Northern Pacific bobtail squid,Rossia pacifica,SQDBOB,,,invertebrate,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,,300,fish,,small subset
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,125,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,95,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,92,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,90,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,93,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,93,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,92,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,87,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,127,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,132,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,87,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,70,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,88,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,86,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,91,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,92,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,150,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,96,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,153,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,94,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,89,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,90,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,156,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,96,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,96,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,147,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,100,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,96,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,96,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,98,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,92,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,88,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,147,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,152,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,132,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,126,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,132,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Shiner perch,Cymatogaster aggregata,PERCHSH,112,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,71,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,68,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,61,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,41,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,40,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,45,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,61,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,55,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,54,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,44,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,75,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,69,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,58,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,54,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,61,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,59,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,54,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,63,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,52,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,54,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,61,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,65,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,54,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,48,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,63,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,74,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,64,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,63,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,61,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,61,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,41,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,58,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,59,,fish,,
Farallon,eelgrass,low,5/22/19,20190522,850,905,gentle,-0.1,959,Chum salmon,Oncorhynchus keta,SALCHUM,61,,fish,,
