"","site_name","site_code","latitude_N","longitude_E","so_region","year","date_mm.dd.yyyy","date_yyyy.mm.dd","site_water_area_km2","trans_loc","trans_area_m2","species_common","species_scientific","species_code","death_estimate","width_mm","notes","measurers"
"1898","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Steamer clam","Protothaca staminea","CLAMST","Crab",50,"","Tiff Stephens"
"1899","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Steamer clam","Protothaca staminea","CLAMST","Crab",61,"","Tiff Stephens"
"1900","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Steamer clam","Protothaca staminea","CLAMST","Crab",54,"","Tiff Stephens"
"1901","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Steamer clam","Protothaca staminea","CLAMST","Crab",50,"Estimate","Tiff Stephens"
"1902","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Steamer clam","Protothaca staminea","CLAMST","Crab",52,"","Tiff Stephens"
"1903","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Steamer clam","Protothaca staminea","CLAMST","Crab",45,"Estimate","Tiff Stephens"
"1904","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Steamer clam","Protothaca staminea","CLAMST","Crab",60,"","Tiff Stephens"
"1905","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",54,"","Tiff Stephens"
"1906","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",53,"","Tiff Stephens"
"1907","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",55,"","Tiff Stephens"
"1908","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",51,"","Tiff Stephens"
"1909","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Cockle","Clinocardium nutallii","CLAMCK","Sea Otter",53,"","Tiff Stephens"
"1910","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Cockle","Clinocardium nutallii","CLAMCK","Crab",61,"","Tiff Stephens"
"1911","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Cockle","Clinocardium nutallii","CLAMCK","Crab",42,"","Tiff Stephens"
"1912","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Cockle","Clinocardium nutallii","CLAMCK","Whole",34,"","Tiff Stephens"
"1913","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Cockle","Clinocardium nutallii","CLAMCK","Whole",41,"","Tiff Stephens"
"1914","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Cockle","Clinocardium nutallii","CLAMCK","Whole",56,"","Tiff Stephens"
"1915","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Butter clam","Saxidomus gigantea","CLAMBU","Sea Otter",45,"","Tiff Stephens"
"1916","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Butter clam","Saxidomus gigantea","CLAMBU","Crab",54,"","Tiff Stephens"
"1917","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Butter clam","Saxidomus gigantea","CLAMBU","Crab",40,"","Tiff Stephens"
"1918","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Butter clam","Saxidomus gigantea","CLAMBU","Crab",73,"Estimate","Tiff Stephens"
"1919","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Butter clam","Saxidomus gigantea","CLAMBU","Crab",72,"","Tiff Stephens"
"1920","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Butter clam","Saxidomus gigantea","CLAMBU","Crab",52,"","Tiff Stephens"
"1921","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Butter clam","Saxidomus gigantea","CLAMBU","Crab",71,"","Tiff Stephens"
"1922","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Butter clam","Saxidomus gigantea","CLAMBU","Crab",64,"","Tiff Stephens"
"1923","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Butter clam","Saxidomus gigantea","CLAMBU","Crab",67,"","Tiff Stephens"
"1924","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Butter clam","Saxidomus gigantea","CLAMBU","Whole",21,"","Tiff Stephens"
"1925","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Butter clam","Saxidomus gigantea","CLAMBU","Whole",53,"","Tiff Stephens"
"1926","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Steamer clam","Protothaca staminea","CLAMST","Crab",50,"","Tiff Stephens"
"1927","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Steamer clam","Protothaca staminea","CLAMST","Crab",32,"","Tiff Stephens"
"1928","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Steamer clam","Protothaca staminea","CLAMST","Crab",56,"","Tiff Stephens"
"1929","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Steamer clam","Protothaca staminea","CLAMST","Crab",30,"","Tiff Stephens"
"1930","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Steamer clam","Protothaca staminea","CLAMST","Crab",51,"","Tiff Stephens"
"1931","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Steamer clam","Protothaca staminea","CLAMST","Crab",53,"","Tiff Stephens"
"1932","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",51,"","Tiff Stephens"
"1933","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",46,"","Tiff Stephens"
"1934","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",58,"","Tiff Stephens"
"1935","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",22,"","Tiff Stephens"
"1936","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",24,"","Tiff Stephens"
"1937","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Cockle","Clinocardium nutallii","CLAMCK","Whole",55,"","Tiff Stephens"
"1938","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Cockle","Clinocardium nutallii","CLAMCK","Whole",56,"","Tiff Stephens"
"1939","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Cockle","Clinocardium nutallii","CLAMCK","Whole",49,"","Tiff Stephens"
"1940","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Cockle","Clinocardium nutallii","CLAMCK","Whole",45,"","Tiff Stephens"
"1941","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2017,"7/14/2017",20170715,4.4925,"Outside",100,"Cockle","Clinocardium nutallii","CLAMCK","Whole",47,"","Tiff Stephens"
"1942","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Edge",50,"Bentnose macoma","Macoma nasuta","CLAMMB","Crab",42,"","Mel"
"1943","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Edge",50,"Butter clam","Saxidomus gigantea","CLAMBU","Sea Otter",50,"","Mel"
"1944","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Edge",50,"Cockle","Clinocardium nutallii","CLAMCK","Sea Otter",82,"","Mel"
"1945","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Edge",50,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",59,"","Mel"
"1946","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Edge",50,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",70,"Estimate","Mel"
"1947","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Edge",50,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",60,"","Mel"
"1948","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Edge",50,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",66,"Estimate","Mel"
"1949","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Edge",50,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",54,"","Mel"
"1950","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Edge",50,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",55,"","Mel"
"1951","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Edge",50,"Steamer clam","Protothaca staminea","CLAMST","Crab",59,"","Mel"
"1952","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Edge",50,"Steamer clam","Protothaca staminea","CLAMST","Whole",66,"","Mel"
"1953","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Edge",50,"Steamer clam","Protothaca staminea","CLAMST","Whole",54,"","Mel"
"1954","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Inside",50,"Bentnose macoma","Macoma nasuta","CLAMMB","Whole",47,"","Mel"
"1955","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Inside",50,"Bentnose macoma","Macoma nasuta","CLAMMB","Whole",50,"","Mel"
"1956","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Inside",50,"Butter clam","Saxidomus gigantea","CLAMBU","Sea Otter",48,"Estimate","Mel"
"1957","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Inside",50,"Cockle","Clinocardium nutallii","CLAMCK","Sea Otter",93,"Estimate","Mel"
"1958","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Inside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",12,"","Mel"
"1959","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Inside",50,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",65,"Estimate","Mel"
"1960","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Inside",50,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",61,"Estimate","Mel"
"1961","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Inside",50,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",50,"Estimate","Mel"
"1962","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Inside",50,"Steamer clam","Protothaca staminea","CLAMST","Crab",60,"Estimate","Mel"
"1963","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Inside",50,"Steamer clam","Protothaca staminea","CLAMST","Whole",61,"Estimate","Mel"
"1964","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Outside",50,"Butter clam","Saxidomus gigantea","CLAMBU","Sea Otter",42,"Estimate","Mel"
"1965","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Outside",50,"Butter clam","Saxidomus gigantea","CLAMBU","Drill",92,"","Mel"
"1966","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Outside",50,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",68,"","Mel"
"1967","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Outside",50,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",51,"","Mel"
"1968","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Outside",50,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",44,"","Mel"
"1969","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Outside",50,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",50,"Estimate","Mel"
"1970","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Outside",50,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",53,"Estimate","Mel"
"1971","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Outside",50,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",72,"Estimate","Mel"
"1972","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Outside",50,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",64,"Estimate","Mel"
"1973","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Outside",50,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",60,"Estimate","Mel"
"1974","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Outside",50,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",54,"Estimate","Mel"
"1975","Goats Mouth Inlet a","L_02_a",55.19286,-132.9,"Low",2018,"6142018",20180614,4.4925,"Outside",50,"Steamer clam","Protothaca staminea","CLAMST","Whole",53,"","Mel"
"1976","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Butter clam","Saxidomus gigantea","CLAMBU","Sea Otter",89,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"1977","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Butter clam","Saxidomus gigantea","CLAMBU","Sea Otter",75,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"1978","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Butter clam","Saxidomus gigantea","CLAMBU","Sea Otter",64,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"1979","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Butter clam","Saxidomus gigantea","CLAMBU","Sea Otter",59,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"1980","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Butter clam","Saxidomus gigantea","CLAMBU","Sea Otter",30,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"1981","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Butter clam","Saxidomus gigantea","CLAMBU","Sea Otter",42,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"1982","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Butter clam","Saxidomus gigantea","CLAMBU","Whole",53,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"1983","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",29,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"1984","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",30,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"1985","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",30,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"1986","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",37,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"1987","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",34,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"1988","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",40,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"1989","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",30,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"1990","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",29,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"1991","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",25,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"1992","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",29,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"1993","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",11,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"1994","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",27,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"1995","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",30,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"1996","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Crab",24,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"1997","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",31,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"1998","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",31,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"1999","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",27,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"2000","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",23,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"2001","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",27,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"2002","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",36,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"2003","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",24,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"2004","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",32,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"2005","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",32,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"2006","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",28,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"2007","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",29,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"2008","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",26,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"2009","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",31,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"2010","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",26,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"2011","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",23,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"2012","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",30,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"2013","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",28,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"2014","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",32,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"2015","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",20,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"2016","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",25,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"2017","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",24,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"2018","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Steamer clam","Protothaca staminea","CLAMST","Whole",26,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"2019","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Cockle","Clinocardium nutallii","CLAMCK","Sea Otter",42,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"2020","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Cockle","Clinocardium nutallii","CLAMCK","Sea Otter",33,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"2021","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Cockle","Clinocardium nutallii","CLAMCK","Sea Otter",36,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"2022","Guktu Cove a","H_06_a",55.739816,-133.312022,"High",2017,"7/23/2017",20170724,8.7775,"Edge",100,"Cockle","Clinocardium nutallii","CLAMCK","Whole",34,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
