site_name,site_code,so_region,year,date_mm.dd.yyyy,date_yyyy.mm.dd,transect_location,transect_area_m2,species_common,species_scientific,species_code,death_estimate,width_mm,notes,measurers
Kaguk Cove a,H_04_a,High,2018,5302018,20180530,Inside,50,Steamer clam,Protothaca staminea,CLAMST,Whole,54,,"Wendel, Maggie"
Kaguk Cove a,H_04_a,High,2018,5302018,20180530,Inside,50,Steamer clam,Protothaca staminea,CLAMST,Whole,39,,"Wendel, Maggie"
Kaguk Cove a,H_04_a,High,2018,5302018,20180530,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,48,,"Wendel, Maggie"
Kaguk Cove a,H_04_a,High,2018,5302018,20180530,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,35,,"Wendel, Maggie"
Kaguk Cove a,H_04_a,High,2018,5302018,20180530,Outside,50,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,35,Estimate,"Wendel, Maggie"
Kaguk Cove a,H_04_a,High,2018,5302018,20180530,Outside,50,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,51,,"Wendel, Maggie"
Kaguk Cove a,H_04_a,High,2018,5302018,20180530,Outside,50,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,46,,"Wendel, Maggie"
Kaguk Cove a,H_04_a,High,2018,5302018,20180530,Outside,50,Pointed macoma,Macoma inquinata,CLAMMP,Sea Otter,45,,"Wendel, Maggie"
Kaguk Cove a,H_04_a,High,2018,5302018,20180530,Outside,50,Pointed macoma,Macoma inquinata,CLAMMP,Sea Otter,57,,"Wendel, Maggie"
Kaguk Cove a,H_04_a,High,2018,5302018,20180530,Outside,50,Pointed macoma,Macoma inquinata,CLAMMP,Sea Otter,50,,"Wendel, Maggie"
Kaguk Cove a,H_04_a,High,2018,5302018,20180530,Outside,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,43,,"Wendel, Maggie"
Kaguk Cove a,H_04_a,High,2018,5302018,20180530,Outside,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,50,,"Wendel, Maggie"
Kaguk Cove a,H_04_a,High,2018,5302018,20180530,Outside,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,49,,"Wendel, Maggie"
Kaguk Cove a,H_04_a,High,2018,5302018,20180530,Outside,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,43,,"Wendel, Maggie"
Kaguk Cove a,H_04_a,High,2018,5302018,20180530,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,30,,"Wendel, Maggie"
Kaguk Cove a,H_04_a,High,2018,5302018,20180530,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,40,Estimate,"Wendel, Maggie"
Kaguk Cove a,H_04_a,High,2018,5302018,20180530,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,43,,"Wendel, Maggie"
Kaguk Cove a,H_04_a,High,2018,5302018,20180530,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,35,,"Wendel, Maggie"
Kaguk Cove a,H_04_a,High,2018,5302018,20180530,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,31,,"Wendel, Maggie"
Kaguk Cove a,H_04_a,High,2018,5302018,20180530,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Whole,43,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Edge,50,Bentnose macoma,Macoma nasuta,CLAMMB,Whole,62,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,50,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,74,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,50,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,53,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,70,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,93,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,59,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,59,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,38,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,82,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,35,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,39,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,26,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Edge,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,50,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,45,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,32,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Whole,44,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Whole,40,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Whole,50,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Inside,50,Bentnose macoma,Macoma nasuta,CLAMMB,Whole,70,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Inside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,49,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Inside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,39,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Inside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,54,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Inside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,43,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Inside,50,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,32,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Inside,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,27,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Inside,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,57,,"Wendel, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,43,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,50,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,41,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,62,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,57,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,48,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,64,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,78,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,42,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,52,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,35,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,38,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,38,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,51,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,41,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Crab,45,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,42,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,48,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,55,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,67,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,81,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,57,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,66,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,65,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,55,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,58,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,51,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,62,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,63,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,57,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,82,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,69,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,72,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,61,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,67,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,70,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,53,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,32,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,31,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,40,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,31,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,25,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,32,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,35,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,35,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,30,Estimate,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,33,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,33,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,49,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,32,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Whole,42,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Whole,22,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Whole,34,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Whole,37,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Whole,32,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Whole,31,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Whole,32,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Drill,22,,"Ashley, Maggie"
Naukati Bay b,H_05_b,High,2018,5282018,20180528,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Drill,22,,"Ashley, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Bentnose macoma,Macoma nasuta,CLAMMB,Crab,54,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Bentnose macoma,Macoma nasuta,CLAMMB,Whole,50,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Bentnose macoma,Macoma nasuta,CLAMMB,Whole,55,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Bentnose macoma,Macoma nasuta,CLAMMB,Whole,43,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Bentnose macoma,Macoma nasuta,CLAMMB,Whole,51,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Bentnose macoma,Macoma nasuta,CLAMMB,Whole,52,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Bentnose macoma,Macoma nasuta,CLAMMB,Whole,44,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Bentnose macoma,Macoma nasuta,CLAMMB,Whole,56,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Bentnose macoma,Macoma nasuta,CLAMMB,Whole,40,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,55,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,35,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,50,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,50,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,45,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,34,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,41,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,28,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,31,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,36,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,25,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,27,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,24,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,34,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,30,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,22,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,40,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,27,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Horse clam,Tresus nuttallii,CLAMHO,Sea Otter,60,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Horse clam,Tresus nuttallii,CLAMHO,Sea Otter,65,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Horse clam,Tresus nuttallii,CLAMHO,Sea Otter,63,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Horse clam,Tresus nuttallii,CLAMHO,Sea Otter,61,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Horse clam,Tresus nuttallii,CLAMHO,Sea Otter,57,Estimate,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Pointed macoma,Macoma inquinata,CLAMMP,Sea Otter,19,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Pointed macoma,Macoma inquinata,CLAMMP,Crab,45,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Pointed macoma,Macoma inquinata,CLAMMP,Crab,27,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,43,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,30,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,42,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,41,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,40,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,52,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,42,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,45,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,42,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,41,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,47,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,40,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,36,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,42,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,42,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,44,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,42,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,36,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,37,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,35,Estimate,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,32,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,44,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,33,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,51,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,26,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,27,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,30,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,30,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,30,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,35,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,35,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,25,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,37,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Crab,25,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Whole,30,,"Wendel, Maggie"
Guktu Cove b,H_06_b,High,2018,5312018,20180531,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Whole,30,,"Wendel, Maggie"
