site_code,site_name,latitude_N,longitude_E,date_DDMMYY,date_YYYYMMDD,start_time,end_time,depth_MLLW_m,quadrat_number,plant_number,eelgrass_shoots_0.25msq,flowering_shoots_0.25msq,epiphyte_percover_0.25msq,macroalgae_percover_0.25msq,epiphyte_dw_g,shoot_fw_g,shoot_dw_g,xs_shoot_fw_g,xs_shoot_dw_g,rhizome_fw_g,rhizome_dw_g,leaf1_length_cm,leaf2_length_cm,leaf3_length_cm,leaf4_length_cm,leaf5_length_cm,leaf6_length_cm,leaf7_length_cm,leaf8_length_cm,leaf9_length_cm,leaf10_length_cm,leaf1_width_cm,leaf2_width_cm,leaf3_width_cm,leaf4_width_cm,leaf5_width_cm,leaf6_width_cm,leaf7_width_cm,leaf8_width_cm,leaf9_width_cm,leaf10_width_cm,rhizome_length_cm,internode1_length_cm,internode2_length_cm,internode3_length_cm,internode4_length_cm,internode5_length_cm,isopod_count,isopod_fw_g,isopod_dw_g,gammarid_count,gammarid_fw_g,gammarid_dw_g,caprelid_count,caprelid_fw_g,caprelid_dw_g,limpet_count,limpet_fw_g,limpet_dw_g,gastropod_count,gastropod_fw_g,gastropod_dw_g,crab_count,crab_fw_g,crab_dw_g,polychaete_count,other_epifauna,notes
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,2,42,0,20,0,0.0104,1.9798,0.2437,NA,NA,1.176,0.1033,42.4,47.6,45,27.2,57.2,NA,NA,NA,NA,NA,0.4,0.4,0.5,0.5,0.6,NA,NA,NA,NA,NA,5,1.8,1.2,0.6,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,2,48,0,30,0,0.0104,1.9798,0.2437,NA,NA,1.176,0.1033,42.4,47.6,45,27.2,57.2,NA,NA,NA,NA,NA,0.4,0.4,0.5,0.5,0.6,NA,NA,NA,NA,NA,5,1.8,1.2,0.6,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,2,79,0,25,0,0.0104,1.9798,0.2437,NA,NA,1.176,0.1033,42.4,47.6,45,27.2,57.2,NA,NA,NA,NA,NA,0.4,0.4,0.5,0.5,0.6,NA,NA,NA,NA,NA,5,1.8,1.2,0.6,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,2,48,0,28,0,0.0104,1.9798,0.2437,NA,NA,1.176,0.1033,42.4,47.6,45,27.2,57.2,NA,NA,NA,NA,NA,0.4,0.4,0.5,0.5,0.6,NA,NA,NA,NA,NA,5,1.8,1.2,0.6,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,2,62,0,24,0,0.0104,1.9798,0.2437,NA,NA,1.176,0.1033,42.4,47.6,45,27.2,57.2,NA,NA,NA,NA,NA,0.4,0.4,0.5,0.5,0.6,NA,NA,NA,NA,NA,5,1.8,1.2,0.6,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,2,69,0,35,0,0.0104,1.9798,0.2437,NA,NA,1.176,0.1033,42.4,47.6,45,27.2,57.2,NA,NA,NA,NA,NA,0.4,0.4,0.5,0.5,0.6,NA,NA,NA,NA,NA,5,1.8,1.2,0.6,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; dead c.gracillis
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,2,62,0,98,0,0.0104,1.9798,0.2437,NA,NA,1.176,0.1033,42.4,47.6,45,27.2,57.2,NA,NA,NA,NA,NA,0.4,0.4,0.5,0.5,0.6,NA,NA,NA,NA,NA,5,1.8,1.2,0.6,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,2,80,0,98,0,0.0104,1.9798,0.2437,NA,NA,1.176,0.1033,42.4,47.6,45,27.2,57.2,NA,NA,NA,NA,NA,0.4,0.4,0.5,0.5,0.6,NA,NA,NA,NA,NA,5,1.8,1.2,0.6,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,3,42,0,20,0,0.0064,2.5394,0.3069,NA,NA,0.832,0.09,50.8,58.8,46.6,57.2,27.6,NA,NA,NA,NA,NA,0.4,0.5,0.6,0.6,0.5,NA,NA,NA,NA,NA,5,1.6,1,0.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,3,48,0,30,0,0.0064,2.5394,0.3069,NA,NA,0.832,0.09,50.8,58.8,46.6,57.2,27.6,NA,NA,NA,NA,NA,0.4,0.5,0.6,0.6,0.5,NA,NA,NA,NA,NA,5,1.6,1,0.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,3,79,0,25,0,0.0064,2.5394,0.3069,NA,NA,0.832,0.09,50.8,58.8,46.6,57.2,27.6,NA,NA,NA,NA,NA,0.4,0.5,0.6,0.6,0.5,NA,NA,NA,NA,NA,5,1.6,1,0.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,3,48,0,28,0,0.0064,2.5394,0.3069,NA,NA,0.832,0.09,50.8,58.8,46.6,57.2,27.6,NA,NA,NA,NA,NA,0.4,0.5,0.6,0.6,0.5,NA,NA,NA,NA,NA,5,1.6,1,0.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,3,62,0,24,0,0.0064,2.5394,0.3069,NA,NA,0.832,0.09,50.8,58.8,46.6,57.2,27.6,NA,NA,NA,NA,NA,0.4,0.5,0.6,0.6,0.5,NA,NA,NA,NA,NA,5,1.6,1,0.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,3,69,0,35,0,0.0064,2.5394,0.3069,NA,NA,0.832,0.09,50.8,58.8,46.6,57.2,27.6,NA,NA,NA,NA,NA,0.4,0.5,0.6,0.6,0.5,NA,NA,NA,NA,NA,5,1.6,1,0.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; dead c.gracillis
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,3,62,0,98,0,0.0064,2.5394,0.3069,NA,NA,0.832,0.09,50.8,58.8,46.6,57.2,27.6,NA,NA,NA,NA,NA,0.4,0.5,0.6,0.6,0.5,NA,NA,NA,NA,NA,5,1.6,1,0.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,3,80,0,98,0,0.0064,2.5394,0.3069,NA,NA,0.832,0.09,50.8,58.8,46.6,57.2,27.6,NA,NA,NA,NA,NA,0.4,0.5,0.6,0.6,0.5,NA,NA,NA,NA,NA,5,1.6,1,0.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,4,42,0,20,0,0.007,1.826,0.2385,NA,NA,1.0808,0.1098,38,53.8,25.8,51.6,45.8,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,5,1,2,0.7,0.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,4,48,0,30,0,0.007,1.826,0.2385,NA,NA,1.0808,0.1098,38,53.8,25.8,51.6,45.8,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,5,1,2,0.7,0.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,4,79,0,25,0,0.007,1.826,0.2385,NA,NA,1.0808,0.1098,38,53.8,25.8,51.6,45.8,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,5,1,2,0.7,0.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,4,48,0,28,0,0.007,1.826,0.2385,NA,NA,1.0808,0.1098,38,53.8,25.8,51.6,45.8,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,5,1,2,0.7,0.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,4,62,0,24,0,0.007,1.826,0.2385,NA,NA,1.0808,0.1098,38,53.8,25.8,51.6,45.8,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,5,1,2,0.7,0.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,4,69,0,35,0,0.007,1.826,0.2385,NA,NA,1.0808,0.1098,38,53.8,25.8,51.6,45.8,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,5,1,2,0.7,0.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; dead c.gracillis
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,4,62,0,98,0,0.007,1.826,0.2385,NA,NA,1.0808,0.1098,38,53.8,25.8,51.6,45.8,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,5,1,2,0.7,0.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,4,80,0,98,0,0.007,1.826,0.2385,NA,NA,1.0808,0.1098,38,53.8,25.8,51.6,45.8,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,5,1,2,0.7,0.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,5,42,0,20,0,0.0096,1.7844,0.227,NA,NA,0.6234,0.073,26.4,48.2,28,43,43.8,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.4,NA,NA,NA,NA,NA,5,1,1,0.4,0.6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,5,48,0,30,0,0.0096,1.7844,0.227,NA,NA,0.6234,0.073,26.4,48.2,28,43,43.8,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.4,NA,NA,NA,NA,NA,5,1,1,0.4,0.6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,5,79,0,25,0,0.0096,1.7844,0.227,NA,NA,0.6234,0.073,26.4,48.2,28,43,43.8,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.4,NA,NA,NA,NA,NA,5,1,1,0.4,0.6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,5,48,0,28,0,0.0096,1.7844,0.227,NA,NA,0.6234,0.073,26.4,48.2,28,43,43.8,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.4,NA,NA,NA,NA,NA,5,1,1,0.4,0.6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,5,62,0,24,0,0.0096,1.7844,0.227,NA,NA,0.6234,0.073,26.4,48.2,28,43,43.8,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.4,NA,NA,NA,NA,NA,5,1,1,0.4,0.6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,5,69,0,35,0,0.0096,1.7844,0.227,NA,NA,0.6234,0.073,26.4,48.2,28,43,43.8,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.4,NA,NA,NA,NA,NA,5,1,1,0.4,0.6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; dead c.gracillis
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,5,62,0,98,0,0.0096,1.7844,0.227,NA,NA,0.6234,0.073,26.4,48.2,28,43,43.8,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.4,NA,NA,NA,NA,NA,5,1,1,0.4,0.6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_02,Nossuk Bay,55.7073,-133.342,28/5/17,20170528,1135,1205,-0.5,8,5,80,0,98,0,0.0096,1.7844,0.227,NA,NA,0.6234,0.073,26.4,48.2,28,43,43.8,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.4,NA,NA,NA,NA,NA,5,1,1,0.4,0.6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_03,Chusini Cove,55.80692,-133.171,25/6/17,20170625,1000,1030,-0.5,1,1,45,2,100,0,0.0067,5.2975,0.7568,31.3858,3.2389,0.6985,0.0913,79.9,100.2,35.2,70,84.9,14,21.8,NA,NA,NA,0.7,0.7,0.6,0.7,0.7,0.4,0.4,NA,NA,NA,5,2.1,NA,NA,NA,NA,NA,NA,NA,1,0.0075,0.0013,NA,NA,NA,11,0.6092,0.1851,2,0.0056,0.002,NA,NA,NA,9,,; 
2017_H_03,Chusini Cove,55.80692,-133.171,25/6/17,20170625,1000,1030,-0.5,1,1,74,1,100,0,0.0067,5.2975,0.7568,31.3858,3.2389,0.6985,0.0913,79.9,100.2,35.2,70,84.9,14,21.8,NA,NA,NA,0.7,0.7,0.6,0.7,0.7,0.4,0.4,NA,NA,NA,5,2.1,NA,NA,NA,NA,NA,NA,NA,1,0.0075,0.0013,NA,NA,NA,11,0.6092,0.1851,2,0.0056,0.002,NA,NA,NA,9,,; 
2017_H_03,Chusini Cove,55.80692,-133.171,25/6/17,20170625,1000,1030,-0.5,1,1,65,2,100,0,0.0067,5.2975,0.7568,31.3858,3.2389,0.6985,0.0913,79.9,100.2,35.2,70,84.9,14,21.8,NA,NA,NA,0.7,0.7,0.6,0.7,0.7,0.4,0.4,NA,NA,NA,5,2.1,NA,NA,NA,NA,NA,NA,NA,1,0.0075,0.0013,NA,NA,NA,11,0.6092,0.1851,2,0.0056,0.002,NA,NA,NA,9,,; 
2017_H_03,Chusini Cove,55.80692,-133.171,25/6/17,20170625,1000,1030,-0.5,1,1,60,0,100,0,0.0067,5.2975,0.7568,31.3858,3.2389,0.6985,0.0913,79.9,100.2,35.2,70,84.9,14,21.8,NA,NA,NA,0.7,0.7,0.6,0.7,0.7,0.4,0.4,NA,NA,NA,5,2.1,NA,NA,NA,NA,NA,NA,NA,1,0.0075,0.0013,NA,NA,NA,11,0.6092,0.1851,2,0.0056,0.002,NA,NA,NA,9,,; 
2017_H_03,Chusini Cove,55.80692,-133.171,25/6/17,20170625,1000,1030,-0.5,1,1,64,3,100,0,0.0067,5.2975,0.7568,31.3858,3.2389,0.6985,0.0913,79.9,100.2,35.2,70,84.9,14,21.8,NA,NA,NA,0.7,0.7,0.6,0.7,0.7,0.4,0.4,NA,NA,NA,5,2.1,NA,NA,NA,NA,NA,NA,NA,1,0.0075,0.0013,NA,NA,NA,11,0.6092,0.1851,2,0.0056,0.002,NA,NA,NA,9,,; 
2017_H_03,Chusini Cove,55.80692,-133.171,25/6/17,20170625,1000,1030,-0.5,1,1,27,1,100,0,0.0067,5.2975,0.7568,31.3858,3.2389,0.6985,0.0913,79.9,100.2,35.2,70,84.9,14,21.8,NA,NA,NA,0.7,0.7,0.6,0.7,0.7,0.4,0.4,NA,NA,NA,5,2.1,NA,NA,NA,NA,NA,NA,NA,1,0.0075,0.0013,NA,NA,NA,11,0.6092,0.1851,2,0.0056,0.002,NA,NA,NA,9,,; 
2017_H_03,Chusini Cove,55.80692,-133.171,25/6/17,20170625,1000,1030,-0.5,1,1,33,1,100,0,0.0067,5.2975,0.7568,31.3858,3.2389,0.6985,0.0913,79.9,100.2,35.2,70,84.9,14,21.8,NA,NA,NA,0.7,0.7,0.6,0.7,0.7,0.4,0.4,NA,NA,NA,5,2.1,NA,NA,NA,NA,NA,NA,NA,1,0.0075,0.0013,NA,NA,NA,11,0.6092,0.1851,2,0.0056,0.002,NA,NA,NA,9,,; threespine stickleback
2017_H_03,Chusini Cove,55.80692,-133.171,25/6/17,20170625,1000,1030,-0.5,1,1,73,2,100,0,0.0067,5.2975,0.7568,31.3858,3.2389,0.6985,0.0913,79.9,100.2,35.2,70,84.9,14,21.8,NA,NA,NA,0.7,0.7,0.6,0.7,0.7,0.4,0.4,NA,NA,NA,5,2.1,NA,NA,NA,NA,NA,NA,NA,1,0.0075,0.0013,NA,NA,NA,11,0.6092,0.1851,2,0.0056,0.002,NA,NA,NA,9,,; 
2017_H_03,Chusini Cove,55.80692,-133.171,25/6/17,20170625,1000,1030,-0.5,1,2,45,2,100,0,0.0077,5.0919,0.6656,NA,NA,0.7154,0.0896,101.8,84,88.1,72.3,20.2,40.2,29.8,5.7,NA,NA,0.6,0.6,0.6,0.6,0.3,0.5,0.4,0.3,NA,NA,5,1.7,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_03,Chusini Cove,55.80692,-133.171,25/6/17,20170625,1000,1030,-0.5,1,2,74,1,100,0,0.0077,5.0919,0.6656,NA,NA,0.7154,0.0896,101.8,84,88.1,72.3,20.2,40.2,29.8,5.7,NA,NA,0.6,0.6,0.6,0.6,0.3,0.5,0.4,0.3,NA,NA,5,1.7,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_03,Chusini Cove,55.80692,-133.171,25/6/17,20170625,1000,1030,-0.5,1,2,65,2,100,0,0.0077,5.0919,0.6656,NA,NA,0.7154,0.0896,101.8,84,88.1,72.3,20.2,40.2,29.8,5.7,NA,NA,0.6,0.6,0.6,0.6,0.3,0.5,0.4,0.3,NA,NA,5,1.7,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_03,Chusini Cove,55.80692,-133.171,25/6/17,20170625,1000,1030,-0.5,1,2,60,0,100,0,0.0077,5.0919,0.6656,NA,NA,0.7154,0.0896,101.8,84,88.1,72.3,20.2,40.2,29.8,5.7,NA,NA,0.6,0.6,0.6,0.6,0.3,0.5,0.4,0.3,NA,NA,5,1.7,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_03,Chusini Cove,55.80692,-133.171,25/6/17,20170625,1000,1030,-0.5,1,2,64,3,100,0,0.0077,5.0919,0.6656,NA,NA,0.7154,0.0896,101.8,84,88.1,72.3,20.2,40.2,29.8,5.7,NA,NA,0.6,0.6,0.6,0.6,0.3,0.5,0.4,0.3,NA,NA,5,1.7,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_03,Chusini Cove,55.80692,-133.171,25/6/17,20170625,1000,1030,-0.5,1,2,27,1,100,0,0.0077,5.0919,0.6656,NA,NA,0.7154,0.0896,101.8,84,88.1,72.3,20.2,40.2,29.8,5.7,NA,NA,0.6,0.6,0.6,0.6,0.3,0.5,0.4,0.3,NA,NA,5,1.7,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_03,Chusini Cove,55.80692,-133.171,25/6/17,20170625,1000,1030,-0.5,1,2,33,1,100,0,0.0077,5.0919,0.6656,NA,NA,0.7154,0.0896,101.8,84,88.1,72.3,20.2,40.2,29.8,5.7,NA,NA,0.6,0.6,0.6,0.6,0.3,0.5,0.4,0.3,NA,NA,5,1.7,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; threespine stickleback
2017_H_03,Chusini Cove,55.80692,-133.171,25/6/17,20170625,1000,1030,-0.5,1,2,73,2,100,0,0.0077,5.0919,0.6656,NA,NA,0.7154,0.0896,101.8,84,88.1,72.3,20.2,40.2,29.8,5.7,NA,NA,0.6,0.6,0.6,0.6,0.3,0.5,0.4,0.3,NA,NA,5,1.7,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_03,Chusini Cove,55.80692,-133.171,25/6/17,20170625,1000,1030,-0.5,1,3,45,2,100,0,0.0084,4.9208,0.6033,NA,NA,1.027,0.1169,78.6,97.8,82.4,70.8,33.6,17.2,40,NA,NA,NA,0.6,0.6,0.6,0.6,0.4,0.5,0.4,NA,NA,NA,5,1.1,1.7,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_03,Chusini Cove,55.80692,-133.171,25/6/17,20170625,1000,1030,-0.5,1,3,74,1,100,0,0.0084,4.9208,0.6033,NA,NA,1.027,0.1169,78.6,97.8,82.4,70.8,33.6,17.2,40,NA,NA,NA,0.6,0.6,0.6,0.6,0.4,0.5,0.4,NA,NA,NA,5,1.1,1.7,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_03,Chusini Cove,55.80692,-133.171,25/6/17,20170625,1000,1030,-0.5,1,3,65,2,100,0,0.0084,4.9208,0.6033,NA,NA,1.027,0.1169,78.6,97.8,82.4,70.8,33.6,17.2,40,NA,NA,NA,0.6,0.6,0.6,0.6,0.4,0.5,0.4,NA,NA,NA,5,1.1,1.7,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_03,Chusini Cove,55.80692,-133.171,25/6/17,20170625,1000,1030,-0.5,1,3,60,0,100,0,0.0084,4.9208,0.6033,NA,NA,1.027,0.1169,78.6,97.8,82.4,70.8,33.6,17.2,40,NA,NA,NA,0.6,0.6,0.6,0.6,0.4,0.5,0.4,NA,NA,NA,5,1.1,1.7,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_03,Chusini Cove,55.80692,-133.171,25/6/17,20170625,1000,1030,-0.5,1,3,64,3,100,0,0.0084,4.9208,0.6033,NA,NA,1.027,0.1169,78.6,97.8,82.4,70.8,33.6,17.2,40,NA,NA,NA,0.6,0.6,0.6,0.6,0.4,0.5,0.4,NA,NA,NA,5,1.1,1.7,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_03,Chusini Cove,55.80692,-133.171,25/6/17,20170625,1000,1030,-0.5,1,3,27,1,100,0,0.0084,4.9208,0.6033,NA,NA,1.027,0.1169,78.6,97.8,82.4,70.8,33.6,17.2,40,NA,NA,NA,0.6,0.6,0.6,0.6,0.4,0.5,0.4,NA,NA,NA,5,1.1,1.7,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_H_03,Chusini Cove,55.80692,-133.171,25/6/17,20170625,1000,1030,-0.5,1,3,33,1,100,0,0.0084,4.9208,0.6033,NA,NA,1.027,0.1169,78.6,97.8,82.4,70.8,33.6,17.2,40,NA,NA,NA,0.6,0.6,0.6,0.6,0.4,0.5,0.4,NA,NA,NA,5,1.1,1.7,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; threespine stickleback
2017_H_03,Chusini Cove,55.80692,-133.171,25/6/17,20170625,1000,1030,-0.5,1,3,73,2,100,0,0.0084,4.9208,0.6033,NA,NA,1.027,0.1169,78.6,97.8,82.4,70.8,33.6,17.2,40,NA,NA,NA,0.6,0.6,0.6,0.6,0.4,0.5,0.4,NA,NA,NA,5,1.1,1.7,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
