"","site","date_DDMMYY","date_YYYYMMDD","quadrat_number","plant_number","rhizome_length_cm","internode1_length_cm","internode2_length_cm","internode3_length_cm","internode4_length_cm","internode5_length_cm","leaf1_length_cm","leaf2_length_cm","leaf3_length_cm","leaf4_length_cm","leaf5_length_cm","leaf6_length_cm","leaf7_length_cm","leaf8_length_cm","leaf9_length_cm","leaf10_length_cm","leaf1_width_cm","leaf2_width_cm","leaf3_width_cm","leaf4_width_cm","leaf5_width_cm","leaf6_width_cm","leaf7_width_cm","leaf8_width_cm","leaf9_width_cm","leaf10_width_cm","rhizome_fw_g","shoot_fw_g","xs_shoot_fw_g","isopod_count","isopod_fw_g","gammarid_count","gammarid_fw_g","caprelid_count","caprelid_fw_g","limpet_count","limpet_fw_g","gastropod_count","gastropod_fw_g","crab_count","crab_fw_g","polychaete_count","other_epifauna","notes","epiphyte_dw_g","rhizome_dw_g","shoot_dw_g","xs_shoot_dw_g","isopod_dw_g","gammarid_dw_g","caprelid_dw_g","limpet_dw_g","gastropod_dw_g","crab_dw_g"
"196","2017_H_05","25/7/17",20170725,8,1,5,0.9,1,1.5,NA,NA,24.1,35.7,87,NA,NA,NA,NA,NA,NA,NA,0.4,0.6,0.4,NA,NA,NA,NA,NA,NA,NA,0.4751,1.7042,6.9972,NA,NA,2,0.0023,2,0.0019,3,0.0847,NA,"",NA,NA,2,"","",0.0226,0.0608,0.1834,0.6433,NA,0,0.000199999999999978,0.0304,NA,NA
"197","2017_H_05","25/7/17",20170725,8,2,5,1,1.2,1,1.1,NA,43,107.8,86.2,78.8,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.6911,3.0352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0167999999999999,0.0692,0.4097,NA,NA,NA,NA,NA,NA,NA
"198","2017_H_05","25/7/17",20170725,8,3,5,0.8,0.6,0.6,0.9,1,87.1,87.8,37,33.1,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.5,NA,NA,NA,NA,NA,NA,0.7034,1.7907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0109,0.0747,0.2277,NA,NA,NA,NA,NA,NA,NA
"199","2017_H_05","25/7/17",20170725,8,4,5,1,0.8,0.7,1,NA,90,60.6,60.2,62.5,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.4,NA,NA,NA,NA,NA,NA,0.5479,2.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0157,0.0689,0.3504,NA,NA,NA,NA,NA,NA,NA
"200","2017_H_05","25/7/17",20170725,8,5,5,1.4,1.7,NA,NA,NA,82.4,65.1,99.5,46.6,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.6904,3.7376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0121,0.0871,0.4622,NA,NA,NA,NA,NA,NA,NA
"201","2017_H_06","24/7/17",20170724,1,1,5,1.5,3.5,NA,NA,NA,95.6,81,111.4,30.8,77.1,NA,NA,NA,NA,NA,0.6,0.6,0.6,0.6,0.6,NA,NA,NA,NA,NA,0.6401,3.8702,12.6609,NA,NA,3,0.0065,NA,NA,1,0.0313,NA,"",NA,NA,9,"","",0.0366,0.076,0.5284,1.3129,NA,0.000200000000000033,NA,0.00980000000000003,NA,NA
"202","2017_H_06","24/7/17",20170724,1,2,5,2.6,1.5,NA,NA,NA,34.7,55.6,70,60.4,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.5921,2.1683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.016,0.0821,0.2968,NA,NA,NA,NA,NA,NA,NA
"203","2017_H_06","24/7/17",20170724,1,3,5,2.5,1.6,NA,NA,NA,53.6,55.8,18.9,29.9,30.4,59.4,NA,NA,NA,NA,0.4,0.4,0.3,0.4,0.4,0.4,NA,NA,NA,NA,0.6439,1.6189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0198,0.0698,0.2253,NA,NA,NA,NA,NA,NA,NA
"204","2017_H_06","24/7/17",20170724,1,4,5,3,2,NA,NA,NA,89.4,73.6,60.1,88,NA,NA,NA,NA,NA,NA,0.5,0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,0.6748,3.4559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0192,0.0932999999999999,0.5066,NA,NA,NA,NA,NA,NA,NA
"205","2017_H_06","24/7/17",20170724,1,5,5,2,1,1.5,NA,NA,28.4,42.4,44.1,53.9,65.6,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.5,0.4,NA,NA,NA,NA,NA,0.7577,1.9256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0323,0.1244,0.2665,NA,NA,NA,NA,NA,NA,NA
"206","2017_H_06","24/7/17",20170724,2,1,5,2,1.5,1.6,NA,NA,82.8,53.4,51.4,18.3,69.1,NA,NA,NA,NA,NA,0.5,0.6,0.5,0.6,0.6,NA,NA,NA,NA,NA,1.0352,2.4985,34.2622,NA,NA,1,0.001,NA,NA,NA,NA,NA,"",NA,NA,11,"","",0.0316,0.1145,0.3482,3.4639,NA,0.000199999999999978,NA,NA,NA,NA
"207","2017_H_06","24/7/17",20170724,2,2,5,0.8,0.8,0.8,1,1,77.8,77.4,43.6,NA,NA,NA,NA,NA,NA,NA,0.5,0.4,0.5,NA,NA,NA,NA,NA,NA,NA,0.826,2.0023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0276,0.1021,0.271,NA,NA,NA,NA,NA,NA,NA
"208","2017_H_06","24/7/17",20170724,2,3,5,1.1,1.5,1,NA,NA,77.4,44,59.9,42.6,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,1.0056,2.8868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0267000000000001,0.1507,0.356,NA,NA,NA,NA,NA,NA,NA
"209","2017_H_06","24/7/17",20170724,2,4,5,1,1,1,0.7,1,80.6,68.4,60.8,22.2,32.4,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,1.0052,2.3367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0209,0.1291,0.3146,NA,NA,NA,NA,NA,NA,NA
"210","2017_H_06","24/7/17",20170724,2,5,5,1.5,1.2,1.2,NA,NA,51,78.1,73.1,57.2,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.8578,2.5444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.029,0.1015,0.3252,NA,NA,NA,NA,NA,NA,NA
"211","2017_H_06","24/7/17",20170724,3,1,5,0.9,1.1,1.7,NA,NA,63.6,59.9,51.4,46.2,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.5,NA,NA,NA,NA,NA,NA,0.5319,1.7477,11.2353,NA,NA,7,0.0221,NA,NA,1,0.1103,NA,"",NA,NA,10,"","",0.0184000000000001,0.0666,0.2459,1.2409,NA,0.00170000000000003,NA,0.0409,NA,NA
"212","2017_H_06","24/7/17",20170724,3,2,5,1.5,1.5,1,1,NA,54.4,58.2,55.6,29.4,44.9,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.6148,1.7532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0192,0.0726999999999999,0.2563,NA,NA,NA,NA,NA,NA,NA
"213","2017_H_06","24/7/17",20170724,3,3,5,1,1.3,NA,NA,NA,57.6,89.8,67.2,25.1,77.2,91.9,NA,NA,NA,NA,0.5,0.6,0.6,0.5,0.5,0.5,NA,NA,NA,NA,0.7227,4.6191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0286000000000001,0.0902,0.6596,NA,NA,NA,NA,NA,NA,NA
"214","2017_H_06","24/7/17",20170724,3,4,5,1.8,2.5,NA,NA,NA,36.1,92.6,87.9,82.4,76.4,NA,NA,NA,NA,NA,0.6,0.6,0.6,0.6,0.6,NA,NA,NA,NA,NA,0.836,4.8206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0282,0.0991,0.6714,NA,NA,NA,NA,NA,NA,NA
"215","2017_H_06","24/7/17",20170724,3,5,5,1.5,1.9,NA,NA,NA,30.2,68.8,90.9,96.8,69.6,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,0.7863,4.1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0431,0.0966,0.602,NA,NA,NA,NA,NA,NA,NA
"216","2017_H_06","24/7/17",20170724,4,1,5,1.3,1.7,1.5,NA,NA,59.4,44.4,28.5,51.6,50.2,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,0.5402,2.1073,29.6574,1,0.0035,4,0.007,NA,NA,1,0.0326,NA,"",1,0.1673,11,"""crab"" is tellmesus","",0.0423,0.0657,0.3041,5.0456,5e-04,0.000699999999999978,NA,0.0146,NA,0.0265
"217","2017_H_06","24/7/17",20170724,4,2,5,2.1,1.9,NA,NA,NA,33,65.4,44.6,61.8,58.2,NA,NA,NA,NA,NA,0.6,0.6,0.6,0.5,0.5,NA,NA,NA,NA,NA,0.5826,2.5468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0323,0.0691000000000001,0.4023,NA,NA,NA,NA,NA,NA,NA
"218","2017_H_06","24/7/17",20170724,4,3,5,1,1.1,0.6,0.3,0.4,51.2,31.6,37.8,48.6,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.5534,1.4208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0451,0.0792,0.2214,NA,NA,NA,NA,NA,NA,NA
"219","2017_H_06","24/7/17",20170724,4,4,5,1.5,2,NA,NA,NA,36.1,81,108.4,95.1,80.2,NA,NA,NA,NA,NA,0.5,0.5,0.6,0.5,0.5,NA,NA,NA,NA,NA,0.6145,4.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.047,0.0849,0.66,NA,NA,NA,NA,NA,NA,NA
"220","2017_H_06","24/7/17",20170724,4,5,5,1.1,1.7,1.2,NA,NA,33.2,26.2,91.4,74.6,76.2,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.4,0.4,NA,NA,NA,NA,NA,0.5395,2.5512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.023,0.0714,0.3719,NA,NA,NA,NA,NA,NA,NA
"221","2017_H_06","24/7/17",20170724,5,1,5,3.1,NA,NA,NA,NA,29.9,54,115.8,122,74.7,NA,NA,NA,NA,NA,0.5,0.6,0.6,0.6,0.6,NA,NA,NA,NA,NA,0.7261,5.984,19.3606,1,0.0013,4,0.0069,NA,NA,NA,NA,NA,"",NA,NA,13,"2 bivalves","",0.055,0.0952000000000001,0.9609,3.5241,0.000400000000000011,0.000599999999999989,NA,NA,NA,NA
"222","2017_H_06","24/7/17",20170724,5,2,5,1.4,2.3,1.5,NA,NA,66.4,85.1,105.9,16.4,124.2,73,NA,NA,NA,NA,0.6,0.6,0.6,0.5,0.6,0.6,NA,NA,NA,NA,0.8472,6.1838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0551999999999999,0.0960000000000001,0.8105,NA,NA,NA,NA,NA,NA,NA
"223","2017_H_06","24/7/17",20170724,5,3,5,1.2,3.1,NA,NA,NA,102.6,43,108.5,97.9,65.5,16.2,NA,NA,NA,NA,0.5,0.6,0.6,0.6,0.6,0.5,NA,NA,NA,NA,0.5087,4.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0475,0.0547,0.6469,NA,NA,NA,NA,NA,NA,NA
"224","2017_H_06","24/7/17",20170724,5,4,5,2.8,NA,NA,NA,NA,65.1,60.9,118.4,12.9,115.6,NA,NA,NA,NA,NA,0.6,0.5,0.6,0.5,0.6,NA,NA,NA,NA,NA,0.5023,3.8248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0345,0.0646,0.6146,NA,NA,NA,NA,NA,NA,NA
"225","2017_H_06","24/7/17",20170724,5,5,5,1,1.8,2,NA,NA,24.8,77.2,58.1,61.4,12.8,NA,NA,NA,NA,NA,0.6,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,0.4226,2.0613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0255,0.0536000000000001,0.2899,NA,NA,NA,NA,NA,NA,NA
"226","2017_H_06","24/7/17",20170724,6,1,5,1,2.8,NA,NA,NA,41.2,95.4,103,104.2,18.5,69.5,NA,NA,NA,NA,0.6,0.6,0.6,0.6,0.5,0.6,NA,NA,NA,NA,0.7606,4.4872,40.7807,NA,NA,5,0.0121,NA,NA,3,0.1678,NA,"",NA,NA,5,"","",0.0434,0.0939,0.6532,9.6796,NA,0.000699999999999923,NA,0.0563999999999999,NA,NA
"227","2017_H_06","24/7/17",20170724,6,2,5,1,2,1.5,NA,NA,65.5,22.7,89.4,18.1,108,113,27.5,74.8,NA,NA,0.6,0.3,0.6,0.3,0.6,0.6,0.6,0.6,NA,NA,0.8879,5.1286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0316,0.1121,0.7538,NA,NA,NA,NA,NA,NA,NA
"228","2017_H_06","24/7/17",20170724,6,3,5,0.7,1.5,1.2,1.3,NA,106,133.2,48,104.9,27,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.6,0.5,NA,NA,NA,NA,NA,0.8144,4.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0276999999999999,0.0916,0.5855,NA,NA,NA,NA,NA,NA,NA
"229","2017_H_06","24/7/17",20170724,6,4,5,1.4,1.4,1.1,NA,NA,55.4,77,20,81.1,101.7,45.9,NA,NA,NA,NA,0.5,0.5,0.3,0.5,0.6,0.5,NA,NA,NA,NA,0.6948,3.3631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.029,0.0790999999999999,0.4482,NA,NA,NA,NA,NA,NA,NA
"230","2017_H_06","24/7/17",20170724,6,5,5,0.6,1.4,1.1,1.2,NA,30.2,84.1,8.4,47.5,80.8,NA,NA,NA,NA,NA,0.4,0.5,0.4,0.5,0.5,NA,NA,NA,NA,NA,0.5554,2.0794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0235,0.0679,1.2854,NA,NA,NA,NA,NA,NA,NA
"231","2017_H_06","24/7/17",20170724,7,1,5,2.5,2.5,NA,NA,NA,11.1,106.1,83,98.4,56,104.8,NA,NA,NA,NA,0.6,0.6,0.6,0.6,0.6,0.6,NA,NA,NA,NA,0.9173,5.3663,8.984,2,0.0053,NA,NA,NA,NA,1,0.0383,NA,"",NA,NA,13,"","",0.0243,0.1092,0.7842,0.9573,0.000800000000000023,NA,NA,0.0154000000000001,NA,NA
"232","2017_H_06","24/7/17",20170724,7,2,5,1.3,1.9,1.4,NA,NA,69.5,91.1,125,13.5,74.6,104.2,NA,NA,NA,NA,0.6,0.6,0.6,0.6,0.6,0.6,NA,NA,NA,NA,0.8614,5.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0246,0.104,0.7918,NA,NA,NA,NA,NA,NA,NA
"233","2017_H_06","24/7/17",20170724,7,3,5,0.8,1.4,1.7,0.7,NA,33.2,72,76.6,73.2,30.6,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.4424,2.0614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.02,0.0498000000000001,0.2655,NA,NA,NA,NA,NA,NA,NA
"234","2017_H_06","24/7/17",20170724,7,4,5,1.8,2.2,NA,NA,NA,80.7,93.2,110.9,33,84,NA,NA,NA,NA,NA,0.6,0.6,0.6,0.5,0.6,NA,NA,NA,NA,NA,0.5966,4.1226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0433,0.0749000000000001,0.5798,NA,NA,NA,NA,NA,NA,NA
"235","2017_H_06","24/7/17",20170724,7,5,5,1.5,1.7,1.3,NA,NA,13.6,123.6,82,126,86.1,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,0.5582,4.6026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.046,0.0800000000000001,0.655,NA,NA,NA,NA,NA,NA,NA
"236","2017_H_06","24/7/17",20170724,8,1,5,1.2,1.6,1.3,NA,NA,67.1,49,51.4,86,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.5876,2.5885,30.9877,NA,NA,2,0.003,NA,NA,2,0.1527,NA,"",NA,NA,12,"1 clam","",0.0288,0.0784,0.3413,3.0686,NA,9.9999999999989e-05,NA,0.0403,NA,NA
"237","2017_H_06","24/7/17",20170724,8,2,5,1.3,1.3,1.7,NA,NA,79.5,100.7,61.5,67.1,9.7,87,NA,NA,NA,NA,0.6,0.5,0.5,0.5,0.4,0.5,NA,NA,NA,NA,0.6938,4.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0391,0.1017,0.5577,NA,NA,NA,NA,NA,NA,NA
"238","2017_H_06","24/7/17",20170724,8,3,5,1.4,2,1.2,NA,NA,95.9,75.4,105.4,60.1,43.9,7.5,NA,NA,NA,NA,0.6,0.5,0.6,0.5,0.5,0.4,NA,NA,NA,NA,0.5642,3.3626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0306,0.0778000000000001,0.4905,NA,NA,NA,NA,NA,NA,NA
"239","2017_H_06","24/7/17",20170724,8,4,5,2.7,NA,NA,NA,NA,102.5,23.1,105,70.9,81,NA,NA,NA,NA,NA,0.6,0.6,0.6,0.6,0.6,NA,NA,NA,NA,NA,0.5473,4.6069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0277000000000001,0.0709000000000001,0.7075,NA,NA,NA,NA,NA,NA,NA
"240","2017_H_06","24/7/17",20170724,8,5,5,2.1,2.5,NA,NA,NA,92.2,97,73.5,25,107,NA,NA,NA,NA,NA,0.6,0.6,0.6,0.6,0.6,NA,NA,NA,NA,NA,0.7652,4.4634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0434,0.1038,0.6339,NA,NA,NA,NA,NA,NA,NA
"241","2017_H_07","20/8/17",20170820,1,1,4.6,1.5,1.7,NA,NA,NA,54.8,58,18.9,54.4,57.8,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,0.5144,2.1559,12.3878,8,0.1856,NA,NA,8,0.0275,NA,NA,17,"0.0866",NA,NA,NA,"","",0.0179,0.0761,0.3977,1.6701,0.0483,NA,0.000699999999999978,NA,0.0446,NA
"242","2017_H_07","20/8/17",20170820,1,2,5,0.3,1.5,1.2,0.8,0.7,47.4,42.4,55.8,56.4,NA,NA,NA,NA,NA,NA,0.5,0.4,0.5,0.5,NA,NA,NA,NA,NA,NA,0.4955,1.8378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0168,0.0801000000000001,0.325,NA,NA,NA,NA,NA,NA,NA
"243","2017_H_07","20/8/17",20170820,1,3,5,1.3,1.2,1.3,NA,NA,36.9,37.2,25.4,44.4,NA,NA,NA,NA,NA,NA,0.5,0.4,0.5,0.5,NA,NA,NA,NA,NA,NA,0.7189,1.1637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00880000000000003,0.1221,0.2118,NA,NA,NA,NA,NA,NA,NA
"244","2017_H_07","20/8/17",20170820,1,4,5,1,2.2,NA,NA,NA,51.6,55,58.1,50.2,NA,NA,NA,NA,NA,NA,0.5,0.5,0.6,0.6,NA,NA,NA,NA,NA,NA,0.5516,2.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0141,0.0770999999999999,0.4098,NA,NA,NA,NA,NA,NA,NA
"245","2017_H_07","20/8/17",20170820,1,5,5,1.6,2.1,NA,NA,NA,54.8,23.7,66.8,60.4,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.6,NA,NA,NA,NA,NA,NA,0.5708,2.6695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0198,0.0807000000000001,0.4738,NA,NA,NA,NA,NA,NA,NA
"246","2017_H_07","20/8/17",20170820,2,1,5,0.8,1.2,1.3,0.7,0.7,49.4,58.8,47.8,45.6,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.7578,1.9445,5.8271,1,0.0145,NA,NA,1,0.0026,NA,NA,5,"0.0260",NA,NA,4,"","",0.0176000000000001,0.1256,0.333,0.687,0.00190000000000001,NA,0.000300000000000022,NA,0.00459999999999999,NA
"247","2017_H_07","20/8/17",20170820,2,2,5,0.9,1,1,1,NA,58.8,53.6,45.4,43.2,NA,NA,NA,NA,NA,NA,0.5,0.5,0.4,0.5,NA,NA,NA,NA,NA,NA,0.5679,1.6961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0143,0.0961,0.2711,NA,NA,NA,NA,NA,NA,NA
"248","2017_H_07","20/8/17",20170820,2,3,5,0.3,0.6,0.6,0.6,0.9,53.2,36.6,32.6,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,0.5826,0.9407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0113,0.0850000000000001,0.1619,NA,NA,NA,NA,NA,NA,NA
"249","2017_H_07","20/8/17",20170820,2,4,2.3,0.7,1,0.7,NA,NA,60.2,30.1,49.6,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,0.2531,1.1707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0111,0.0392,0.2013,NA,NA,NA,NA,NA,NA,NA
"250","2017_H_07","20/8/17",20170820,2,5,5,1,0.9,1.1,1.2,NA,57.4,52.4,50.4,17.8,NA,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.7965,1.5383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0141,0.1082,0.2716,NA,NA,NA,NA,NA,NA,NA
"251","2017_H_07","20/8/17",20170820,3,1,4.7,0.5,1.1,0.9,1.3,NA,63.6,63.4,35.6,55.9,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.7995,1.5503,16.3351,20,0.5731,1,0.0016,5,0.0047,NA,NA,3,"0.0855",NA,NA,2,"19 mysid","",0.00439999999999996,0.1192,0.2955,1.9821,0.1026,0.000299999999999967,0.000299999999999967,NA,0.0447,NA
"252","2017_H_07","20/8/17",20170820,3,2,5,0.3,0.5,0.7,0.9,0.9,75.9,49.8,90.4,69.6,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.7505,2.5289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00880000000000003,0.1186,0.4078,NA,NA,NA,NA,NA,NA,NA
"253","2017_H_07","20/8/17",20170820,3,3,5,0.9,1.9,0.7,0.8,0.9,86.6,34.4,68.9,92.8,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.8633,2.6886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00839999999999996,0.1396,0.4614,NA,NA,NA,NA,NA,NA,NA
"254","2017_H_07","20/8/17",20170820,3,4,5,0.5,1.7,0.5,0.7,0.7,71.4,41.4,74.9,66.1,25.2,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.4,NA,NA,NA,NA,NA,0.6521,2.5759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00789999999999991,0.1124,0.3953,NA,NA,NA,NA,NA,NA,NA
"255","2017_H_07","20/8/17",20170820,3,5,3.5,0.9,1.2,NA,NA,NA,100.4,13.9,70.4,84.5,69.4,NA,NA,NA,NA,NA,0.6,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,0.4508,3.3915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00829999999999997,0.0747,0.5638,NA,NA,NA,NA,NA,NA,NA
"256","2017_H_07","20/8/17",20170820,4,1,4,0.7,1.1,0.9,0.6,NA,85,75.2,77.4,49,NA,NA,NA,NA,NA,NA,0.6,0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,0.8567,3.6391,1.5714,11,0.0349,2,0.0043,3,0.0035,NA,NA,3,"0.0328",NA,NA,5,"1 barnacle","",0.0103000000000001,0.1157,0.581,1.3436,0.00329999999999997,0.000199999999999978,0,NA,0.0139,NA
"257","2017_H_07","20/8/17",20170820,4,2,3.1,0.7,0.7,0.7,0.7,NA,82.2,104.1,12.7,88,57.6,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.3877,2.5427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.01,0.0536,0.439,NA,NA,NA,NA,NA,NA,NA
"258","2017_H_07","20/8/17",20170820,4,3,4.5,0.6,0.7,0.6,0.5,0.6,82.1,30,51.3,85.2,97.6,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.7991,2.9854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0135999999999999,0.1331,0.5375,NA,NA,NA,NA,NA,NA,NA
"259","2017_H_07","20/8/17",20170820,4,4,5,1,1,1,0.8,1,55.1,71.6,71.1,65.4,NA,NA,NA,NA,NA,NA,0.6,0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,0.8325,3.1527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0125000000000001,0.1325,0.5276,NA,NA,NA,NA,NA,NA,NA
"260","2017_H_07","20/8/17",20170820,4,5,5,1,1.2,1.2,1,NA,97.4,91.2,86.6,68,6.5,NA,NA,NA,NA,NA,0.6,0.5,0.5,0.5,0.2,NA,NA,NA,NA,NA,0.8041,3.4783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0106000000000001,0.122,0.6177,NA,NA,NA,NA,NA,NA,NA
