site_code,site_name,latitude_N,longitude_E,year,date_MMDDYY,date_YYYYMMDD,trans_loc,bin_no,bin_area_m2,pit_count_bin,sed1_type,sed2_type,sed1_no,sed2_no,field_collector,notes
L_04_b,Natzuhini Bay b,-132.879147,55.247539,2018,6/15/18,20180615,Inside,2,40,3,sandy mud,muddy sand,2,3,"Lia, Liz",
L_04_b,Natzuhini Bay b,-132.879147,55.247539,2018,6/15/18,20180615,Inside,3,40,5,sandy mud,muddy sand,2,3,"Lia, Liz",
L_04_b,Natzuhini Bay b,-132.879147,55.247539,2018,6/15/18,20180615,Inside,4,40,3,sandy mud,muddy sand,2,3,"Lia, Liz",
L_04_b,Natzuhini Bay b,-132.879147,55.247539,2018,6/15/18,20180615,Inside,5,40,5,muddy sand,mud,3,1,"Lia, Liz",
L_04_b,Natzuhini Bay b,-132.879147,55.247539,2018,6/15/18,20180615,Edge,1,40,3,muddy sand,sandy mud,3,2,"Lia, Liz",2 pisaster present. Transect previously walked difficult to see pits. Some shells broken. Cockles living at the surface.
L_04_b,Natzuhini Bay b,-132.879147,55.247539,2018,6/15/18,20180615,Edge,2,40,2,muddy sand,sandy mud,3,2,"Lia, Liz",
L_04_b,Natzuhini Bay b,-132.879147,55.247539,2018,6/15/18,20180615,Edge,3,40,0,muddy sand,sandy mud,3,2,"Lia, Liz",
L_04_b,Natzuhini Bay b,-132.879147,55.247539,2018,6/15/18,20180615,Edge,4,40,3,muddy sand,sandy mud,3,2,"Lia, Liz",
L_04_b,Natzuhini Bay b,-132.879147,55.247539,2018,6/15/18,20180615,Edge,5,40,3,muddy sand,sandy mud,3,2,"Lia, Liz",Piasaster
L_04_c,Natzuhini Bay c,-132.837131,55.241887,2018,6/16/18,20180616,Outside,1,40,1,course sand,gravel,5,7,"Lia, Liz",Boulders present 45-50 m. 11-20 more cobbles.
L_04_c,Natzuhini Bay c,-132.837131,55.241887,2018,6/16/18,20180616,Outside,2,40,3,course sand,cobble,5,8,"Lia, Liz",
L_04_c,Natzuhini Bay c,-132.837131,55.241887,2018,6/16/18,20180616,Outside,3,40,8,sand,gravel,4,7,"Lia, Liz",
L_04_c,Natzuhini Bay c,-132.837131,55.241887,2018,6/16/18,20180616,Outside,4,40,8,sand,gravel,4,7,"Lia, Liz",
L_04_c,Natzuhini Bay c,-132.837131,55.241887,2018,6/16/18,20180616,Outside,5,40,5,course sand,gravel,5,7,"Lia, Liz",
L_04_c,Natzuhini Bay c,-132.837131,55.241887,2018,6/16/18,20180616,Edge,1,40,1,sand,gravel,4,7,"Lia, Liz",
L_04_c,Natzuhini Bay c,-132.837131,55.241887,2018,6/16/18,20180616,Edge,2,40,4,sand,gravel,4,7,"Lia, Liz",
L_04_c,Natzuhini Bay c,-132.837131,55.241887,2018,6/16/18,20180616,Edge,3,40,1,sand,gravel,4,7,"Lia, Liz",
L_04_c,Natzuhini Bay c,-132.837131,55.241887,2018,6/16/18,20180616,Edge,4,40,3,sand,gravel,4,7,"Lia, Liz",
L_04_c,Natzuhini Bay c,-132.837131,55.241887,2018,6/16/18,20180616,Edge,5,40,0,sand,cobble,4,8,"Lia, Liz",
L_04_c,Natzuhini Bay c,-132.837131,55.241887,2018,6/16/18,20180616,Inside,1,40,2,muddy sand,gravel,3,7,"Lia, Liz",
L_04_c,Natzuhini Bay c,-132.837131,55.241887,2018,6/16/18,20180616,Inside,2,40,4,sand,cobble,4,8,"Lia, Liz",
L_04_c,Natzuhini Bay c,-132.837131,55.241887,2018,6/16/18,20180616,Inside,3,40,3,sand,gravel,4,7,"Lia, Liz",
L_04_c,Natzuhini Bay c,-132.837131,55.241887,2018,6/16/18,20180616,Inside,4,40,3,sand,gravel,4,7,"Lia, Liz",
L_04_c,Natzuhini Bay c,-132.837131,55.241887,2018,6/16/18,20180616,Inside,5,40,4,sand,cobble,4,8,"Lia, Liz",
L_05_a,Dunbar Inlet a,-132.826,55.0848,2018,8/11/18,20180811,Inside,1,40,2,sand,muddy sand,4,3,"Lia, EW",firm sediment
L_05_a,Dunbar Inlet a,-132.826,55.0848,2018,8/11/18,20180811,Inside,2,40,2,sand,muddy sand,4,3,"Lia, EW",
L_05_a,Dunbar Inlet a,-132.826,55.0848,2018,8/11/18,20180811,Inside,3,40,0,sand,muddy sand,4,3,"Lia, EW",
L_05_a,Dunbar Inlet a,-132.826,55.0848,2018,8/11/18,20180811,Inside,4,40,1,sand,muddy sand,4,3,"Lia, EW",
L_05_a,Dunbar Inlet a,-132.826,55.0848,2018,8/11/18,20180811,Inside,5,40,0,sand,muddy sand,4,3,"Lia, EW",
L_05_a,Dunbar Inlet a,-132.826,55.0848,2018,8/11/18,20180811,Outside,1,40,5,muddy sand,gravel,3,7,"Lia, EW",lots of soft shelled clams freshly dead but only half shells so they were not collected to be measured
L_05_a,Dunbar Inlet a,-132.826,55.0848,2018,8/11/18,20180811,Outside,2,40,1,muddy sand,gravel,3,7,"Lia, EW",
L_05_a,Dunbar Inlet a,-132.826,55.0848,2018,8/11/18,20180811,Outside,3,40,4,muddy sand,gravel,3,7,"Lia, EW",
L_05_a,Dunbar Inlet a,-132.826,55.0848,2018,8/11/18,20180811,Outside,4,40,4,muddy sand,gravel,3,7,"Lia, EW",
L_05_a,Dunbar Inlet a,-132.826,55.0848,2018,8/11/18,20180811,Outside,5,40,2,muddy sand,gravel,3,7,"Lia, EW",
L_05_a,Dunbar Inlet a,-132.826,55.0848,2018,8/11/18,20180811,Edge,1,40,1,muddy sand,gravel,3,7,"Lia, EW",cockel shell discarded becuase it was previously whole but it got stepped on
L_05_a,Dunbar Inlet a,-132.826,55.0848,2018,8/11/18,20180811,Edge,2,40,0,muddy sand,gravel,3,7,"Lia, EW",
L_05_a,Dunbar Inlet a,-132.826,55.0848,2018,8/11/18,20180811,Edge,3,40,1,muddy sand,gravel,3,7,"Lia, EW",
L_05_a,Dunbar Inlet a,-132.826,55.0848,2018,8/11/18,20180811,Edge,4,40,0,muddy sand,gravel,3,7,"Lia, EW",
L_05_a,Dunbar Inlet a,-132.826,55.0848,2018,8/11/18,20180811,Edge,5,40,0,muddy sand,gravel,3,7,"Lia, EW",
L_08_a,Sukkwan Narrows a,-132.842514,55.188785,2018,6/14/18,20180614,Outside,1,40,14,muddy sand,sand,3,4,"Lia, Liz",Lots of old clam shells. Pisaster along transect in sandy substrate. Lots of alive but unburied cockles. Some pits (4-5) present.
L_08_a,Sukkwan Narrows a,-132.842514,55.188785,2018,6/14/18,20180614,Outside,2,40,5,muddy sand,course sand,3,5,"Lia, Liz",
L_08_a,Sukkwan Narrows a,-132.842514,55.188785,2018,6/14/18,20180614,Outside,3,40,3,muddy sand,course sand,3,5,"Lia, Liz",
L_08_a,Sukkwan Narrows a,-132.842514,55.188785,2018,6/14/18,20180614,Outside,4,40,2,muddy sand,course sand,3,5,"Lia, Liz",
L_08_a,Sukkwan Narrows a,-132.842514,55.188785,2018,6/14/18,20180614,Outside,5,40,4,muddy sand,pebble,3,6,"Lia, Liz",
L_08_a,Sukkwan Narrows a,-132.842514,55.188785,2018,6/14/18,20180614,Edge,1,40,8,muddy sand,sandy mud,3,2,"Lia, Liz","Some footprints along transect, pits harder to see. Pisaster along transect."
L_08_a,Sukkwan Narrows a,-132.842514,55.188785,2018,6/14/18,20180614,Edge,2,40,5,muddy sand,sandy mud,3,2,"Lia, Liz",
L_08_a,Sukkwan Narrows a,-132.842514,55.188785,2018,6/14/18,20180614,Edge,3,40,6,sandy mud,muddy sand,2,3,"Lia, Liz",
L_08_a,Sukkwan Narrows a,-132.842514,55.188785,2018,6/14/18,20180614,Edge,4,40,4,muddy sand,sandy mud,3,2,"Lia, Liz",
L_08_a,Sukkwan Narrows a,-132.842514,55.188785,2018,6/14/18,20180614,Edge,5,40,5,muddy sand,sandy mud,3,2,"Lia, Liz",
L_08_a,Sukkwan Narrows a,-132.842514,55.188785,2018,6/14/18,20180614,Inside,1,40,3,sandy mud,mud,2,1,"Lia, Liz",
L_08_a,Sukkwan Narrows a,-132.842514,55.188785,2018,6/14/18,20180614,Inside,2,40,2,muddy sand,mud,3,1,"Lia, Liz",
L_08_a,Sukkwan Narrows a,-132.842514,55.188785,2018,6/14/18,20180614,Inside,3,40,4,sandy mud,mud,2,1,"Lia, Liz",Some cobbles present.
L_08_a,Sukkwan Narrows a,-132.842514,55.188785,2018,6/14/18,20180614,Inside,4,40,3,sandy mud,mud,2,1,"Lia, Liz",
L_08_a,Sukkwan Narrows a,-132.842514,55.188785,2018,6/14/18,20180614,Inside,5,40,1,muddy sand,mud,3,1,"Lia, Liz",
L_09_a,Mushroom Island a,-132.846741,55.214375,2018,6/16/18,20180616,Inside,1,40,2,sandy mud,muddy sand,2,3,"Lia, Liz",
L_09_a,Mushroom Island a,-132.846741,55.214375,2018,6/16/18,20180616,Inside,2,40,2,sandy mud,muddy sand,2,3,"Lia, Liz",
L_09_a,Mushroom Island a,-132.846741,55.214375,2018,6/16/18,20180616,Inside,3,40,1,sandy mud,muddy sand,2,3,"Lia, Liz",
L_09_a,Mushroom Island a,-132.846741,55.214375,2018,6/16/18,20180616,Inside,4,40,2,sandy mud,muddy sand,2,3,"Lia, Liz",
L_09_a,Mushroom Island a,-132.846741,55.214375,2018,6/16/18,20180616,Inside,5,40,2,sandy mud,muddy sand,2,3,"Lia, Liz",
L_09_a,Mushroom Island a,-132.846741,55.214375,2018,6/16/18,20180616,Edge,1,40,2,sand,gravel,4,7,"Lia, Liz",
L_09_a,Mushroom Island a,-132.846741,55.214375,2018,6/16/18,20180616,Edge,2,40,3,sand,gravel,4,7,"Lia, Liz",
L_09_a,Mushroom Island a,-132.846741,55.214375,2018,6/16/18,20180616,Edge,3,40,0,sand,muddy sand,4,3,"Lia, Liz",
L_09_a,Mushroom Island a,-132.846741,55.214375,2018,6/16/18,20180616,Edge,4,40,0,muddy sand,gravel,3,7,"Lia, Liz",
L_09_a,Mushroom Island a,-132.846741,55.214375,2018,6/16/18,20180616,Edge,5,40,1,muddy sand,gravel,3,7,"Lia, Liz",
L_09_a,Mushroom Island a,-132.846741,55.214375,2018,6/16/18,20180616,Outside,1,40,1,sand,gravel,4,7,"Lia, Liz",
L_09_a,Mushroom Island a,-132.846741,55.214375,2018,6/16/18,20180616,Outside,2,40,6,sand,gravel,4,7,"Lia, Liz",
L_09_a,Mushroom Island a,-132.846741,55.214375,2018,6/16/18,20180616,Outside,3,40,0,muddy sand,gravel,3,7,"Lia, Liz",
L_09_a,Mushroom Island a,-132.846741,55.214375,2018,6/16/18,20180616,Outside,4,40,6,gravel,muddy sand,7,3,"Lia, Liz",
L_09_a,Mushroom Island a,-132.846741,55.214375,2018,6/16/18,20180616,Outside,5,40,6,gravel,muddy sand,7,3,"Lia, Liz",
L_10_a,Big Clam Bay a,-132.973932,55.227691,2018,7/13/18,20180713,Inside,1,40,0,sand,sand,4,4,Wendel,
L_10_a,Big Clam Bay a,-132.973932,55.227691,2018,7/13/18,20180713,Inside,2,40,0,sand,sand,4,4,Wendel,
L_10_a,Big Clam Bay a,-132.973932,55.227691,2018,7/13/18,20180713,Inside,3,40,0,sand,sand,4,4,Wendel,
L_10_a,Big Clam Bay a,-132.973932,55.227691,2018,7/13/18,20180713,Inside,4,40,0,sand,sand,4,4,Wendel,
L_10_a,Big Clam Bay a,-132.973932,55.227691,2018,7/13/18,20180713,Inside,5,40,0,sand,sand,4,4,Wendel,
L_10_a,Big Clam Bay a,-132.973932,55.227691,2018,7/13/18,20180713,Edge,1,40,0,sand,gravel,4,7,Wendel,
L_10_a,Big Clam Bay a,-132.973932,55.227691,2018,7/13/18,20180713,Edge,2,40,0,sand,gravel,4,7,Wendel,
L_10_a,Big Clam Bay a,-132.973932,55.227691,2018,7/13/18,20180713,Edge,3,40,0,sand,gravel,4,7,Wendel,
L_10_a,Big Clam Bay a,-132.973932,55.227691,2018,7/13/18,20180713,Edge,4,40,1,sand,gravel,4,7,Wendel,
L_10_a,Big Clam Bay a,-132.973932,55.227691,2018,7/13/18,20180713,Edge,5,40,2,sand,gravel,4,7,Wendel,
L_10_a,Big Clam Bay a,-132.973932,55.227691,2018,7/13/18,20180713,Outside,1,40,0,gravel,sand,7,4,Wendel,
L_10_a,Big Clam Bay a,-132.973932,55.227691,2018,7/13/18,20180713,Outside,2,40,0,gravel,sand,7,4,Wendel,
L_10_a,Big Clam Bay a,-132.973932,55.227691,2018,7/13/18,20180713,Outside,3,40,1,gravel,sand,7,4,Wendel,
L_10_a,Big Clam Bay a,-132.973932,55.227691,2018,7/13/18,20180713,Outside,4,40,0,gravel,gravel,7,7,Wendel,
L_10_a,Big Clam Bay a,-132.973932,55.227691,2018,7/13/18,20180713,Outside,5,40,0,gravel,sand,7,4,Wendel,
M_02_a,N Fish Egg Island,-133.170812,55.496472,2018,6/19/2018,20180619,Edge,1,40,1,sand,muddy sand,4,3,"Lia, Ginny, Tiff",
M_02_a,N Fish Egg Island,-133.170812,55.496472,2018,6/19/2018,20180619,Edge,2,40,3,sand,muddy sand,4,3,"Lia, Ginny, Tiff",
M_02_a,N Fish Egg Island,-133.170812,55.496472,2018,6/19/2018,20180619,Edge,3,40,0,sand,muddy sand,4,3,"Lia, Ginny, Tiff",
M_02_a,N Fish Egg Island,-133.170812,55.496472,2018,6/19/2018,20180619,Edge,4,40,0,muddy sand,muddy sand,3,3,"Lia, Ginny, Tiff",
M_02_a,N Fish Egg Island,-133.170812,55.496472,2018,6/19/2018,20180619,Edge,5,40,0,muddy sand,muddy sand,3,3,"Lia, Ginny, Tiff",
M_02_a,N Fish Egg Island,-133.170812,55.496472,2018,6/19/2018,20180619,Outside,1,40,1,sand,muddy sand,4,3,"Lia, Ginny, Tiff",
M_02_a,N Fish Egg Island,-133.170812,55.496472,2018,6/19/2018,20180619,Outside,2,40,0,sand,muddy sand,4,3,"Lia, Ginny, Tiff",
M_02_a,N Fish Egg Island,-133.170812,55.496472,2018,6/19/2018,20180619,Outside,3,40,1,muddy sand,sand,3,4,"Lia, Ginny, Tiff",
M_02_a,N Fish Egg Island,-133.170812,55.496472,2018,6/19/2018,20180619,Outside,4,40,0,muddy sand,sand,3,4,"Lia, Ginny, Tiff",
M_02_a,N Fish Egg Island,-133.170812,55.496472,2018,6/19/2018,20180619,Outside,5,40,0,sand,muddy sand,4,3,"Lia, Ginny, Tiff",
M_02_a,N Fish Egg Island,-133.170812,55.496472,2018,6/19/2018,20180619,Inside,1,40,4,muddy sand,muddy sand,3,3,"Lia, Ginny, Tiff",
M_02_a,N Fish Egg Island,-133.170812,55.496472,2018,6/19/2018,20180619,Inside,2,40,0,muddy sand,sand,3,4,"Lia, Ginny, Tiff",
M_02_a,N Fish Egg Island,-133.170812,55.496472,2018,6/19/2018,20180619,Inside,3,40,1,muddy sand,sand,3,4,"Lia, Ginny, Tiff",
M_02_a,N Fish Egg Island,-133.170812,55.496472,2018,6/19/2018,20180619,Inside,4,40,1,muddy sand,sand,3,4,"Lia, Ginny, Tiff",
M_02_a,N Fish Egg Island,-133.170812,55.496472,2018,6/19/2018,20180619,Inside,5,40,0,muddy sand,sand,3,4,"Lia, Ginny, Tiff",
M_03_a,S Fish Egg Island a,-133.174447,55.485687,2018,6/25/18,20180625,Inside,1,40,4,sand,sand,4,4,Tiff,
M_03_a,S Fish Egg Island a,-133.174447,55.485687,2018,6/25/18,20180625,Inside,2,40,3,sand,sand,4,4,Tiff,
M_03_a,S Fish Egg Island a,-133.174447,55.485687,2018,6/25/18,20180625,Inside,3,40,9,sand,sand,4,4,Tiff,
M_03_a,S Fish Egg Island a,-133.174447,55.485687,2018,6/25/18,20180625,Inside,4,40,5,sand,sand,4,4,Tiff,
M_03_a,S Fish Egg Island a,-133.174447,55.485687,2018,6/25/18,20180625,Inside,5,40,6,sand,sand,4,4,Tiff,
M_03_a,S Fish Egg Island a,-133.174447,55.485687,2018,6/25/18,20180625,Edge,1,40,8,sand,gravel,4,7,"Maggie, Mel",
M_03_a,S Fish Egg Island a,-133.174447,55.485687,2018,6/25/18,20180625,Edge,2,40,24,sand,gravel,4,7,"Maggie, Mel",
M_03_a,S Fish Egg Island a,-133.174447,55.485687,2018,6/25/18,20180625,Edge,3,40,7,sand,sand,4,4,"Maggie, Mel",
M_03_a,S Fish Egg Island a,-133.174447,55.485687,2018,6/25/18,20180625,Edge,4,40,0,sand,sand,4,4,"Maggie, Mel",
M_03_a,S Fish Egg Island a,-133.174447,55.485687,2018,6/25/18,20180625,Edge,5,40,0,sand,sand,4,4,"Maggie, Mel",
M_03_a,S Fish Egg Island a,-133.174447,55.485687,2018,6/25/18,20180625,Outside,1,40,0,sand,gravel,4,7,"Maggie, Mel",
M_03_a,S Fish Egg Island a,-133.174447,55.485687,2018,6/25/18,20180625,Outside,2,40,5,sand,gravel,4,7,"Maggie, Mel",
M_03_a,S Fish Egg Island a,-133.174447,55.485687,2018,6/25/18,20180625,Outside,3,40,12,sand,gravel,4,7,"Maggie, Mel",
M_03_a,S Fish Egg Island a,-133.174447,55.485687,2018,6/25/18,20180625,Outside,4,40,12,sand,sand,4,4,"Maggie, Mel",
M_03_a,S Fish Egg Island a,-133.174447,55.485687,2018,6/25/18,20180625,Outside,5,40,0,sand,sand,4,4,"Maggie, Mel",
M_04_a,S Wadleigh Island a,-133.147345,55.528424,2018,6/12/18,20180612,Inside,1,40,0,mud,mud,1,1,"Tiff, Wendel, Maggie, Mel, Liz, Lena",
M_04_a,S Wadleigh Island a,-133.147345,55.528424,2018,6/12/18,20180612,Inside,2,40,1,mud,mud,1,1,"Tiff, Wendel, Maggie, Mel, Liz, Lena",
M_04_a,S Wadleigh Island a,-133.147345,55.528424,2018,6/12/18,20180612,Inside,3,40,3,mud,mud,1,1,"Tiff, Wendel, Maggie, Mel, Liz, Lena",
M_04_a,S Wadleigh Island a,-133.147345,55.528424,2018,6/12/18,20180612,Inside,4,40,2,mud,mud,1,1,"Tiff, Wendel, Maggie, Mel, Liz, Lena",
M_04_a,S Wadleigh Island a,-133.147345,55.528424,2018,6/12/18,20180612,Inside,5,40,1,mud,mud,1,1,"Tiff, Wendel, Maggie, Mel, Liz, Lena",
M_04_a,S Wadleigh Island a,-133.147345,55.528424,2018,6/12/18,20180612,Edge,1,40,4,mud,sandy mud,1,2,"Tiff, Wendel, Maggie, Mel, Liz, Lena",
M_04_a,S Wadleigh Island a,-133.147345,55.528424,2018,6/12/18,20180612,Edge,2,40,4,mud,sandy mud,1,2,"Tiff, Wendel, Maggie, Mel, Liz, Lena",
M_04_a,S Wadleigh Island a,-133.147345,55.528424,2018,6/12/18,20180612,Edge,3,40,5,mud,sandy mud,1,2,"Tiff, Wendel, Maggie, Mel, Liz, Lena",
M_04_a,S Wadleigh Island a,-133.147345,55.528424,2018,6/12/18,20180612,Edge,4,40,4,mud,mud,1,1,"Tiff, Wendel, Maggie, Mel, Liz, Lena",
M_04_a,S Wadleigh Island a,-133.147345,55.528424,2018,6/12/18,20180612,Edge,5,40,4,mud,mud,1,1,"Tiff, Wendel, Maggie, Mel, Liz, Lena",
M_04_a,S Wadleigh Island a,-133.147345,55.528424,2018,6/12/18,20180612,Outside,1,40,0,sandy mud,muddy sand,2,3,"Tiff, Wendel, Maggie, Mel, Liz, Lena",
M_04_a,S Wadleigh Island a,-133.147345,55.528424,2018,6/12/18,20180612,Outside,2,40,0,sandy mud,muddy sand,2,3,"Tiff, Wendel, Maggie, Mel, Liz, Lena",
M_04_a,S Wadleigh Island a,-133.147345,55.528424,2018,6/12/18,20180612,Outside,3,40,0,sandy mud,sandy mud,2,2,"Tiff, Wendel, Maggie, Mel, Liz, Lena",
M_04_a,S Wadleigh Island a,-133.147345,55.528424,2018,6/12/18,20180612,Outside,4,40,0,sandy mud,sandy mud,2,2,"Tiff, Wendel, Maggie, Mel, Liz, Lena",
M_04_a,S Wadleigh Island a,-133.147345,55.528424,2018,6/12/18,20180612,Outside,5,40,0,sandy mud,sandy mud,2,2,"Tiff, Wendel, Maggie, Mel, Liz, Lena",
M_05_a,Shinaku Inlet a,-133.160431,55.599083,2018,6/17/18,20180617,Edge,1,40,2,sandy mud,muddy sand,2,3,"Tiff, Maggie, Wendel, Mel",
M_05_a,Shinaku Inlet a,-133.160431,55.599083,2018,6/17/18,20180617,Edge,2,40,2,sandy mud,muddy sand,2,3,"Tiff, Maggie, Wendel, Mel",
M_05_a,Shinaku Inlet a,-133.160431,55.599083,2018,6/17/18,20180617,Edge,3,40,5,muddy sand,sandy mud,3,2,"Tiff, Maggie, Wendel, Mel",
M_05_a,Shinaku Inlet a,-133.160431,55.599083,2018,6/17/18,20180617,Edge,4,40,4,sandy mud,muddy sand,2,3,"Tiff, Maggie, Wendel, Mel",
M_05_a,Shinaku Inlet a,-133.160431,55.599083,2018,6/17/18,20180617,Edge,5,40,3,muddy sand,sandy mud,3,2,"Tiff, Maggie, Wendel, Mel",
M_05_a,Shinaku Inlet a,-133.160431,55.599083,2018,6/17/18,20180617,Inside,1,40,0,mud,mud,1,1,"Tiff, Maggie, Wendel, Mel",
M_05_a,Shinaku Inlet a,-133.160431,55.599083,2018,6/17/18,20180617,Inside,2,40,1,mud,mud,1,1,"Tiff, Maggie, Wendel, Mel",
M_05_a,Shinaku Inlet a,-133.160431,55.599083,2018,6/17/18,20180617,Inside,3,40,0,mud,mud,1,1,"Tiff, Maggie, Wendel, Mel",
M_05_a,Shinaku Inlet a,-133.160431,55.599083,2018,6/17/18,20180617,Inside,4,40,1,mud,mud,1,1,"Tiff, Maggie, Wendel, Mel",
M_05_a,Shinaku Inlet a,-133.160431,55.599083,2018,6/17/18,20180617,Inside,5,40,0,mud,mud,1,1,"Tiff, Maggie, Wendel, Mel",
M_05_a,Shinaku Inlet a,-133.160431,55.599083,2018,6/17/18,20180617,Outside,1,40,3,muddy sand,sandy mud,3,2,"Tiff, Maggie, Wendel, Mel",
M_05_a,Shinaku Inlet a,-133.160431,55.599083,2018,6/17/18,20180617,Outside,2,40,2,muddy sand,sandy mud,3,2,"Tiff, Maggie, Wendel, Mel",
M_05_a,Shinaku Inlet a,-133.160431,55.599083,2018,6/17/18,20180617,Outside,3,40,5,muddy sand,muddy sand,3,3,"Tiff, Maggie, Wendel, Mel",
M_05_a,Shinaku Inlet a,-133.160431,55.599083,2018,6/17/18,20180617,Outside,4,40,4,muddy sand,sand,3,4,"Tiff, Maggie, Wendel, Mel",
M_05_a,Shinaku Inlet a,-133.160431,55.599083,2018,6/17/18,20180617,Outside,5,40,3,muddy sand,sand,3,4,"Tiff, Maggie, Wendel, Mel",
M_07_a,Garcia Bay a,-133.430032,55.552181,2018,5/20/18,20180520,Outside,1,40,40,sand,pebble,4,6,"Lia, Ginny",Bomb field!
M_07_a,Garcia Bay a,-133.430032,55.552181,2018,5/20/18,20180520,Outside,2,40,24,sand,pebble,4,6,"Lia, Ginny",
M_07_a,Garcia Bay a,-133.430032,55.552181,2018,5/20/18,20180520,Outside,3,40,20,sand,pebble,4,6,"Lia, Ginny",
M_07_a,Garcia Bay a,-133.430032,55.552181,2018,5/20/18,20180520,Outside,4,40,23,sand,pebble,4,6,"Lia, Ginny",
M_07_a,Garcia Bay a,-133.430032,55.552181,2018,5/20/18,20180520,Outside,5,40,74,sand,pebble,4,6,"Lia, Ginny",
M_07_a,Garcia Bay a,-133.430032,55.552181,2018,5/20/18,20180520,Edge,1,40,23,Course sand,pebble,5,6,"Lia, Ginny",Lots of shells. Transect takes a 90 degree turn at cage 2.
M_07_a,Garcia Bay a,-133.430032,55.552181,2018,5/20/18,20180520,Edge,2,40,16,Course sand,pebble,5,6,"Lia, Ginny",
M_07_a,Garcia Bay a,-133.430032,55.552181,2018,5/20/18,20180520,Edge,3,40,5,Course sand,pebble,5,6,"Lia, Ginny",
M_07_a,Garcia Bay a,-133.430032,55.552181,2018,5/20/18,20180520,Edge,4,40,6,Course sand,pebble,5,6,"Lia, Ginny",
M_07_a,Garcia Bay a,-133.430032,55.552181,2018,5/20/18,20180520,Edge,5,40,5,Course sand,pebble,5,6,"Lia, Ginny",
M_07_a,Garcia Bay a,-133.430032,55.552181,2018,5/20/18,20180520,Inside,1,40,7,sand,course sand,4,5,"Lia, Maggie",Few shells in second half. Transect takes a 90 degree turn at cage 2.
M_07_a,Garcia Bay a,-133.430032,55.552181,2018,5/20/18,20180520,Inside,2,40,8,sand,muddy sand,4,3,"Lia, Maggie",
M_07_a,Garcia Bay a,-133.430032,55.552181,2018,5/20/18,20180520,Inside,3,40,10,sand,course sand,4,5,"Lia, Maggie",
M_07_a,Garcia Bay a,-133.430032,55.552181,2018,5/20/18,20180520,Inside,4,40,7,sand,muddy sand,4,3,"Lia, Maggie",
M_07_a,Garcia Bay a,-133.430032,55.552181,2018,5/20/18,20180520,Inside,5,40,10,sand,muddy sand,4,3,"Lia, Maggie",
M_08_a,Port Refugio a,-133.334028,55.282137,2018,8/10/18,20180810,Inside,1,40,0,muddy sand,muddy sand,3,3,"Maggie, EW",Transect was walked prior to survey. At 21-30 m there were a lot of seastars mainly evesterias.
M_08_a,Port Refugio a,-133.334028,55.282137,2018,8/10/18,20180810,Inside,2,40,0,muddy sand,muddy sand,3,3,"Maggie, EW",
M_08_a,Port Refugio a,-133.334028,55.282137,2018,8/10/18,20180810,Inside,3,40,0,muddy sand,muddy sand,3,3,"Maggie, EW",
M_08_a,Port Refugio a,-133.334028,55.282137,2018,8/10/18,20180810,Inside,4,40,0,muddy sand,muddy sand,3,3,"Maggie, EW",
M_08_a,Port Refugio a,-133.334028,55.282137,2018,8/10/18,20180810,Inside,5,40,0,muddy sand,muddy sand,3,3,"Maggie, EW",
M_08_a,Port Refugio a,-133.334028,55.282137,2018,8/10/18,20180810,Edge,1,40,0,muddy sand,muddy sand,3,3,"Maggie, EW",Transect was walked prior to survey.
M_08_a,Port Refugio a,-133.334028,55.282137,2018,8/10/18,20180810,Edge,2,40,2,muddy sand,sand,3,4,"Maggie, EW",
M_08_a,Port Refugio a,-133.334028,55.282137,2018,8/10/18,20180810,Edge,3,40,0,muddy sand,sand,3,4,"Maggie, EW",
M_08_a,Port Refugio a,-133.334028,55.282137,2018,8/10/18,20180810,Edge,4,40,1,muddy sand,sand,3,4,"Maggie, EW",
M_08_a,Port Refugio a,-133.334028,55.282137,2018,8/10/18,20180810,Edge,5,40,0,muddy sand,muddy sand,3,3,"Maggie, EW",
M_08_a,Port Refugio a,-133.334028,55.282137,2018,8/10/18,20180810,Outside,1,40,0,sand,sand,4,4,Maggie,Survey was done underwater. Algae covered 75% of the ground from 10-40 m.
M_08_a,Port Refugio a,-133.334028,55.282137,2018,8/10/18,20180810,Outside,2,40,0,sand,sand,4,4,Maggie,
M_08_a,Port Refugio a,-133.334028,55.282137,2018,8/10/18,20180810,Outside,3,40,1,sand,muddy sand,4,3,Maggie,
M_08_a,Port Refugio a,-133.334028,55.282137,2018,8/10/18,20180810,Outside,4,40,0,sand,muddy sand,4,3,Maggie,
M_08_a,Port Refugio a,-133.334028,55.282137,2018,8/10/18,20180810,Outside,5,40,0,muddy sand,sand,3,4,Maggie,
M_09_a,Port Caldera a,-133.161232,55.36209,2018,7/10/18,20180710,Outside,1,40,0,course sand,gravel,5,7,"Maggie, Sydney",
M_09_a,Port Caldera a,-133.161232,55.36209,2018,7/10/18,20180710,Outside,2,40,0,course sand,gravel,5,7,"Maggie, Sydney",
M_09_a,Port Caldera a,-133.161232,55.36209,2018,7/10/18,20180710,Outside,3,40,0,course sand,gravel,5,7,"Maggie, Sydney",
M_09_a,Port Caldera a,-133.161232,55.36209,2018,7/10/18,20180710,Outside,4,40,0,course sand,course sand,5,5,"Maggie, Sydney",
M_09_a,Port Caldera a,-133.161232,55.36209,2018,7/10/18,20180710,Outside,5,40,1,course sand,course sand,5,5,"Maggie, Sydney",
